Initial Temperature (K)	0.0499918
Excitation Current (A)	2.5e-07
Axis 1,2	x,z
Angle	0
Field (T)	Current (A)	Resistance (Ohms)	Actual X-Field	Actual Y-Field	Actual Z-Field	Lock-In Overload Pass	Keithley Error Code	Average Phase
-0.022	-0.00012	0.00514597	-0.022	0.0	-0.0	True	None	-76.426
-0.022	-0.000118	0.0875944	-0.022	0.0	0.0	True	None	-12.132
-0.022	-0.000116	0.09759813	-0.022	-0.0	0.0	True	None	-8.49
-0.022	-0.000114	0.09497067	-0.022	0.0	0.0	True	None	-7.762
-0.022	-0.000112	0.09129013	-0.022	0.0	-0.0	True	None	-13.116
-0.022	-0.00011	0.10011653	-0.022	0.0	0.0	True	None	-10.594
-0.022	-0.000108	0.10498907	-0.022	0.0	0.0	True	None	-9.866
-0.022	-0.000106	0.1036184	-0.022	-0.0	-0.0	True	None	-9.118
-0.022	-0.000104	0.1013432	-0.022	-0.0	0.0	True	None	-9.78
-0.022	-0.000102	0.10090107	-0.022	0.0	0.0	True	None	-6.582
-0.022	-0.0001	0.10201893	-0.022	-0.0	0.0	True	None	-12.042
-0.022	-9.8e-05	0.10139787	-0.022	0.0	0.0	True	None	-10.282
-0.022	-9.6e-05	0.10581867	-0.022	-0.0	0.0	True	None	-13.652
-0.022	-9.4e-05	0.09659467	-0.022	0.0	0.0	True	None	-10.882
-0.022	-9.2e-05	0.10266453	-0.022	0.0	0.0	True	None	-8.718
-0.022	-9e-05	0.1000768	-0.022	-0.0	0.0	True	None	-17.822
-0.022	-8.8e-05	0.09526347	-0.022	0.0	-0.0	True	None	-13.976
-0.022	-8.6e-05	0.09657493	-0.022	0.0	0.0	True	None	-6.974
-0.022	-8.4e-05	0.0940368	-0.022	0.0	0.0	True	None	-10.038
-0.022	-8.2e-05	0.09600373	-0.022	0.0	0.0	True	None	-13.606
-0.022	-8e-05	0.0999624	-0.022	0.0	0.0	True	None	-11.846
-0.022	-7.8e-05	0.09778187	-0.022	0.0	0.0	True	None	-13.114
-0.022	-7.6e-05	0.09304827	-0.022	0.0	0.0	True	None	-14.1
-0.022	-7.4e-05	0.09884987	-0.022	0.0	-0.0	True	None	-10.146
-0.022	-7.2e-05	0.102704	-0.022	0.0	0.0	True	None	-14.354
-0.022	-7e-05	0.10547093	-0.022	-0.0	0.0	True	None	-13.752
-0.022	-6.8e-05	0.10111973	-0.022	-0.0	-0.0	True	None	-10.822
-0.022	-6.6e-05	0.09542267	-0.022	0.0	0.0	True	None	-12.484
-0.022	-6.4e-05	0.10408507	-0.022	0.0	0.0	True	None	-13.346
-0.022	-6.2e-05	0.10453707	-0.022	0.0	0.0	True	None	-8.558
-0.022	-6e-05	0.0991776	-0.022	-0.0	-0.0	True	None	-10.102
-0.022	-5.8e-05	0.09678827	-0.022	0.0	0.0	True	None	-10.284
-0.022	-5.6e-05	0.10425387	-0.022	0.0	0.0	True	None	-16.06
-0.022	-5.4e-05	0.1211624	-0.022	0.0	0.0	True	None	-13.538
-0.022	-5.2e-05	0.12363573	-0.022	0.0	0.0	True	None	-10.974
-0.022	-5e-05	0.13183653	-0.022	-0.0	-0.0	True	None	-14.556
-0.022	-4.8e-05	0.1467128	-0.022	0.0	0.0	True	None	-11.654
-0.022	-4.6e-05	0.14251573	-0.022	0.0	0.0	True	None	-12.726
-0.022	-4.4e-05	0.09286933	-0.022	0.0	-0.0	True	None	-10.41
-0.022	-4.2e-05	0.08754	-0.022	0.0	0.0	True	None	-18.312
-0.022	-4e-05	0.08489253	-0.022	0.0	-0.0	True	None	-17.144
-0.022	-3.8e-05	0.0859304	-0.022	0.0	0.0	True	None	-14.052
-0.022	-3.6e-05	0.09179173	-0.022	0.0	0.0	True	None	-17.37
-0.022	-3.4e-05	0.09045547	-0.022	0.0	0.0	True	None	-17.76
-0.022	-3.2e-05	0.08420693	-0.022	0.0	0.0	True	None	-12.706
-0.022	-3e-05	0.08907467	-0.022	0.0	-0.0	True	None	-15.408
-0.022	-2.8e-05	0.1006976	-0.022	0.0	0.0	True	None	-11.38
-0.022	-2.6e-05	0.100792	-0.022	-0.0	-0.0	True	None	-15.342
-0.022	-2.4e-05	0.09754347	-0.022	0.0	0.0	True	None	-15.472
-0.022	-2.2e-05	0.09923227	-0.022	-0.0	0.0	True	None	-14.702
-0.022	-2e-05	0.11108373	-0.022	0.0	-0.0	True	None	-15.068
-0.022	-1.8e-05	0.1114016	-0.022	0.0	0.0	True	None	-15.148
-0.022	-1.6e-05	0.0935104	-0.022	-0.0	0.0	True	None	-15.968
-0.022	-1.4e-05	0.08052637	-0.022	-0.0	0.0	True	None	-20.042
-0.022	-1.2e-05	0.08725173	-0.022	-0.0	0.0	True	None	-18.438
-0.022	-1e-05	0.0996544	-0.022	0.0	0.0	True	None	-20.33
-0.022	-8e-06	0.07024432	-0.022	0.0	-0.0	True	None	5.642
-0.022	-6e-06	0.00195206	-0.022	-0.0	0.0	True	None	77.538
-0.022	-4e-06	0.00766421	-0.022	-0.0	0.0	True	None	16.522
-0.022	-2e-06	0.00770394	-0.022	0.0	-0.0	True	None	13.618
-0.022	-0.0	0.00085434	-0.022	0.0	0.0	True	None	90.362
-0.022	2e-06	0.00654165	-0.022	0.0	0.0	True	None	58.538
-0.022	4e-06	0.00810629	-0.022	-0.0	0.0	True	None	16.344
-0.022	6e-06	0.00100335	-0.022	0.0	0.0	True	None	84.03
-0.022	8e-06	-0.00461441	-0.022	-0.0	-0.0	True	None	110.91
-0.022	1e-05	0.03978147	-0.022	-0.0	0.0	True	None	41.27
-0.022	1.2e-05	0.0868592	-0.022	-0.0	0.0	True	None	-16.218
-0.022	1.4e-05	0.07114856	-0.022	-0.0	-0.0	True	None	-20.564
-0.022	1.6e-05	0.08402347	-0.022	-0.0	0.0	True	None	-20.154
-0.022	1.8e-05	0.09257147	-0.022	0.0	0.0	True	None	-18.836
-0.022	2e-05	0.0916872	-0.022	-0.0	0.0	True	None	-24.18
-0.022	2.2e-05	0.0972552	-0.022	0.0	0.0	True	None	-16.446
-0.022	2.4e-05	0.0927552	-0.022	0.0	0.0	True	None	-22.59
-0.022	2.6e-05	0.09769733	-0.022	-0.0	0.0	True	None	-20.408
-0.022	2.8e-05	0.09477173	-0.022	0.0	0.0	True	None	-17.358
-0.022	3e-05	0.08694373	-0.022	-0.0	-0.0	True	None	-17.494
-0.022	3.2e-05	0.08168875	-0.022	-0.0	-0.0	True	None	-23.596
-0.022	3.4e-05	0.0824732	-0.022	0.0	0.0	True	None	-24.36
-0.022	3.6e-05	0.0911808	-0.022	-0.0	-0.0	True	None	-14.886
-0.022	3.8e-05	0.0837896	-0.022	-0.0	0.0	True	None	-18.762
-0.022	4e-05	0.08691901	-0.022	-0.0	0.0	True	None	-21.43
-0.022	4.2e-05	0.10771093	-0.022	0.0	0.0	True	None	-23.638
-0.022	4.4e-05	0.13345067	-0.022	-0.0	0.0	True	None	-16.33
-0.022	4.6e-05	0.1236952	-0.022	-0.0	-0.0	True	None	-19.918
-0.022	4.8e-05	0.1210624	-0.022	0.0	0.0	True	None	-19.516
-0.022	5e-05	0.09980827	-0.022	-0.0	0.0	True	None	-22.118
-0.022	5.2e-05	0.10851067	-0.022	0.0	0.0	True	None	-22.366
-0.022	5.4e-05	0.1125936	-0.022	0.0	0.0	True	None	-19.402
-0.022	5.6e-05	0.1062904	-0.022	0.0	-0.0	True	None	-18.608
-0.022	5.8e-05	0.10079707	-0.022	-0.0	-0.0	True	None	-17.628
-0.022	6e-05	0.09514427	-0.022	0.0	-0.0	True	None	-24.89
-0.022	6.2e-05	0.1038416	-0.022	0.0	-0.0	True	None	-25.408
-0.022	6.4e-05	0.0942256	-0.022	0.0	0.0	True	None	-19.914
-0.022	6.6e-05	0.0962272	-0.022	0.0	0.0	True	None	-25.19
-0.022	6.8e-05	0.0931624	-0.022	0.0	0.0	True	None	-24.574
-0.022	7e-05	0.1032904	-0.022	-0.0	-0.0	True	None	-17.006
-0.022	7.2e-05	0.09870587	-0.022	-0.0	0.0	True	None	-19.322
-0.022	7.4e-05	0.09574533	-0.022	-0.0	0.0	True	None	-16.5
-0.022	7.6e-05	0.08917893	-0.022	-0.0	0.0	True	None	-24.304
-0.022	7.8e-05	0.0945632	-0.022	-0.0	0.0	True	None	-25.928
-0.022	8e-05	0.09036613	-0.022	0.0	0.0	True	None	-29.006
-0.022	8.2e-05	0.09831813	-0.022	0.0	-0.0	True	None	-19.584
-0.022	8.4e-05	0.0959888	-0.022	0.0	0.0	True	None	-22.078
-0.022	8.6e-05	0.0888264	-0.022	0.0	0.0	True	None	-26.036
-0.022	8.8e-05	0.0937784	-0.022	0.0	-0.0	True	None	-20.326
-0.022	9e-05	0.0978864	-0.022	-0.0	-0.0	True	None	-22.838
-0.022	9.2e-05	0.08795184	-0.022	0.0	0.0	True	None	-22.572
-0.022	9.4e-05	0.092616	-0.022	-0.0	0.0	True	None	-23.88
-0.022	9.6e-05	0.08186749	-0.022	-0.0	0.0	True	None	-27.11
-0.022	9.8e-05	0.08506128	-0.022	-0.0	0.0	True	None	-27.036
-0.022	0.0001	0.0989144	-0.022	0.0	0.0	True	None	-27.88
-0.022	0.000102	0.08946187	-0.022	0.0	-0.0	True	None	-28.334
-0.022	0.000104	0.09469733	-0.022	0.0	0.0	True	None	-19.36
-0.022	0.000106	0.09045573	-0.022	0.0	0.0	True	None	-25.142
-0.022	0.000108	0.0953776	-0.022	0.0	-0.0	True	None	-26.576
-0.022	0.00011	0.09088253	-0.022	-0.0	-0.0	True	None	-21.938
-0.022	0.000112	0.07350789	-0.022	-0.0	0.0	True	None	-25.73
-0.022	0.000114	0.09509973	-0.022	-0.0	0.0	True	None	-24.272
-0.022	0.000116	0.0907088	-0.022	0.0	0.0	True	None	-26.368
-0.022	0.000118	0.0853096	-0.022	0.0	0.0	True	None	-21.39
-0.022	0.00012	0.07711899	-0.022	-0.0	0.0	True	None	-22.588
-0.0218	-0.00012	-0.00385941	-0.0218	0.0	-0.0	True	None	-83.932
-0.0218	-0.000118	0.0920744	-0.0218	0.0	-0.0	True	None	-8.242
-0.0218	-0.000116	0.0899984	-0.0218	-0.0	-0.0	True	None	-13.556
-0.0218	-0.000114	0.08938773	-0.0218	-0.0	0.0	True	None	-12.556
-0.0218	-0.000112	0.1024112	-0.0218	-0.0	-0.0	True	None	-12.012
-0.0218	-0.00011	0.1045768	-0.0218	0.0	0.0	True	None	-10.322
-0.0218	-0.000108	0.10397093	-0.0218	0.0	0.0	True	None	-9.198
-0.0218	-0.000106	0.099724	-0.0218	0.0	0.0	True	None	-14.446
-0.0218	-0.000104	0.09828853	-0.0218	0.0	-0.0	True	None	-11.336
-0.0218	-0.000102	0.0958744	-0.0218	-0.0	0.0	True	None	-17.63
-0.0218	-0.0001	0.09810987	-0.0218	-0.0	-0.0	True	None	-11.304
-0.0218	-9.8e-05	0.10139307	-0.0218	-0.0	0.0	True	None	-13.478
-0.0218	-9.6e-05	0.09732987	-0.0218	0.0	0.0	True	None	-14.264
-0.0218	-9.4e-05	0.09710133	-0.0218	-0.0	0.0	True	None	-10.11
-0.0218	-9.2e-05	0.10389147	-0.0218	-0.0	0.0	True	None	-11.624
-0.0218	-9e-05	0.10510347	-0.0218	-0.0	-0.0	True	None	-13.784
-0.0218	-8.8e-05	0.09882	-0.0218	-0.0	0.0	True	None	-16.118
-0.0218	-8.6e-05	0.09985813	-0.0218	0.0	0.0	True	None	-11.776
-0.0218	-8.4e-05	0.0987704	-0.0218	-0.0	0.0	True	None	-11.292
-0.0218	-8.2e-05	0.10726907	-0.0218	0.0	0.0	True	None	-11.15
-0.0218	-8e-05	0.1037624	-0.0218	0.0	0.0	True	None	-13.844
-0.0218	-7.8e-05	0.0994904	-0.0218	0.0	0.0	True	None	-16.786
-0.0218	-7.6e-05	0.09282	-0.0218	-0.0	-0.0	True	None	-16.534
-0.0218	-7.4e-05	0.08883627	-0.0218	-0.0	-0.0	True	None	-20.718
-0.0218	-7.2e-05	0.10357333	-0.0218	-0.0	0.0	True	None	-8.914
-0.0218	-7e-05	0.09359947	-0.0218	-0.0	0.0	True	None	-14.79
-0.0218	-6.8e-05	0.09552693	-0.0218	0.0	-0.0	True	None	-18.098
-0.0218	-6.6e-05	0.09257653	-0.0218	0.0	0.0	True	None	-19.874
-0.0218	-6.4e-05	0.10438827	-0.0218	0.0	-0.0	True	None	-11.924
-0.0218	-6.2e-05	0.09449387	-0.0218	0.0	0.0	True	None	-18.744
-0.0218	-6e-05	0.10691147	-0.0218	-0.0	-0.0	True	None	-13.018
-0.0218	-5.8e-05	0.09481147	-0.0218	0.0	0.0	True	None	-12.402
-0.0218	-5.6e-05	0.11400453	-0.0218	-0.0	0.0	True	None	-14.922
-0.0218	-5.4e-05	0.1163688	-0.0218	-0.0	0.0	True	None	-15.314
-0.0218	-5.2e-05	0.11311013	-0.0218	0.0	0.0	True	None	-18.532
-0.0218	-5e-05	0.12952187	-0.0218	0.0	-0.0	True	None	-16.598
-0.0218	-4.8e-05	0.1514464	-0.0218	-0.0	0.0	True	None	-20.812
-0.0218	-4.6e-05	0.1390288	-0.0218	0.0	-0.0	True	None	-17.388
-0.0218	-4.4e-05	0.09387307	-0.0218	-0.0	0.0	True	None	-10.768
-0.0218	-4.2e-05	0.08512587	-0.0218	0.0	0.0	True	None	-18.25
-0.0218	-4e-05	0.08071008	-0.0218	-0.0	0.0	True	None	-23.27
-0.0218	-3.8e-05	0.0845992	-0.0218	-0.0	0.0	True	None	-17.442
-0.0218	-3.6e-05	0.08693893	-0.0218	-0.0	0.0	True	None	-15.664
-0.0218	-3.4e-05	0.0926408	-0.0218	0.0	0.0	True	None	-15.098
-0.0218	-3.2e-05	0.09434453	-0.0218	0.0	0.0	True	None	-19.206
-0.0218	-3e-05	0.0960784	-0.0218	0.0	0.0	True	None	-17.994
-0.0218	-2.8e-05	0.08603973	-0.0218	-0.0	-0.0	True	None	-21.396
-0.0218	-2.6e-05	0.091732	-0.0218	0.0	0.0	True	None	-23.47
-0.0218	-2.4e-05	0.09502987	-0.0218	-0.0	0.0	True	None	-15.774
-0.0218	-2.2e-05	0.11090987	-0.0218	0.0	0.0	True	None	-15.67
-0.0218	-2e-05	0.11176427	-0.0218	-0.0	0.0	True	None	-20.706
-0.0218	-1.8e-05	0.1123256	-0.0218	-0.0	-0.0	True	None	-19.046
-0.0218	-1.6e-05	0.0993216	-0.0218	0.0	-0.0	True	None	-19.744
-0.0218	-1.4e-05	0.08654613	-0.0218	0.0	0.0	True	None	-20.076
-0.0218	-1.2e-05	0.08201635	-0.0218	0.0	-0.0	True	None	-12.788
-0.0218	-1e-05	0.0899536	-0.0218	0.0	-0.0	True	None	-20.79
-0.0218	-8e-06	0.05528856	-0.0218	0.0	0.0	True	None	-18.592
-0.0218	-6e-06	-0.00063578	-0.0218	0.0	-0.0	True	None	91.046
-0.0218	-4e-06	0.00298025	-0.0218	-0.0	0.0	True	None	67.566
-0.0218	-2e-06	0.00707313	-0.0218	-0.0	0.0	True	None	41.456
-0.0218	-0.0	0.00392896	-0.0218	-0.0	-0.0	True	None	-13.89
-0.0218	2e-06	0.00355642	-0.0218	-0.0	-0.0	True	None	-22.546
-0.0218	4e-06	0.00484787	-0.0218	0.0	0.0	True	None	45.498
-0.0218	6e-06	0.00494225	-0.0218	-0.0	0.0	True	None	43.194
-0.0218	8e-06	0.03954304	-0.0218	-0.0	0.0	True	None	-13.908
-0.0218	1e-05	0.07951795	-0.0218	0.0	0.0	True	None	-18.582
-0.0218	1.2e-05	0.07513211	-0.0218	-0.0	0.0	True	None	-21.95
-0.0218	1.4e-05	0.06852099	-0.0218	-0.0	-0.0	True	None	-16.866
-0.0218	1.6e-05	0.07643851	-0.0218	0.0	0.0	True	None	-16.944
-0.0218	1.8e-05	0.08137075	-0.0218	0.0	0.0	True	None	-16.876
-0.0218	2e-05	0.0928944	-0.0218	0.0	0.0	True	None	-25.004
-0.0218	2.2e-05	0.0968928	-0.0218	0.0	0.0	True	None	-25.906
-0.0218	2.4e-05	0.10775067	-0.0218	0.0	0.0	True	None	-18.758
-0.0218	2.6e-05	0.09129493	-0.0218	0.0	0.0	True	None	-23.774
-0.0218	2.8e-05	0.09601867	-0.0218	-0.0	0.0	True	None	-23.704
-0.0218	3e-05	0.08903997	-0.0218	-0.0	-0.0	True	None	-20.654
-0.0218	3.2e-05	0.09709147	-0.0218	-0.0	0.0	True	None	-23.026
-0.0218	3.4e-05	0.08603973	-0.0218	0.0	0.0	True	None	-25.844
-0.0218	3.6e-05	0.08796187	-0.0218	-0.0	0.0	True	None	-18.024
-0.0218	3.8e-05	0.08329787	-0.0218	-0.0	0.0	True	None	-24.844
-0.0218	4e-05	0.0829004	-0.0218	0.0	0.0	True	None	-23.072
-0.0218	4.2e-05	0.08689413	-0.0218	0.0	0.0	True	None	-24.93
-0.0218	4.4e-05	0.0892136	-0.0218	0.0	0.0	True	None	-19.562
-0.0218	4.6e-05	0.1110888	-0.0218	-0.0	0.0	True	None	-22.25
-0.0218	4.8e-05	0.13212453	-0.0218	0.0	0.0	True	None	-25.302
-0.0218	5e-05	0.11997467	-0.0218	0.0	0.0	True	None	-24.272
-0.0218	5.2e-05	0.11027387	-0.0218	0.0	0.0	True	None	-21.744
-0.0218	5.4e-05	0.10803387	-0.0218	0.0	0.0	True	None	-20.382
-0.0218	5.6e-05	0.103812	-0.0218	0.0	0.0	True	None	-20.096
-0.0218	5.8e-05	0.09696747	-0.0218	-0.0	-0.0	True	None	-24.67
-0.0218	6e-05	0.09742427	-0.0218	0.0	0.0	True	None	-26.85
-0.0218	6.2e-05	0.10321093	-0.0218	0.0	0.0	True	None	-22.616
-0.0218	6.4e-05	0.10060827	-0.0218	-0.0	0.0	True	None	-19.802
-0.0218	6.6e-05	0.09613787	-0.0218	-0.0	0.0	True	None	-23.426
-0.0218	6.8e-05	0.09389787	-0.0218	0.0	0.0	True	None	-24.992
-0.0218	7e-05	0.0950152	-0.0218	0.0	0.0	True	None	-28.61
-0.0218	7.2e-05	0.09031627	-0.0218	0.0	0.0	True	None	-24.936
-0.0218	7.4e-05	0.1013928	-0.0218	0.0	-0.0	True	None	-27.964
-0.0218	7.6e-05	0.10601733	-0.0218	-0.0	-0.0	True	None	-24.82
-0.0218	7.8e-05	0.09838773	-0.0218	0.0	-0.0	True	None	-21.796
-0.0218	8e-05	0.08392387	-0.0218	-0.0	0.0	True	None	-30.662
-0.0218	8.2e-05	0.08957147	-0.0218	0.0	-0.0	True	None	-26.996
-0.0218	8.4e-05	0.09370373	-0.0218	-0.0	0.0	True	None	-21.798
-0.0218	8.6e-05	0.09567573	-0.0218	0.0	0.0	True	None	-20.778
-0.0218	8.8e-05	0.08700827	-0.0218	0.0	0.0	True	None	-29.294
-0.0218	9e-05	0.09391733	-0.0218	0.0	0.0	True	None	-31.256
-0.0218	9.2e-05	0.09355493	-0.0218	0.0	-0.0	True	None	-20.698
-0.0218	9.4e-05	0.0877584	-0.0218	0.0	0.0	True	None	-33.996
-0.0218	9.6e-05	0.094156	-0.0218	0.0	0.0	True	None	-31.468
-0.0218	9.8e-05	0.09749893	-0.0218	0.0	-0.0	True	None	-23.072
-0.0218	0.0001	0.111476	-0.0218	-0.0	0.0	True	None	-24.478
-0.0218	0.000102	0.08765413	-0.0218	0.0	-0.0	True	None	-24.686
-0.0218	0.000104	0.08966587	-0.0218	0.0	0.0	True	None	-29.896
-0.0218	0.000106	0.09707147	-0.0218	-0.0	0.0	True	None	-28.834
-0.0218	0.000108	0.09145387	-0.0218	-0.0	0.0	True	None	-31.862
-0.0218	0.00011	0.08672533	-0.0218	0.0	0.0	True	None	-27.416
-0.0218	0.000112	0.08148507	-0.0218	-0.0	0.0	True	None	-22.646
-0.0218	0.000114	0.07734237	-0.0218	0.0	0.0	True	None	-26.288
-0.0218	0.000116	0.07732747	-0.0218	-0.0	0.0	True	None	-29.404
-0.0218	0.000118	0.08651173	-0.0218	0.0	0.0	True	None	-20.372
-0.0218	0.00012	0.0823888	-0.0218	-0.0	0.0	True	None	-24.596
-0.0216	-0.00012	-0.01353043	-0.0216	0.0	0.0	True	None	-102.17
-0.0216	-0.000118	0.09059467	-0.0216	-0.0	0.0	True	None	-10.58
-0.0216	-0.000116	0.0999576	-0.0216	-0.0	0.0	True	None	-12.952
-0.0216	-0.000114	0.1021776	-0.0216	-0.0	0.0	True	None	-10.198
-0.0216	-0.000112	0.09731493	-0.0216	-0.0	0.0	True	None	-15.566
-0.0216	-0.00011	0.10215787	-0.0216	-0.0	0.0	True	None	-13.426
-0.0216	-0.000108	0.10196933	-0.0216	-0.0	-0.0	True	None	-16.706
-0.0216	-0.000106	0.10515787	-0.0216	0.0	0.0	True	None	-13.126
-0.0216	-0.000104	0.1058384	-0.0216	0.0	0.0	True	None	-12.358
-0.0216	-0.000102	0.1000568	-0.0216	0.0	0.0	True	None	-15.072
-0.0216	-0.0001	0.09931173	-0.0216	0.0	0.0	True	None	-6.502
-0.0216	-9.8e-05	0.0951096	-0.0216	-0.0	-0.0	True	None	-16.224
-0.0216	-9.6e-05	0.0967984	-0.0216	-0.0	0.0	True	None	-14.076
-0.0216	-9.4e-05	0.10384187	-0.0216	0.0	0.0	True	None	-14.778
-0.0216	-9.2e-05	0.10320107	-0.0216	0.0	0.0	True	None	-12.342
-0.0216	-9e-05	0.11017467	-0.0216	0.0	0.0	True	None	-14.68
-0.0216	-8.8e-05	0.09954507	-0.0216	0.0	0.0	True	None	-20.506
-0.0216	-8.6e-05	0.10385147	-0.0216	0.0	-0.0	True	None	-10.65
-0.0216	-8.4e-05	0.08940213	-0.0216	-0.0	0.0	True	None	-13.91
-0.0216	-8.2e-05	0.0929688	-0.0216	-0.0	-0.0	True	None	-17.486
-0.0216	-8e-05	0.10325547	-0.0216	0.0	0.0	True	None	-12.254
-0.0216	-7.8e-05	0.0957552	-0.0216	0.0	-0.0	True	None	-13.206
-0.0216	-7.6e-05	0.10580853	-0.0216	-0.0	0.0	True	None	-14.654
-0.0216	-7.4e-05	0.09862133	-0.0216	0.0	0.0	True	None	-12.768
-0.0216	-7.2e-05	0.09008773	-0.0216	0.0	0.0	True	None	-16.86
-0.0216	-7e-05	0.09950533	-0.0216	0.0	-0.0	True	None	-16.66
-0.0216	-6.8e-05	0.10181013	-0.0216	-0.0	-0.0	True	None	-13.27
-0.0216	-6.6e-05	0.091916	-0.0216	0.0	-0.0	True	None	-12.308
-0.0216	-6.4e-05	0.0937536	-0.0216	-0.0	0.0	True	None	-13.528
-0.0216	-6.2e-05	0.10042933	-0.0216	-0.0	0.0	True	None	-15.202
-0.0216	-6e-05	0.09346533	-0.0216	0.0	-0.0	True	None	-18.284
-0.0216	-5.8e-05	0.09196053	-0.0216	0.0	0.0	True	None	-15.91
-0.0216	-5.6e-05	0.09918747	-0.0216	0.0	0.0	True	None	-16.028
-0.0216	-5.4e-05	0.0954672	-0.0216	-0.0	-0.0	True	None	-13.306
-0.0216	-5.2e-05	0.09706667	-0.0216	0.0	-0.0	True	None	-16.348
-0.0216	-5e-05	0.1021728	-0.0216	0.0	0.0	True	None	-18.14
-0.0216	-4.8e-05	0.10563467	-0.0216	-0.0	0.0	True	None	-18.408
-0.0216	-4.6e-05	0.1053416	-0.0216	0.0	0.0	True	None	-16.524
-0.0216	-4.4e-05	0.10844133	-0.0216	-0.0	0.0	True	None	-16.506
-0.0216	-4.2e-05	0.10733387	-0.0216	0.0	0.0	True	None	-18.664
-0.0216	-4e-05	0.12085893	-0.0216	0.0	0.0	True	None	-21.354
-0.0216	-3.8e-05	0.1439064	-0.0216	0.0	-0.0	True	None	-20.084
-0.0216	-3.6e-05	0.1502344	-0.0216	0.0	0.0	True	None	-19.164
-0.0216	-3.4e-05	0.10476053	-0.0216	0.0	0.0	True	None	-15.99
-0.0216	-3.2e-05	0.08656613	-0.0216	0.0	0.0	True	None	-17.854
-0.0216	-3e-05	0.08713733	-0.0216	-0.0	0.0	True	None	-19.222
-0.0216	-2.8e-05	0.09233813	-0.0216	0.0	-0.0	True	None	-19.238
-0.0216	-2.6e-05	0.09105653	-0.0216	-0.0	0.0	True	None	-22.338
-0.0216	-2.4e-05	0.086636	-0.0216	-0.0	0.0	True	None	-18.542
-0.0216	-2.2e-05	0.08895067	-0.0216	0.0	-0.0	True	None	-20.96
-0.0216	-2e-05	0.09685813	-0.0216	0.0	0.0	True	None	-21.866
-0.0216	-1.8e-05	0.0908928	-0.0216	0.0	0.0	True	None	-18.5
-0.0216	-1.6e-05	0.08318872	-0.0216	-0.0	0.0	True	None	-16.746
-0.0216	-1.4e-05	0.08050651	-0.0216	0.0	0.0	True	None	-15.504
-0.0216	-1.2e-05	0.07146643	-0.0216	0.0	0.0	True	None	-17.248
-0.0216	-1e-05	0.07024456	-0.0216	0.0	0.0	True	None	-23.95
-0.0216	-8e-06	0.09486613	-0.0216	-0.0	0.0	True	None	-15.726
-0.0216	-6e-06	0.06519296	-0.0216	0.0	-0.0	True	None	-17.26
-0.0216	-4e-06	0.00208121	-0.0216	0.0	0.0	True	None	96.538
-0.0216	-2e-06	-9.934e-05	-0.0216	0.0	0.0	True	None	-42.652
-0.0216	-0.0	8.941e-05	-0.0216	-0.0	0.0	True	None	28.342
-0.0216	2e-06	0.00508628	-0.0216	0.0	-0.0	True	None	62.176
-0.0216	4e-06	-0.00197193	-0.0216	0.0	-0.0	True	None	19.09
-0.0216	6e-06	0.00901525	-0.0216	-0.0	0.0	True	None	42.518
-0.0216	8e-06	0.00581148	-0.0216	-0.0	0.0	True	None	26.624
-0.0216	1e-05	0.07069649	-0.0216	0.0	-0.0	True	None	-5.33
-0.0216	1.2e-05	0.1171536	-0.0216	-0.0	-0.0	True	None	-17.97
-0.0216	1.4e-05	0.08439555	-0.0216	-0.0	0.0	True	None	-23.03
-0.0216	1.6e-05	0.07669189	-0.0216	0.0	0.0	True	None	-21.948
-0.0216	1.8e-05	0.08285085	-0.0216	-0.0	0.0	True	None	-25.146
-0.0216	2e-05	0.08126656	-0.0216	0.0	0.0	True	None	-24.614
-0.0216	2.2e-05	0.09954507	-0.0216	-0.0	0.0	True	None	-21.846
-0.0216	2.4e-05	0.11228587	-0.0216	0.0	0.0	True	None	-20.072
-0.0216	2.6e-05	0.10473573	-0.0216	0.0	0.0	True	None	-22.592
-0.0216	2.8e-05	0.09878027	-0.0216	0.0	0.0	True	None	-25.9
-0.0216	3e-05	0.08980987	-0.0216	0.0	-0.0	True	None	-21.746
-0.0216	3.2e-05	0.0962272	-0.0216	0.0	0.0	True	None	-19.618
-0.0216	3.4e-05	0.08302461	-0.0216	0.0	-0.0	True	None	-23.716
-0.0216	3.6e-05	0.100176	-0.0216	0.0	-0.0	True	None	-23.624
-0.0216	3.8e-05	0.119632	-0.0216	0.0	0.0	True	None	-26.782
-0.0216	4e-05	0.12414213	-0.0216	0.0	0.0	True	None	-19.696
-0.0216	4.2e-05	0.10571893	-0.0216	-0.0	-0.0	True	None	-23.612
-0.0216	4.4e-05	0.10427893	-0.0216	-0.0	-0.0	True	None	-21.138
-0.0216	4.6e-05	0.10427893	-0.0216	-0.0	0.0	True	None	-21.75
-0.0216	4.8e-05	0.1093848	-0.0216	0.0	0.0	True	None	-21.812
-0.0216	5e-05	0.1018848	-0.0216	0.0	0.0	True	None	-25.07
-0.0216	5.2e-05	0.09200027	-0.0216	0.0	-0.0	True	None	-24.732
-0.0216	5.4e-05	0.09569573	-0.0216	0.0	-0.0	True	None	-20.482
-0.0216	5.6e-05	0.10515813	-0.0216	0.0	0.0	True	None	-23.002
-0.0216	5.8e-05	0.10019093	-0.0216	0.0	0.0	True	None	-23.364
-0.0216	6e-05	0.08485275	-0.0216	-0.0	0.0	True	None	-31.374
