Initial Temperature (K)	0.020066
Excitation Current (A)	5e-08
Axis 1,2	x,y
Angle	0
Field (T)	Current (A)	        Resistance (Ohms)	            Actual X-Field	                Actual Y-Field	                    Actual Z-Field	                        Lock-In Overload Pass	                            Average Phase
-0.03	                -9.75e-07	                    3.318435	                        -0.03	                            0.0	                                -0.0	                                    True	                                        6.7305
-0.03	                -9.6e-07	                    3.2352	                        -0.03	                            -0.0	                                0.0	                                    True	                                        6.9645
-0.03	                -9.45e-07	                    3.192705	                        -0.03	                            -0.0	                                0.0	                                    True	                                        6.993
-0.03	                -9.3e-07	                    3.19271	                        -0.03	                            0.0	                                -0.0	                                    True	                                        7.737
-0.03	                -9.15e-07	                    3.19853	                        -0.03	                            0.0	                                0.0	                                    True	                                        8.07
-0.03	                -9e-07	                    3.24218	                        -0.03	                            -0.0	                                -0.0	                                    True	                                        7.3575
-0.03	                -8.85e-07	                    3.25964	                        -0.03	                            0.0	                                -0.0	                                    True	                                        7.437
-0.03	                -8.7e-07	                    3.22705	                        -0.03	                            0.0	                                0.0	                                    True	                                        7.518
-0.03	                -8.55e-07	                    3.19853	                        -0.03	                            -0.0	                                0.0	                                    True	                                        5.049
-0.03	                -8.4e-07	                    3.266635	                        -0.03	                            -0.0	                                -0.0	                                    True	                                        5.6295
-0.03	                -8.25e-07	                    3.39876	                        -0.03	                            0.0	                                0.0	                                    True	                                        7.1925
-0.03	                -8.1e-07	                    3.34172	                        -0.03	                            0.0	                                0.0	                                    True	                                        5.9445
-0.03	                -7.95e-07	                    3.164185	                        -0.03	                            -0.0	                                -0.0	                                    True	                                        7.7025
-0.03	                -7.8e-07	                    3.26198	                        -0.03	                            -0.0	                                -0.0	                                    True	                                        7.296
-0.03	                -7.65e-07	                    3.211335	                        -0.03	                            -0.0	                                -0.0	                                    True	                                        6.564
-0.03	                -7.5e-07	                    3.241025	                        -0.03	                            0.0	                                0.0	                                    True	                                        7.983
-0.03	                -7.35e-07	                    3.25092	                        -0.03	                            0.0	                                -0.0	                                    True	                                        5.9175
-0.03	                -7.2e-07	                    3.224725	                        -0.03	                            -0.0	                                0.0	                                    True	                                        6.5205
-0.03	                -7.05e-07	                    3.113545	                        -0.03	                            0.0	                                0.0	                                    True	                                        7.3515
-0.03	                -6.9e-07	                    3.157205	                        -0.03	                            0.0	                                0.0	                                    True	                                        7.602
-0.03	                -6.75e-07	                    3.174085	                        -0.03	                            -0.0	                                0.0	                                    True	                                        7.701
-0.03	                -6.6e-07	                    3.282925	                        -0.03	                            -0.0	                                0.0	                                    True	                                        5.9265
-0.03	                -6.45e-07	                    3.260235	                        -0.03	                            -0.0	                                0.0	                                    True	                                        6.213
-0.03	                -6.3e-07	                    3.239275	                        -0.03	                            -0.0	                                -0.0	                                    True	                                        7.1715
-0.03	                -6.15e-07	                    3.23345	                        -0.03	                            -0.0	                                -0.0	                                    True	                                        6.3825
-0.03	                -6e-07	                    3.133335	                        -0.03	                            0.0	                                0.0	                                    True	                                        6.1815
-0.03	                -5.85e-07	                    3.283515	                        -0.03	                            -0.0	                                0.0	                                    True	                                        5.8695
-0.03	                -5.7e-07	                    3.301555	                        -0.03	                            0.0	                                -0.0	                                    True	                                        6.81
-0.03	                -5.55e-07	                    3.21948	                        -0.03	                            -0.0	                                0.0	                                    True	                                        7.335
-0.03	                -5.4e-07	                    3.254405	                        -0.03	                            0.0	                                -0.0	                                    True	                                        8.925
-0.03	                -5.25e-07	                    3.320765	                        -0.03	                            -0.0	                                0.0	                                    True	                                        6.24
-0.03	                -5.1e-07	                    3.25848	                        -0.03	                            0.0	                                0.0	                                    True	                                        5.73
-0.03	                -4.95e-07	                    3.17233	                        -0.03	                            0.0	                                0.0	                                    True	                                        6.453
-0.03	                -4.8e-07	                    3.29399	                        -0.03	                            0.0	                                0.0	                                    True	                                        7.4655
-0.03	                -4.65e-07	                    3.264305	                        -0.03	                            -0.0	                                -0.0	                                    True	                                        6.969
-0.03	                -4.5e-07	                    3.241605	                        -0.03	                            0.0	                                0.0	                                    True	                                        6.4155
-0.03	                -4.35e-07	                    3.21541	                        -0.03	                            -0.0	                                0.0	                                    True	                                        5.8785
-0.03	                -4.2e-07	                    3.297485	                        -0.03	                            -0.0	                                0.0	                                    True	                                        5.4075
-0.03	                -4.05e-07	                    3.21017	                        -0.03	                            0.0	                                0.0	                                    True	                                        7.737
-0.03	                -3.9e-07	                    3.251495	                        -0.03	                            -0.0	                                -0.0	                                    True	                                        6.957
-0.03	                -3.75e-07	                    3.17525	                        -0.03	                            -0.0	                                0.0	                                    True	                                        7.5915
-0.03	                -3.6e-07	                    3.22996	                        -0.03	                            -0.0	                                0.0	                                    True	                                        7.479
-0.03	                -3.45e-07	                    3.27187	                        -0.03	                            -0.0	                                0.0	                                    True	                                        6.9915
-0.03	                -3.3e-07	                    3.21366	                        -0.03	                            -0.0	                                0.0	                                    True	                                        7.275
-0.03	                -3.15e-07	                    3.22123	                        -0.03	                            -0.0	                                0.0	                                    True	                                        7.0575
-0.03	                -3e-07	                    3.29981	                        -0.03	                            -0.0	                                0.0	                                    True	                                        7.749
-0.03	                -2.85e-07	                    3.217735	                        -0.03	                            0.0	                                0.0	                                    True	                                        7.2495
-0.03	                -2.7e-07	                    3.21482	                        -0.03	                            -0.0	                                -0.0	                                    True	                                        6.945
-0.03	                -2.55e-07	                    3.233455	                        -0.03	                            -0.0	                                0.0	                                    True	                                        7.275
-0.03	                -2.4e-07	                    3.268375	                        -0.03	                            -0.0	                                -0.0	                                    True	                                        7.7355
-0.03	                -2.25e-07	                    3.28002	                        -0.03	                            -0.0	                                -0.0	                                    True	                                        7.686
-0.03	                -2.1e-07	                    3.19446	                        -0.03	                            0.0	                                0.0	                                    True	                                        5.0715
-0.03	                -1.95e-07	                    3.292245	                        -0.03	                            -0.0	                                0.0	                                    True	                                        7.4445
-0.03	                -1.8e-07	                    3.220065	                        -0.03	                            0.0	                                -0.0	                                    True	                                        6.783
-0.03	                -1.65e-07	                    3.18805	                        -0.03	                            -0.0	                                0.0	                                    True	                                        6.66
-0.03	                -1.5e-07	                    3.268375	                        -0.03	                            -0.0	                                0.0	                                    True	                                        7.5765
-0.03	                -1.35e-07	                    3.294575	                        -0.03	                            0.0	                                -0.0	                                    True	                                        6.933
-0.03	                -1.2e-07	                    3.216575	                        -0.03	                            -0.0	                                0.0001	                                    True	                                        8.2245
-0.03	                -1.05e-07	                    3.199115	                        -0.03	                            -0.0	                                0.0	                                    True	                                        8.352
-0.03	                -9e-08	                    3.18514	                        -0.03	                            -0.0	                                -0.0	                                    True	                                        6.297
-0.03	                -7.5e-08	                    3.211335	                        -0.03	                            -0.0	                                0.0	                                    True	                                        7.0695
-0.03	                -6e-08	                    3.171755	                        -0.03	                            0.0	                                0.0	                                    True	                                        8.121
-0.03	                -4.5e-08	                    3.3033	                        -0.03	                            -0.0	                                0.0	                                    True	                                        6.24
-0.03	                -3e-08	                    3.224725	                        -0.03	                            -0.0	                                -0.0	                                    True	                                        6.414
-0.03	                -1.5e-08	                    3.254405	                        -0.03	                            0.0	                                -0.0	                                    True	                                        7.704
-0.03	                -0.0	                    3.21715	                        -0.03	                            -0.0	                                -0.0	                                    True	                                        8.0715
-0.03	                1.5e-08	                    3.33648	                        -0.03	                            -0.0	                                0.0	                                    True	                                        6.4335
-0.03	                3e-08	                    3.256735	                        -0.03	                            0.0	                                0.0	                                    True	                                        6.8115
-0.03	                4.5e-08	                    3.224145	                        -0.03	                            -0.0	                                -0.0	                                    True	                                        7.0965
-0.03	                6e-08	                    3.20959	                        -0.03	                            -0.0	                                -0.0	                                    True	                                        6.351
-0.03	                7.5e-08	                    3.25849	                        -0.03	                            -0.0	                                -0.0	                                    True	                                        7.6755
-0.03	                9e-08	                    3.27245	                        -0.03	                            0.0	                                0.0	                                    True	                                        6.912
-0.03	                1.05e-07	                    3.24452	                        -0.03	                            -0.0	                                -0.0	                                    True	                                        7.188
-0.03	                1.2e-07	                    3.28526	                        -0.03	                            -0.0	                                -0.0	                                    True	                                        5.9835
-0.03	                1.35e-07	                    3.225305	                        -0.03	                            -0.0	                                0.0	                                    True	                                        6.1695
-0.03	                1.5e-07	                    3.292245	                        -0.03	                            0.0	                                0.0	                                    True	                                        6.4695
-0.03	                1.65e-07	                    3.238105	                        -0.03	                            -0.0	                                -0.0	                                    True	                                        6.348
-0.03	                1.8e-07	                    3.228795	                        -0.03	                            -0.0	                                0.0	                                    True	                                        6.771
-0.03	                1.95e-07	                    3.16419	                        -0.03	                            0.0	                                -0.0	                                    True	                                        6.507
-0.03	                2.1e-07	                    3.20784	                        -0.03	                            0.0	                                -0.0	                                    True	                                        6.9855
-0.03	                2.25e-07	                    3.2969	                        -0.03	                            0.0	                                0.0	                                    True	                                        7.9545
-0.03	                2.4e-07	                    3.23927	                        -0.03	                            0.0	                                0.0	                                    True	                                        6.819
-0.03	                2.55e-07	                    3.222395	                        -0.03	                            -0.0	                                -0.0	                                    True	                                        7.7145
-0.03	                2.7e-07	                    3.197365	                        -0.03	                            0.0	                                0.0	                                    True	                                        7.5435
-0.03	                2.85e-07	                    3.261395	                        -0.03	                            -0.0	                                0.0	                                    True	                                        6.2805
-0.03	                3e-07	                    3.222395	                        -0.03	                            -0.0	                                0.0	                                    True	                                        7.242
-0.03	                3.15e-07	                    3.287005	                        -0.03	                            -0.0	                                -0.0	                                    True	                                        7.56
-0.03	                3.3e-07	                    3.09841	                        -0.03	                            0.0	                                0.0	                                    True	                                        7.5705
-0.03	                3.45e-07	                    3.31145	                        -0.03	                            0.0	                                -0.0	                                    True	                                        7.965
-0.03	                3.6e-07	                    3.261395	                        -0.03	                            -0.0	                                -0.0	                                    True	                                        6.6525
-0.03	                3.75e-07	                    3.22589	                        -0.03	                            -0.0	                                0.0	                                    True	                                        6.1995
-0.03	                3.9e-07	                    3.28351	                        -0.03	                            0.0	                                -0.0	                                    True	                                        6.6975
-0.03	                4.05e-07	                    3.277115	                        -0.03	                            0.0	                                -0.0	                                    True	                                        7.7145
-0.03	                4.2e-07	                    3.246845	                        -0.03	                            0.0	                                -0.0	                                    True	                                        7.6185
-0.03	                4.35e-07	                    3.204355	                        -0.03	                            0.0	                                0.0	                                    True	                                        6.165
-0.03	                4.5e-07	                    3.16535	                        -0.03	                            -0.0	                                0.0	                                    True	                                        6.8325
-0.03	                4.65e-07	                    3.201445	                        -0.03	                            0.0	                                -0.0	                                    True	                                        7.6185
-0.03	                4.8e-07	                    3.22414	                        -0.03	                            0.0	                                -0.0	                                    True	                                        7.7205
-0.03	                4.95e-07	                    3.259065	                        -0.03	                            0.0	                                0.0	                                    True	                                        6.9345
-0.03	                5.1e-07	                    3.21075	                        -0.03	                            -0.0	                                -0.0	                                    True	                                        7.029
-0.03	                5.25e-07	                    3.273035	                        -0.03	                            -0.0	                                -0.0	                                    True	                                        6.8895
-0.03	                5.4e-07	                    3.24218	                        -0.03	                            0.0	                                0.0	                                    True	                                        7.5105
-0.03	                5.55e-07	                    3.09201	                        -0.03	                            -0.0	                                0.0	                                    True	                                        7.6365
-0.03	                5.7e-07	                    3.168845	                        -0.03	                            0.0	                                0.0	                                    True	                                        6.0645
-0.03	                5.85e-07	                    3.24219	                        -0.03	                            -0.0	                                0.0	                                    True	                                        7.506
-0.03	                6e-07	                    3.282345	                        -0.03	                            0.0	                                0.0	                                    True	                                        7.977
-0.03	                6.15e-07	                    3.20493	                        -0.03	                            0.0	                                0.0	                                    True	                                        7.8765
-0.03	                6.3e-07	                    3.27187	                        -0.03	                            0.0	                                0.0	                                    True	                                        6.726
-0.03	                6.45e-07	                    3.18514	                        -0.03	                            0.0	                                -0.0	                                    True	                                        7.8075
-0.03	                6.6e-07	                    3.24102	                        -0.03	                            -0.0	                                -0.0	                                    True	                                        7.2195
-0.03	                6.75e-07	                    3.25732	                        -0.03	                            -0.0	                                0.0	                                    True	                                        7.3065
-0.03	                6.9e-07	                    3.25208	                        -0.03	                            0.0	                                -0.0	                                    True	                                        8.2425
-0.03	                7.05e-07	                    3.22763	                        -0.03	                            0.0	                                0.0	                                    True	                                        6.3135
-0.03	                7.2e-07	                    3.21017	                        -0.03	                            0.0	                                0.0	                                    True	                                        7.4895
-0.03	                7.35e-07	                    3.21657	                        -0.03	                            -0.0	                                0.0	                                    True	                                        6.465
-0.03	                7.5e-07	                    3.225885	                        -0.03	                            0.0	                                -0.0	                                    True	                                        7.3965
-0.03	                7.65e-07	                    3.122855	                        -0.03	                            -0.0	                                -0.0	                                    True	                                        6.8115
-0.03	                7.8e-07	                    3.213665	                        -0.03	                            -0.0	                                0.0	                                    True	                                        8.1105
-0.03	                7.95e-07	                    3.281185	                        -0.03	                            0.0	                                0.0	                                    True	                                        6.8595
-0.03	                8.1e-07	                    3.328335	                        -0.03	                            0.0	                                0.0	                                    True	                                        7.2225
-0.03	                8.25e-07	                    3.24277	                        -0.03	                            -0.0	                                0.0	                                    True	                                        6.6945
-0.03	                8.4e-07	                    3.29224	                        -0.03	                            -0.0	                                -0.0	                                    True	                                        6.177
-0.03	                8.55e-07	                    3.256155	                        -0.03	                            0.0	                                0.0	                                    True	                                        7.7325
-0.03	                8.7e-07	                    3.282935	                        -0.03	                            -0.0	                                0.0	                                    True	                                        4.6275
-0.03	                8.85e-07	                    3.32717	                        -0.03	                            -0.0	                                0.0	                                    True	                                        7.0725
-0.03	                9e-07	                    3.22821	                        -0.03	                            0.0	                                -0.0	                                    True	                                        6.609
-0.03	                9.15e-07	                    3.225885	                        -0.03	                            0.0	                                -0.0	                                    True	                                        7.473
-0.03	                9.3e-07	                    3.15604	                        -0.03	                            0.0	                                0.0	                                    True	                                        6.6885
-0.03	                9.45e-07	                    3.28002	                        -0.03	                            -0.0	                                0.0	                                    True	                                        5.9325
-0.03	                9.6e-07	                    3.28118	                        -0.03	                            -0.0	                                0.0	                                    True	                                        8.4435
-0.03	                9.75e-07	                    3.224725	                        -0.03	                            -0.0	                                0.0	                                    True	                                        6.6255
-0.03	                9.9e-07	                    3.234035	                        -0.03	                            0.0	                                0.0	                                    True	                                        6.6345
-0.03	                1.005e-06	                    3.296905	                        -0.03	                            0.0	                                0.0	                                    True	                                        6.258
-0.03	                1.02e-06	                    3.157785	                        -0.03	                            0.0	                                0.0	                                    True	                                        7.6005
-0.03	                1.035e-06	                    3.22531	                        -0.03	                            -0.0	                                0.0	                                    True	                                        7.0155
-0.03	                1.05e-06	                    3.29632	                        -0.03	                            0.0	                                -0.0	                                    True	                                        6.9435
-0.03	                1.065e-06	                    3.238105	                        -0.03	                            0.0	                                0.0	                                    True	                                        8.4195
-0.03	                1.08e-06	                    3.211335	                        -0.03	                            0.0	                                -0.0	                                    True	                                        6.1125
-0.03	                1.095e-06	                    3.36093	                        -0.03	                            -0.0	                                0.0	                                    True	                                        6.483
-0.03	                1.11e-06	                    3.25732	                        -0.03	                            0.0	                                -0.0	                                    True	                                        6.6615
-0.03	                1.125e-06	                    3.22181	                        -0.03	                            -0.0	                                -0.0	                                    True	                                        8.61
-0.03	                1.14e-06	                    3.261975	                        -0.03	                            -0.0	                                0.0	                                    True	                                        7.311
-0.03	                1.155e-06	                    3.185145	                        -0.03	                            0.0	                                -0.0	                                    True	                                        6.4005
-0.03	                1.17e-06	                    3.29748	                        -0.03	                            0.0	                                -0.0	                                    True	                                        6.1875
-0.03	                1.185e-06	                    3.306795	                        -0.03	                            -0.0	                                -0.0	                                    True	                                        6.513
-0.03	                1.2e-06	                    3.23404	                        -0.03	                            0.0	                                0.0	                                    True	                                        7.914
-0.03	                1.215e-06	                    3.180485	                        -0.03	                            -0.0	                                -0.0	                                    True	                                        5.742
