Initial Temperature (K)	0.0200743
Excitation Current (A)	5e-08
Axis 1,2	x,y
Angle	0
Field (T)	        Current (A)	        Resistance (Ohms)	            Actual X-Field	                Actual Y-Field	                    Actual Z-Field	                        Lock-In Overload Pass	                            Average Phase
-0.005	                -2.3e-07	                    3.10424	                        -0.005	                            -0.0	                                0.0	                                    True	                                        -10.059
-0.005	                -2.2e-07	                    3.08037	                        -0.005	                            -0.0	                                -0.0	                                    True	                                        -9.954
-0.005	                -2.1e-07	                    3.14469	                        -0.005	                            0.0	                                0.0	                                    True	                                        -10.179
-0.005	                -2e-07	                    3.18107	                        -0.005	                            -0.0	                                0.0	                                    True	                                        -11.085
-0.005	                -1.9e-07	                    3.0827	                        -0.005	                            -0.0	                                -0.0	                                    True	                                        -11.802
-0.005	                -1.8e-07	                    3.09317	                        -0.005	                            -0.0	                                -0.0	                                    True	                                        -9.903
-0.005	                -1.7e-07	                    3.0207	                        -0.005	                            -0.0	                                -0.0	                                    True	                                        -9.696
-0.005	                -1.6e-07	                    3.06465	                        -0.005	                            -0.0	                                -0.0	                                    True	                                        -11.694
-0.005	                -1.5e-07	                    3.14614	                        -0.005	                            0.0	                                0.0	                                    True	                                        -8.124
-0.005	                -1.4e-07	                    3.10045	                        -0.005	                            -0.0	                                -0.0	                                    True	                                        -9.993
-0.005	                -1.3e-07	                    3.14091	                        -0.005	                            0.0	                                0.0	                                    True	                                        -10.167
-0.005	                -1.2e-07	                    3.12897	                        -0.005	                            -0.0	                                -0.0	                                    True	                                        -9.801
-0.005	                -1.1e-07	                    3.14294	                        -0.005	                            -0.0	                                -0.0	                                    True	                                        -9.864
-0.005	                -1e-07	                    3.1345	                        -0.005	                            -0.0	                                0.0	                                    True	                                        -9.36
-0.005	                -9e-08	                    3.10976	                        -0.005	                            0.0	                                0.0	                                    True	                                        -9.558
-0.005	                -8e-08	                    2.97239	                        -0.005	                            0.0	                                0.0	                                    True	                                        -12.114
-0.005	                -7e-08	                    3.06145	                        -0.005	                            -0.0	                                0.0	                                    True	                                        -11.199
-0.005	                -6e-08	                    3.15138	                        -0.005	                            0.0	                                0.0	                                    True	                                        -10.467
-0.005	                -5e-08	                    3.11384	                        -0.005	                            0.0	                                0.0	                                    True	                                        -11.628
-0.005	                -4e-08	                    3.07571	                        -0.005	                            0.0	                                -0.0	                                    True	                                        -10.533
-0.005	                -3e-08	                    3.22938	                        -0.005	                            0.0	                                0.0	                                    True	                                        -11.478
-0.005	                -2e-08	                    3.01867	                        -0.005	                            -0.0	                                0.0	                                    True	                                        -9.87
-0.005	                -1e-08	                    3.05912	                        -0.005	                            0.0	                                -0.0	                                    True	                                        -8.913
-0.005	                0.0	                    3.21483	                        -0.005	                            0.0	                                0.0	                                    True	                                        -8.718
-0.005	                1e-08	                    3.0501	                        -0.005	                            0.0	                                -0.0	                                    True	                                        -10.92
-0.005	                2e-08	                    3.10889	                        -0.005	                            0.0	                                0.0	                                    True	                                        -12.345
-0.005	                3e-08	                    3.13276	                        -0.005	                            0.0	                                -0.0	                                    True	                                        -10.518
-0.005	                4e-08	                    3.16273	                        -0.005	                            0.0	                                -0.0	                                    True	                                        -11.67
-0.005	                5e-08	                    3.06581	                        -0.005	                            0.0	                                0.0	                                    True	                                        -10.512
-0.005	                6e-08	                    2.99538	                        -0.005	                            -0.0	                                -0.0	                                    True	                                        -9.201
-0.005	                7e-08	                    3.07571	                        -0.005	                            0.0	                                0.0	                                    True	                                        -10.929
-0.005	                8e-08	                    3.07106	                        -0.005	                            0.0	                                0.0	                                    True	                                        -10.848
-0.005	                9e-08	                    2.99772	                        -0.005	                            -0.0	                                0.0	                                    True	                                        -11.418
-0.005	                1e-07	                    3.13974	                        -0.005	                            -0.0	                                0.0	                                    True	                                        -11.013
-0.005	                1.1e-07	                    2.98637	                        -0.005	                            0.0	                                -0.0	                                    True	                                        -10.425
-0.005	                1.2e-07	                    3.08357	                        -0.005	                            -0.0	                                0.0	                                    True	                                        -9.699
-0.005	                1.3e-07	                    3.05039	                        -0.005	                            0.0	                                0.0	                                    True	                                        -12.369
-0.005	                1.4e-07	                    3.10307	                        -0.005	                            -0.0	                                -0.0	                                    True	                                        -10.449
-0.005	                1.5e-07	                    2.9852	                        -0.005	                            -0.0	                                -0.0	                                    True	                                        -12.699
-0.005	                1.6e-07	                    3.08706	                        -0.005	                            -0.0	                                0.0	                                    True	                                        -10.038
-0.005	                1.7e-07	                    3.16506	                        -0.005	                            0.0	                                0.0	                                    True	                                        -11.046
-0.005	                1.8e-07	                    3.07862	                        -0.005	                            0.0	                                -0.0	                                    True	                                        -9.291
-0.005	                1.9e-07	                    3.16448	                        -0.005	                            0.0	                                0.0	                                    True	                                        -10.005
-0.005	                2e-07	                    3.08619	                        -0.005	                            0.0	                                0.0	                                    True	                                        -9.882
