Started: April 22, 2024 10:57:18
Resistor	1000000.0	Excitation Current (A)	1.299e-09
Restsitance (Ohms)	Channel 5 Temp (K)	Channel 8 Temp (K)	Channel 13 Temp (K)
358.24613805416664	217.805	223.686	246.233
355.7759430331666	217.981	223.889	246.348
356.03475750516674	218.236	225.467	246.506
356.6474980755001	218.542	224.498	246.625
356.5340261738334	218.854	224.498	246.726
357.4414549661667	219.347	224.876	246.827
356.9173595065	219.68	225.467	246.936
355.8591608921667	220.007	227.071	247.047
356.4574416223333	220.338	226.817	247.193
358.0295740315	220.673	227.493	247.294
355.3901975886667	221.013	227.83	247.389
358.8193225551667	221.348	228.168	247.474
360.2566461385001	221.864	228.675	247.567
359.6153579671665	222.191	229.519	247.65
358.37462150400006	222.518	230.279	247.764
354.89464973149984	222.846	230.701	247.854
357.83228124233335	223.169	231.292	247.913
358.35559404699995	223.482	230.786	247.965
360.32281241999993	223.949	231.546	248.02
360.38967154200003	224.238	232.306	248.079
359.25704387999997	224.531	233.15	248.138
359.7682704643334	224.811	233.657	248.18
360.35570952000006	225.087	234.502	248.204
360.71930972533335	225.355	235.431	248.221
362.80384911450005	225.752	234.84	248.242
360.2730177063332	226.004	235.262	248.242
362.02240184733336	226.246	236.022	248.256
361.36463946583325	226.48	236.613	248.249
362.9495765976668	226.704	236.276	248.242
361.7837310745	226.924	236.529	248.232
362.4723505260001	227.221	237.12	248.201
362.5124839623333	227.415	236.782	248.176
361.99081344599995	227.596	237.458	248.124
361.4308314088335	227.76	237.458	248.079
362.6735309215	227.931	238.376	248.041
362.91515268183315	228.151	238.705	247.975
363.6636130353333	228.294	237.627	247.913
364.6766230433332	228.419	237.881	247.83
361.97750833949993	228.528	238.158	247.75
364.0873492425	228.637	238.705	247.67
365.26335642799984	228.734	239.798	247.587
366.34055683866666	228.864	240.455	247.497
362.98196048233336	228.932	240.017	247.409
366.3127149088333	228.994	240.017	247.318
363.9876315116666	229.044	239.908	247.162
367.9318578394999	229.085	239.689	247.061
366.3422247888332	229.122	240.236	246.952
365.63391070116694	229.151	239.142	246.841
363.472260713	229.161	240.126	246.662
363.56534513700007	229.164	239.58	246.544
364.27077238900006	229.153	239.58	246.405
364.4507826531665	229.124	240.017	246.277
365.30066718016667	229.098	240.345	246.149
363.866653837	229.059	239.361	245.93
365.6329869131667	229.015	239.361	245.785
363.2590839106668	228.963	239.47	245.65
364.02759815283326	228.869	240.236	245.478
366.6282140105	228.791	240.455	245.33
363.6654734411666	228.713	239.142	245.088
364.8518090843334	228.624	240.017	244.92
363.8039260968333	228.531	240.017	244.756
364.63265332283333	228.375	240.673	244.588
366.09452142683335	228.258	238.376	244.327
365.91236848833336	228.138	238.158	244.152
362.6612394151668	227.949	238.923	243.961
365.19602258133335	227.814	238.376	243.697
363.4574801125	227.677	237.881	243.517
363.6463946631666	227.454	239.361	243.316
364.2116499873333	227.299	238.486	243.046
360.494136515	227.133	237.796	242.852
364.8406466514999	226.968	238.376	242.649
361.4361175263333	226.707	238.158	242.442
361.99739543283323	226.529	236.613	242.153
362.11798819566667	226.256	237.627	241.958
364.02806004566656	226.069	237.205	241.753
361.2970746726668	225.875	236.951	241.449
359.75862201666666	225.677	236.276	241.245
361.7154477803333	225.375	236.613	241.044
359.34594559933345	225.175	236.529	240.734
360.6207595593332	224.961	236.276	240.527
360.4434308436668	224.641	235.938	240.317
359.8347703364999	224.416	235.6	239.988
360.09617654616676	224.196	235.431	239.776
357.1624583018334	223.966	235.515	239.557
359.53525789016675	223.617	235.515	239.338
360.8575442648333	223.375	235.093	239.007
360.42849627816656	223.131	235.009	238.795
356.20395175733324	222.888	235.009	238.564
356.75635103883343	222.515	232.813	238.34
359.8634847323332	222.263	234.248	237.997
359.3040672316666	222.012	233.066	237.777
357.8399409796668	221.753	232.306	237.546
357.36262509566666	221.365	233.404	237.31
357.24059532983335	221.114	233.573	236.981
355.69684372616655	220.858	234.079	236.765
355.4110854513334	220.468	232.559	236.529
357.1655375929999	220.204	231.884	236.304
354.32075955883346	219.942	232.306	235.959
356.6879009493333	219.671	232.052	235.733
353.1826020010001	219.271	231.377	235.506
354.4879651013333	219.0	231.799	235.177
350.1051449833333	218.725	230.026	234.933
354.3445342570001	218.305	230.448	234.719
354.2631639720001	218.027	229.772	234.488
354.1572619973333	217.734	230.026	234.12
351.5971003326666	217.458	229.688	233.898
353.033140878	217.038	229.688	233.661
350.8461252248333	216.749	228.844	233.43
352.1597510908332	216.463	229.435	233.076
349.59209648399997	216.189	227.493	232.861
352.50862201749993	215.758	227.577	232.615
349.92223505249996	215.48	227.493	232.268
351.7070823708334	215.2	227.155	232.035
348.43456504966684	214.911	226.564	231.79
354.50895560666663	214.478	226.48	231.555
349.45436232966665	214.187	226.648	231.197
351.0420964848333	213.902	225.129	230.966
346.6394662556668	213.605	225.382	230.734
349.3291891198333	213.161	224.791	230.49
346.5184885808332	212.875	225.044	230.142
348.05186040599995	212.589	225.467	229.917
348.0659481650001	212.155	224.707	229.691
349.1201180391666	211.861	224.228	229.472
348.92748267916653	211.565	223.618	229.117
345.96809083983334	211.274	223.415	228.874
349.33559148066655	210.84	222.468	228.644
345.62338978699995	210.551	222.197	228.411
346.0599307161667	210.268	222.739	228.075
347.1040030796666	209.976	222.4	227.845
345.10962278733325	209.732	222.4	227.589
346.5218244798333	209.419	221.115	227.362
343.8952784195	209.145	222.197	227.133
345.7224275088332	208.859	221.385	226.796
345.2396202201668	208.567	220.168	226.558
347.53420579983333	208.266	220.371	226.327
343.4882217088333	207.965	219.965	226.09
345.5230690276666	207.522	219.017	225.847
345.44757505800004	207.225	218.544	225.602
344.82278675933327	206.926	218.612	225.374
342.33697716166665	206.636	218.206	225.037
344.35907108016676	206.354	217.123	224.81
344.3825635101667	206.064	216.92	224.579
344.13237105383337	205.776	216.582	224.343
343.4665768538333	205.35	215.703	224.122
342.0808185784999	205.059	215.635	223.886
342.3380549141665	204.781	214.756	223.662
342.69952527583325	204.503	214.688	223.328
344.37915062883326	204.224	214.012	223.107
343.848229408	203.945	214.215	222.895
340.94044136583324	203.516	213.539	222.649
344.29368745133337	203.23	213.877	222.426
340.86910443883335	202.954	212.93	222.108
341.40232229900005	202.668	212.998	221.865
340.6969463686667	202.387	212.66	221.649
339.55952014333326	202.108	212.457	221.421
342.0942648189999	201.691	211.663	221.207
342.45795483749987	201.419	211.274	220.98
340.74883243499994	201.143	211.83	220.649
340.1880549143334	200.862	210.607	220.411
339.77123428266657	200.588	210.441	220.184
340.66186810400006	200.321	209.885	219.972
343.44523992816664	199.911	209.441	219.748
339.51884783183334	199.688	209.663	219.547
339.2212214521667	199.51	209.774	219.214
337.5913138316666	199.269	209.274	218.991
336.51544778066676	199.014	208.997	218.784
339.1144598414998	198.619	209.219	218.575
337.6984731841668	198.347	209.052	218.349
338.2417115734999	198.076	207.552	218.124
339.77231203433337	197.812	207.775	217.91
337.6189633049999	197.553	207.219	217.585
340.75898126800007	197.295	207.164	217.379
338.88138311499995	197.036	207.053	217.174
341.058763151	196.647	207.497	216.947
336.9822555811667	196.386	205.942	216.739
336.80636386899994	196.139	205.331	216.423
336.249525276	195.881	205.72	216.197
336.6453938926667	195.631	205.276	215.987
335.8444572751666	195.257	205.109	215.783
334.92020785216675	195.011	204.221	215.573
334.02816268883333	194.762	204.276	215.256
334.9508981271666	194.506	203.665	215.042
335.3059404668333	194.257	203.721	214.831
335.90162945899993	194.007	203.443	214.624
336.77952271000015	193.765	202.166	214.415
