Initial Temperature (K)	0.0200998
Excitation Current (A)	5e-08
Axis 1,2	x,y
Angle	0
Field (T)	Current (A)	        Resistance (Ohms)	            Actual X-Field	                Actual Y-Field	                    Actual Z-Field	                        Lock-In Overload Pass	                            Average Phase
-0.1	                -1.17e-06	                    3.22666333	                        -0.1	                            -0.0	                                -0.0	                                    True	                                        6.019
-0.1	                -1.16e-06	                    3.29108	                        -0.1	                            -0.0	                                0.0	                                    True	                                        6.456
-0.1	                -1.15e-06	                    3.27284	                        -0.1	                            -0.0	                                0.0	                                    True	                                        5.244
-0.1	                -1.14e-06	                    3.34424	                        -0.1	                            -0.0	                                -0.0	                                    True	                                        6.771
-0.1	                -1.13e-06	                    3.36752667	                        -0.1	                            0.0	                                -0.0	                                    True	                                        6.672
-0.1	                -1.12e-06	                    3.37296	                        -0.1	                            -0.0	                                0.0	                                    True	                                        6.75
-0.1	                -1.11e-06	                    3.43272333	                        -0.1	                            0.0	                                -0.0	                                    True	                                        6.004
-0.1	                -1.1e-06	                    3.29922667	                        -0.1	                            -0.0	                                0.0	                                    True	                                        6.508
-0.1	                -1.09e-06	                    3.29418	                        -0.1	                            -0.0	                                0.0	                                    True	                                        6.311
-0.1	                -1.08e-06	                    3.31048667	                        -0.1	                            -0.0	                                0.0	                                    True	                                        6.316
-0.1	                -1.07e-06	                    3.34851333	                        -0.1	                            0.0	                                0.0	                                    True	                                        7.016
-0.1	                -1.06e-06	                    3.25538	                        -0.1	                            0.0	                                -0.0	                                    True	                                        8.329
-0.1	                -1.05e-06	                    3.30427667	                        -0.1	                            -0.0	                                0.0	                                    True	                                        7.279
-0.1	                -1.04e-06	                    3.33221333	                        -0.1	                            -0.0	                                0.0	                                    True	                                        7.535
-0.1	                -1.03e-06	                    3.30116667	                        -0.1	                            -0.0	                                0.0	                                    True	                                        7.311
-0.1	                -1.02e-06	                    3.31979333	                        -0.1	                            0.0	                                0.0	                                    True	                                        6.746
-0.1	                -1.01e-06	                    3.28293	                        -0.1	                            -0.0	                                -0.0	                                    True	                                        6.635
-0.1	                -1e-06	                    3.29884	                        -0.1	                            -0.0	                                0.0	                                    True	                                        6.287
-0.1	                -9.9e-07	                    3.2841	                        -0.1	                            0.0	                                -0.0	                                    True	                                        6.657
-0.1	                -9.8e-07	                    3.37179333	                        -0.1	                            -0.0	                                0.0	                                    True	                                        7.212
-0.1	                -9.7e-07	                    3.28875	                        -0.1	                            -0.0	                                0.0	                                    True	                                        5.726
-0.1	                -9.6e-07	                    3.29651333	                        -0.1	                            0.0	                                -0.0	                                    True	                                        7.434
-0.1	                -9.5e-07	                    3.38382333	                        -0.1	                            -0.0	                                0.0	                                    True	                                        7.086
-0.1	                -9.4e-07	                    3.31436	                        -0.1	                            -0.0	                                0.0	                                    True	                                        6.344
-0.1	                -9.3e-07	                    3.35859667	                        -0.1	                            0.0	                                -0.0	                                    True	                                        6.906
-0.1	                -9.2e-07	                    3.32406333	                        -0.1	                            0.0	                                0.0	                                    True	                                        6.707
-0.1	                -9.1e-07	                    3.31009333	                        -0.1	                            -0.0	                                0.0	                                    True	                                        7.168
-0.1	                -9e-07	                    3.45833	                        -0.1	                            0.0	                                -0.0	                                    True	                                        6.89
-0.1	                -8.9e-07	                    3.37645333	                        -0.1	                            0.0	                                0.0	                                    True	                                        7.467
-0.1	                -8.8e-07	                    3.3617	                        -0.1	                            0.0	                                -0.0	                                    True	                                        6.049
-0.1	                -8.7e-07	                    3.29729	                        -0.1	                            0.0	                                -0.0	                                    True	                                        7.097
-0.1	                -8.6e-07	                    3.29729333	                        -0.1	                            -0.0	                                0.0	                                    True	                                        6.004
-0.1	                -8.5e-07	                    3.30272333	                        -0.1	                            0.0	                                0.0	                                    True	                                        6.528
-0.1	                -8.4e-07	                    3.35937333	                        -0.1	                            -0.0	                                -0.0	                                    True	                                        5.765
-0.1	                -8.3e-07	                    3.30117	                        -0.1	                            0.0	                                -0.0	                                    True	                                        5.771
-0.1	                -8.2e-07	                    3.29418667	                        -0.1	                            -0.0	                                -0.0	                                    True	                                        6.624
-0.1	                -8.1e-07	                    3.39274667	                        -0.1	                            0.0	                                0.0	                                    True	                                        8.241
-0.1	                -8e-07	                    3.35510667	                        -0.1	                            0.0	                                -0.0	                                    True	                                        6.061
-0.1	                -7.9e-07	                    3.31048	                        -0.1	                            -0.0	                                0.0	                                    True	                                        8.347
-0.1	                -7.8e-07	                    3.37916667	                        -0.1	                            0.0	                                0.0	                                    True	                                        5.44
-0.1	                -7.7e-07	                    3.31281	                        -0.1	                            0.0	                                -0.0	                                    True	                                        7.638
-0.1	                -7.6e-07	                    3.32406	                        -0.1	                            -0.0	                                -0.0	                                    True	                                        7.51
-0.1	                -7.5e-07	                    3.31086667	                        -0.1	                            0.0	                                0.0	                                    True	                                        7.859
-0.1	                -7.4e-07	                    3.35045	                        -0.1	                            0.0	                                -0.0	                                    True	                                        7.783
-0.1	                -7.3e-07	                    3.38731667	                        -0.1	                            -0.0	                                -0.0	                                    True	                                        6.642
-0.1	                -7.2e-07	                    3.33958333	                        -0.1	                            0.0	                                -0.0	                                    True	                                        6.654
-0.1	                -7.1e-07	                    3.40439	                        -0.1	                            -0.0	                                -0.0	                                    True	                                        6.332
-0.1	                -7e-07	                    3.33532	                        -0.1	                            -0.0	                                -0.0	                                    True	                                        6.898
-0.1	                -6.9e-07	                    3.30155667	                        -0.1	                            -0.0	                                0.0	                                    True	                                        6.74
-0.1	                -6.8e-07	                    3.36636	                        -0.1	                            0.0	                                0.0	                                    True	                                        7.112
-0.1	                -6.7e-07	                    3.33104667	                        -0.1	                            0.0	                                0.0	                                    True	                                        7.051
-0.1	                -6.6e-07	                    3.34618333	                        -0.1	                            0.0	                                0.0	                                    True	                                        7.146
-0.1	                -6.5e-07	                    3.36286667	                        -0.1	                            -0.0	                                -0.0	                                    True	                                        5.895
-0.1	                -6.4e-07	                    3.34074667	                        -0.1	                            0.0	                                0.0	                                    True	                                        7.123
-0.1	                -6.3e-07	                    3.38886333	                        -0.1	                            -0.0	                                -0.0	                                    True	                                        7.363
-0.1	                -6.2e-07	                    3.26740333	                        -0.1	                            -0.0	                                0.0	                                    True	                                        5.861
-0.1	                -6.1e-07	                    3.31513667	                        -0.1	                            0.0	                                0.0	                                    True	                                        7.024
-0.1	                -6e-07	                    3.31785	                        -0.1	                            0.0	                                0.0	                                    True	                                        6.894
-0.1	                -5.9e-07	                    3.29341	                        -0.1	                            -0.0	                                0.0	                                    True	                                        6.435
-0.1	                -5.8e-07	                    3.31824333	                        -0.1	                            -0.0	                                0.0	                                    True	                                        7.979
-0.1	                -5.7e-07	                    3.31281333	                        -0.1	                            0.0	                                0.0	                                    True	                                        6.705
-0.1	                -5.6e-07	                    3.38770333	                        -0.1	                            -0.0	                                0.0	                                    True	                                        6.515
