Started: March 19, 2024 15:33:27
Initial Temperature (K)	0.0194779
Resistor	1000000.0	Excitation Current (A)	5e-08
Current (A)	Measured Voltage (V)	Resistance (Ohms)
-1.5e-06	0.0002524344730767743	2.3574219999999997
-1.49e-06	-0.001862736158727199	4.145575
-1.48e-06	-0.00012704224832407653	4.08504
-1.47e-06	6.929576087526756e-05	3.3452159999999997
-1.46e-06	0.00017653922102531488	3.996555
-1.4499999999999999e-06	-0.00014519113293956997	2.1897825000000006
-1.44e-06	0.0008249495608657136	3.394695000000001
-1.4299999999999999e-06	-0.000626961715443525	3.418555
-1.42e-06	-0.0004504224820463898	5.00473
-1.4099999999999998e-06	-0.0007820521838773342	3.021576
-1.4e-06	0.0005642654799505247	2.8126100000000003
-1.3899999999999998e-06	0.0016004021515910836	3.4610450000000004
-1.38e-06	0.0017224946888590438	4.65198
-1.37e-06	-0.0008480482367772488	2.9884000000000004
-1.36e-06	-0.0009635410256494467	4.35395
-1.35e-06	0.00036957741220006407	5.183425
-1.34e-06	0.00021283700539944772	3.1601115
-1.33e-06	-0.0012093760201483904	3.1414800000000005
-1.32e-06	0.00044712264452843333	3.0437
-1.31e-06	0.0004586718840596106	3.3452149999999996
-1.3e-06	0.00015344059697242963	2.8248315
-1.29e-06	0.00011384301906248334	3.2090015000000003
-1.28e-06	0.0008232996456582983	3.664775
-1.2700000000000001e-06	0.0005395170321635689	5.068175
-1.26e-06	-0.00046527157638750864	3.8044750000000005
-1.25e-06	-2.1448735118019817e-05	2.5029415
-1.24e-06	0.0010163378072836462	3.5605800000000003
-1.23e-06	-9.734397878270902e-05	4.291675
-1.22e-06	0.0010047885892116573	3.6042400000000008
-1.21e-06	0.0005131185909874115	2.8161009999999997
-1.2e-06	0.00025903414653761353	3.422625
-1.19e-06	0.00029368201842100276	4.864445
-1.18e-06	0.0023313074593326513	4.817295
-1.17e-06	0.00036297785288109616	3.472115
-1.16e-06	-0.0012902210686239716	3.4005145
-1.15e-06	0.00025573435191665844	2.9534749999999996
-1.14e-06	3.794771721347067e-05	3.68864
-1.13e-06	0.0010872835183278397	4.316705
-1.12e-06	0.0008414485413812164	2.84928
-1.11e-06	0.00042072424296614864	4.156045
-1.1e-06	-0.0016498990587553353	3.54894
-1.09e-06	-0.00046527152083703687	3.698535
-1.08e-06	-0.0007952514009600867	4.61415
-1.0700000000000001e-06	-0.000542816788063846	5.01171
-1.06e-06	-0.0007622533553022721	4.16885
-1.0500000000000001e-06	0.001240724062374264	4.723000000000001
-1.04e-06	0.0006632594508928157	4.471535
-1.03e-06	-3.629778142561304e-05	4.28527
-1.02e-06	-0.0005758147673235867	4.83359
-1.01e-06	0.0011285310259276473	4.49657
-1e-06	0.00060056329039149	4.4971499999999995
-9.9e-07	0.0005807644569113823	3.26198
-9.8e-07	-0.002511146393517254	4.25966
-9.7e-07	-0.0013512673015990864	5.046045
-9.6e-07	-0.00040917494549583657	3.42729
-9.499999999999999e-07	0.00041577464921321665	3.4342700000000006
-9.399999999999999e-07	0.0009123941862253587	4.303895
-9.3e-07	0.00016828968064528012	5.11008
-9.200000000000001e-07	0.0005362171833048127	4.96689
-9.100000000000001e-07	-0.0007639032931238254	2.7410134999999998
-9.000000000000001e-07	0.0010757341863236658	4.357445
-8.900000000000001e-07	0.0014172632021953774	3.4825800000000005
-8.8e-07	0.0003431789819943415	3.7049400000000006
-8.7e-07	-0.0006104626403246373	5.8242899999999995
-8.6e-07	-0.0007490541214111047	4.302155
-8.5e-07	-0.0008694967216824962	4.06233
-8.4e-07	-0.002105271093417049	3.75035
-8.3e-07	-0.0008430984176112561	3.033796
-8.2e-07	-0.0014304623741153983	3.42845
-8.1e-07	-0.0014387119374756313	3.891205
-8e-07	-0.0008991950313357889	4.603085
-7.900000000000001e-07	0.0004966195715697542	3.8236800000000004
-7.8e-07	-0.001115331730523507	4.3399849999999995
-7.7e-07	-0.0009866395761244447	2.3323905
-7.6e-07	-0.0021118707756357957	5.43197
-7.5e-07	-0.002021126235816106	4.216
-7.4e-07	3.134808040936227e-05	3.150214
-7.3e-07	-0.0006781084531279613	5.127545
-7.2e-07	0.0019270820698754454	3.606564
-7.1e-07	-0.0024698987081513257	3.672335
-7e-07	-0.0008265993952306705	3.1705840000000003
-6.9e-07	0.0007441044411780494	4.1612849999999995
-6.8e-07	0.0022785104559965817	3.2125000000000004
-6.699999999999999e-07	0.0005098187747827888	4.52625
-6.6e-07	-0.0009140440550823978	2.9825704999999996
-6.5e-07	-0.0004751708859683447	3.39411
-6.4e-07	-0.0012374242222547122	5.030335
-6.3e-07	0.001268772317444794	4.152555
-6.2e-07	0.0010905833166202745	3.8871350000000002
-6.1e-07	-0.0009090943291400767	4.04662
-6e-07	-0.0016812470967698277	2.8498625
-5.9e-07	0.0010889332775024928	2.2398435
-5.8e-07	-0.00024913475205336265	3.4593
-5.699999999999999e-07	-0.002083822386201864	4.19214
-5.599999999999999e-07	-0.0005032192420762003	3.5762965
-5.499999999999999e-07	0.00013529172094902612	3.9278800000000005
-5.4e-07	-0.00028873218716155566	3.25441
-5.3e-07	0.00026398382589993327	2.1932765
-5.2e-07	0.001790140405868574	3.0495175000000008
-5.1e-07	-0.0011730781576722925	3.65488
-5e-07	-0.0009981888469008358	2.731701
-4.9e-07	0.0017224944711328747	3.45522
-4.8e-07	-0.0008744464546472264	2.0983995
-4.6999999999999995e-07	0.0007408046659557619	2.0029375
-4.6e-07	-0.00012044267784314425	2.4581265000000005
-4.5e-07	0.0020260758903549864	2.9470720000000004
