Started: April 24, 2024 01:27:53
Resistor	1000000.0	Excitation Current (A)	1.299e-09
Restsitance (Ohms)	Channel 5 Temp (K)	Channel 8 Temp (K)	Channel 13 Temp (K)
338.8089684376666	205.613	215.838	231.579
338.0696304855001	205.667	215.297	231.64
339.10288683633337	205.722	214.891	231.695
339.40307929249985	205.854	214.283	231.751
337.49344367500004	205.965	215.162	231.818
338.26901462633333	206.083	215.365	231.864
340.6865280986666	206.209	215.5	231.922
341.027764947	206.34	215.77	231.974
340.4258403904999	206.464	215.635	232.02
339.7317038744999	206.599	215.703	232.078
340.40459327716684	206.735	216.176	232.109
341.78986399799993	206.876	217.326	232.133
339.51434436750003	207.017	216.92	232.149
340.72457018283325	207.16	216.176	232.173
341.3754554785001	207.299	216.853	232.182
340.7869515008333	207.44	216.92	232.189
340.4123684886667	207.585	217.394	232.176
338.5396843723334	207.733	217.597	232.173
340.97554529149994	207.876	217.394	232.143
341.2921606361667	208.02	217.867	232.118
340.3433666921667	208.157	218.138	232.087
340.78960739066673	208.298	218.476	232.066
340.9683987686667	208.44	219.017	232.023
339.3280087250001	208.577	218.612	231.959
342.3336027718333	208.715	218.747	231.901
341.9228765709999	208.85	218.206	231.827
341.05727482699996	208.981	219.017	231.754
342.2693995386666	209.11	219.356	231.686
341.4094431615001	209.235	218.612	231.604
341.7749935846667	209.36	218.476	231.518
341.1916987423335	209.487	218.341	231.42
341.38815755666667	209.605	218.138	231.325
342.6555170641666	209.721	218.95	231.206
343.6051449828334	209.831	219.423	231.087
340.92322299183337	209.934	219.559	230.969
343.1603156276667	210.028	220.438	230.856
341.0718244800001	210.118	220.438	230.725
343.18575827550006	210.202	219.897	230.591
341.77794457249996	210.285	220.776	230.454
339.4560816013333	210.364	219.626	230.309
342.00350269466674	210.435	220.168	230.16
340.49717731583326	210.501	221.182	230.009
343.26792404349993	210.569	220.506	229.851
343.1073518088334	210.628	220.1	229.685
343.9945342568334	210.69	220.912	229.522
341.36057223483346	210.741	220.844	229.351
342.55656915599997	210.791	220.371	229.173
343.1088016425001	210.838	220.844	229.002
340.5819348218334	210.884	220.912	228.806
340.526635873	210.921	220.574	228.617
342.2824223763334	210.959	220.506	228.426
344.69318706733327	210.987	221.25	228.225
343.5643828584999	211.016	221.385	228.019
341.5714652301667	211.038	221.385	227.824
343.4632152936665	211.06	221.25	227.609
343.6581601233334	211.078	221.453	227.398
343.5505388761667	211.089	221.453	227.289
343.8000641523334	211.098	220.979	226.948
343.61221452399997	211.102	221.588	226.843
341.95605594000006	211.104	221.453	226.614
341.0561585831667	211.102	220.168	226.385
343.1555427254999	211.098	221.182	226.151
342.8049140358332	211.084	221.182	225.911
342.93927380033335	211.073	221.318	225.669
343.565871183	211.054	221.318	225.422
341.43817038666657	211.036	220.912	225.18
342.4016037978335	211.007	220.979	224.946
344.08938927366665	210.979	220.574	224.69
342.7223633563334	210.946	220.641	224.448
342.1207595585	210.908	220.371	224.195
342.3989735693334	210.873	220.168	223.937
343.04651013566667	210.827	220.709	223.679
342.8145624838333	210.776	221.25	223.427
342.21449833216667	210.725	220.506	223.152
342.35079548366673	210.672	219.694	222.892
344.1327303059999	210.613	221.047	222.618
342.96845008950004	210.554	220.235	222.347
343.0908775981667	210.485	220.303	222.08
343.9747626376667	210.417	220.235	221.806
341.6936104694999	210.345	220.776	221.533
342.15434949983336	210.27	220.1	221.258
341.4336669233333	210.191	220.641	220.98
343.04792147783326	210.109	220.303	220.697
340.98900436249994	210.026	220.844	220.425
339.92467282549995	209.932	219.694	220.128
344.24325121866684	209.84	219.897	219.841
341.10619707433335	209.741	220.303	219.552
341.4942134976666	209.64	219.897	219.271
341.91394662549993	209.537	219.423	218.983
342.17749550933337	209.432	219.559	218.697
343.4161791123332	209.32	218.882	218.393
341.5756222731668	209.204	219.356	218.105
342.9669361048334	209.091	218.95	217.804
342.9377854755001	208.97	219.22	217.506
342.69994867849994	208.848	218.679	217.214
341.32541698733337	208.726	218.747	216.92
341.69652296616675	208.597	218.341	216.628
341.49608673383335	208.468	218.612	216.321
340.962804722	208.333	218.476	216.019
341.8612394154998	208.196	218.882	215.718
340.8575442646666	208.057	217.259	215.417
340.16675647950007	207.915	218.003	215.114
342.2555555553334	207.77	218.003	214.808
339.60098793999987	207.618	217.056	214.517
339.59239158316666	207.47	217.326	214.203
340.18983833733347	207.312	217.8	213.898
341.5565691563334	207.149	216.92	213.59
339.6469207081667	206.991	217.462	213.267
339.1050551713333	206.831	216.65	212.966
339.8302668716668	206.666	216.717	212.662
339.05695406700005	206.5	216.244	212.35
338.47367205566655	206.338	215.906	212.047
340.85862201633324	206.165	215.973	211.742
339.48933795300013	205.997	215.094	211.429
338.74516294516667	205.814	215.229	211.103
340.7686168839999	205.642	215.365	210.789
338.2399024895	205.464	215.094	210.474
340.32727739216665	205.279	215.162	210.155
338.49153194766683	205.093	214.35	209.835
338.7480882733334	204.907	214.418	209.512
339.3642288943333	204.719	214.553	209.209
338.11148319149993	204.528	213.809	208.891
339.31383115200003	204.341	213.877	208.579
339.24666410066664	204.145	214.485	208.265
339.47138824633316	203.953	213.336	207.956
338.25629971783314	203.753	213.674	207.65
340.03335899349986	203.554	213.403	207.327
339.2353861945001	203.348	213.809	207.011
338.59611239450004	203.14	212.862	206.684
337.9575314346667	202.931	211.996	206.367
338.5766615345001	202.72	212.93	206.033
338.7100076985001	202.509	211.607	205.727
338.31606363783345	202.294	212.119	205.399
338.13686168833317	202.077	211.719	205.086
336.4363228126667	201.86	211.607	204.757
337.96013600166674	201.646	211.219	204.449
