Started: March 07, 2024 17:07:38
Initial Temperature (K)	0.0177187
Resistor	1007820.0	Excitation Current (A)	9.922e-08
Current (A)	Measured Current (A)	Resistance (Ohms)
-1e-06	1.3865062000000002e-06	1.6399939528320904
-8.999999999999999e-07	1.4168224e-06	1.8267849223946784
-8e-07	7.739182e-07	1.8524813545656116
-7e-07	6.3949644e-07	1.6584779076799034
-6e-07	5.485581e-07	-0.05620161257810925
-5e-07	4.5960926000000004e-07	-0.0461111469461802
-3.9999999999999993e-07	3.6562846e-07	-0.08230771013908486
-3e-07	2.787008e-07	-0.09016903850030236
-1.9999999999999996e-07	1.856311e-07	-0.010031787945978636
-9.999999999999993e-08	9.7824604e-08	-0.035140636968353164
0.0	6.447353159999999e-09	-0.1108193106228583
9.999999999999993e-08	-8.206693400000001e-08	-0.02581279983874219
2.0000000000000007e-07	-1.7161986e-07	-0.06142277565007055
3e-07	-2.6084186e-07	-0.05227106228582947
3.9999999999999993e-07	-3.5507777999999997e-07	-0.05978026607538802
5.000000000000001e-07	-4.4544352e-07	0.00011731908889336812
6e-07	-5.3322968e-07	-0.012847762547873415
7e-07	-6.2136804e-07	0.008975871800040312
8.000000000000001e-07	-7.1323066e-07	-0.01525306591413022
9e-07	-8.042935799999999e-07	0.014666317274742996
1e-06	-8.7187458e-07	0.7984402942955049
