Started: March 19, 2024 13:47:38
Initial Temperature (K)	0.0199167
Resistor	1000000.0	Excitation Current (A)	5e-08
Current (A)	Measured Current (A)	Resistance (Ohms)
-1.5e-06	4.7148477500000003e-11	2.681061
-1.49e-06	4.42766275e-11	3.304465
-1.48e-06	4.4578930000000005e-11	3.35569
-1.47e-06	4.57755325e-11	3.2660549999999997
-1.46e-06	4.44907575e-11	3.4424200000000003
-1.4499999999999999e-06	4.568736e-11	3.34172
-1.44e-06	4.3684627500000004e-11	3.3749000000000002
-1.4299999999999999e-06	4.52213175e-11	3.413895
-1.42e-06	4.4994590000000004e-11	3.4796700000000005
-1.4099999999999998e-06	4.5145740000000003e-11	3.5087800000000007
-1.4e-06	4.3810585000000003e-11	3.4290350000000003
-1.3899999999999998e-06	4.4314417499999994e-11	3.5285600000000006
-1.38e-06	4.46419075e-11	3.48142
-1.37e-06	4.5586595e-11	3.4674450000000006
-1.36e-06	4.56369775e-11	3.4831650000000005
-1.35e-06	4.4062499999999996e-11	3.4953950000000003
-1.34e-06	4.5788125e-11	3.46861
-1.33e-06	4.4793055e-11	3.5384599999999997
-1.32e-06	4.5523615e-11	3.56116
-1.31e-06	4.42010525e-11	3.52216
-1.3e-06	4.4175862499999996e-11	3.53846
-1.29e-06	4.4843440000000005e-11	3.65022
-1.28e-06	4.65816675e-11	3.746845
-1.2700000000000001e-06	4.4944207500000004e-11	3.607145
-1.26e-06	4.41002925e-11	3.5710600000000006
-1.25e-06	4.544804e-11	3.754415
-1.24e-06	4.500719e-11	3.7648900000000003
-1.23e-06	4.42766275e-11	3.69388
-1.22e-06	4.55865975e-11	3.8114600000000003
-1.21e-06	4.425144e-11	3.830665
-1.2e-06	4.4931612500000004e-11	3.8685
-1.19e-06	4.6103022500000004e-11	3.826005
-1.18e-06	4.568736e-11	3.8335750000000006
-1.17e-06	4.56369775e-11	3.8458000000000006
-1.16e-06	4.52717e-11	3.942425
-1.15e-06	4.4805652500000006e-11	3.9552300000000002
-1.14e-06	4.394914e-11	3.962215000000001
-1.13e-06	4.6342345e-11	3.9831649999999996
-1.12e-06	4.5284294999999996e-11	3.99423
-1.11e-06	4.51961225e-11	4.14906
-1.1e-06	4.52968875e-11	4.190385
-1.09e-06	4.553621e-11	4.209015000000001
-1.08e-06	4.6153405000000005e-11	4.237535
-1.0700000000000001e-06	4.36594325e-11	4.36501
-1.06e-06	4.4704885e-11	4.24394
-1.0500000000000001e-06	4.5385059999999996e-11	4.56001
-1.04e-06	4.4679695000000006e-11	4.42962
-1.03e-06	4.48434375e-11	4.470364999999999
-1.02e-06	4.54480425e-11	4.668865
-1.01e-06	4.5044975e-11	4.4756100000000005
-1e-06	4.6002255e-11	4.607150000000001
-9.9e-07	4.5007185e-11	4.69796
-9.8e-07	4.50197825e-11	4.571070000000001
-9.7e-07	4.5095355e-11	4.543705000000001
-9.6e-07	4.486863e-11	4.808565
-9.499999999999999e-07	4.4667100000000005e-11	4.77422
-9.399999999999999e-07	4.336973e-11	4.78819
-9.3e-07	4.512055e-11	4.86328
-9.200000000000001e-07	4.31681975e-11	4.832425000000001
-9.100000000000001e-07	4.507017e-11	4.768400000000001
-9.000000000000001e-07	4.3735015e-11	4.9773700000000005
-8.900000000000001e-07	4.51457375e-11	4.851640000000001
-8.8e-07	4.6455705e-11	4.94303
-8.7e-07	4.5309485e-11	4.9872700000000005
-8.6e-07	4.639273e-11	5.054790000000001
-8.5e-07	4.4553734999999995e-11	4.96166
-8.4e-07	4.5347275e-11	5.119985000000001
-8.3e-07	4.46041225e-11	5.14501
-8.2e-07	4.6720217499999994e-11	4.950010000000001
-8.1e-07	4.4830847499999997e-11	5.115325
-8e-07	4.4339610000000006e-11	5.129295
-7.900000000000001e-07	4.5762939999999996e-11	5.125225
-7.8e-07	4.4717485000000004e-11	5.145015000000001
-7.7e-07	4.57503425e-11	5.13919
-7.6e-07	4.518353e-11	5.0943700000000005
-7.5e-07	4.50701675e-11	5.02918
-7.4e-07	4.668243e-11	5.1432649999999995
-7.3e-07	4.3936542499999997e-11	4.858625000000001
-7.2e-07	4.60274475e-11	5.004730000000001
-7.1e-07	4.39239475e-11	4.914505
-7e-07	4.46545025e-11	4.80216
-6.9e-07	4.39365425e-11	4.815545
-6.8e-07	4.4112882499999997e-11	4.8504700000000005
-6.699999999999999e-07	4.51331475e-11	4.751530000000001
-6.6e-07	4.3646835e-11	4.892390000000001
-6.5e-07	4.484344e-11	4.689235
-6.4e-07	4.481825e-11	4.5640849999999995
-6.3e-07	4.56621675e-11	4.76258
-6.2e-07	4.35586675e-11	4.559425
-6.1e-07	4.46167125e-11	4.305055
-6e-07	4.5196125e-11	4.3888750000000005
-5.9e-07	4.462931e-11	4.445915
-5.8e-07	4.57377475e-11	4.32601
-5.699999999999999e-07	4.49316175e-11	4.50471
-5.599999999999999e-07	4.41884625e-11	4.124615
-5.499999999999999e-07	4.4956805e-11	3.650225
-5.4e-07	4.53724675e-11	3.94417
-5.3e-07	4.548583e-11	3.6315950000000004
-5.2e-07	4.4314414999999996e-11	3.394685
-5.1e-07	4.5485827499999995e-11	3.126935
-5e-07	4.5725145e-11	3.0378750000000005
-4.9e-07	4.450335e-11	3.026815
-4.8e-07	4.478046e-11	2.6746550000000004
-4.6999999999999995e-07	4.299185e-11	2.443575
-4.6e-07	4.3483095e-11	2.5413650000000003
-4.5e-07	4.44025825e-11	2.0273855000000003
-4.3999999999999997e-07	4.55614025e-11	1.8283105000000002
-4.2999999999999996e-07	4.4503355e-11	1.7776715
-4.1999999999999995e-07	4.38861575e-11	1.4092170000000002
-4.0999999999999994e-07	4.4213645e-11	1.437735
-3.9999999999999993e-07	4.58762975e-11	1.044251
-3.899999999999999e-07	4.4490755e-11	0.508156
-3.799999999999999e-07	4.33949225e-11	0.8626425000000002
-3.699999999999999e-07	4.5057565e-11	0.4837087
-3.599999999999999e-07	4.4856035e-11	0.41851550000000004
-3.499999999999999e-07	4.4163265e-11	0.3946499
-3.400000000000001e-07	4.38483725e-11	0.2444734
-3.3000000000000007e-07	4.5876294999999995e-11	0.21886175
-3.2000000000000006e-07	4.52339075e-11	0.06693915
-3.1000000000000005e-07	4.306742499999999e-11	0.16705675
-3.0000000000000004e-07	4.5951869999999994e-11	0.12805750000000002
-2.9000000000000003e-07	4.51079525e-11	0.087894
-2.8e-07	4.4931605e-11	0.041327745000000006
-2.7e-07	4.59518725e-11	0.04307395
-2.6e-07	4.34830925e-11	0.0069849950000000025
-2.5e-07	4.544804e-11	-0.08149118000000001
-2.4e-07	4.4604117499999995e-11	-0.044238050000000015
-2.3e-07	4.381058e-11	0.06810332000000001
-2.1999999999999998e-07	4.5762935e-11	0.1187441
-2.0999999999999997e-07	4.55236125e-11	0.04365601
-1.9999999999999996e-07	4.69091525e-11	0.06111835
-1.8999999999999995e-07	4.55110125e-11	-0.08381960000000001
-1.7999999999999994e-07	4.64179125e-11	-0.16763905
-1.6999999999999993e-07	4.46670975e-11	-0.07916290000000001
-1.5999999999999992e-07	4.44907525e-11	0.0762525
-1.4999999999999991e-07	4.4100285000000004e-11	-0.1006996
-1.399999999999999e-07	4.53850575e-11	-0.18393725
-1.299999999999999e-07	4.5473225e-11	0.07392389
-1.1999999999999988e-07	4.444037e-11	-0.020372805000000004
-1.0999999999999987e-07	4.54228475e-11	-0.013387850000000001
-9.999999999999986e-08	4.48182475e-11	-0.013969975000000003
-9.000000000000008e-08	4.5448037500000003e-11	0.07683450000000001
-8.000000000000007e-08	4.4994590000000004e-11	0.04365597500000001
-7.000000000000006e-08	4.3609045e-11	-0.044820109999999996
-6.000000000000005e-08	4.5498420000000004e-11	-0.05238715000000001
-5.0000000000000044e-08	4.28029125e-11	-0.01164165
-4.0000000000000034e-08	4.3558662499999996e-11	-0.132132175
-3.0000000000000024e-08	4.6115617500000005e-11	0.08731205
-2.0000000000000017e-08	4.3117810000000004e-11	-0.01804447
-1.0000000000000008e-08	4.467969e-11	-0.1315501
0.0	4.54480375e-11	-0.055879700000000004
1.0000000000000008e-08	4.5032375e-11	-0.03783525
2.0000000000000017e-08	4.5863702500000005e-11	-0.03201443500000001
3.0000000000000024e-08	4.3659427500000003e-11	0.043656049999999995
4.0000000000000034e-08	4.517093e-11	0.09313310000000001
5.0000000000000044e-08	4.338232e-11	0.22992125
6.000000000000005e-08	4.5007179999999996e-11	0.041327619999999995
7.000000000000006e-08	4.5863695000000004e-11	0.014552000000000002
8.000000000000007e-08	4.454114e-11	0.12456525
9.000000000000008e-08	4.5271692499999994e-11	-0.090804355
1.0000000000000009e-07	4.4213649999999995e-11	-0.0424918
1.100000000000001e-07	4.39365375e-11	0.01629825
1.200000000000001e-07	4.34201125e-11	0.0768346
1.300000000000001e-07	4.381058e-11	-0.092550675
1.4000000000000012e-07	4.4641902500000003e-11	0.08672974000000001
1.5000000000000013e-07	4.53976575e-11	-0.08789405
1.6000000000000014e-07	4.3697212500000005e-11	-0.055297550000000015
1.6999999999999993e-07	4.38231725e-11	0.1635643
1.7999999999999994e-07	4.4541137499999996e-11	0.02328315
1.8999999999999995e-07	4.469229e-11	0.0197907
1.9999999999999996e-07	4.4503352499999995e-11	-0.10128219999999999
2.0999999999999997e-07	4.597706e-11	-0.0576259
2.1999999999999998e-07	4.567476e-11	-0.0483126
2.3e-07	4.528428999999999e-11	-0.08090905000000001
2.4e-07	4.55488e-11	-0.08847635
2.5e-07	4.3886152499999995e-11	-0.028521875000000002
2.6e-07	4.3911345e-11	-0.054133375
2.7e-07	4.5183527500000003e-11	0.0162983
2.8e-07	4.3823172499999996e-11	0.14726625000000002
2.9000000000000003e-07	4.369722e-11	-0.02037285
3.0000000000000004e-07	4.4755265e-11	-0.0890582
3.1000000000000005e-07	4.52842925e-11	-0.0232833
3.2000000000000006e-07	4.4163265e-11	0.06228244999999999
3.3000000000000007e-07	4.4818244999999995e-11	0.22410075000000002
3.400000000000001e-07	4.58133175e-11	0.12631130000000002
3.500000000000001e-07	4.4301815000000006e-11	0.11583375000000001
3.600000000000001e-07	4.3659427500000003e-11	0.2863838
3.700000000000001e-07	4.5573994999999997e-11	0.30733800000000006
3.800000000000001e-07	4.41506675e-11	0.33469600000000005
3.9000000000000013e-07	4.3470495e-11	0.402217
4.0000000000000014e-07	4.384835999999999e-11	0.37136650000000004
4.1000000000000015e-07	4.4364792500000006e-11	0.761943
4.1999999999999995e-07	4.51457375e-11	1.1286530000000001
4.2999999999999996e-07	4.455373e-11	1.2619485
4.3999999999999997e-07	4.513314e-11	1.503513
4.5e-07	4.417586e-11	1.8702200000000002
4.6e-07	4.513314e-11	2.1304100000000004
4.6999999999999995e-07	4.5385055e-11	2.20608
4.8e-07	4.4364797499999996e-11	2.5110949999999996
4.9e-07	4.34956875e-11	2.866165
5e-07	4.5989664999999995e-11	2.991305
5.100000000000002e-07	4.4893819999999995e-11	3.224145
5.2e-07	4.530948e-11	3.6368350000000005
5.300000000000002e-07	4.4856029999999997e-11	3.72123
5.4e-07	4.4301819999999996e-11	4.033225
5.499999999999998e-07	4.4893825e-11	3.9505750000000006
5.6e-07	4.43018175e-11	4.30156
5.699999999999998e-07	4.62415725e-11	4.330665000000001
5.800000000000001e-07	4.36972175e-11	4.4016850000000005
5.899999999999999e-07	4.4566327500000004e-11	4.4657100000000005
6.000000000000001e-07	4.36216375e-11	4.5961
6.099999999999999e-07	4.4604117499999995e-11	4.698545
6.200000000000001e-07	4.5851100000000004e-11	4.7131
6.299999999999999e-07	4.5347265e-11	4.79518
6.400000000000001e-07	4.5762930000000004e-11	4.760835
6.499999999999999e-07	4.3911344999999995e-11	4.8691
6.600000000000001e-07	4.4578922500000004e-11	4.972715000000001
6.699999999999999e-07	4.35082825e-11	4.908685
6.800000000000002e-07	4.5536205e-11	4.976790000000001
6.9e-07	4.5901485e-11	4.958740000000001
7.000000000000002e-07	4.5712547500000003e-11	5.153740000000001
7.1e-07	4.3457895e-11	4.992505
7.200000000000002e-07	4.40499e-11	5.12173
7.3e-07	4.5473225e-11	5.028015000000001
7.400000000000002e-07	4.3457895e-11	5.07516
7.5e-07	4.4465562500000003e-11	4.904615000000001
7.600000000000002e-07	4.55613975e-11	5.0868
7.7e-07	4.46041175e-11	5.340590000000001
7.800000000000003e-07	4.4264030000000004e-11	5.178190000000001
7.900000000000001e-07	4.3495685e-11	5.437215
8.000000000000003e-07	4.58636975e-11	5.1467600000000004
8.100000000000001e-07	4.392394e-11	5.135115000000001
8.199999999999999e-07	4.2853294999999995e-11	5.008805000000001
8.300000000000001e-07	4.46419075e-11	5.126965
8.399999999999999e-07	4.4667100000000005e-11	5.126385
8.500000000000001e-07	4.6443105e-11	5.062940000000001
8.599999999999999e-07	4.4830842500000007e-11	5.0239400000000005
8.700000000000001e-07	4.438999e-11	5.062355
8.799999999999999e-07	4.57755275e-11	5.06119
8.900000000000002e-07	4.629196e-11	4.865025000000001
9e-07	4.41002825e-11	4.920325
9.100000000000002e-07	4.544804e-11	4.89064
9.2e-07	4.423884e-11	4.706695
9.300000000000002e-07	4.45285425e-11	4.9244
9.399999999999999e-07	4.4188455000000004e-11	4.846405000000001
9.500000000000002e-07	4.32563575e-11	4.687485000000001
9.6e-07	4.4793055e-11	4.734645
9.700000000000002e-07	4.263917e-11	4.80391
9.8e-07	4.40247075e-11	4.56583
9.900000000000003e-07	4.40876875e-11	4.603655000000001
1e-06	4.4503349999999997e-11	4.571065
1.0100000000000003e-06	4.51079525e-11	4.555345
1.02e-06	4.528428750000001e-11	4.5699
1.0300000000000003e-06	4.42010475e-11	4.5198350000000005
1.04e-06	4.45663225e-11	4.496560000000001
1.0500000000000003e-06	4.5825904999999993e-11	4.381895
1.06e-06	4.47552625e-11	4.392955000000001
1.07e-06	4.45789275e-11	4.313790000000001
1.08e-06	4.5385055e-11	4.15954
