Started: March 07, 2024 22:41:38
Initial Temperature (K)	0.0200432
Resistor	1000000.0	Excitation Current (A)	5e-08
Current (A)	Measured Current (A)	Resistance (Ohms)
-1.5e-06	-1.3463678e-06	2.8282128
-1.4925e-06	-1.3452746e-06	3.319484
-1.4850000000000002e-06	-1.3363712e-06	3.263604
-1.4775e-06	-1.3307319999999998e-06	3.205632
-1.47e-06	-1.3213753999999999e-06	3.2733879999999997
-1.4625e-06	-1.3161317999999997e-06	3.2886360000000003
-1.455e-06	-1.3085438e-06	3.2603480000000005
-1.4475e-06	-1.3021214e-06	3.3374120000000005
-1.44e-06	-1.2935252e-06	3.3413760000000003
-1.4325e-06	-1.2881886000000002e-06	3.276068
-1.4250000000000001e-06	-1.2808726e-06	3.3569720000000003
-1.4175e-06	-1.2745826e-06	3.2381079999999995
-1.4099999999999998e-06	-1.2704442e-06	3.38782
-1.4025000000000001e-06	-1.2592832e-06	3.404236
-1.395e-06	-1.2575977999999999e-06	3.306096
-1.3875e-06	-1.2481768e-06	3.272688
-1.38e-06	-1.2397908e-06	3.490264
-1.3725e-06	-1.2357318e-06	3.18514
-1.365e-06	-1.2252748e-06	3.3712920000000004
-1.3575e-06	-1.2240964e-06	3.309704000000001
-1.35e-06	-1.2136102e-06	3.3236720000000006
-1.3425e-06	-1.2085608e-06	3.403068
-1.335e-06	-1.2025018e-06	3.3037680000000003
-1.3275000000000002e-06	-1.1955156e-06	3.4015559999999994
-1.32e-06	-1.1832122000000002e-06	3.3871200000000004
-1.3125e-06	-1.1833788000000001e-06	3.433108
-1.305e-06	-1.1712114000000002e-06	3.3631400000000005
-1.2975e-06	-1.1669092000000001e-06	3.4102920000000005
-1.29e-06	-1.1556953999999998e-06	3.4792120000000004
-1.2825e-06	-1.1536214e-06	3.4541839999999993
-1.2749999999999999e-06	-1.1465513999999998e-06	3.4761800000000003
-1.2675000000000001e-06	-1.1405020000000002e-06	3.4265800000000004
-1.26e-06	-1.1341204e-06	3.3731560000000003
-1.2524999999999999e-06	-1.127523e-06	3.510056
-1.2450000000000002e-06	-1.1220746e-06	3.47106
-1.2375e-06	-1.1150696e-06	3.4877080000000005
-1.23e-06	-1.1050921999999999e-06	3.4891080000000003
-1.2225000000000002e-06	-1.1019928e-06	3.443352
-1.215e-06	-1.0934393999999998e-06	3.5633760000000003
-1.2075e-06	-1.0854088e-06	3.507844
-1.2e-06	-1.0800238e-06	3.4872439999999996
-1.1924999999999998e-06	-1.0760598e-06	3.5558080000000003
-1.185e-06	-1.0663528e-06	3.543356
-1.1775e-06	-1.05965e-06	3.56582
-1.17e-06	-1.0523084e-06	3.543468
-1.1625e-06	-1.0449296000000002e-06	3.5317080000000005
-1.155e-06	-1.0356044000000002e-06	3.6166920000000005
-1.1475e-06	-1.0309804e-06	3.605988
-1.14e-06	-1.0270726e-06	3.493524
-1.1325e-06	-1.0193965999999999e-06	3.617272
-1.125e-06	-1.0140334000000002e-06	3.6257759999999997
-1.1174999999999999e-06	-1.0046486000000002e-06	3.6651200000000004
-1.11e-06	-1.19546634e-06	3.435664
-1.1025e-06	-1.1919640400000002e-06	3.310868
-1.0949999999999999e-06	-1.2277463000000001e-06	2.9611600000000005
-1.0875e-06	-1.0487540799999999e-06	3.2313560000000003
-1.08e-06	-1.02207166e-06	3.0376440000000002
-1.0725000000000001e-06	-1.02758132e-06	3.153244
-1.065e-06	-1.2607804000000001e-06	3.43322
-1.0575e-06	-1.3255918000000002e-06	3.499812
-1.0500000000000001e-06	-1.1340600400000002e-06	3.547428
-1.0425e-06	-9.1038156e-07	3.231828
-1.035e-06	-9.059184199999999e-07	3.2753640000000006
-1.0275000000000001e-06	-1.222621e-06	3.277456
-1.02e-06	-9.000854600000001e-07	3.463496
-1.0125e-06	-1.1358641599999998e-06	3.747316
-1.005e-06	-9.885056e-07	3.3122640000000003
-9.975e-07	-9.5224822e-07	3.448944
-9.9e-07	-8.7756752e-07	3.5122720000000003
-9.825000000000001e-07	-8.6624174e-07	3.522164
-9.75e-07	-1.05860222e-06	3.541024
-9.675e-07	-8.590795e-07	3.738232
-9.6e-07	-9.535586400000001e-07	3.6140120000000002
-9.525e-07	-9.9795508e-07	3.5155280000000007
-9.450000000000001e-07	-9.721988e-07	3.45208
-9.375e-07	-9.011138800000001e-07	3.6109920000000004
-9.300000000000001e-07	-8.2431592e-07	3.7219320000000002
-9.225e-07	-8.7144268e-07	3.8671040000000003
-9.15e-07	-8.203501799999999e-07	4.0119240000000005
