Started: March 08, 2024 01:19:40
Initial Temperature (K)	0.0200311
Resistor	1000000.0	Excitation Current (A)	2.5e-08
Current (A)	Measured Current (A)	Resistance (Ohms)
-1.5e-06	-1.3496263e-06	3.0889812
-1.494e-06	-1.3434527000000003e-06	3.2975984000000005
-1.488e-06	-1.3391113000000001e-06	3.2687280000000003
-1.482e-06	-1.3350630000000002e-06	3.3581344
-1.476e-06	-1.3292996999999999e-06	3.2829304
-1.47e-06	-1.3210123e-06	3.3534776
-1.4639999999999999e-06	-1.3175583000000002e-06	3.3439316000000003
-1.458e-06	-1.3116804000000001e-06	3.3104040000000006
-1.452e-06	-1.3067476e-06	3.3560392
-1.446e-06	-1.3020487e-06	3.3092400000000004
-1.44e-06	-1.2973061e-06	3.2768768
-1.434e-06	-1.2901995e-06	3.4561564000000002
-1.428e-06	-1.2832488999999998e-06	3.321114
-1.422e-06	-1.2787585000000002e-06	3.3062136000000004
-1.4159999999999999e-06	-1.2753718999999998e-06	3.2610439999999996
-1.4099999999999998e-06	-1.2680587e-06	3.2957359999999993
-1.4039999999999998e-06	-1.2654487e-06	3.402139600000001
-1.398e-06	-1.2563415e-06	3.4019064000000006
-1.392e-06	-1.2522658999999998e-06	3.3644208
-1.386e-06	-1.2494118e-06	3.4845616
-1.38e-06	-1.2404431000000005e-06	3.2962012
-1.374e-06	-1.2363322e-06	3.3469588000000003
-1.3679999999999999e-06	-1.2326853000000001e-06	3.3590656
-1.362e-06	-1.2226607e-06	3.3446304000000007
-1.3559999999999998e-06	-1.2200486e-06	3.3017887999999997
-1.35e-06	-1.2150723e-06	3.315992
-1.3440000000000002e-06	-1.2094388e-06	3.3569704000000002
-1.3380000000000001e-06	-1.2050764999999998e-06	3.3825816000000004
-1.3320000000000001e-06	-1.1993957e-06	3.4519656000000003
-1.326e-06	-1.1937223999999998e-06	3.3811847999999998
-1.32e-06	-1.1849119e-06	3.3991128
-1.314e-06	-1.1853322e-06	3.4561564
-1.308e-06	-1.1770007999999998e-06	3.4873556
-1.302e-06	-1.1718418e-06	3.4501028000000007
-1.296e-06	-1.1681153e-06	3.502955200000001
-1.29e-06	-1.1596162e-06	3.4796723999999997
-1.2840000000000001e-06	-1.1570956e-06	3.3604627999999996
-1.278e-06	-1.1515796e-06	3.4575524
-1.272e-06	-1.1456062000000001e-06	3.4659348000000008
-1.266e-06	-1.141172e-06	3.489218
