Started: March 07, 2024 19:56:49
Initial Temperature (K)	0.0199546
Resistor	1007820.0	Excitation Current (A)	4.961e-08
Current (A)	Measured Current (A)	Resistance (Ohms)
-1.5e-06	-1.3627449999999999e-06	3.2853295706510783
-1.4949916527545908e-06	-1.3545255e-06	3.1705240878855068
Started: March 07, 2024 19:58:30
Initial Temperature (K)	0.020105
Resistor	1007820.0	Excitation Current (A)	4.961e-08
Current (A)	Measured Current (A)	Resistance (Ohms)
-1.5e-06	-1.3653815e-06	3.3585970570449506
-1.4491525423728815e-06	-1.3181735e-06	3.2814553517436007
-1.3983050847457628e-06	-1.2809829999999998e-06	3.1914029429550497
-1.347457627118644e-06	-1.2204799999999999e-06	3.3351340455553316
-1.2966101694915253e-06	-1.171633e-06	3.402892561983471
-1.2457627118644068e-06	-1.1407035e-06	3.5331284015319495
-1.1949152542372883e-06	-1.0876045e-06	3.6425418262447087
-1.1440677966101696e-06	-1.038416e-06	3.5328361217496473
-1.0932203389830508e-06	-1.24183535e-06	3.5111368675670227
-1.0423728813559323e-06	-9.7614975e-07	3.3063898407579115
-9.915254237288136e-07	-1.2989115000000002e-06	3.224269300544245
-9.406779661016949e-07	-8.542996e-07	3.5982563999193715
-8.898305084745763e-07	-1.1903525000000001e-06	4.209242088288652
-8.389830508474577e-07	-7.689229e-07	4.489084861923
-7.881355932203391e-07	-7.1270655e-07	5.752156823221124
-7.372881355932203e-07	-6.660986e-07	2.0497742390647047
-6.864406779661017e-07	-6.181084e-07	0.007039810522072157
-6.355932203389831e-07	-5.7680575e-07	-0.05719895182422899
-5.847457627118644e-07	-5.422402e-07	-0.008506551098568835
-5.338983050847457e-07	-4.7076955e-07	-0.09327837129610965
-4.830508474576271e-07	-4.4655155e-07	0.007626486595444466
-4.3220338983050853e-07	-3.8677075000000004e-07	-0.05397238459987906
-3.8135593220338975e-07	-3.578463e-07	-0.01085313444869986
-3.305084745762712e-07	-3.0408110000000003e-07	-0.061305392058052806
-2.7966101694915265e-07	-2.5975595e-07	-0.08007841161056238
-2.288135593220339e-07	-2.080743e-07	-0.14021084458778474
-1.7796610169491535e-07	-1.7068854999999998e-07	-0.04517254585768998
-1.271186440677966e-07	-1.202003e-07	0.05426577302963112
-7.627118644067804e-08	-7.944074e-08	-0.17394366055230798
-2.5423728813559273e-08	-2.814891e-08	-0.037546059262245524
2.5423728813559273e-08	1.3942536e-08	-0.18303680608748235
7.627118644067804e-08	6.9081465e-08	0.0457591614593832
1.271186440677966e-07	1.1199935e-07	-0.1111712356379762
1.7796610169491514e-07	1.505679e-07	-0.0002933178794597858
2.288135593220339e-07	2.060394e-07	0.03930596653900424
2.7966101694915244e-07	2.5975470000000004e-07	-0.053972364442652694
3.305084745762712e-07	2.968909e-07	-0.07655855674259221
3.8135593220338975e-07	3.3837435000000004e-07	-0.05279913323926627
4.3220338983050853e-07	3.8306175000000004e-07	0.0393059866962306
4.830508474576271e-07	4.3308265e-07	-0.029332916750655108
5.338983050847458e-07	4.822199999999999e-07	-0.027572848216085466
5.847457627118644e-07	5.339412e-07	0.023759614996976416
6.35593220338983e-07	5.7228015e-07	-0.034612659746018945
6.864406779661015e-07	6.1338285e-07	-0.08330528119330781
7.372881355932204e-07	6.607058e-07	0.011146543035678289
7.881355932203391e-07	7.089856999999999e-07	-0.07714523281596453
8.389830508474576e-07	7.6146385e-07	-0.061892078210038295
8.898305084745761e-07	8.1259385e-07	-0.04253255392058053
9.406779661016946e-07	8.514895e-07	-0.05866549082846201
9.915254237288136e-07	8.7115895e-07	-0.04810582543841968
1.0423728813559323e-06	9.076075e-07	-0.0879981858496271
1.0932203389830508e-06	9.433124e-07	1.366906873614191
1.1440677966101693e-06	1.05587115e-06	2.5604515218705908
1.1949152542372883e-06	1.0648750000000001e-06	3.455109856883693
1.2457627118644068e-06	1.124185e-06	3.5706712356379766
1.2966101694915253e-06	1.1601589999999998e-06	3.471235637976215
1.3474576271186438e-06	1.2026995e-06	3.332503527514614
1.3983050847457626e-06	1.2524085e-06	3.4492441040112882
1.4491525423728815e-06	1.3013005e-06	3.4424914331787946
1.5e-06	1.344801e-06	3.3539105019149362
