Started: April 17, 2024 14:46:17
Resistor	1000000.0	Excitation Current (A)	1.299e-09
Restsitance (Ohms)	Channel 5 Temp (K)	Channel 8 Temp (K)	Channel 13 Temp (K)
315.1633692576668	142.136	141.981	199.769
317.8298691301667	142.462	142.025	199.919
314.50242494216667	142.77	142.572	200.155
312.71261226483324	143.345	143.098	200.311
315.13979984616657	143.747	143.907	200.543
316.9049140368333	144.367	144.302	200.694
316.07862458266663	144.796	144.827	200.921
314.7211957916665	145.451	145.484	201.071
313.3049012061667	145.904	146.185	201.229
317.8033358996668	146.348	146.601	201.45
315.1902232488333	147.033	147.521	201.602
316.9340133433333	147.479	147.85	201.813
315.76596099633326	148.156	148.551	201.954
316.49343084416665	148.606	149.142	202.156
316.304811393	149.286	149.888	202.292
316.06440851966653	149.751	150.113	202.48
317.14316140616666	150.451	151.041	202.606
315.6047087503333	150.921	151.393	202.799
316.6599948681667	151.376	152.096	202.912
315.8851680778334	152.066	153.15	203.024
315.6861303570001	152.529	153.678	203.189
316.3100846806666	153.197	154.105	203.296
318.3003720814999	153.653	154.632	203.447
316.6427893251667	154.336	155.16	203.55
315.6017321021666	154.79	155.964	203.677
316.6689633061666	155.456	156.114	203.761
318.4527328716666	155.888	156.893	203.842
316.99191685900007	156.312	157.32	203.953
318.89114703566673	156.955	157.974	204.029
319.33813189633344	157.368	158.376	204.135
317.4684115981667	157.979	159.264	204.188
318.66141904050005	158.389	159.583	204.281
316.66519117233327	159.006	160.277	204.332
319.80369515100006	159.423	161.03	204.406
320.34257120850003	160.006	161.319	204.449
319.08193482150006	160.385	162.014	204.507
319.5329997430001	160.943	162.216	204.543
318.81753913233325	161.319	163.172	204.574
318.94190402950005	161.678	163.606	204.613
319.72159353366663	162.205	164.098	204.632
319.43034385366656	162.561	164.706	204.658
320.3955863488334	163.077	164.677	204.673
320.2888247373333	163.422	165.807	204.69
320.50236079000007	163.922	165.952	204.695
318.9396202205	164.251	166.328	204.697
320.9795740315001	164.572	166.125	204.692
319.76484475266676	165.028	166.937	204.685
321.8459199393335	165.335	167.081	204.675
