Started: March 20, 2024 13:53:37
Initial Temperature (K)	0.0200126
Resistor	1000000.0	Excitation Current (A)	7.5e-08
Current (A)	Measured Voltage (V)	Resistance (Ohms)
-2e-06	0.0005145766646172375	2.602904266666667
-1.992e-06	-0.0011511615796382772	3.141365333333334
-1.984e-06	-0.0017068473829221365	3.1201839999999996
-1.976e-06	4.468525244111874e-05	3.121576
-1.968e-06	-0.00029057406611755646	3.1475706666666667
-1.96e-06	-0.0016329320156699798	3.1296480000000004
-1.952e-06	-2.3950398972109703e-05	3.224496
-1.944e-06	-0.000309052926947744	3.220845333333333
-1.9359999999999998e-06	-0.0006918295182723067	3.1131893333333336
-1.928e-06	-0.001968191254107862	3.179394666666667
-1.92e-06	-0.0010904451690876501	3.106984
-1.912e-06	0.0011520975600856197	3.2050053333333337
-1.904e-06	-0.0013715880462762766	3.110944
-1.896e-06	-0.0011326824181326094	3.2879760000000005
-1.888e-06	0.00023607358315094136	3.1661253333333335
-1.8799999999999998e-06	0.0004657396538270249	3.095106666666667
-1.8719999999999998e-06	-0.0009716525224597857	3.2314773333333333
-1.8639999999999999e-06	-0.0033382675725929026	3.162168
-1.8559999999999999e-06	0.0005277758216017262	3.1199440000000003
-1.8480000000000001e-06	-0.0014785013072295282	3.2156453333333332
-1.8400000000000002e-06	-0.002886855149438061	3.133376
-1.832e-06	0.002324185586285446	3.0954213333333334
-1.824e-06	-0.000641672510921445	3.1854533333333337
-1.816e-06	-0.0014692618550547942	3.1446266666666665
-1.808e-06	-0.0020262677457666954	3.1034906666666666
-1.8000000000000001e-06	-0.005843474230916005	3.112344
-1.792e-06	-0.0001849805662692097	3.104888
-1.784e-06	-0.001994589846630806	3.190885333333333
-1.776e-06	-0.003223434445248975	3.201517333333333
-1.768e-06	-0.0013861069062353223	3.148117333333333
-1.76e-06	0.000679566131097554	3.1367893333333337
-1.752e-06	-0.0012910726907962187	3.0861813333333337
-1.744e-06	-0.0008383405773982775	3.1482746666666666
-1.736e-06	0.0006346892667944805	3.1847546666666666
-1.728e-06	-0.003029406412995928	3.2110666666666665
-1.72e-06	-0.0002140187232456771	3.1572000000000005
-1.7119999999999999e-06	-0.0033052693893189334	3.2937226666666666
-1.704e-06	0.002470696687640473	3.1869306666666666
-1.696e-06	-0.003042605710820042	3.2153359999999997
-1.688e-06	0.002902310242223089	3.2198319999999994
-1.68e-06	0.0004446208502126623	3.2640000000000002
-1.6719999999999998e-06	-0.0007591455021853577	3.2021413333333335
-1.6639999999999999e-06	-0.0040444241936023065	3.2691973333333335
-1.656e-06	0.0006835261001209602	3.350378666666667
-1.6480000000000001e-06	-0.004895772149385956	3.229922666666667
-1.6400000000000002e-06	-0.00023909719565434214	3.2795226666666664
-1.6320000000000002e-06	-0.0009412942191317199	3.2459146666666667
-1.624e-06	0.0022938275681343304	3.17932
-1.616e-06	-0.0012013183586408287	3.221306666666667
-1.608e-06	0.0005673733677847546	3.3055946666666665
-1.6000000000000001e-06	-0.0019127547492270073	3.243506666666667
-1.5920000000000002e-06	-0.0014217448243221467	3.2276746666666667
-1.584e-06	-0.0008330608122473174	3.2489413333333337
-1.576e-06	-0.000736706722597394	3.2736240000000003
-1.568e-06	-0.0032603921651082187	3.287589333333334
-1.56e-06	0.0013250068370047078	3.260586666666667
-1.5520000000000001e-06	-0.00025361630618643625	3.2816160000000005
-1.544e-06	-1.5119425209476206e-06	3.186464
-1.536e-06	0.0034685553092237364	3.195928
-1.528e-06	0.0006148903651641395	3.269354666666666
-1.52e-06	-0.0007274673035255815	3.293642666666667
-1.512e-06	-0.0037461224456181914	3.2230906666666668
-1.504e-06	0.00015027890346095118	3.3648160000000003
-1.496e-06	-0.0008937771597269691	3.3102533333333333
-1.488e-06	-0.00023513762321148053	3.3405253333333333
-1.48e-06	-0.0009214954838885382	3.2946533333333337
-1.472e-06	-0.0009571333201659164	3.350304
-1.4639999999999999e-06	-0.002992448695116072	3.365669333333334
-1.456e-06	-0.003429341918535369	3.3236800000000004
-1.448e-06	-0.0017147668942695184	3.36528
-1.44e-06	-0.0012316764177881894	3.4377680000000006
-1.432e-06	-0.003252472719943227	3.312117333333333
-1.4239999999999998e-06	-0.0022823322075120125	3.41852
-1.4159999999999999e-06	-0.0034161426063797178	3.3717173333333337
-1.408e-06	-0.0019695113448751156	3.4300826666666664
-1.4e-06	-0.0033620259888203817	3.418365333333333
-1.392e-06	-0.0004344453906695316	3.4723840000000004
-1.3839999999999998e-06	-0.0021160222636080897	3.4415733333333334
-1.3759999999999998e-06	-0.000394847792945872	3.4446719999999997
-1.3679999999999999e-06	-0.0013597085953525423	3.3907386666666666
-1.36e-06	-0.0003790086641662746	3.4818506666666664
-1.352e-06	0.0017830188840506898	3.451352
-1.344e-06	0.002809915902655609	3.523138666666667
-1.3359999999999998e-06	-0.0003407310849556875	3.581658666666667
-1.3279999999999998e-06	-0.003987667749028607	3.500864000000001
-1.3199999999999999e-06	-0.0008845377161230885	3.471682666666667
-1.3119999999999999e-06	0.0023083466800524065	3.676808
-1.304e-06	-0.003509856901088448	3.5528666666666666
-1.296e-06	-0.0019035152000822237	3.606805333333334
-1.288e-06	-0.00446811830145572	3.566602666666667
-1.28e-06	0.00041162289715672917	3.5583760000000004
-1.272e-06	-0.00293569204831214	3.7849199999999996
-1.264e-06	0.0004446207478393648	3.7174746666666665
-1.256e-06	-0.0005228798531539088	3.637538666666667
-1.248e-06	-0.003586412383730856	3.7648960000000002
-1.24e-06	0.0002703916180902909	3.7377333333333334
-1.232e-06	6.316417679684774e-05	3.8792186666666675
-1.224e-06	-0.0008264611780700069	3.701104
-1.2159999999999999e-06	0.001994205935490716	3.7603920000000004
-1.208e-06	-0.00378703994925733	3.774984
-1.2e-06	-0.0002681357178574232	3.9428560000000004
-1.192e-06	0.0017539806676578156	3.820776
-1.184e-06	0.0013236869415910932	3.9087066666666663
-1.1759999999999998e-06	0.001446439459152972	3.889152
-1.1679999999999999e-06	-0.0020803846562126942	3.9775466666666675
-1.1600000000000001e-06	0.000785159972913285	3.8351333333333337
-1.1520000000000002e-06	-0.004185655685406827	3.811226666666667
-1.1440000000000002e-06	-0.0004634835933746923	3.9491413333333334
-1.1360000000000002e-06	-0.004539393914523855	3.92772
-1.128e-06	-0.001518099016818579	4.1042879999999995
-1.12e-06	-0.004812617282399937	3.9535653333333336
-1.1120000000000001e-06	-0.0021384609605501507	4.0499600000000004
-1.1040000000000001e-06	-0.002830098568535222	4.088914666666667
-1.0960000000000002e-06	-0.0009729721659545376	4.214879999999999
-1.088e-06	0.003640144959720368	4.154733333333334
-1.08e-06	-0.0012488354965955286	4.147437333333333
-1.072e-06	-0.004325567061269583	4.314997333333333
-1.064e-06	-0.004374404011655699	4.171805333333333
-1.0560000000000001e-06	0.0006795665258323492	4.248485333333333
-1.048e-06	0.0016180289553395343	4.222488
-1.04e-06	-0.003600931566014024	4.377317333333333
-1.032e-06	-0.0032485129051716593	4.293576000000001
-1.024e-06	-0.0019457527037717224	4.355119999999999
-1.016e-06	-0.0016131331839091567	4.3895013333333335
-1.008e-06	-0.002191257650023351	4.398506666666667
-1e-06	-0.004014066090628149	4.456170666666667
-9.92e-07	-0.0011260828655651517	4.552642666666666
-9.84e-07	0.002396781249813198	4.4824
-9.76e-07	-0.0028564968971466825	4.500253333333333
-9.679999999999999e-07	0.0007020050346062206	4.409522666666668
-9.6e-07	-0.0013121915255349251	4.613485333333334
-9.52e-07	-0.0015603363377322261	4.600911999999999
-9.44e-07	0.0003561863690013074	4.58244
-9.359999999999999e-07	-0.0008066626008295889	4.558850666666667
-9.279999999999999e-07	0.00029942969160327707	4.648717333333333
-9.2e-07	-0.0001691415941285605	4.639176000000001
-9.119999999999999e-07	-0.0026413502163888146	4.737741333333334
-9.039999999999999e-07	-0.003988987616790363	4.733856
-8.959999999999999e-07	-0.0027839013519607276	4.688610666666667
-8.879999999999999e-07	-0.0015154592439293548	4.7396
-8.799999999999999e-07	-0.005215192660256723	4.795946666666667
-8.719999999999999e-07	-0.005050202706615517	4.700098666666667
-8.639999999999999e-07	-0.0014138253468528306	4.761258666666667
-8.559999999999998e-07	0.0038209738487358274	4.8139520000000005
-8.479999999999999e-07	-0.0011617207523444768	4.824664
-8.400000000000001e-07	-0.0012382761728160177	4.823730666666667
-8.32e-07	0.0003509066836348606	4.839253333333334
-8.240000000000001e-07	-0.003012247502719702	4.8236533333333345
-8.160000000000001e-07	-0.0016949681089014914	4.828389333333334
-8.08e-07	-0.0038147583209212784	4.791522666666667
-8.000000000000001e-07	0.00046573964114223333	4.822333333333334
-7.92e-07	-0.0009663727066128016	4.834053333333333
-7.84e-07	-0.0004410449871393959	4.894901333333332
-7.760000000000001e-07	-0.0027865412242210493	4.826445333333334
-7.68e-07	-0.0030769234174465496	4.809066666666667
-7.6e-07	-0.004151337674724948	4.762264
-7.52e-07	9.352247347688968e-05	4.927341333333334
-7.44e-07	-0.003193076331447288	5.052141333333333
-7.36e-07	-0.0036418488470558487	4.741698666666666
-7.28e-07	-0.002997728338484788	4.698936
-7.2e-07	-0.000537398878152302	4.5413093333333325
-7.119999999999999e-07	-0.0013003122905914538	4.5390586666666675
-7.04e-07	-0.0020077888995245026	4.707781333333334
-6.96e-07	0.003457996146605026	4.6910186666666664
-6.879999999999999e-07	0.0008524758502558389	4.6318
-6.8e-07	-0.0013491493406828942	4.596024
-6.72e-07	0.002209352707329931	4.600138666666667
-6.639999999999999e-07	0.0024680568662631378	4.571264
-6.559999999999999e-07	0.0004789387146193142	4.500642666666667
-6.479999999999999e-07	-8.730666825918168e-05	4.512826666666667
-6.399999999999999e-07	-0.0011221233223042827	4.425125333333333
-6.319999999999999e-07	0.0018859725752385487	4.378170666666667
-6.239999999999999e-07	-0.0026835875624545294	4.332690666666667
-6.159999999999999e-07	-0.0034887382127642775	4.4070453333333335
-6.079999999999998e-07	-0.0016434913754995312	4.30584
-5.999999999999999e-07	-0.002709985942373867	4.125082666666667
-5.920000000000001e-07	0.000476299041567483	4.176928000000001
-5.84e-07	-0.003388424406956368	4.113832
-5.760000000000001e-07	0.00034166714881399176	4.092413333333334
-5.680000000000001e-07	-3.8469595732508294e-05	4.051976000000001
-5.6e-07	-0.003734243153093892	3.943477333333334
-5.520000000000001e-07	0.001599550154361909	3.8139440000000007
-5.44e-07	0.0014741578578011598	3.7988906666666664
-5.36e-07	-0.0007419863165864092	3.623648
-5.280000000000001e-07	-0.0015999339077512511	3.6177493333333333
-5.2e-07	-0.000848900055863833	3.651816
-5.12e-07	0.0014899967626329767	3.353250666666667
-5.04e-07	-0.004594830537687365	3.4127786666666666
-4.96e-07	7.504356032845436e-05	3.2751733333333335
-4.88e-07	-0.0005783163580697302	3.2308613333333334
-4.8e-07	-0.003901872937159596	3.019594666666667
-4.72e-07	-0.0004634835282187392	2.977608
-4.6399999999999997e-07	-0.000677310759365424	2.830378666666667
-4.5599999999999995e-07	-0.0012448756456277879	2.708298666666667
-4.4799999999999994e-07	-0.0036035712212600093	2.6041466666666664
-4.3999999999999997e-07	0.0010478238710197674	2.4118266666666672
-4.3199999999999995e-07	-0.0034834584984575418	2.2410053333333333
-4.2399999999999993e-07	-0.0015405374432881451	2.128082666666667
-4.159999999999999e-07	0.0014728378152215104	1.9530746666666665
-4.079999999999999e-07	0.00206548158576254	1.8747653333333336
-3.9999999999999993e-07	-0.0027509034630779027	1.634250666666667
-3.919999999999999e-07	0.0017341818299164101	1.4317600000000001
-3.839999999999999e-07	0.00027171145870645243	1.2967946666666668
-3.7599999999999987e-07	-0.00012030461156173579	1.1520522666666668
-3.679999999999999e-07	-0.0009716524139784268	1.0458037333333334
