Started: March 09, 2024 01:24:48
Initial Temperature (K)	0.0199665
Resistor	1000000.0	Excitation Current (A)	5e-08
Current (A)	Measured Current (A)	Resistance (Ohms)
-1.5e-06	4.61761e-11	2.7786188000000003
-1.488e-06	4.5349814e-11	3.311336
-1.476e-06	4.748605800000001e-11	3.3504520000000007
-1.4639999999999999e-06	4.706284000000001e-11	3.3094799999999998
-1.452e-06	4.6508628e-11	3.4081920000000006
-1.44e-06	4.6629545999999995e-11	3.220532
-1.428e-06	4.7123304e-11	3.3592960000000005
-1.4159999999999999e-06	4.5359894e-11	3.273148
-1.4039999999999998e-06	4.5893952e-11	3.2908479999999996
-1.392e-06	4.7506214000000005e-11	3.2503280000000006
-1.38e-06	4.728452800000001e-11	3.266632
-1.3679999999999999e-06	4.6951994e-11	3.3863079999999997
-1.3559999999999998e-06	4.765736000000001e-11	3.3173880000000002
-1.3440000000000002e-06	4.5793186e-11	3.4156440000000003
-1.3320000000000001e-06	4.6256708e-11	3.4100520000000003
-1.32e-06	4.6659772e-11	3.427284
-1.308e-06	4.7032608e-11	3.3467240000000005
-1.296e-06	4.6548932e-11	3.496208
-1.2840000000000001e-06	4.6145870000000004e-11	3.556268
-1.272e-06	4.681092400000001e-11	3.416108
-1.26e-06	4.7234144e-11	3.505516
-1.248e-06	4.8282112000000005e-11	3.5162280000000004
-1.236e-06	4.6579161999999997e-11	3.571176
-1.224e-06	4.560173e-11	3.3914280000000003
-1.212e-06	4.6337324e-11	3.5455599999999996
-1.2e-06	4.8141038000000006e-11	3.506912
-1.1879999999999999e-06	4.697215200000001e-11	3.6377639999999998
-1.1759999999999998e-06	4.7234146000000004e-11	3.6126200000000006
-1.164e-06	4.8927014e-11	3.63404
-1.152e-06	4.610556e-11	3.6386920000000003
-1.14e-06	4.6155944e-11	3.596324
-1.128e-06	4.6710161999999996e-11	3.6978400000000007
-1.1160000000000002e-06	4.731475600000001e-11	3.6987639999999997
-1.1040000000000001e-06	4.6166018e-11	3.63404
-1.092e-06	4.6710158000000007e-11	3.848708
-1.08e-06	4.7576748e-11	3.804936
-1.068e-06	4.642801e-11	3.87432
-1.0560000000000001e-06	4.5390119999999996e-11	3.9343879999999998
-1.044e-06	4.7052765999999996e-11	4.02286
-1.032e-06	4.649855e-11	4.025196
-1.02e-06	4.6468319999999995e-11	4.194224000000001
-1.008e-06	4.7475979999999993e-11	4.170948000000001
-9.96e-07	4.657916e-11	4.224964
-9.84e-07	4.746590600000001e-11	4.377236000000001
-9.72e-07	4.4674684e-11	4.480612
-9.6e-07	4.7848818000000004e-11	4.5895719999999995
-9.48e-07	4.6740387999999996e-11	4.7753879999999995
-9.359999999999999e-07	4.6629545999999995e-11	4.845708
-9.24e-07	4.6004794e-11	5.11486
-9.12e-07	4.6881464e-11	5.359328
-9.000000000000001e-07	4.5994720000000005e-11	5.5577
-8.88e-07	4.7375215999999993e-11	5.831984
-8.76e-07	4.8403032e-11	6.044784
-8.64e-07	4.6609393999999994e-11	6.313004
-8.52e-07	4.4866138e-11	6.569584000000001
-8.4e-07	4.677061999999999e-11	6.9057960000000005
-8.28e-07	4.636755600000001e-11	7.069708
-8.159999999999999e-07	4.7657359999999995e-11	7.538164
-8.039999999999999e-07	4.7254298000000004e-11	8.044799999999999
-7.92e-07	4.5611806e-11	8.360984000000002
-7.8e-07	4.6740387999999996e-11	9.137704
-7.68e-07	4.5934261999999995e-11	10.116096
-7.56e-07	4.673031200000001e-11	11.232288
-7.44e-07	4.6710158e-11	9.042252000000001
-7.319999999999999e-07	4.7193838000000006e-11	7.389616000000001
-7.2e-07	4.7425600000000004e-11	5.453860000000001
-7.079999999999999e-07	4.7647286e-11	3.2792079999999997
-6.96e-07	4.6619471999999995e-11	1.8859408000000002
-6.839999999999999e-07	4.7909276e-11	0.8749816000000001
-6.72e-07	4.6397786000000004e-11	0.3636832
-6.6e-07	4.7002382e-11	0.1699674
-6.48e-07	4.8010042e-11	0.023283208000000003
-6.36e-07	4.6004794e-11	0.009778927999999997
-6.24e-07	4.688146e-11	0.0060537119999999976
-6.12e-07	4.6921765999999996e-11	0.09592692800000001
-6e-07	4.5964489999999996e-11	-0.12340084000000003
-5.879999999999999e-07	4.6367555999999995e-11	0.01071024
-5.76e-07	4.7526366000000005e-11	0.07404063999999999
-5.639999999999999e-07	4.764728400000001e-11	-0.011175960000000002
-5.52e-07	4.6347402e-11	-0.03119955599999999
-5.4e-07	4.6851233999999994e-11	0.043306696
-5.280000000000001e-07	4.576296e-11	-0.03445912
-5.16e-07	4.6357481999999996e-11	-0.038184432000000004
-5.04e-07	4.7627136e-11	-0.09080448000000002
-4.92e-07	4.6458243999999995e-11	-0.046100640000000005
-4.8e-07	4.6196254e-11	-0.021886159999999998
-4.6799999999999996e-07	4.8090658000000004e-11	-0.048429
-4.5599999999999995e-07	4.6105563999999995e-11	-0.07730023999999999
