Started: March 07, 2024 22:23:41
Initial Temperature (K)	0.0200461
Resistor	1007820.0	Excitation Current (A)	4.961e-08
Current (A)	Measured Current (A)	Resistance (Ohms)
-1.5e-06	-1.3623585e-06	2.413209030437412
-1.48e-06	-1.3470015e-06	3.325156218504334
-1.46e-06	-1.327129e-06	3.3360209635154203
-1.44e-06	-1.301229e-06	3.342763555734731
-1.42e-06	-1.2902969999999999e-06	3.344809514210845
-1.4000000000000001e-06	-1.2710904999999998e-06	3.3741483571860513
-1.38e-06	-1.250632e-06	3.357427937915743
-1.36e-06	-1.228591e-06	3.4099375125982663
-1.34e-06	-1.2137025e-06	3.4721225559363034
-1.32e-06	-1.195727e-06	3.370338641402943
-1.3e-06	-1.1831375e-06	3.484146341463415
-1.28e-06	-1.1613525e-06	3.457750453537593
-1.26e-06	-1.142493e-06	3.436333400524088
-1.24e-06	-1.1251274999999998e-06	3.392924813545656
-1.22e-06	-1.1063069999999999e-06	3.51993549687563
-1.2e-06	-1.0828905e-06	3.587099375125983
-1.18e-06	-1.0772270000000001e-06	3.566861519854868
-1.16e-06	-1.0508534999999998e-06	3.659262245515017
-1.14e-06	-1.0386735e-06	3.5648155613787544
-1.1199999999999999e-06	-1.019545e-06	3.5809514210844586
-1.0999999999999998e-06	-9.5944575e-07	3.2876234630114896
-1.08e-06	-1.13570935e-06	2.768131425115904
-1.06e-06	-1.1658540000000001e-06	3.2195625881878653
-1.0399999999999998e-06	-9.204931000000001e-07	3.324289457770611
-1.02e-06	-9.000081e-07	3.2145736746623665
-1e-06	-1.0582669499999999e-06	3.3195928240274144
-9.8e-07	-8.8407135e-07	3.7129409393267485
-9.6e-07	-1.02467655e-06	3.543106228582947
-9.399999999999999e-07	-1.0971642e-06	3.816186252771619
-9.2e-07	-8.497471e-07	3.8129610965531144
-9e-07	-8.144866500000001e-07	3.830860713565813
-8.799999999999999e-07	-7.968032e-07	4.179913323926629
-8.6e-07	-8.656567500000001e-07	4.379963716992542
-8.4e-07	-7.620146500000001e-07	4.585003023583955
-8.2e-07	-7.444255e-07	4.938772424914331
-8e-07	-7.2717145e-07	5.4670429348921585
-7.8e-07	-7.1246225e-07	5.391664986897803
-7.599999999999999e-07	-6.9392405e-07	0.06893200967546866
-7.4e-07	-6.718215e-07	-0.1842100382987301
-7.2e-07	-6.5787115e-07	-0.11205109856883694
-7e-07	-6.4257695e-07	-0.04663918564805483
-6.8e-07	-6.2548015e-07	-0.04927914734932473
-6.6e-07	-5.980166e-07	-0.1226112678895384
-6.399999999999999e-07	-5.879628000000001e-07	-0.05074575690385003
-6.2e-07	-5.638948e-07	-0.053092420882886515
-6e-07	-5.5146795e-07	-0.007626517839145334
-5.8e-07	-5.287957e-07	-0.09239820600685346
-5.599999999999999e-07	-5.0484115e-07	-0.03167939931465431
-5.4e-07	-4.923203e-07	-0.031386030034267286
-5.199999999999999e-07	-4.709207e-07	0.03695928240274138
-4.999999999999999e-07	-4.4991670000000004e-07	-0.030212778673654506
