Initial Temperature (K)	0.0249571
Resistor	201600.0	Excitation Current (A)	6.12e-08
Axis 1,2	x,z
Angle	0
Field (T)	Current (A)	Resistance (Ohms)	Actual X-Field	Actual Y-Field	Actual Z-Field	Compliance Pass
-0.02	2.89744	1.3794183	-0.02	0.0	0.0	True
-0.02	3.0	1.55667538	-0.02	-0.0	-0.0	True
-0.02	3.10256	1.69156645	-0.02	-0.0	0.0001	True
-0.02	3.30769	1.86070697	-0.02	0.0	0.0	True
-0.02	3.51282	1.98902397	-0.02	-0.0	-0.0	True
-0.02	3.71795	1.77609477	-0.02	-0.0	0.0	True
-0.02	3.92308	1.58613725	-0.02	0.0	-0.0	True
-0.02	4.0	1.72309695	-0.02	0.0	-0.0	True
-0.02	4.12821	1.61288126	-0.02	-0.0	-0.0	True
-0.02	4.33333	1.71684749	-0.02	0.0	0.0001	True
-0.02	4.53846	1.82349129	-0.02	-0.0	-0.0	True
-0.02	4.74359	1.48310349	-0.02	0.0	-0.0	True
-0.02	4.94872	1.66733769	-0.02	0.0	-0.0	True
-0.02	5.0	1.51155011	-0.02	-0.0	0.0	True
-0.02	5.15385	1.41334532	-0.02	0.0	0.0	True
-0.02	5.35897	1.42340741	-0.02	0.0	-0.0	True
-0.02	5.5641	1.2127146	-0.02	0.0	0.0	True
-0.02	5.76923	1.31096078	-0.02	-0.0	0.0001	True
-0.02	5.97436	1.39427233	-0.02	-0.0	-0.0001	True
-0.02	6.0	1.39001198	-0.02	0.0	-0.0	True
-0.02	6.17949	1.26064161	-0.02	-0.0	0.0001	True
-0.02	6.38462	1.31704684	-0.02	0.0	-0.0	True
-0.02	6.58974	1.34642702	-0.02	0.0	0.0	True
-0.02	6.79487	1.21080719	-0.02	0.0	-0.0	True
-0.02	7.0	1.26672767	-0.02	0.0	-0.0	True
-0.02	8.0	0.20241697	-0.02	-0.0	-0.0001	True
-0.02	9.0	-0.05011718	-0.02	0.0	-0.0001	True
-0.02	10.0	0.04480102	-0.02	0.0	-0.0	True
-0.02	11.0	0.06529435	-0.02	0.0	0.0	True
-0.02	12.0	-0.05007654	-0.02	0.0	-0.0	True
-0.02	13.0	0.0053974	-0.02	0.0	-0.0001	True
-0.02	14.0	-0.05742159	-0.02	0.0	-0.0	True
-0.02	15.0	0.05965364	-0.02	-0.0	0.0	True
-0.02	16.0	0.03437184	-0.02	0.0	0.0001	True
-0.02	17.0	-0.03136891	-0.02	-0.0	-0.0	True
-0.02	18.0	-0.05336366	-0.02	0.0	-0.0001	True
-0.02	19.0	0.00933353	-0.02	-0.0	-0.0	True
-0.02	20.0	0.03441254	-0.02	0.0	0.0	True
-0.02	21.0	0.02402376	-0.02	0.0	-0.0	True
-0.02	22.0	-0.00555963	-0.02	0.0	-0.0001	True
-0.02	23.0	-0.0193571	-0.02	-0.0	-0.0001	True
-0.02	24.0	0.0673235	-0.02	-0.0	-0.0	True
-0.02	25.0	0.00568124	-0.02	0.0	0.0	True
-0.02	26.0	-0.03420966	-0.02	-0.0	0.0	True
-0.02	27.0	0.12653069	-0.02	0.0	-0.0001	True
-0.02	28.0	0.10725488	-0.02	0.0	-0.0001	True
-0.02	29.0	-0.08262246	-0.02	-0.0	0.0	True
-0.02	30.0	-0.03644145	-0.02	-0.0	0.0	True
-0.02	31.0	0.08241953	-0.02	0.0	-0.0	True
-0.02	32.0	0.04045898	-0.02	-0.0	0.0	True
-0.02	33.0	-0.05336361	-0.02	-0.0	0.0001	True
-0.02	34.0	0.00373338	-0.02	0.0	-0.0	True
-0.02	35.0	-0.00949589	-0.02	-0.0	-0.0	True
-0.02	36.0	0.06184508	-0.02	-0.0	-0.0	True
-0.02	37.0	0.00499137	-0.02	-0.0	-0.0001	True
-0.02	38.0	0.0321805	-0.02	-0.0	-0.0	True
-0.02	39.0	-0.02970505	-0.02	0.0	-0.0	True
-0.02	40.0	0.14933693	-0.02	0.0	0.0	True
-0.02	41.0	-0.0237398	-0.02	0.0	0.0	True
-0.02	42.0	0.09881392	-0.02	-0.0	-0.0	True
-0.02	43.0	-0.0288123	-0.02	0.0	-0.0001	True
-0.02	44.0	-0.01797733	-0.02	0.0	0.0	True
-0.02	45.0	0.11528998	-0.02	0.0	0.0	True
-0.02	46.0	-0.07028571	-0.02	-0.0	-0.0001	True
-0.02	47.0	0.06196669	-0.02	0.0	-0.0	True
-0.02	48.0	-0.0102263	-0.02	0.0	0.0001	True
-0.02	49.0	0.12320296	-0.02	0.0	-0.0	True
-0.02	50.0	0.04196048	-0.02	0.0	0.0	True
-0.02	51.0	-0.01862656	-0.02	-0.0	0.0001	True
-0.02	52.0	0.00020296	-0.02	-0.0	0.0	True
-0.02	53.0	-0.05092874	-0.02	0.0	0.0001	True
-0.02	54.0	-0.01854547	-0.02	-0.0	-0.0001	True
-0.02	55.0	-0.02483543	-0.02	0.0	-0.0	True
-0.02	56.0	0.04321842	-0.02	0.0	-0.0	True
-0.02	57.0	-0.00527548	-0.02	0.0	-0.0	True
-0.02	58.0	0.00064927	-0.02	0.0	0.0	True
-0.02	59.0	-0.01992511	-0.02	0.0	0.0001	True
-0.02	60.0	-0.08521936	-0.02	0.0	-0.0	True
-0.02	61.0	0.02840657	-0.02	-0.0	-0.0001	True
-0.02	62.0	0.0005681	-0.02	0.0	-0.0	True
-0.02	63.0	0.09057625	-0.02	0.0	0.0	True
-0.02	64.0	0.01627294	-0.02	0.0	-0.0	True
-0.02	65.0	0.00048691	-0.02	0.0	-0.0	True
-0.0198	-40.0	0.84042828	-0.0198	-0.0	0.0	True
-0.0198	-39.0	0.01684111	-0.0198	0.0	0.0001	True
-0.0198	-38.0	0.08493568	-0.0198	-0.0	0.0	True
-0.0198	-37.0	-0.05977538	-0.0198	0.0	0.0	True
-0.0198	-36.0	0.02479487	-0.0198	-0.0	-0.0001	True
-0.0198	-35.0	-0.00860309	-0.0198	-0.0	0.0001	True
-0.0198	-34.0	0.02617456	-0.0198	0.0	-0.0	True
-0.0198	-33.0	-0.01529897	-0.0198	0.0	0.0	True
-0.0198	-32.0	0.06342779	-0.0198	-0.0	0.0001	True
-0.0198	-31.0	-0.04674888	-0.0198	-0.0	-0.0	True
-0.0198	-30.0	0.11496521	-0.0198	0.0	-0.0	True
-0.0198	-29.0	0.01680056	-0.0198	0.0	-0.0001	True
-0.0198	-28.0	0.0461808	-0.0198	0.0	0.0	True
-0.0198	-27.0	0.0243078	-0.0198	-0.0	-0.0	True
-0.0198	-26.0	0.03201822	-0.0198	0.0	-0.0	True
-0.0198	-25.0	-0.02081805	-0.0198	-0.0	-0.0001	True
-0.0198	-24.0	-0.04054011	-0.0198	-0.0	-0.0	True
-0.0198	-23.0	0.01951935	-0.0198	0.0	0.0001	True
-0.0198	-22.0	-0.03319514	-0.0198	0.0	-0.0001	True
-0.0198	-21.0	0.11261149	-0.0198	0.0	0.0	True
-0.0198	-20.0	0.09889532	-0.0198	0.0	0.0001	True
-0.0198	-19.0	-0.01448732	-0.0198	0.0	0.0	True
-0.0198	-18.0	0.03295156	-0.0198	0.0	0.0001	True
-0.0198	-17.0	-0.0216702	-0.0198	0.0	0.0001	True
-0.0198	-16.0	-0.01793671	-0.0198	0.0	0.0	True
-0.0198	-15.0	0.01643526	-0.0198	0.0	-0.0	True
-0.0198	-14.0	0.02016869	-0.0198	0.0	0.0	True
-0.0198	-13.0	-0.03238351	-0.0198	0.0	0.0001	True
-0.0198	-12.0	0.04394891	-0.0198	0.0	-0.0	True
-0.0198	-11.0	-0.08306859	-0.0198	-0.0	0.0	True
-0.0198	-10.0	0.12539449	-0.0198	0.0	0.0	True
-0.0198	-9.0	0.05056355	-0.0198	0.0	0.0001	True
-0.0198	-8.0	-0.05705659	-0.0198	0.0	-0.0	True
-0.0198	-7.79487	-0.00884662	-0.0198	0.0	0.0	True
-0.0198	-7.58974	0.00470748	-0.0198	-0.0	-0.0	True
-0.0198	-7.38462	-0.08477321	-0.0198	-0.0	0.0	True
-0.0198	-7.17949	0.08452971	-0.0198	0.0	0.0	True
-0.0198	-7.0	0.97353148	-0.0198	0.0	-0.0	True
-0.0198	-6.97436	1.26794444	-0.0198	0.0	0.0	True
-0.0198	-6.76923	1.19968954	-0.0198	0.0	0.0	True
-0.0198	-6.5641	1.22042484	-0.0198	0.0	-0.0	True
-0.0198	-6.35897	1.19007081	-0.0198	-0.0	0.0001	True
-0.0198	-6.15385	1.15809368	-0.0198	-0.0	-0.0	True
-0.0198	-6.0	1.25268627	-0.0198	-0.0	0.0	True
-0.0198	-5.94872	1.27127342	-0.0198	-0.0	-0.0	True
-0.0198	-5.74359	1.34634858	-0.0198	0.0	-0.0	True
-0.0198	-5.53846	1.41837908	-0.0198	0.0	0.0001	True
-0.0198	-5.33333	1.38177451	-0.0198	0.0	-0.0001	True
-0.0198	-5.12821	1.4781122	-0.0198	-0.0	-0.0	True
-0.0198	-5.0	1.39204139	-0.0198	0.0	0.0001	True
-0.0198	-4.92308	1.48115468	-0.0198	-0.0	-0.0	True
-0.0198	-4.71795	1.87133878	-0.0198	0.0	-0.0	True
-0.0198	-4.51282	1.48176253	-0.0198	0.0	0.0001	True
-0.0198	-4.30769	1.70223965	-0.0198	0.0	-0.0	True
-0.0198	-4.10256	1.7659085	-0.0198	0.0	0.0	True
-0.0198	-4.0	1.74711874	-0.0198	0.0	0.0001	True
-0.0198	-3.89744	1.78960893	-0.0198	-0.0	-0.0001	True
-0.0198	-3.69231	1.62955991	-0.0198	0.0	-0.0001	True
-0.0198	-3.48718	1.92494662	-0.0198	0.0	0.0001	True
-0.0198	-3.28205	1.82450763	-0.0198	0.0	0.0	True
-0.0198	-3.07692	1.66620261	-0.0198	-0.0	-0.0	True
-0.0198	-3.0	1.95010458	-0.0198	0.0	-0.0	True
-0.0198	-2.87179	1.65894009	-0.0198	0.0	-0.0	True
-0.0198	-2.66667	1.48764782	-0.0198	0.0	0.0001	True
-0.0198	-2.46154	1.05668106	-0.0198	0.0	-0.0	True
-0.0198	-2.25641	0.23143224	-0.0198	-0.0	-0.0	True
-0.0198	-2.05128	1.25090065	-0.0198	-0.0	-0.0	True
-0.0198	-2.0	1.15833617	-0.0198	0.0	-0.0	True
-0.0198	-1.84615	0.83713998	-0.0198	0.0	-0.0	True
-0.0198	-1.64103	0.69961187	-0.0198	-0.0	0.0	True
-0.0198	-1.4359	0.44874227	-0.0198	0.0	0.0	True
-0.0198	-1.23077	0.36664717	-0.0198	-0.0	-0.0	True
-0.0198	-1.02564	0.14673981	-0.0198	0.0	0.0001	True
-0.0198	-1.0	0.09390378	-0.0198	-0.0	-0.0001	True
-0.0198	-0.82051	0.16252605	-0.0198	0.0	0.0001	True
-0.0198	-0.61538	0.08635559	-0.0198	-0.0	0.0	True
-0.0198	-0.41026	-0.0939038	-0.0198	0.0	-0.0	True
-0.0198	-0.20513	0.05725944	-0.0198	0.0	0.0	True
-0.0198	0.0	0.06935242	-0.0198	0.0	0.0001	True
-0.0198	1.0	0.1495805	-0.0198	0.0	0.0	True
-0.0198	2.0	0.81449521	-0.0198	-0.0	-0.0	True
-0.0198	3.0	1.37219717	-0.0198	0.0	0.0	True
-0.0198	3.20513	1.67805229	-0.0198	-0.0	-0.0	True
-0.0198	3.41026	1.83619608	-0.0198	-0.0	0.0001	True
-0.0198	3.61538	1.63065359	-0.0198	0.0	0.0001	True
-0.0198	3.82051	1.81927233	-0.0198	-0.0	-0.0001	True
-0.0198	4.0	1.80056754	-0.0198	-0.0	-0.0001	True
-0.0198	4.02564	1.75616993	-0.0198	-0.0	0.0	True
-0.0198	4.23077	1.62521678	-0.0198	-0.0	0.0	True
-0.0198	4.4359	1.64347821	-0.0198	-0.0	0.0001	True
-0.0198	4.64103	1.50420479	-0.0198	0.0	-0.0001	True
-0.0198	4.84615	1.49629303	-0.0198	0.0	-0.0	True
-0.0198	5.0	1.40543246	-0.0198	-0.0	0.0	True
-0.0198	5.05128	1.51402614	-0.0198	0.0	-0.0	True
-0.0198	5.25641	1.60448039	-0.0198	-0.0	-0.0	True
-0.0198	5.46154	1.46147495	-0.0198	0.0	-0.0	True
-0.0198	5.66667	1.40575599	-0.0198	0.0	0.0001	True
-0.0198	5.87179	1.32682789	-0.0198	0.0	-0.0	True
-0.0198	6.0	1.29923203	-0.0198	0.0	-0.0	True
-0.0198	6.07692	1.26457843	-0.0198	0.0	0.0001	True
-0.0198	6.28205	1.24870915	-0.0198	0.0	-0.0	True
-0.0198	6.48718	1.30686275	-0.0198	0.0	0.0	True
-0.0198	6.69231	1.16276144	-0.0198	0.0	0.0001	True
-0.0198	6.89744	1.23134314	-0.0198	0.0	-0.0	True
-0.0198	7.0	1.3340915	-0.0198	0.0	-0.0	True
-0.0198	7.10256	1.28137691	-0.0198	0.0	-0.0001	True
-0.0198	7.30769	0.38296044	-0.0198	-0.0	0.0001	True
-0.0198	7.51282	0.08753258	-0.0198	0.0	0.0	True
-0.0198	7.71795	0.00876549	-0.0198	0.0	0.0	True
-0.0198	7.92308	0.09767773	-0.0198	0.0	-0.0	True
-0.0198	8.0	-0.01440616	-0.0198	-0.0	0.0	True
-0.0198	8.12821	0.08943995	-0.0198	0.0	0.0001	True
-0.0198	8.33333	0.04873745	-0.0198	-0.0	-0.0	True
-0.0198	8.53846	0.1315221	-0.0198	0.0	-0.0	True
-0.0198	8.74359	-0.0381053	-0.0198	0.0	-0.0	True
-0.0198	8.94872	-0.01598884	-0.0198	0.0	-0.0	True
-0.0198	9.0	0.008319	-0.0198	0.0	-0.0	True
-0.0198	9.15385	-0.03692845	-0.0198	0.0	0.0001	True
-0.0198	9.35897	0.03875463	-0.0198	0.0	0.0	True
-0.0198	9.5641	-0.03745605	-0.0198	0.0	-0.0001	True
-0.0198	9.76923	0.09678515	-0.0198	0.0	-0.0001	True
-0.0198	9.97436	-0.06010012	-0.0198	-0.0	-0.0	True
-0.0198	10.0	0.03891685	-0.0198	-0.0	0.0001	True
-0.0198	10.17949	-0.07154385	-0.0198	-0.0	0.0001	True
-0.0198	10.38462	-0.09325442	-0.0198	0.0	-0.0	True
-0.0198	10.58974	0.00734511	-0.0198	-0.0	0.0	True
-0.0198	10.79487	0.01452791	-0.0198	-0.0	0.0	True
-0.0198	11.0	-0.00702035	-0.0198	0.0	0.0	True
-0.0198	12.0	-0.03851107	-0.0198	0.0	-0.0	True
-0.0198	13.0	0.08542241	-0.0198	0.0	-0.0	True
-0.0198	14.0	0.08907467	-0.0198	0.0	-0.0001	True
-0.0198	15.0	0.00624947	-0.0198	0.0	-0.0	True
-0.0198	16.0	0.00113633	-0.0198	0.0	0.0001	True
-0.0198	17.0	-0.07665696	-0.0198	0.0	0.0	True
-0.0198	18.0	-0.03911985	-0.0198	-0.0	-0.0	True
-0.0198	19.0	-0.02727026	-0.0198	-0.0	-0.0	True
-0.0198	20.0	0.01643523	-0.0198	-0.0	-0.0	True
-0.0198	21.0	0.02832528	-0.0198	0.0	-0.0	True
-0.0198	22.0	-0.05458094	-0.0198	0.0	0.0001	True
-0.0198	23.0	-0.0074263	-0.0198	-0.0	-0.0001	True
-0.0198	24.0	0.05750291	-0.0198	0.0	0.0	True
-0.0198	25.0	0.04756053	-0.0198	0.0	-0.0	True
-0.0198	26.0	0.05332307	-0.0198	0.0	0.0001	True
-0.0198	27.0	-0.08586888	-0.0198	-0.0	-0.0001	True
-0.0198	28.0	0.02020918	-0.0198	0.0	0.0001	True
-0.0198	29.0	0.07604813	-0.0198	0.0	-0.0001	True
-0.0198	30.0	0.04346194	-0.0198	-0.0	0.0001	True
-0.0198	31.0	-0.07519607	-0.0198	-0.0	0.0001	True
-0.0198	32.0	0.07961928	-0.0198	0.0	-0.0	True
-0.0198	33.0	-0.04118943	-0.0198	0.0	-0.0001	True
-0.0198	34.0	-0.11541171	-0.0198	-0.0	0.0001	True
-0.0198	35.0	-0.00166383	-0.0198	-0.0	-0.0	True
-0.0198	36.0	0.06298133	-0.0198	0.0	-0.0001	True
-0.0198	37.0	0.05100996	-0.0198	-0.0	-0.0	True
-0.0198	38.0	0.07503363	-0.0198	-0.0	0.0001	True
-0.0198	39.0	-0.04216338	-0.0198	-0.0	-0.0	True
-0.0198	40.0	-0.03729371	-0.0198	0.0	0.0001	True
-0.0198	41.0	-0.00868423	-0.0198	0.0	-0.0	True
-0.0198	42.0	0.00146098	-0.0198	0.0	-0.0	True
-0.0198	43.0	0.08663972	-0.0198	0.0	0.0	True
-0.0198	44.0	-0.02520069	-0.0198	0.0	0.0	True
-0.0198	45.0	0.00844076	-0.0198	0.0	-0.0001	True
-0.0198	46.0	0.13606739	-0.0198	-0.0	0.0	True
-0.0198	47.0	0.01955988	-0.0198	0.0	0.0	True
-0.0198	48.0	-0.04520696	-0.0198	-0.0	0.0001	True
-0.0198	49.0	-0.01732796	-0.0198	0.0	-0.0	True
-0.0198	50.0	-0.02386153	-0.0198	0.0	-0.0	True
-0.0198	51.0	-0.04581563	-0.0198	0.0	0.0001	True
-0.0198	52.0	-0.0387951	-0.0198	0.0	0.0	True
-0.0198	53.0	0.07978177	-0.0198	0.0	-0.0	True
-0.0198	54.0	0.01493372	-0.0198	0.0	0.0	True
-0.0198	55.0	-0.047033	-0.0198	0.0	-0.0001	True
-0.0198	56.0	-0.01087556	-0.0198	-0.0	0.0	True
-0.0198	57.0	0.02240062	-0.0198	-0.0	0.0001	True
-0.0198	58.0	0.07215249	-0.0198	0.0	-0.0001	True
-0.0198	59.0	0.08347456	-0.0198	0.0	0.0001	True
-0.0198	60.0	-0.03299217	-0.0198	-0.0	-0.0	True
-0.0198	61.0	-0.09463429	-0.0198	0.0	-0.0001	True
-0.0198	62.0	-0.02576878	-0.0198	0.0	0.0	True
-0.0198	63.0	0.01992508	-0.0198	-0.0	0.0001	True
-0.0198	64.0	0.03867342	-0.0198	-0.0	-0.0001	True
-0.0198	65.0	-0.01497427	-0.0198	0.0	0.0001	True
-0.0196	-40.0	2.58823831	-0.0196	-0.0	-0.0	True
-0.0196	-39.0	0.01282342	-0.0196	-0.0	0.0	True
-0.0196	-38.0	0.12218843	-0.0196	-0.0	0.0001	True
-0.0196	-37.0	-0.02130492	-0.0196	0.0	-0.0001	True
-0.0196	-36.0	-0.03246459	-0.0196	-0.0	0.0	True
-0.0196	-35.0	-0.03027314	-0.0196	-0.0	-0.0001	True
-0.0196	-34.0	0.01680041	-0.0196	0.0	-0.0001	True
-0.0196	-33.0	0.03416895	-0.0196	0.0	-0.0	True
-0.0196	-32.0	-0.10530707	-0.0196	-0.0	-0.0	True
-0.0196	-31.0	0.05105069	-0.0196	0.0	-0.0	True
-0.0196	-30.0	-0.08128322	-0.0196	0.0	0.0001	True
-0.0196	-29.0	0.12523224	-0.0196	-0.0	0.0	True
-0.0196	-28.0	0.05770581	-0.0196	0.0	0.0	True
-0.0196	-27.0	0.12437996	-0.0196	0.0	-0.0	True
-0.0196	-26.0	-0.05843618	-0.0196	0.0	-0.0	True
-0.0196	-25.0	0.0445577	-0.0196	0.0	0.0	True
-0.0196	-24.0	0.01960045	-0.0196	0.0	0.0001	True
-0.0196	-23.0	0.05279556	-0.0196	0.0	-0.0001	True
-0.0196	-22.0	0.02499773	-0.0196	0.0	0.0	True
-0.0196	-21.0	0.02860939	-0.0196	0.0	0.0001	True
-0.0196	-20.0	-0.05518984	-0.0196	-0.0	-0.0	True
-0.0196	-19.0	0.11017667	-0.0196	0.0	-0.0	True
-0.0196	-18.0	-0.02317158	-0.0196	-0.0	-0.0	True
-0.0196	-17.0	0.03623858	-0.0196	-0.0	0.0001	True
-0.0196	-16.0	0.02560657	-0.0196	0.0	0.0	True
-0.0196	-15.0	-0.07462796	-0.0196	-0.0	0.0001	True
-0.0196	-14.0	-0.00113629	-0.0196	-0.0	-0.0	True
-0.0196	-13.0	0.01801786	-0.0196	0.0	0.0	True
-0.0196	-12.0	0.05214629	-0.0196	-0.0	-0.0	True
-0.0196	-11.0	0.08806002	-0.0196	0.0	0.0001	True
-0.0196	-10.0	-0.00909005	-0.0196	-0.0	-0.0001	True
-0.0196	-9.0	0.06350871	-0.0196	0.0	0.0	True
-0.0196	-8.0	0.04743881	-0.0196	0.0	0.0	True
-0.0196	-7.0	0.96143813	-0.0196	0.0	0.0001	True
-0.0196	-6.0	1.14823094	-0.0196	0.0	-0.0001	True
-0.0196	-5.0	1.45778214	-0.0196	-0.0	0.0001	True
-0.0196	-4.0	1.33802614	-0.0196	-0.0	-0.0	True
-0.0196	-3.0	1.75276253	-0.0196	0.0	-0.0001	True
-0.0196	-2.79487	1.60277451	-0.0196	0.0	-0.0	True
-0.0196	-2.58974	1.75361329	-0.0196	-0.0	-0.0	True
-0.0196	-2.38462	1.36643355	-0.0196	0.0	-0.0	True
-0.0196	-2.17949	1.30921569	-0.0196	0.0	-0.0	True
-0.0196	-2.0	1.4744183	-0.0196	0.0	0.0	True
-0.0196	-1.97436	1.28645098	-0.0196	0.0	0.0001	True
-0.0196	-1.76923	0.90357081	-0.0196	-0.0	0.0	True
-0.0196	-1.5641	0.7483476	-0.0196	0.0	-0.0001	True
