Initial Temperature (K)	0.0499923
Excitation Current (A)	2e-09
Axis 1,2	x,z
Angle	0
Field (T)	Current (A)	Resistance (Ohms)	Actual X-Field	Actual Y-Field	Actual Z-Field	Lock-In Overload Pass	Keithley Error Code	Average Phase	Lock-In Locked
-0.0216	2e-07	3.0268205	-0.0216	0.0	0.0	True	None	45.8334	True
-0.0216	2.05e-07	-22.56142	-0.0216	0.0	-0.0	True	None	32.559	True
-0.0216	2.1e-07	1.862657	-0.0216	0.0	0.0	True	None	-9.7062	True
-0.0216	2.15e-07	-10.733551	-0.0216	0.0	-0.0	True	None	-43.593	True
-0.0216	2.2e-07	4.2608285	-0.0216	0.0	0.0	True	None	0.0042	True
-0.0216	2.25e-07	-27.4042735	-0.0216	-0.0	0.0	True	None	-17.3874	True
-0.0216	2.3e-07	2.8172655	-0.0216	0.0	-0.0	True	None	-0.7938	True
-0.0216	2.35e-07	-0.13970125	-0.0216	0.0	0.0	True	None	-13.9188	True
-0.0216	2.4e-07	-9.988501	-0.0216	-0.0	0.0	True	None	50.6256	True
-0.0216	2.45e-07	-14.994373	-0.0216	0.0	-0.0	True	None	10.4652	True
-0.0216	2.5e-07	3.189754	-0.0216	-0.0	0.0	True	None	-3.0288	True
-0.0216	2.55e-07	21.8629015	-0.0216	-0.0	0.0	True	None	-26.7894	True
-0.0216	2.6e-07	0.7916325	-0.0216	0.0	0.0	True	None	-1.2618	True
-0.0216	2.65e-07	-2.142057	-0.0216	0.0	0.0	True	None	33.8964	True
-0.0216	2.7e-07	-0.139701	-0.0216	-0.0	0.0	True	None	-13.4388	True
-0.0216	2.75e-07	-1.490125	-0.0216	0.0	0.0	True	None	-90.7842	True
-0.0216	2.8e-07	2.9336825	-0.0216	-0.0	-0.0	True	None	-25.8312	True
-0.0216	2.85e-07	-0.6752145	-0.0216	-0.0	0.0	True	None	30.483	True
-0.0216	2.9e-07	-2.1886235	-0.0216	0.0	0.0	True	None	11.946	True
-0.0216	2.95e-07	-0.7217805	-0.0216	-0.0	-0.0	True	None	-50.115	True
-0.0216	3e-07	1.30386125	-0.0216	0.0	0.0	True	None	-1.8906	True
-0.0216	3.05e-07	-0.628646	-0.0216	0.0	0.0	True	None	60.5166	True
-0.0216	3.1e-07	0.34925	-0.0216	0.0	0.0	True	None	-4.0242	True
-0.0216	3.15e-07	5.5646815	-0.0216	0.0	0.0	True	None	1.6044	True
-0.0216	3.2e-07	3.1897985	-0.0216	0.0	0.0	True	None	-34.9074	True
-0.0216	3.25e-07	2.700853	-0.0216	0.0	0.0	True	None	-39.2928	True
-0.0216	3.3e-07	1.5134095	-0.0216	-0.0	0.0	True	None	9.5478	True
-0.0216	3.35e-07	-0.7916275	-0.0216	-0.0	0.0	True	None	14.2362	True
-0.0216	3.4e-07	3.21308675	-0.0216	-0.0	-0.0	True	None	19.3044	True
-0.0216	3.45e-07	-1.2572935	-0.0216	0.0	0.0	True	None	-11.0856	True
-0.0216	3.5e-07	9.243425	-0.0216	0.0	-0.0	True	None	23.0982	True
-0.0215	-3.5e-07	-32.66633	-0.0215	0.0	0.0	True	None	-18.6318	True
-0.0215	-3.45e-07	8.63803	-0.0215	-0.0	0.0	True	None	43.5144	True
-0.0215	-3.4e-07	47.82361	-0.0215	-0.0	0.0	True	None	17.319	True
-0.0215	-3.35e-07	8.17242	-0.0215	0.0	0.0	True	None	63.4422	True
-0.0215	-3.3e-07	18.51015	-0.0215	-0.0	0.0	True	None	-15.7488	True
-0.0215	-3.25e-07	-16.880335	-0.0215	0.0	0.0	True	None	2.2752	True
-0.0215	-3.2e-07	-12.4099425	-0.0215	0.0	0.0	True	None	54.3456	True
-0.0215	-3.15e-07	-17.858225	-0.0215	0.0	-0.0	True	None	-7.7226	True
-0.0215	-3.1e-07	22.049215	-0.0215	0.0	0.0	True	None	2.0802	True
-0.0215	-3.05e-07	-44.866631	-0.0215	-0.0	-0.0	True	None	-75.5328	True
-0.0215	-3e-07	4.237609	-0.0215	0.0	0.0	True	None	41.3832	True
-0.0215	-2.95e-07	26.659314	-0.0215	-0.0	0.0	True	None	46.6086	True
-0.0215	-2.9e-07	-1.583227	-0.0215	0.0	0.0	True	None	-4.9266	True
-0.0215	-2.85e-07	-12.666073	-0.0215	0.0	0.0	True	None	-3.0558	True
-0.0215	-2.8e-07	-12.083982	-0.0215	-0.0	-0.0	True	None	28.353	True
-0.0215	-2.75e-07	40.955148	-0.0215	-0.0	0.0	True	None	-9.105	True
-0.0215	-2.7e-07	-28.8711495	-0.0215	-0.0	-0.0	True	None	-12.93	True
-0.0215	-2.65e-07	-47.521032	-0.0215	0.0	0.0	True	None	26.9682	True
-0.0215	-2.6e-07	-8.009405	-0.0215	0.0	0.0	True	None	42.234	True
-0.0215	-2.55e-07	58.83667	-0.0215	-0.0	0.0	True	None	-10.2582	True
-0.0215	-2.5e-07	-3.6787385	-0.0215	-0.0	0.0	True	None	4.347	True
-0.0215	-2.45e-07	0.6984975	-0.0215	-0.0	0.0	True	None	-28.8516	True
-0.0215	-2.4e-07	0.4191	-0.0215	0.0	0.0	True	None	20.8302	True
-0.0215	-2.35e-07	55.20448	-0.0215	-0.0	-0.0	True	None	26.1696	True
-0.0215	-2.3e-07	-3.352784	-0.0215	0.0	0.0	True	None	-39.831	True
-0.0215	-2.25e-07	16.4845255	-0.0215	0.0	0.0	True	None	1.2474	True
-0.0215	-2.2e-07	4.9826075	-0.0215	0.0	0.0	True	None	46.26	True
-0.0215	-2.15e-07	-4.470371	-0.0215	0.0	0.0	True	None	-67.0512	True
-0.0215	-2.1e-07	0.139698	-0.0215	-0.0	-0.0	True	None	-81.477	True
-0.0215	-2.05e-07	0.209548	-0.0215	0.0	0.0	True	None	30.5832	True
-0.0215	-2e-07	-25.14582	-0.0215	0.0	0.0	True	None	-52.9458	True
-0.0215	-1.95e-07	4.027986	-0.0215	0.0	0.0	True	None	6.0606	True
-0.0215	-1.9e-07	-29.988785	-0.0215	-0.0	0.0	True	None	-22.4622	True
-0.0215	-1.85e-07	18.8361055	-0.0215	0.0	-0.0	True	None	15.1332	True
-0.0215	-1.8e-07	20.1166835	-0.0215	0.0	0.0	True	None	24.3534	True
-0.0215	-1.75e-07	11.036298	-0.0215	-0.0	0.0	True	None	-11.2098	True
-0.0215	-1.7e-07	20.16321	-0.0215	0.0	0.0	True	None	-60.5472	True
-0.0215	-1.65e-07	-18.673107	-0.0215	0.0	0.0	True	None	-41.0898	True
-0.0215	-1.6e-07	-1.3038595	-0.0215	0.0	0.0	True	None	-49.0782	True
-0.0215	-1.55e-07	-9.313254	-0.0215	-0.0	0.0	True	None	-11.3262	True
-0.0215	-1.5e-07	26.938631	-0.0215	0.0	0.0	True	None	-34.212	True
-0.0215	-1.45e-07	-0.209543	-0.0215	0.0	-0.0	True	None	-15.6858	True
-0.0215	-1.4e-07	-1.69967175	-0.0215	0.0	0.0	True	None	17.9292	True
-0.0215	-1.35e-07	9.965196	-0.0215	-0.0	0.0	True	None	0.6036	True
-0.0215	-1.3e-07	-15.320342	-0.0215	-0.0	-0.0	True	None	-14.1438	True
-0.0215	-1.25e-07	17.811703	-0.0215	0.0	0.0	True	None	60.1554	True
-0.0215	-1.2e-07	7.031515	-0.0215	-0.0	0.0	True	None	37.254	True
-0.0215	-1.15e-07	-0.721745	-0.0215	0.0	0.0	True	None	-61.266	True
-0.0215	-1.1e-07	1.885938	-0.0215	0.0	0.0	True	None	-2.025	True
-0.0215	-1.05e-07	-17.04323225	-0.0215	0.0	0.0	True	None	11.0628	True
-0.0215	-1e-07	-13.94665	-0.0215	0.0	0.0	True	None	8.907	True
-0.0215	-9.5e-08	-11.175934	-0.0215	0.0	-0.0	True	None	-31.6824	True
-0.0215	-9e-08	-2.165323	-0.0215	-0.0	-0.0	True	None	-35.3454	True
-0.0215	-8.5e-08	-13.131711	-0.0215	0.0	0.0	True	None	-60.1398	True
-0.0215	-8e-08	-2.910402	-0.0215	0.0	0.0	True	None	57.5064	True
-0.0215	-7.5e-08	5.448272	-0.0215	0.0	0.0	True	None	-4.6308	True
-0.0215	-7e-08	-4.51693575	-0.0215	0.0	0.0	True	None	-43.7862	True
-0.0215	-6.5e-08	-2.02564	-0.0215	0.0	-0.0	True	None	81.3078	True
-0.0215	-6e-08	-3.073383	-0.0215	0.0	0.0	True	None	-43.299	True
-0.0215	-5.5e-08	-1.839371	-0.0215	0.0	0.0	True	None	-0.8346	True
-0.0215	-5e-08	-0.9546105	-0.0215	0.0	-0.0	True	None	3.2256	True
-0.0215	-4.5e-08	-2.700851	-0.0215	0.0	0.0	True	None	24.9876	True
-0.0215	-4e-08	-2.39817	-0.0215	0.0	0.0	True	None	-26.9826	True
-0.0215	-3.5e-08	1.1641615	-0.0215	0.0	0.0	True	None	-14.1834	True
-0.0215	-3e-08	1.4435565	-0.0215	0.0	0.0	True	None	2.4732	True
-0.0215	-2.5e-08	-0.908048	-0.0215	-0.0	-0.0	True	None	83.4522	True
-0.0215	-2e-08	-7.89301	-0.0215	0.0	0.0	True	None	5.895	True
-0.0215	-1.5e-08	27.055065	-0.0215	0.0	-0.0	True	None	15.1782	True
-0.0215	-1e-08	6.472747	-0.0215	-0.0	0.0	True	None	-23.9616	True
-0.0215	-5e-09	-10.9663945	-0.0215	-0.0	0.0	True	None	-8.0232	True
-0.0215	0.0	-9.9419225	-0.0215	-0.0	-0.0	True	None	-30.477	True
-0.0215	5e-09	-2.7707015	-0.0215	0.0	0.0	True	None	55.32	True
-0.0215	1e-08	-5.4016815	-0.0215	0.0	0.0	True	None	-0.768	True
-0.0215	1.5e-08	2.77068	-0.0215	-0.0	0.0	True	None	28.1472	True
