Initial Temperature (K)	0.0496671
Resistor	1000000.0	Excitation Current (A)	1.351e-08
Axis 1,2	x,z
Angle	0
Field (T)	Current (A)	Resistance (Ohms)	Actual X-Field	Actual Y-Field	Actual Z-Field	Lock-In Overload Pass	Compliance Pass
-0.005	-7e-05	0.50448131	-0.005	-0.0	0.0	True	True
-0.005	-6.9e-05	0.40013909	-0.005	0.0	-0.0	True	True
-0.005	-6.8e-05	0.32501873	-0.005	0.0	0.0	True	True
-0.005	-6.7e-05	0.43377098	-0.005	-0.0	-0.0	True	True
-0.005	-6.6e-05	0.21144153	-0.005	-0.0	0.0	True	True
-0.005	-6.5e-05	0.42467416	-0.005	0.0	0.0	True	True
-0.005	-6.4e-05	0.41833384	-0.005	0.0	-0.0	True	True
-0.005	-6.3e-05	0.47746502	-0.005	0.0	0.0	True	True
-0.005	-6.2e-05	0.41392307	-0.005	0.0	0.0	True	True
-0.005	-6.1e-05	0.39655527	-0.005	0.0	0.0	True	True
-0.005	-6e-05	0.34914014	-0.005	0.0	0.0	True	True
-0.005	-5.9e-05	0.37298553	-0.005	-0.0	0.0	True	True
-0.005	-5.8e-05	0.46064889	-0.005	-0.0	-0.0	True	True
-0.005	-5.7e-05	0.46092565	-0.005	-0.0	-0.0	True	True
-0.005	-5.6e-05	0.45072512	-0.005	0.0	0.0	True	True
-0.005	-5.5e-05	0.3762937	-0.005	0.0	0.0	True	True
-0.005	-5.4e-05	0.40124169	-0.005	0.0	0.0	True	True
-0.005	-5.3e-05	0.42715464	-0.005	-0.0	-0.0	True	True
-0.005	-5.2e-05	0.38649349	-0.005	0.0	0.0	True	True
-0.005	-5.1e-05	0.38980166	-0.005	-0.0	0.0	True	True
-0.005	-5e-05	0.48863014	-0.005	0.0	-0.0	True	True
-0.005	-4.9e-05	0.45293032	-0.005	0.0	-0.0	True	True
-0.005	-4.8e-05	0.34845046	-0.005	0.0	0.0	True	True
-0.005	-4.7e-05	0.4057901	-0.005	0.0	0.0	True	True
-0.005	-4.6e-05	0.45210337	-0.005	-0.0	0.0	True	True
-0.005	-4.5e-05	0.34679693	-0.005	0.0	-0.0	True	True
-0.005	-4.4e-05	0.42687936	-0.005	0.0	0.0	True	True
-0.005	-4.3e-05	0.42729339	-0.005	-0.0	0.0	True	True
-0.005	-4.2e-05	0.44204196	-0.005	-0.0	0.0	True	True
-0.005	-4.1e-05	0.34486664	-0.005	-0.0	-0.0	True	True
-0.005	-4e-05	0.44038732	-0.005	-0.0	0.0	True	True
-0.005	-3.9e-05	0.56182169	-0.005	0.0	0.0	True	True
-0.005	-3.8e-05	0.42384684	-0.005	-0.0	0.0	True	True
-0.005	-3.7e-05	0.56264901	-0.005	0.0	-0.0	True	True
-0.005	-3.6e-05	0.54762405	-0.005	0.0	-0.0	True	True
-0.005	-3.5e-05	0.32708629	-0.005	-0.0	-0.0	True	True
-0.005	-3.4e-05	0.39338585	-0.005	-0.0	0.0	True	True
-0.005	-3.3e-05	0.38732007	-0.005	0.0	-0.0	True	True
-0.005	-3.2e-05	0.28311671	-0.005	-0.0	0.0	True	True
-0.005	-3.1e-05	0.38180707	-0.005	-0.0	0.0	True	True
-0.005	-3e-05	0.38291004	-0.005	0.0	-0.0	True	True
-0.005	-2.9e-05	0.51716232	-0.005	0.0	-0.0	True	True
-0.005	-2.8e-05	0.48876778	-0.005	0.0	-0.0	True	True
-0.005	-2.7e-05	0.42825798	-0.005	-0.0	0.0	True	True
-0.005	-2.6e-05	0.43763082	-0.005	-0.0	0.0	True	True
-0.005	-2.5e-05	0.6365295	-0.005	0.0	0.0	True	True
-0.005	-2.4e-05	0.5560323	-0.005	-0.0	0.0	True	True
-0.005	-2.3e-05	0.50696253	-0.005	-0.0	0.0	True	True
-0.005	-2.2e-05	0.45003544	-0.005	0.0	0.0	True	True
-0.005	-2.1e-05	0.50117366	-0.005	0.0	-0.0	True	True
-0.005	-2e-05	-0.05609944	-0.005	-0.0	-0.0	True	True
-0.005	-1.9e-05	-0.05499673	-0.005	-0.0	0.0	True	True
-0.005	-1.8e-05	-0.03873204	-0.005	-0.0	0.0	True	True
-0.005	-1.7e-05	-0.07277774	-0.005	0.0	0.0	True	True
-0.005	-1.6e-05	0.02577538	-0.005	0.0	-0.0	True	True
-0.005	-1.5e-05	-0.04562396	-0.005	0.0	-0.0	True	True
-0.005	-1.4e-05	-0.04135094	-0.005	0.0	0.0	True	True
-0.005	-1.3e-05	-0.02246738	-0.005	0.0	0.0	True	True
-0.005	-1.2e-05	-0.02412137	-0.005	0.0	0.0	True	True
-0.005	-1.1e-05	0.10503146	-0.005	-0.0	0.0	True	True
-0.005	-1e-05	0.10544482	-0.005	-0.0	-0.0	True	True
-0.005	-9e-06	-0.04135094	-0.005	-0.0	-0.0	True	True
-0.005	-8e-06	-0.00055133	-0.005	-0.0	-0.0	True	True
-0.005	-7e-06	0.04782934	-0.005	0.0	0.0	True	True
-0.005	-6e-06	0.05334283	-0.005	0.0	0.0	True	True
-0.005	-5e-06	0.00082704	-0.005	-0.0	-0.0	True	True
-0.005	-4e-06	0.1241905	-0.005	0.0	-0.0	True	True
-0.005	-3e-06	0.08049646	-0.005	0.0	-0.0	True	True
-0.005	-2e-06	0.06381823	-0.005	0.0	0.0	True	True
-0.005	-1e-06	0.05885616	-0.005	-0.0	-0.0	True	True
-0.005	0.0	0.16719538	-0.005	0.0	-0.0	True	True
-0.005	1e-06	0.0242592	-0.005	0.0	0.0	True	True
-0.005	2e-06	-0.04672656	-0.005	0.0	0.0	True	True
-0.005	3e-06	-0.01585112	-0.005	0.0	0.0	True	True
-0.005	4e-06	0.04507253	-0.005	0.0	-0.0	True	True
-0.005	5e-06	0.0751208	-0.005	-0.0	-0.0	True	True
-0.005	6e-06	-0.03569975	-0.005	0.0	-0.0	True	True
-0.005	7e-06	0.00854585	-0.005	0.0	-0.0	True	True
-0.005	8e-06	0.06561032	-0.005	0.0	0.0	True	True
-0.005	9e-06	0.058167	-0.005	0.0	-0.0	True	True
-0.005	1e-05	0.01378363	-0.005	-0.0	-0.0	True	True
-0.005	1.1e-05	0.05871833	-0.005	0.0	0.0	True	True
-0.005	1.2e-05	-0.08600998	-0.005	0.0	0.0	True	True
-0.005	1.3e-05	0.01805655	-0.005	0.0	0.0	True	True
-0.005	1.4e-05	-0.09924231	-0.005	0.0	-0.0	True	True
-0.005	1.5e-05	-0.09386663	-0.005	-0.0	0.0	True	True
-0.005	1.6e-05	0.05609951	-0.005	0.0	0.0	True	True
-0.005	1.7e-05	0.77422759	-0.005	0.0	0.0	True	True
-0.005	1.8e-05	0.47787868	-0.005	0.0	0.0	True	True
-0.005	1.9e-05	0.64934778	-0.005	-0.0	0.0	True	True
-0.005	2e-05	0.47388157	-0.005	-0.0	0.0	True	True
-0.005	2.1e-05	0.37960187	-0.005	0.0	0.0	True	True
-0.005	2.2e-05	0.59504029	-0.005	0.0	-0.0	True	True
-0.005	2.3e-05	0.46905714	-0.005	-0.0	0.0	True	True
-0.005	2.4e-05	0.54927832	-0.005	0.0	0.0	True	True
-0.005	2.5e-05	0.58263493	-0.005	-0.0	-0.0	True	True
-0.005	2.6e-05	0.44658963	-0.005	-0.0	0.0	True	True
-0.005	2.7e-05	0.48518433	-0.005	-0.0	0.0	True	True
-0.005	2.8e-05	0.5401815	-0.005	-0.0	-0.0	True	True
-0.005	2.9e-05	0.37022866	-0.005	0.0	0.0	True	True
-0.005	3e-05	0.41888477	-0.005	0.0	0.0	True	True
-0.005	3.1e-05	0.3240534	-0.005	0.0	0.0	True	True
-0.005	3.2e-05	0.52143545	-0.005	0.0	0.0	True	True
-0.005	3.3e-05	0.31357833	-0.005	0.0	-0.0	True	True
-0.005	3.4e-05	0.43928472	-0.005	0.0	-0.0001	True	True
-0.005	3.5e-05	0.41902278	-0.005	0.0	-0.0	True	True
-0.005	3.6e-05	0.51592208	-0.005	0.0	0.0	True	True
-0.005	3.7e-05	0.46588698	-0.005	-0.0	-0.0	True	True
-0.005	3.8e-05	0.50792712	-0.005	-0.0	-0.0	True	True
-0.005	3.9e-05	0.38415028	-0.005	-0.0	0.0	True	True
-0.005	4e-05	0.41916079	-0.005	-0.0	-0.0	True	True
-0.005	4.1e-05	0.48835449	-0.005	0.0	0.0	True	True
-0.005	4.2e-05	0.4759495	-0.005	0.0	0.0	True	True
-0.005	4.3e-05	0.36250972	-0.005	-0.0	-0.0	True	True
-0.005	4.4e-05	0.43914671	-0.005	0.0	0.0	True	True
-0.005	4.5e-05	0.37326118	-0.005	0.0	-0.0	True	True
-0.005	4.6e-05	0.40661742	-0.005	0.0	0.0	True	True
-0.005	4.7e-05	0.30806496	-0.005	0.0	0.0	True	True
-0.005	4.8e-05	0.53577073	-0.005	-0.0	0.0	True	True
-0.005	4.9e-05	0.36333704	-0.005	0.0	-0.0	True	True
-0.005	5e-05	0.47994698	-0.005	0.0	0.0	True	True
-0.005	5.1e-05	0.35975359	-0.005	-0.0	0.0	True	True
-0.005	5.2e-05	0.44038732	-0.005	0.0	-0.0	True	True
-0.005	5.3e-05	0.38442556	-0.005	0.0	-0.0	True	True
-0.005	5.4e-05	0.39586633	-0.005	0.0	-0.0	True	True
-0.005	5.5e-05	0.4373548	-0.005	-0.0	-0.0	True	True
-0.005	5.6e-05	0.33590783	-0.005	-0.0	0.0	True	True
-0.005	5.7e-05	0.3425238	-0.005	0.0	0.0	True	True
-0.005	5.8e-05	0.35093168	-0.005	0.0	0.0	True	True
-0.005	5.9e-05	0.22370866	-0.005	0.0	-0.0	True	True
-0.005	6e-05	0.3360451	-0.005	-0.0	-0.0	True	True
-0.005	6.1e-05	0.4024823	-0.005	-0.0	-0.0	True	True
-0.005	6.2e-05	0.48504743	-0.005	0.0	0.0	True	True
-0.005	6.3e-05	0.42233095	-0.005	-0.0	0.0	True	True
-0.005	6.4e-05	0.39131755	-0.005	0.0	0.0	True	True
-0.005	6.5e-05	0.491249	-0.005	-0.0	-0.0	True	True
-0.005	6.6e-05	0.32226149	-0.005	0.0	-0.0	True	True
-0.005	6.7e-05	0.34527993	-0.005	0.0	0.0	True	True
-0.005	6.8e-05	0.41833347	-0.005	0.0	-0.0	True	True
-0.005	6.9e-05	0.46506003	-0.005	0.0	0.0	True	True
-0.005	7e-05	0.3926958	-0.005	0.0	-0.0	True	True
-0.005	7.1e-05	0.35589375	-0.005	0.0	0.0	True	True
-0.005	7.2e-05	0.47346865	-0.005	0.0	-0.0	True	True
-0.005	7.3e-05	0.45348162	-0.005	-0.0	0.0	True	True
-0.005	7.4e-05	0.47470926	-0.005	0.0	0.0	True	True
-0.005	7.5e-05	0.43253074	-0.005	0.0	0.0	True	True
-0.005	7.6e-05	0.42784469	-0.005	-0.0	0.0	True	True
-0.005	7.7e-05	0.28435666	-0.005	0.0	-0.0	True	True
-0.005	7.8e-05	0.30103503	-0.005	-0.0	0.0	True	True
-0.005	7.9e-05	0.34624489	-0.005	0.0	0.0	True	True
-0.005	8e-05	0.2412141	-0.005	0.0	0.0	True	True
-0.005	8.1e-05	0.40261994	-0.005	-0.0	-0.0	True	True
-0.005	8.2e-05	0.48559725	-0.005	-0.0	0.0	True	True
-0.005	8.3e-05	0.52543256	-0.005	0.0	-0.0	True	True
-0.005	8.4e-05	0.35038038	-0.005	0.0	0.0	True	True
-0.005	8.5e-05	0.49111099	-0.005	-0.0	0.0	True	True
-0.005	8.6e-05	0.45279268	-0.005	-0.0	0.0	True	True
-0.005	8.7e-05	0.27677591	-0.005	-0.0	-0.0	True	True
-0.005	8.8e-05	0.28408089	-0.005	0.0	0.0	True	True
-0.005	8.9e-05	0.33053173	-0.005	0.0	0.0	True	True
-0.005	9e-05	0.24011117	-0.005	-0.0	-0.0	True	True
-0.005	9.1e-05	0.36209643	-0.005	0.0	0.0	True	True
-0.005	9.2e-05	0.42646607	-0.005	0.0	-0.0	True	True
-0.005	9.3e-05	0.46409581	-0.005	0.0	0.0	True	True
-0.005	9.4e-05	0.37022903	-0.005	0.0	0.0	True	True
-0.005	9.5e-05	0.41626665	-0.005	-0.0	0.0	True	True
-0.005	9.6e-05	0.39862246	-0.005	0.0	0.0	True	True
-0.005	9.7e-05	0.5015868	-0.005	0.0	0.0	True	True
-0.005	9.8e-05	0.37808524	-0.005	-0.0	0.0	True	True
-0.005	9.9e-05	0.44907085	-0.005	-0.0	0.0	True	True
-0.005	0.0001	0.49910558	-0.005	-0.0	-0.0	True	True
-0.005	0.000101	0.46051125	-0.005	0.0	-0.0	True	True
-0.005	0.000102	0.43859578	-0.005	-0.0	0.0	True	True
-0.005	0.000103	0.41144185	-0.005	-0.0	-0.0	True	True
-0.005	0.000104	0.43887106	-0.005	-0.0	-0.0	True	True
-0.005	0.000105	0.20606573	-0.005	0.0	-0.0	True	True
-0.005	0.000106	0.47140072	-0.005	-0.0	0.0	True	True
-0.005	0.000107	0.31633483	-0.005	0.0	-0.0	True	True
-0.005	0.000108	0.32860255	-0.005	-0.0	0.0	True	True
-0.005	0.000109	0.22922188	-0.005	0.0	0.0	True	True
-0.005	0.00011	0.35520444	-0.005	0.0	-0.0	True	True
-0.005	0.000111	0.43804411	-0.005	0.0	0.0	True	True
-0.005	0.000112	0.40344726	-0.005	0.0	0.0	True	True
-0.005	0.000113	0.43225509	-0.005	0.0	-0.0	True	True
-0.005	0.000114	0.44907159	-0.005	-0.0	0.0	True	True
-0.005	0.000115	0.55038092	-0.005	-0.0	0.0	True	True
-0.005	0.000116	0.38704442	-0.005	0.0	-0.0	True	True
-0.005	0.000117	0.37863617	-0.005	-0.0	-0.0	True	True
-0.005	0.000118	0.41033962	-0.005	-0.0	-0.0001	True	True
-0.005	0.000119	0.40275832	-0.005	0.0	0.0	True	True
-0.005	0.00012	0.43459793	-0.005	0.0	-0.0	True	True
-0.005	0.000121	0.38718243	-0.005	0.0	0.0	True	True
-0.005	0.000122	0.30834024	-0.005	0.0	-0.0	True	True
-0.005	0.000123	0.29689984	-0.005	0.0	0.0	True	True
-0.005	0.000124	0.42949859	-0.005	-0.0	0.0	True	True
-0.005	0.000125	0.45913337	-0.005	-0.0	0.0	True	True
-0.005	0.000126	0.46602499	-0.005	0.0	-0.0	True	True
-0.005	0.000127	0.44672838	-0.005	0.0	-0.0	True	True
-0.005	0.000128	0.48311603	-0.005	0.0	-0.0	True	True
-0.005	0.000129	0.35272322	-0.005	0.0	-0.0	True	True
-0.005	0.00013	0.45224101	-0.005	-0.0	-0.0	True	True
-0.0049	-7e-05	0.29538395	-0.0049	0.0	-0.0	True	True
-0.0049	-6.9e-05	0.45665289	-0.0049	0.0	-0.0	True	True
-0.0049	-6.8e-05	0.33604584	-0.0049	0.0	0.0	True	True
-0.0049	-6.7e-05	0.43239273	-0.0049	-0.0	0.0	True	True
-0.0049	-6.6e-05	0.31013215	-0.0049	-0.0	0.0	True	True
-0.0049	-6.5e-05	0.43390936	-0.0049	0.0	-0.0	True	True
-0.0049	-6.4e-05	0.39917413	-0.0049	-0.0	0.0	True	True
-0.0049	-6.3e-05	0.24355694	-0.0049	0.0	-0.0	True	True
-0.0049	-6.2e-05	0.31481894	-0.0049	0.0	0.0	True	True
-0.0049	-6.1e-05	0.23680333	-0.0049	-0.0	0.0	True	True
-0.0049	-6e-05	0.28725098	-0.0049	-0.0	0.0	True	True
-0.0049	-5.9e-05	0.4394231	-0.0049	0.0	-0.0	True	True
-0.0049	-5.8e-05	0.376845	-0.0049	0.0	-0.0	True	True
-0.0049	-5.7e-05	0.42233132	-0.0049	-0.0	0.0	True	True
-0.0049	-5.6e-05	0.4128201	-0.0049	0.0	-0.0	True	True
-0.0049	-5.5e-05	0.49055969	-0.0049	0.0	0.0	True	True
-0.0049	-5.4e-05	0.54293837	-0.0049	-0.0	-0.0	True	True
-0.0049	-5.3e-05	0.33976693	-0.0049	0.0	-0.0	True	True
-0.0049	-5.2e-05	0.27898148	-0.0049	0.0	0.0	True	True
-0.0049	-5.1e-05	0.37146927	-0.0049	-0.0	0.0	True	True
-0.0049	-5e-05	0.38373699	-0.0049	-0.0	-0.0	True	True
-0.0049	-4.9e-05	0.44590032	-0.0049	0.0	0.0	True	True
-0.0049	-4.8e-05	0.38759609	-0.0049	-0.0	0.0	True	True
-0.0049	-4.7e-05	0.35534282	-0.0049	0.0	-0.0	True	True
-0.0049	-4.6e-05	0.45210337	-0.0049	0.0	-0.0	True	True
-0.0049	-4.5e-05	0.49538486	-0.005	0.0	-0.0	True	True
-0.0049	-4.4e-05	0.53480503	-0.0049	0.0	0.0	True	True
-0.0049	-4.3e-05	0.2835297	-0.0049	0.0	-0.0	True	True
-0.0049	-4.2e-05	0.43707915	-0.0049	-0.0	0.0	True	True
-0.0049	-4.1e-05	0.45541154	-0.0049	0.0	-0.0	True	True
-0.0049	-4e-05	0.40896063	-0.0049	-0.0	0.0	True	True
-0.0049	-3.9e-05	0.29717549	-0.0049	0.0	0.0	True	True
-0.0049	-3.8e-05	0.36044253	-0.0049	0.0	0.0	True	True
-0.0049	-3.7e-05	0.33411555	-0.0049	-0.0	-0.0	True	True
-0.0049	-3.6e-05	0.46630101	-0.0049	-0.0	0.0	True	True
-0.0049	-3.5e-05	0.42922294	-0.005	-0.0	-0.0	True	True
-0.0049	-3.4e-05	0.47195165	-0.0049	0.0	-0.0	True	True
-0.0049	-3.3e-05	0.42439814	-0.0049	-0.0	-0.0	True	True
-0.0049	-3.2e-05	0.44121427	-0.0049	0.0	0.0	True	True
-0.0049	-3.1e-05	0.49193868	-0.0049	0.0	0.0	True	True
-0.0049	-3e-05	0.48449502	-0.0049	0.0	-0.0	True	True
-0.0049	-2.9e-05	0.44107663	-0.0049	-0.0	-0.0	True	True
-0.0049	-2.8e-05	0.40758312	-0.0049	0.0	0.0	True	True
-0.0049	-2.7e-05	0.42936058	-0.005	0.0	0.0	True	True
-0.0049	-2.6e-05	0.38814776	-0.0049	-0.0	-0.0	True	True
-0.0049	-2.5e-05	0.35878878	-0.0049	0.0	-0.0	True	True
-0.0049	-2.4e-05	0.41750652	-0.0049	0.0	-0.0	True	True
-0.0049	-2.3e-05	0.35561847	-0.0049	-0.0	0.0	True	True
-0.0049	-2.2e-05	0.51881585	-0.0049	0.0	0.0	True	True
-0.0049	-2.1e-05	0.08545875	-0.0049	0.0	0.0	True	True
-0.0049	-2e-05	-0.02412138	-0.0049	0.0	0.0	True	True
-0.0049	-1.9e-05	-0.06299132	-0.0049	0.0	-0.0	True	True
-0.0049	-1.8e-05	-0.04259148	-0.005	0.0	-0.0	True	True
-0.0049	-1.7e-05	-0.02674016	-0.0049	0.0	0.0	True	True
-0.0049	-1.6e-05	0.00165403	-0.0049	0.0	0.0	True	True
-0.0049	-1.5e-05	-0.06188867	-0.0049	-0.0	-0.0	True	True
-0.0049	-1.4e-05	0.03514853	-0.0049	0.0	-0.0	True	True
-0.0049	-1.3e-05	-0.11523136	-0.0049	-0.0	0.0	True	True
-0.0049	-1.2e-05	-0.00013785	-0.0049	0.0	0.0	True	True
-0.0049	-1.1e-05	-0.0635425	-0.0049	0.0	0.0	True	True
-0.0049	-1e-05	-0.01543766	-0.0049	0.0	0.0	True	True
-0.0049	-9e-06	0.0328052	-0.0049	-0.0	0.0	True	True
-0.0049	-8e-06	0.04962107	-0.0049	0.0	-0.0	True	True
-0.0049	-7e-06	0.00620272	-0.0049	0.0	0.0	True	True
-0.0049	-6e-06	0.13383929	-0.0049	0.0	-0.0	True	True
-0.0049	-5e-06	0.04686438	-0.0049	0.0	0.0	True	True
-0.0049	-4e-06	-0.03266727	-0.0049	0.0	0.0	True	True
-0.0049	-3e-06	0.04093748	-0.0049	-0.0	0.0	True	True
-0.0049	-2e-06	-0.04410763	-0.0049	0.0	-0.0	True	True
-0.0049	-1e-06	0.12543107	-0.0049	0.0	-0.0	True	True
-0.0049	0.0	-0.00937289	-0.0049	0.0	0.0	True	True
-0.0049	1e-06	-0.05058592	-0.0049	0.0	0.0	True	True
-0.0049	2e-06	0.00220538	-0.0049	0.0	-0.0	True	True
