Initial Temperature (K)	0.0502043
Excitation Current (A)	3.75e-07
Axis 1,2	x,y
Angle	0
Field (T)	Current (A)	        Resistance (Ohms)	            Actual X-Field	                Actual Y-Field	                    Actual Z-Field	                        Lock-In Overload Pass	                            Average Phase
-0.02	                -4.4e-05	                    0.03353767	                        -0.02	                            -0.0	                                -0.0	                                    True	                                        23.9244
-0.02	                -4.3e-05	                    0.03674645	                        -0.02	                            -0.0	                                -0.0	                                    True	                                        28.4748
-0.02	                -4.2e-05	                    0.03328946	                        -0.02	                            -0.0	                                0.0	                                    True	                                        28.1112
-0.02	                -4.1e-05	                    0.02805409	                        -0.02	                            -0.0	                                0.0	                                    True	                                        29.9244
-0.02	                -4e-05	                    0.04284603	                        -0.02	                            0.0	                                -0.0	                                    True	                                        12.8808
-0.02	                -3.9e-05	                    0.03520661	                        -0.02	                            -0.0	                                -0.0	                                    True	                                        8.0652
-0.02	                -3.8e-05	                    0.03542523	                        -0.02	                            0.0	                                -0.0	                                    True	                                        24.588
-0.02	                -3.7e-05	                    0.03825646	                        -0.02	                            -0.0	                                0.0	                                    True	                                        18.8532
-0.02	                -3.6e-05	                    0.04239898	                        -0.02	                            -0.0	                                0.0	                                    True	                                        23.7828
-0.02	                -3.5e-05	                    0.04981984	                        -0.02	                            0.0	                                -0.0	                                    True	                                        10.1844
-0.02	                -3.4e-05	                    0.03840549	                        -0.02	                            -0.0	                                -0.0	                                    True	                                        17.5824
-0.02	                -3.3e-05	                    0.04175323	                        -0.02	                            -0.0	                                0.0	                                    True	                                        15.3672
-0.02	                -3.2e-05	                    0.0412069	                        -0.02	                            -0.0	                                0.0	                                    True	                                        10.5252
-0.02	                -3.1e-05	                    0.03321986	                        -0.02	                            -0.0	                                -0.0	                                    True	                                        30.9864
-0.02	                -3e-05	                    0.03789877	                        -0.02	                            -0.0	                                0.0	                                    True	                                        20.0604
-0.02	                -2.9e-05	                    0.03480929	                        -0.02	                            -0.0	                                0.0	                                    True	                                        20.0628
-0.02	                -2.8e-05	                    0.03543514	                        -0.02	                            -0.0	                                0.0	                                    True	                                        30.834
-0.02	                -2.7e-05	                    0.03122303	                        -0.02	                            -0.0	                                0.0	                                    True	                                        17.1528
-0.02	                -2.6e-05	                    0.03071644	                        -0.02	                            -0.0	                                0.0	                                    True	                                        17.1012
-0.02	                -2.5e-05	                    0.03764053	                        -0.02	                            -0.0	                                0.0	                                    True	                                        29.4648
-0.02	                -2.4e-05	                    0.03236548	                        -0.02	                            -0.0	                                0.0	                                    True	                                        24.0552
-0.02	                -2.3e-05	                    0.03341846	                        -0.02	                            -0.0	                                0.0	                                    True	                                        15.6324
-0.02	                -2.2e-05	                    0.04524011	                        -0.02	                            -0.0	                                -0.0	                                    True	                                        20.0412
-0.02	                -2.1e-05	                    0.03735243	                        -0.02	                            -0.0	                                0.0	                                    True	                                        29.2452
-0.02	                -2e-05	                    0.04321365	                        -0.02	                            -0.0	                                0.0	                                    True	                                        24.1224
-0.02	                -1.9e-05	                    0.03067669	                        -0.02	                            -0.0	                                0.0	                                    True	                                        30.6756
-0.02	                -1.8e-05	                    0.03989563	                        -0.02	                            0.0	                                0.0	                                    True	                                        25.0236
-0.02	                -1.7e-05	                    0.03584245	                        -0.02	                            -0.0	                                -0.0	                                    True	                                        24.8904
-0.02	                -1.6e-05	                    0.04207115	                        -0.02	                            -0.0	                                0.0	                                    True	                                        7.8984
-0.02	                -1.5e-05	                    0.04460436	                        -0.02	                            -0.0	                                -0.0	                                    True	                                        -14.3412
-0.02	                -1.4e-05	                    0.04802171	                        -0.02	                            -0.0	                                -0.0	                                    True	                                        -9.8112
-0.02	                -1.3e-05	                    0.05298885	                        -0.02	                            -0.0	                                0.0	                                    True	                                        -9.5724
-0.02	                -1.2e-05	                    0.05802549	                        -0.02	                            -0.0	                                0.0	                                    True	                                        -4.3848
-0.02	                -1.1e-05	                    0.05334651	                        -0.02	                            -0.0	                                0.0	                                    True	                                        -4.4688
-0.02	                -1e-05	                    0.05554181	                        -0.02	                            -0.0	                                -0.0	                                    True	                                        -11.2512
-0.02	                -9e-06	                    0.06226731	                        -0.02	                            -0.0	                                0.0	                                    True	                                        -6.1932
-0.02	                -8e-06	                    0.05479685	                        -0.02	                            -0.0	                                0.0	                                    True	                                        2.874
-0.02	                -7e-06	                    0.04962117	                        -0.02	                            -0.0	                                0.0	                                    True	                                        -0.1032
-0.02	                -6e-06	                    0.05102192	                        -0.02	                            -0.0	                                0.0	                                    True	                                        -5.2164
-0.02	                -5e-06	                    0.05366427	                        -0.02	                            0.0	                                0.0	                                    True	                                        1.98
-0.02	                -4e-06	                    0.05697248	                        -0.02	                            -0.0	                                0.0	                                    True	                                        -7.2216
-0.02	                -3e-06	                    0.04788272	                        -0.02	                            -0.0	                                0.0	                                    True	                                        -5.2128
-0.02	                -2e-06	                    0.05392261	                        -0.02	                            -0.0	                                0.0	                                    True	                                        4.956
-0.02	                -1e-06	                    0.06121435	                        -0.02	                            -0.0	                                0.0	                                    True	                                        3.2388
-0.02	                -0.0	                    0.05823408	                        -0.02	                            -0.0	                                0.0	                                    True	                                        -3.2964
-0.02	                1e-06	                    0.05584992	                        -0.02	                            -0.0	                                0.0	                                    True	                                        -3.4512
-0.02	                2e-06	                    0.05172715	                        -0.02	                            -0.0	                                -0.0	                                    True	                                        -2.5116
-0.02	                3e-06	                    0.052204	                        -0.02	                            -0.0	                                0.0	                                    True	                                        -4.5984
-0.02	                4e-06	                    0.04390891	                        -0.02	                            0.0	                                0.0	                                    True	                                        -5.4252
-0.02	                5e-06	                    0.04347179	                        -0.02	                            0.0	                                0.0	                                    True	                                        1.6068
-0.02	                6e-06	                    0.06250576	                        -0.02	                            -0.0	                                0.0	                                    True	                                        -4.2996
-0.02	                7e-06	                    0.04980992	                        -0.02	                            -0.0	                                0.0	                                    True	                                        -9.4872
-0.02	                8e-06	                    0.05665461	                        -0.02	                            -0.0	                                -0.0	                                    True	                                        3.2892
-0.02	                9e-06	                    0.06805893	                        -0.02	                            -0.0	                                0.0	                                    True	                                        -5.6388
-0.02	                1e-05	                    0.05177691	                        -0.02	                            -0.0	                                0.0	                                    True	                                        -0.3048
-0.02	                1.1e-05	                    0.05308821	                        -0.02	                            -0.0	                                0.0	                                    True	                                        3.798
-0.02	                1.2e-05	                    0.04551835	                        -0.02	                            0.0	                                0.0	                                    True	                                        9.1092
