Started: January 29, 2023 16:07:19
Resistor	1000000.0	Excitation Current (A)	2e-06
Restsitance (Ohms)	Channel 5 Temp (K)	Channel 8 Temp (K)	Channel 13 Temp (K)
0.0546085	1.21119	0.799225	4.01837
0.0546085	1.21119	0.799225	4.01837
0.0546085	1.21119	0.799225	4.01837
0.0546085	1.21119	0.799225	4.01837
0.0546085	1.21119	0.799225	4.01837
0.0546085	1.21119	0.799225	4.01837
0.0546085	1.21119	1.39812	4.01837
0.0546085	1.21119	1.39812	4.01837
0.0546085	1.21119	1.39812	4.01837
0.0546085	1.21119	1.39812	4.01837
0.0546085	1.21119	1.39812	4.01837
0.0546085	1.21119	1.39812	4.01837
0.0546085	1.21119	1.39812	4.01837
0.0546085	3.28165	1.39812	4.01837
0.0546085	3.28165	1.50084	4.01837
0.0546085	3.28165	1.50084	4.01837
0.0546085	3.28165	1.50084	4.01837
0.0546085	3.28165	1.50084	4.01837
0.0546085	3.28165	1.50084	4.01837
0.0546085	3.28165	1.50084	4.01837
0.0546085	3.28165	1.50084	4.01837
0.0546085	1.74193	1.50084	4.01837
0.0546085	1.74193	1.50084	4.01837
0.0546085	1.74193	1.50084	4.01837
0.0546085	1.74193	1.50084	4.01837
0.0546085	1.74193	1.50084	4.01837
0.0546085	1.74193	1.50084	4.01837
0.0546085	1.74193	1.50084	4.01837
0.0546085	1.74193	1.50084	4.01837
0.0546085	1.85167	1.50084	4.01837
0.0546085	1.85167	1.50084	4.01837
0.0546085	1.85167	2.00486	4.01837
0.0546085	1.85167	2.00486	4.01837
0.0546085	1.85167	2.00486	4.01837
0.0546085	1.85167	2.00486	4.01837
0.0546085	1.85167	2.00486	4.01837
0.0546085	1.85167	2.00486	4.01837
0.0546085	1.85167	2.00486	4.01837
0.0546085	1.85167	2.00486	4.01837
0.0546085	1.85167	2.1931	4.01837
0.0546085	1.85167	2.1931	4.25898
0.0546085	1.85167	2.1931	4.25898
0.0546085	1.85167	2.1931	4.25898
0.0546085	1.85167	2.1931	4.25898
0.0546085	1.85167	2.1931	4.25898
0.0546085	1.85167	2.1931	4.25898
0.0546085	1.85167	2.1931	4.25898
0.0546085	1.85167	3.20889	4.25898
0.0546085	1.85167	3.20889	4.25898
0.0546085	1.85167	3.20889	4.29567
0.0546085	1.85167	3.20889	4.29567
0.0546085	1.85167	3.20889	4.29567
0.0546085	1.85167	3.20889	4.29567
0.0546085	1.85167	3.20889	4.29567
0.0546085	1.85167	3.20889	4.29567
0.0546085	1.85167	3.88261	4.29567
0.0546085	1.85167	3.88261	4.29567
0.0546085	1.85167	3.88261	4.29567
0.0546085	1.85167	3.88261	4.29567
0.0546085	1.85167	3.88261	4.29567
0.0546085	1.85167	3.88261	4.29567
0.0546085	1.85167	3.88261	4.29567
0.0546085	1.85167	3.88261	4.29567
0.0546085	1.85167	3.88261	4.29567
0.05460850000000003	1.85167	12.5247	4.29567
0.05460850000000003	13.3808	13.0051	4.68725
0.05460850000000003	12.8345	12.7589	4.95106
0.05460850000000003	12.8111	12.646	5.55612
Started: January 29, 2023 16:18:48
Resistor	1000000.0	Excitation Current (A)	2e-06
Restsitance (Ohms)	Channel 5 Temp (K)	Channel 8 Temp (K)	Channel 13 Temp (K)
