Initial Temperature (K)	0.0499188
Resistor	1000000.0	Excitation Current (A)	1.351e-08
Axis 1,2	x,z
Angle	0
Field (T)	Current (A)	Resistance (Ohms)	Actual X-Field	Actual Y-Field	Actual Z-Field	Lock-In Overload Pass	Compliance Pass
-0.005	-0.00013	0.38718243	-0.005	-0.0	0.0	True	True
-0.005	-0.000129	0.39131718	-0.005	-0.0	-0.0	True	True
-0.005	-0.000128	0.31771271	-0.005	-0.0	-0.0	True	True
-0.005	-0.000127	0.35878863	-0.005	0.0	-0.0	True	True
-0.005	-0.000126	0.21833267	-0.005	0.0	-0.0	True	True
-0.005	-0.000125	0.4929029	-0.005	-0.0	-0.0	True	True
-0.005	-0.000124	0.40041511	-0.005	0.0	0.0	True	True
-0.005	-0.000123	0.3807041	-0.005	-0.0	-0.0	True	True
-0.005	-0.000122	0.51233863	-0.005	-0.0	0.0	True	True
-0.005	-0.000121	0.46795528	-0.005	0.0	-0.0	True	True
-0.005	-0.00012	0.33066937	-0.005	-0.0	0.0	True	True
-0.005	-0.000119	0.4858729	-0.005	-0.0	0.0	True	True
-0.005	-0.000118	0.31578353	-0.005	0.0	-0.0	True	True
-0.005	-0.000117	0.48463303	-0.005	-0.0	-0.0	True	True
-0.005	-0.000116	0.64865958	-0.005	-0.0	0.0	True	True
-0.005	-0.000115	0.52956768	-0.005	0.0	-0.0	True	True
-0.005	-0.000114	0.48725189	-0.005	-0.0	0.0	True	True
-0.005	-0.000113	0.45458459	-0.005	-0.0	0.0	True	True
-0.005	-0.000112	0.44245488	-0.005	-0.0	0.0	True	True
-0.005	-0.000111	0.39683092	-0.005	0.0	0.0	True	True
-0.005	-0.00011	0.51440545	-0.005	0.0	-0.0	True	True
-0.005	-0.000109	0.319643	-0.005	0.0	0.0	True	True
-0.005	-0.000108	0.36898805	-0.005	-0.0	0.0	True	True
-0.005	-0.000107	0.43280602	-0.005	0.0	-0.0	True	True
-0.005	-0.000106	0.22329537	-0.005	-0.0	0.0	True	True
-0.005	-0.000105	0.32708592	-0.005	0.0	-0.0	True	True
-0.005	-0.000104	0.41971172	-0.005	-0.0	0.0	True	True
-0.005	-0.000103	0.44865719	-0.005	0.0	0.0	True	True
-0.005	-0.000102	0.45940902	-0.005	0.0	-0.0	True	True
-0.005	-0.000101	0.52529492	-0.005	-0.0	-0.0	True	True
-0.005	-0.0001	0.40647978	-0.005	0.0	-0.0	True	True
-0.005	-9.9e-05	0.38042845	-0.005	0.0	-0.0	True	True
-0.005	-9.8e-05	0.45306833	-0.005	0.0	-0.0	True	True
-0.005	-9.7e-05	0.43101485	-0.005	0.0	0.0	True	True
-0.005	-9.6e-05	0.36278574	-0.005	0.0	0.0	True	True
-0.005	-9.5e-05	0.34059388	-0.005	-0.0	-0.0	True	True
-0.005	-9.4e-05	0.38208272	-0.005	0.0	0.0	True	True
-0.005	-9.3e-05	0.48311714	-0.005	-0.0	0.0	True	True
-0.005	-9.2e-05	0.34500465	-0.005	0.0	-0.0	True	True
-0.005	-9.1e-05	0.3807041	-0.005	-0.0	0.0	True	True
-0.005	-9e-05	0.42274387	-0.005	0.0	-0.0	True	True
-0.005	-8.9e-05	0.38428755	-0.005	0.0	-0.0	True	True
