Started: January 03, 2023 13:55:10
Resistor	201600.0	Excitation Current (A)	6.313e-08
Restsitance (Ohms)	Channel 5 Temp (K)	Channel 8 Temp (K)	Channel 13 Temp (K)
2.2537024663333343	54.1458	53.6441	30.7366
2.2455982368333336	53.7014	53.5191	30.6183
2.2356058403333328	53.532	53.2437	30.1553
2.2319866941666664	53.1776	52.9315	30.1855
2.1998538993333328	53.0084	52.7982	29.8263
2.2359049055	53.2068	52.5231	29.4835
2.23121564	53.1352	52.2481	29.3552
2.231404457000001	52.6075	52.1007	29.0096
2.2200430326666667	51.9941	51.7891	28.832
2.2156370971666677	51.9411	51.4776	28.7461
2.236864881666667	51.8608	51.3276	28.4292
2.2137486665	51.1886	51.0163	28.1659
2.2390520615	50.8279	50.8692	28.0509
2.222135804166666	50.845	50.5412	27.7793
2.221648081	50.4093	50.4027	27.6314
2.2131194890000008	50.6335	50.3095	27.1027
2.234897935666667	49.9325	49.9366	26.7365
2.221616558	50.3094	49.6316	26.5644
2.2258496216666668	50.1892	49.4623	26.4355
2.2074386188333337	49.8358	49.1575	26.2458
2.2288552719999997	48.8845	48.8163	26.0531
2.224968319666667	49.2029	48.6387	25.9202
2.2251412435000004	48.8456	48.2804	25.7659
2.2096728438333333	48.4887	48.1284	25.5787
2.2363769466666668	48.1079	47.8452	25.5611
2.2307435456666664	47.9435	47.5575	25.4257
2.225755372499999	47.6622	47.3896	25.2522
2.215872855333333	47.4017	47.0929	25.0973
2.2369433974999997	46.8204	46.7873	25.0345
2.2155427423333336	46.8234	46.6058	24.865
2.2111364913333333	47.0501	46.2958	24.7528
2.2492173825	46.2759	45.9654	24.6497
2.2214593694999993	46.2443	45.8048	24.5375
2.2221359624999995	45.7915	45.4908	24.349
2.2000112463333332	45.2975	45.3212	24.3412
2.1972572995	45.0678	44.9799	24.2101
2.2309637253333334	44.9753	44.6457	24.1411
2.2103341251666673	44.4981	44.4558	24.0447
2.1872179621666663	44.586	44.0991	23.901
2.2041655851666664	43.9422	43.7655	23.9248
2.2049678974999996	43.774	43.553	23.8039
2.206274249333333	43.3612	43.2129	23.6935
2.199979513666667	43.1302	42.8388	23.7236
2.2114040868333333	42.748	42.6639	23.5691
2.242624214666667	42.6203	42.3591	23.4208
2.2036147623333333	42.2638	42.0376	23.4065
2.196281641	42.2484	41.8826	23.3611
2.1991772531666673	41.8268	41.582	23.206
2.2153378740000003	41.3214	41.582	22.8502
2.2046846186666658	41.3061	41.3078	22.3229
2.206698874666667	41.0182	40.989	22.255
2.211828765833333	40.8647	40.8418	22.1713
2.189310787000001	40.5303	40.5103	22.1771
2.2022456301666664	40.6353	40.1828	22.1529
2.195510797666667	40.335	40.0247	22.0818
2.191010138	40.0111	39.6808	22.014
2.191875706	39.5358	39.3483	22.0627
2.206179734833334	39.1418	39.1682	21.9819
2.2167382651666663	39.0395	38.8158	21.9384
2.201427477833333	38.8216	38.6452	21.8202
2.1891533875	38.3604	38.3061	21.7966
2.193244627666667	38.2571	37.9339	21.7008
2.2118917578333335	37.8435	37.7987	21.6246
2.2078632453333333	37.544	37.4973	21.6232
2.2102237719999995	37.4154	37.1932	21.6806
2.178579016833333	36.9547	37.0518	21.5768
2.1981541265	37.0106	36.7314	21.514
2.1923635356666673	36.637	36.437	21.4156
2.1950227041666666	36.3563	36.2808	21.4131
2.1969741799999998	35.8567	35.9837	21.339
2.197871113333334	35.7282	35.6642	21.4132
2.2035044619999993	35.6154	35.5189	21.2912
2.188193462500001	35.2582	35.2028	21.2047
2.1592708168333337	35.1087	35.0562	21.143
2.1850622528333337	34.786	34.7466	21.1775
2.209201119333333	34.6395	34.6651	20.6801
2.180058081166668	34.546	34.5308	20.0412
2.1889801998333334	34.4791	34.2864	19.778
2.1838189450000005	34.2293	34.0392	19.7226
2.197808014666667	33.9398	33.8976	19.481
2.195589260666667	34.1255	33.6567	19.3746
2.1919701673333334	33.6774	33.4317	19.2386
2.194865462833334	33.3752	33.3126	19.1347
2.1870290933333325	33.159	33.0845	19.009
2.1834728866666664	33.0571	32.8615	18.9393
2.1921902421666672	32.7988	32.7476	18.8061
2.1869504196666667	32.513	32.5137	18.727
2.1819462481666667	32.4107	32.3901	18.6427
2.185864723666666	32.0479	32.1441	18.5397
2.178909234666667	32.0001	31.8959	18.4587
2.206227097833333	31.6211	31.775	18.393
2.196675062166667	31.5769	31.5123	18.3249
2.193779977666667	31.3353	31.2584	18.3088
2.181521516333334	30.9804	31.1205	18.2057
2.1844642798333336	30.9407	30.8523	18.1604
2.1788147735000005	30.747	30.5978	18.1046
2.1696723689999997	30.562	30.4638	18.0563
2.1886026191666663	30.1333	30.1802	18.0002
2.187658535	29.9551	29.8944	17.9562
2.1694832358333334	29.9678	29.7603	17.9072
2.188398067833333	29.6078	29.5366	17.8497
2.182812028166667	29.1907	29.4051	17.7954
2.1596642381666666	29.2717	29.1807	17.7587
2.1813642746666675	29.0455	28.9444	17.739
2.159790168000001	28.6703	28.8364	17.7034
2.1702860235	28.5205	28.5934	17.6838
2.1746134961666663	28.4041	28.3737	17.6374
2.168696657166666	28.338	28.2469	17.5913
2.1668238558333335	28.0252	28.0216	17.575
2.1835988699999995	27.6828	27.7954	17.5376
2.1802627376666655	27.5053	27.6839	17.4488
2.1894681876666673	27.4386	27.4551	17.4444
2.1835829771666657	27.2097	27.3427	17.4236
2.175887850333333	27.0764	27.1222	17.4014
2.167831352666666	26.912	26.9129	17.3701
2.1775717310000005	26.8145	26.7959	17.3506
2.1702387665	26.6596	26.5908	17.2785
2.1719382221666668	26.4572	26.378	17.2895
2.1728353659999997	26.2012	26.2959	17.3155
2.1721743493333334	26.1318	26.1249	17.2487
2.1752583548333333	25.9673	25.9632	17.1637
2.171781033833333	25.8579	25.8881	17.1593
2.1569103438333332	25.7102	25.7324	17.1245
2.1674692963333326	25.6016	25.5792	17.1407
2.1664777975000002	25.5292	25.4994	17.0573
2.1747550560000004	25.4465	25.3579	17.0878
2.179711811	25.0747	25.2789	17.051
2.184401393833333	25.1277	25.136	16.9977
2.167988594166667	24.982	25.0021	17.0322
2.175825070166667	24.7998	24.9405	16.9616
2.1758252281666666	24.5991	24.8035	16.931
2.1761241876666664	24.4904	24.6806	16.9358
2.1690429275000005	24.6787	24.615	17.0401
2.1840234956666666	24.2539	24.4962	16.8947
2.1734961188333335	23.8659	24.3816	17.0515
2.1922219755	23.8898	24.3988	16.0281
2.1813642213333337	23.9253	24.3031	15.6807
2.185738793	24.1186	24.2467	15.9009
2.1678155649999997	23.9624	24.142	15.8391
2.1798533188333336	24.0647	24.0227	15.7434
2.1618672046666663	24.025	23.9696	15.8146
2.161096361333333	24.0622	23.852	15.8387
2.1612849141666666	23.7168	23.7231	15.796
2.186934473666667	23.9551	23.666	15.7242
2.1752742486666667	23.5161	23.5323	15.6513
2.1754787988333337	23.4863	23.3922	15.752
2.171859549666666	23.2066	23.3329	15.6441
2.1755735256666666	23.5906	23.219	15.5875
2.1698612385	22.898	23.1671	15.4453
2.165848514166667	23.1902	23.0547	15.5231
2.1651560796666662	23.1009	22.945	15.6342
2.1847315590000003	22.4916	22.8871	15.4766
2.174550240166667	22.5631	22.7843	15.5333
2.1755261093333322	22.5413	22.6741	15.4796
2.180057975833334	22.1244	22.6163	15.5007
2.1729926610000008	22.6129	22.517	15.4411
2.1764387771666667	22.0128	22.4057	15.347
2.153086699333334	22.3845	22.3627	15.3922
2.1662574055	22.3074	22.2555	15.4414
2.1739524261666663	22.3799	22.1584	15.3906
2.1615996616666666	22.0899	22.1189	15.3015
2.1585780665	22.2435	22.0272	15.3328
2.167673901	22.1377	21.9777	15.2713
2.176517555833334	21.4309	21.8901	15.308
2.176076771833333	21.8876	21.7999	15.2919
2.166903004833333	21.9503	21.7585	15.3234
2.168554992333333	21.8349	21.6777	15.2103
2.1675950151666665	21.5114	21.6016	15.2035
2.1846372563333336	21.2132	21.5569	15.2128
2.1642907221666667	21.4858	21.4815	15.1632
2.176407361	21.59	21.4042	15.1433
2.1583110506666667	21.3188	21.3648	15.0776
2.170710860833333	21.1412	21.2929	15.1705
2.1585311259999997	21.2181	21.2616	15.1801
2.148696182333333	21.2037	21.1843	15.1657
2.149136648666667	21.0725	21.1218	15.0785
2.1510095036666668	20.9319	21.0865	15.0244
2.1834884098333327	20.99	21.0187	14.959
2.163220603499999	20.8768	20.9515	15.0263
2.1743459523333333	21.147	20.9209	15.0305
2.168413379833333	21.093	20.8558	14.9138
2.1653765773333324	20.726	20.8007	15.0836
2.1643378209999997	20.6609	20.7622	14.9384
2.1676892651666666	20.7953	20.7064	14.8898
2.1708996775	20.5819	20.651	14.9879
2.166005861333333	20.6762	20.6312	14.9777
2.158342467833333	20.5019	20.5823	14.9375
2.1722215539999996	20.4971	20.5543	14.9432
2.1651247689999997	20.2702	20.5136	14.8428
2.1818519983333333	20.3055	20.4659	14.9777
2.1656437509999997	20.3273	20.4444	14.9027
2.1683188651666665	20.6478	20.3967	14.9727
2.1723474310000004	20.4893	20.3511	14.8304
2.157587148333334	20.3254	20.3303	14.8917
2.171544801666667	20.0477	20.2842	14.8792
2.1723473251666667	20.2415	20.2426	14.9204
2.1703175456666672	20.133	20.225	14.8616
2.1636768045000006	20.1041	20.1751	14.8519
2.1456591163333325	20.2316	20.1614	14.7929
2.165124452500001	20.1787	20.1182	14.8935
2.1447937058333335	19.8557	20.0733	14.8223
2.1598059555	19.8219	20.0579	14.7781
2.1724734673333335	20.0849	20.0119	14.7266
2.1691371773333334	19.9399	19.9764	14.7224
2.1662576693333335	19.8329	19.9517	14.6136
2.166241670666666	19.7572	19.914	14.7139
2.1708210570000004	19.6394	19.8757	14.7398
2.162732720833333	19.6407	19.8566	14.6962
2.1682089338333337	19.8109	19.8189	14.661
2.163755795	19.8281	19.7768	14.6529
2.1671386556666667	19.7394	19.7566	14.6929
2.1670915569999987	19.665	19.7145	14.6511
2.157697132833334	19.7178	19.6801	14.6427
2.159349595666667	19.4911	19.6616	14.6223
2.138279054166667	19.8543	19.6228	14.6893
2.1606870475	19.3972	19.6015	14.6926
2.1598686836666667	19.7006	19.5633	14.5867
2.1647154025	19.4748	19.5317	14.6391
2.1637241143333337	19.2978	19.506	14.6688
2.155887692	19.4446	19.4701	14.6911
2.14496684	19.5796	19.4379	14.6068
2.174062515666667	19.5823	19.4156	14.6187
2.162055863833333	19.333	19.3796	14.5302
2.157807539666666	19.2985	19.342	14.5064
2.1590821055	19.3917	19.3229	14.5282
2.1592078784999993	19.5115	19.2837	14.5972
2.1587356248333327	19.2579	19.2647	14.5431
2.170820951666667	18.9777	19.2309	14.5464
2.155588574	19.0806	19.1961	14.4951
2.1723314853333333	19.0926	19.1776	14.6068
2.163220550333333	19.0121	19.1395	14.5085
2.1542824326666663	18.9755	19.1015	14.4644
2.165108770166666	19.1468	19.0868	14.5213
2.1664778496666672	18.8088	19.0525	14.5037
2.161064681333333	19.0517	19.0172	14.4942
2.1711358043333333	18.8216	18.9938	14.5804
2.1714346590000004	19.1478	18.9618	14.5013
2.156957494166667	18.6494	18.9346	14.4644
2.1651403981666664	18.8788	18.9037	14.3541
2.1621817941666666	19.3278	18.8678	14.4172
2.168019906	18.6344	18.8445	14.421
2.1418667826666664	18.4665	18.8087	14.3591
2.1585784885	18.5209	18.7734	14.4772
2.1684134326666666	18.9851	18.7534	14.4207
2.158955911333334	18.7754	18.7241	14.279
2.1632677541666667	18.7263	18.6823	14.3225
2.159003220666667	18.6158	18.6704	14.4439
2.165092877	18.695	18.6292	14.3392
2.1655339248333334	18.6316	18.6108	14.3624
2.1736374146666666	18.3832	18.581	14.3183
2.165391889500001	18.5002	18.5398	14.2802
2.1712303184999997	18.4234	18.5252	14.3225
2.154361475666667	18.4653	18.4884	14.3056
2.1654551454999997	18.435	18.4532	14.3174
2.1704118485	18.6356	18.4321	14.3338
2.170553619833334	18.5505	18.3991	14.3341
2.1434719364999997	18.3838	18.3601	14.3208
2.1758409629999997	18.3276	18.3461	14.1972
2.1593181793333334	18.2552	18.3151	14.2152
2.1563910446666674	18.5441	18.2819	14.2447
2.149876550833333	18.3932	18.2671	14.1809
2.1734802795	18.378	18.2416	14.1478
2.1441013251666665	18.0288	18.2129	14.232
2.149341306000001	18.0866	18.1986	14.2554
2.160309519833333	18.1864	18.1722	14.1481
2.159491154999999	18.2197	18.1386	14.1663
2.1760926138333336	18.199	18.1288	14.2048
2.149624689666667	18.2191	18.1019	14.175
2.1676423248333334	17.9377	18.0715	14.2042
2.1649040071666668	17.8894	18.0612	14.2599
2.170695179166666	17.7633	18.0299	14.1809
2.152048101833333	18.1621	18.008	14.0863
2.1550378579999996	17.9531	17.9759	14.1579
2.172614921666667	18.1286	17.966	14.1506
2.1657224771666668	18.1367	17.9334	14.1123
2.164746924	17.8227	17.9084	14.0595
2.174456096	18.0282	17.895	14.1089
2.1721427216666664	17.8469	17.8718	14.1084
2.1710727070000004	17.9337	17.8428	14.0008
2.182811816833334	17.8207	17.8147	14.114
2.1692634770000008	17.8606	17.7973	14.1338
2.1685708328333337	17.6557	17.7754	14.1411
2.161646919166666	17.6478	17.7473	14.0936
2.1530239195	17.6594	17.7353	14.0311
2.1568002003333335	17.7662	17.7085	14.0911
2.1482870788333335	17.8726	17.68	14.0253
2.163094567	17.6769	17.6662	14.0292
2.1630319448333335	17.5087	17.6475	13.0891
2.167736732833334	17.6919	17.6283	12.557
2.1585469665	17.6436	17.5962	12.0854
2.1558248585	17.6153	17.5103	11.8074
2.1594280589999997	17.3936	17.4449	11.6504
2.163299382166666	17.3076	17.2929	11.4508
2.1435664498333336	17.0251	17.1038	11.226
2.1677683098333334	16.6794	16.9904	11.1174
2.1743929988333335	16.8536	16.7527	11.0062
2.172567295166666	16.5923	16.4873	10.9283
2.151056813833334	16.3749	16.348	10.8131
2.1624336554999997	16.2225	16.0841	10.754
2.1605609586666663	15.9435	15.8312	10.6984
2.130143618833333	15.3934	15.702	10.629
2.180687575666667	15.3418	15.4437	10.4957
2.145108242166666	15.191	15.181	10.4872
2.1627956598333338	14.9418	15.0537	10.3945
2.14702677	14.8554	14.7982	10.3834
2.21783938	14.8554	14.7982	10.3834
2.23578014	14.8554	14.7982	10.3834
2.24333281	14.8554	14.7982	10.3834
2.21500713	14.8554	14.7982	10.3834
2.17157611	14.8554	14.7982	10.3834
2.16779978	14.8554	14.7982	10.3834
2.20084587	14.8554	14.7982	10.3834
2.2376683	14.8554	14.7982	10.3834
2.18101695	14.8554	14.7982	10.3834
2.17440836	14.8554	14.7982	10.3834
2.07338508	14.8554	14.7982	10.3834
2.11681609	14.8554	14.7982	10.3834
2.11020751	14.8554	14.7982	10.3834
2.20934263	14.8554	14.7982	10.3834
2.2225598	14.8554	14.7982	10.3834
2.11870426	14.8554	14.7982	10.3834
2.14702677	14.8554	14.7982	10.3834
2.18668145	14.8554	14.7982	10.3834
2.16119119	14.8554	14.7982	10.3834
2.14891811	14.8554	14.7982	10.3834
2.12342468	14.8554	14.7982	10.3834
2.14419452	14.8554	14.7982	10.3834
2.24144464	14.8554	14.7982	10.3834
2.19140504	14.8554	14.7982	10.3834
2.2225598	14.8554	14.7982	10.3834
2.25088547	14.7131	14.7982	10.3834
2.08754633	14.7131	14.7982	10.3834
2.095099	14.7131	14.7982	10.3834
2.20462221	14.7131	14.7982	10.3834
2.22539205	14.7131	14.7982	10.3834
2.21972755	14.7131	14.7982	10.3834
2.13192143	14.7131	14.7982	10.3834
2.20178996	14.7131	14.7982	10.3834
2.21783938	14.7131	14.7982	10.3834
2.23578014	14.7131	14.7982	10.3834
2.15835894	14.7131	14.6704	10.3834
2.20462221	14.7131	14.6704	10.3834
2.15552669	14.7131	14.6704	10.3834
2.14986219	14.7131	14.6704	10.3834
2.1394741	14.7131	14.6704	10.3834
2.18762553	14.7131	14.6704	10.3834
2.14702677	14.7131	14.6704	10.3834
2.2168953	14.7131	14.6704	10.3834
2.16307936	14.7131	14.6704	10.3834
2.20178996	14.7131	14.6704	10.3834
2.15175036	14.7131	14.6704	10.3292
2.1725202	14.7131	14.6704	10.3292
2.13003326	14.7131	14.6704	10.3292
2.16119119	14.7131	14.6704	10.3292
2.17346428	14.7131	14.6704	10.3292
2.09698717	14.7131	14.6704	10.3292
2.21123079	14.7131	14.6704	10.3292
2.11492793	14.7131	14.6704	10.3292
2.15552669	14.7131	14.6704	10.3292
2.13664185	14.7131	14.6704	10.3292
2.12908918	14.7131	14.6704	10.3292
2.15175036	14.7131	14.6704	10.3292
2.14230635	14.7131	14.6704	10.3292
2.13475368	14.7131	14.6704	10.3292
2.19234912	14.7131	14.6704	10.3292
2.20367812	14.7131	14.6704	10.3292
2.14797085	14.7131	14.6704	10.3292
2.16402344	14.7131	14.6704	10.3292
2.19706954	14.7131	14.6704	10.3292
2.2225598	14.7131	14.6704	10.3292
2.23483605	14.7131	14.6704	10.3292
2.11964834	14.7131	14.6704	10.3292
2.1007635	14.7131	14.6704	10.3292
2.14041818	14.7131	14.6704	10.3292
2.18668145	14.7131	14.6704	10.3292
2.16496753	14.7131	14.6704	10.3292
2.14230635	14.7131	14.6704	10.3292
2.22161571	14.7131	14.6704	10.3292
2.20839854	14.7131	14.6704	10.3292
2.13664185	14.7131	14.6704	10.3292
2.11870426	14.5729	14.6704	10.3292
2.16968795	14.5729	14.6704	10.3292
2.15175036	14.5729	14.6704	10.3292
2.16874386	14.5729	14.6704	10.3292
2.13853002	14.5729	14.6704	10.3292
2.14608269	14.5729	14.6704	10.3292
2.08849042	14.5729	14.6704	10.3292
2.12531285	14.5729	14.6704	10.3292
2.14986219	14.5729	14.6704	10.3292
2.14986219	14.5729	14.5423	10.3292
2.19140504	14.5729	14.5423	10.3292
2.2669349	14.5729	14.5423	10.3292
2.19140504	14.5729	14.5423	10.3292
2.14419452	14.5729	14.5423	10.3292
2.15458261	14.5729	14.5423	10.3292
2.17724061	14.5729	14.5423	10.3292
2.08471408	14.5729	14.5423	10.3292
2.07149691	14.5729	14.5423	10.3292
2.08754633	14.5729	14.5423	10.3292
2.07338508	14.5729	14.5423	10.3292
2.095099	14.5729	14.5423	10.3296
2.16591161	14.5729	14.5423	10.3296
2.11020751	14.5729	14.5423	10.3296
2.09698717	14.5729	14.5423	10.3296
2.09981942	14.5729	14.5423	10.3296
2.15458261	14.5729	14.5423	10.3296
2.20084587	14.5729	14.5423	10.3296
2.15458261	14.5729	14.5423	10.3296
2.15269444	14.5729	14.5423	10.3296
2.14608269	14.5729	14.5423	10.3296
2.15458261	14.5729	14.5423	10.3296
2.10170759	14.5729	14.5423	10.3296
2.24805322	14.5729	14.5423	10.3296
2.26127039	14.5729	14.5423	10.3296
