Initial Temperature (K)	0.0277395
Resistor	201600.0	Excitation Current (A)	6.12e-08
Axis 1,2	x,z
Angle	0
Field (T)	Current (A)	Resistance (Ohms)	Actual X-Field	Actual Y-Field	Actual Z-Field	Compliance Pass
-0.02	-8.433e-05	0.5939085	-0.02	0.0	-0.0	True
-0.02	-8.185e-05	0.59156993	-0.02	0.0	-0.0	True
-0.02	-7.937e-05	0.51579739	-0.02	-0.0	0.0001	True
-0.02	-7.688e-05	0.58416732	-0.02	-0.0	-0.0	True
-0.02	-7.44e-05	0.54404248	-0.02	0.0	0.0	True
-0.02	-7.192e-05	0.62176275	-0.02	0.0	0.0	True
-0.02	-6.944e-05	0.49904575	-0.02	-0.0	-0.0001	True
-0.02	-6.696e-05	0.6149451	-0.02	-0.0	-0.0	True
-0.02	-6.448e-05	0.56079346	-0.02	0.0	0.0	True
-0.02	-6.2e-05	0.58280458	-0.02	0.0	0.0	True
-0.02	-5.952e-05	0.55923595	-0.02	0.0	0.0001	True
-0.02	-5.704e-05	0.57326144	-0.02	0.0	0.0	True
-0.02	-5.456e-05	0.5707281	-0.02	0.0	0.0001	True
-0.02	-5.208e-05	0.51930392	-0.02	0.0	-0.0	True
-0.02	-4.96e-05	0.6186451	-0.02	0.0	0.0	True
-0.02	-4.712e-05	0.53079739	-0.02	0.0	-0.0	True
-0.02	-4.464e-05	0.57442876	-0.02	-0.0	-0.0001	True
-0.02	-4.216e-05	0.58416797	-0.02	-0.0	0.0	True
-0.02	-3.968e-05	0.60617908	-0.02	0.0	-0.0	True
-0.02	-3.72e-05	0.59234837	-0.02	0.0	0.0001	True
-0.02	-3.472e-05	0.53800327	-0.02	0.0	-0.0	True
-0.02	-3.224e-05	0.59079085	-0.02	-0.0	0.0	True
-0.02	-2.976e-05	0.56449477	-0.02	-0.0	0.0001	True
-0.02	-2.728e-05	0.59001176	-0.02	0.0	0.0	True
-0.02	-2.48e-05	0.60072549	-0.02	-0.0	0.0001	True
-0.02	-2.232e-05	0.63812484	-0.02	0.0	-0.0	True
-0.02	-1.984e-05	0.59780261	-0.02	-0.0	0.0	True
-0.02	-1.959e-05	0.67454902	-0.02	0.0	-0.0	True
-0.02	-1.935e-05	0.57579281	-0.02	0.0	0.0001	True
-0.02	-1.91e-05	0.64766928	-0.02	0.0	-0.0001	True
-0.02	-1.885e-05	0.59293399	-0.02	0.0	-0.0	True
-0.02	-1.86e-05	0.61728235	-0.02	0.0	0.0001	True
-0.02	-1.835e-05	0.64357778	-0.02	-0.0	0.0	True
-0.02	-1.811e-05	0.61825621	-0.02	0.0	0.0001	True
-0.02	-1.786e-05	0.60267255	-0.02	0.0	0.0	True
-0.02	-1.761e-05	0.57403987	-0.02	-0.0	-0.0001	True
-0.02	-1.736e-05	0.71428497	-0.02	0.0	0.0	True
-0.02	-1.711e-05	0.67902876	-0.02	0.0	0.0001	True
-0.02	-1.687e-05	0.66851046	-0.02	0.0	0.0001	True
-0.02	-1.662e-05	0.63481307	-0.02	0.0	-0.0	True
-0.02	-1.637e-05	0.70259804	-0.02	0.0	-0.0	True
-0.02	-1.612e-05	0.60247843	-0.02	-0.0	-0.0001	True
-0.02	-1.587e-05	0.63150131	-0.02	-0.0	-0.0001	True
-0.02	-1.562e-05	0.6050098	-0.02	0.0	0.0	True
-0.02	-1.538e-05	0.73999673	-0.02	0.0	0.0001	True
-0.02	-1.513e-05	0.70181961	-0.02	-0.0	-0.0	True
-0.02	-1.488e-05	0.62935948	-0.02	0.0	-0.0	True
-0.02	-1.463e-05	0.77213725	-0.02	0.0	-0.0	True
-0.02	-1.438e-05	0.72460915	-0.02	0.0	-0.0001	True
-0.02	-1.414e-05	0.77642353	-0.02	0.0	-0.0	True
-0.02	-1.389e-05	0.75363268	-0.02	0.0	-0.0001	True
-0.02	-1.364e-05	0.72149281	-0.02	0.0	-0.0	True
-0.02	-1.339e-05	0.71662353	-0.02	0.0	-0.0001	True
-0.02	-1.314e-05	0.73707582	-0.02	-0.0	0.0001	True
-0.02	-1.29e-05	0.82726209	-0.02	0.0	-0.0	True
-0.02	-1.265e-05	0.8109	-0.02	0.0	-0.0001	True
-0.02	-1.24e-05	0.82570392	-0.02	-0.0	0.0	True
-0.02	-1.215e-05	0.8200549	-0.02	0.0	0.0	True
-0.02	-1.19e-05	0.90186601	-0.02	0.0	0.0001	True
-0.02	-1.166e-05	1.00062353	-0.02	0.0	0.0	True
-0.02	-1.141e-05	0.9793915	-0.02	0.0	0.0	True
-0.02	-1.116e-05	1.14106667	-0.02	0.0	0.0	True
-0.02	-1.091e-05	1.15801242	-0.02	-0.0	0.0	True
-0.02	-1.066e-05	1.19268497	-0.02	0.0	0.0001	True
-0.02	-1.042e-05	1.20651503	-0.02	0.0	0.0	True
-0.02	-1.017e-05	1.24177124	-0.02	0.0	0.0001	True
-0.02	-9.92e-06	1.25092614	-0.02	-0.0	-0.0	True
-0.02	-9.67e-06	1.27410523	-0.02	0.0	0.0	True
-0.02	-9.42e-06	1.29553203	-0.02	-0.0	-0.0	True
-0.02	-9.18e-06	1.29299935	-0.02	0.0	0.0	True
-0.02	-8.93e-06	1.19463333	-0.02	0.0	0.0001	True
-0.02	-8.68e-06	1.09334379	-0.02	0.0	-0.0	True
-0.02	-8.43e-06	1.00822026	-0.02	-0.0	0.0	True
-0.02	-8.18e-06	1.00042941	-0.02	0.0	0.0	True
-0.02	-7.94e-06	0.93731634	-0.02	0.0	0.0	True
-0.02	-7.69e-06	0.7181817	-0.02	0.0	-0.0	True
-0.02	-7.44e-06	0.66578366	-0.02	0.0	-0.0	True
-0.02	-7.19e-06	0.59332288	-0.02	-0.0	-0.0	True
-0.02	-6.94e-06	0.5337183	-0.02	0.0	0.0	True
-0.02	-6.7e-06	0.34126752	-0.02	0.0	0.0	True
-0.02	-6.45e-06	0.28711693	-0.02	0.0	-0.0	True
-0.02	-6.2e-06	0.17024431	-0.02	-0.0	0.0	True
-0.02	-5.95e-06	0.17511392	-0.02	0.0	-0.0001	True
-0.02	-5.7e-06	0.12213176	-0.02	0.0	-0.0001	True
-0.02	-5.46e-06	0.03720442	-0.02	0.0	-0.0	True
-0.02	-5.21e-06	-0.02298495	-0.02	-0.0	0.0	True
-0.02	-4.96e-06	-0.00038956	-0.02	0.0	0.0001	True
-0.02	-2.48e-06	0.02649114	-0.02	0.0	0.0	True
-0.02	0.0	-0.06681216	-0.02	0.0	0.0	True
-0.02	2.48e-06	0.03642522	-0.02	0.0	-0.0	True
-0.02	4.96e-06	0.04324286	-0.02	0.0	-0.0	True
-0.02	7.44e-06	0.68662614	-0.02	0.0	-0.0	True
-0.02	7.65e-06	0.78771895	-0.02	0.0	-0.0001	True
-0.02	7.85e-06	0.85686928	-0.02	-0.0	-0.0	True
-0.02	8.06e-06	0.86329739	-0.02	0.0	-0.0	True
-0.02	8.27e-06	0.91063007	-0.02	-0.0	-0.0	True
-0.02	8.47e-06	1.02166144	-0.02	0.0	0.0	True
-0.02	8.68e-06	1.01523399	-0.02	0.0	0.0001	True
-0.02	8.89e-06	1.06626863	-0.02	0.0	0.0	True
-0.02	9.09e-06	1.08185098	-0.02	0.0	-0.0	True
-0.02	9.3e-06	1.13970327	-0.02	0.0	-0.0001	True
-0.02	9.51e-06	1.11438105	-0.02	0.0	-0.0	True
-0.02	9.71e-06	1.10308301	-0.02	0.0	0.0001	True
-0.02	9.92e-06	1.11048562	-0.02	0.0	0.0	True
-0.02	1.013e-05	1.07483922	-0.02	0.0	-0.0	True
-0.02	1.033e-05	1.07464444	-0.02	0.0	0.0	True
-0.02	1.054e-05	1.0715268	-0.02	0.0	0.0	True
-0.02	1.075e-05	1.06373595	-0.02	0.0	-0.0	True
-0.02	1.095e-05	1.02458301	-0.02	-0.0	-0.0	True
-0.02	1.116e-05	0.96653464	-0.02	0.0	0.0	True
-0.02	1.137e-05	1.00140327	-0.02	0.0	0.0001	True
-0.02	1.157e-05	0.9246549	-0.02	0.0	-0.0	True
-0.02	1.178e-05	0.89212614	-0.02	0.0	0.0	True
-0.02	1.199e-05	0.91705817	-0.02	0.0	-0.0	True
-0.02	1.219e-05	0.82804118	-0.02	0.0	-0.0	True
-0.02	1.24e-05	0.79960196	-0.02	-0.0	0.0	True
-0.02	1.261e-05	0.76824118	-0.02	0.0	0.0	True
-0.02	1.281e-05	0.8081732	-0.02	-0.0	0.0001	True
-0.02	1.302e-05	0.78791438	-0.02	-0.0	0.0	True
-0.02	1.323e-05	0.7419451	-0.02	-0.0	0.0001	True
-0.02	1.343e-05	0.76298235	-0.02	-0.0	-0.0	True
-0.02	1.364e-05	0.79005817	-0.02	0.0	-0.0001	True
-0.02	1.385e-05	0.72694641	-0.02	0.0	0.0	True
-0.02	1.405e-05	0.74408758	-0.02	0.0	0.0	True
-0.02	1.426e-05	0.6478634	-0.02	0.0	0.0001	True
-0.02	1.447e-05	0.72850458	-0.02	-0.0	-0.0	True
-0.02	1.467e-05	0.67104314	-0.02	-0.0	-0.0	True
-0.02	1.488e-05	0.68721046	-0.02	0.0	-0.0	True
-0.02	1.509e-05	0.74700915	-0.02	-0.0	-0.0	True
-0.02	1.529e-05	0.6689	-0.02	0.0	-0.0	True
-0.02	1.55e-05	0.69305425	-0.02	0.0	-0.0	True
-0.02	1.571e-05	0.68682092	-0.02	-0.0	0.0	True
-0.02	1.591e-05	0.67182157	-0.02	-0.0	0.0	True
-0.02	1.612e-05	0.69169085	-0.02	0.0	0.0001	True
-0.02	1.633e-05	0.66578431	-0.02	0.0	0.0001	True
-0.02	1.653e-05	0.71876601	-0.02	0.0	-0.0	True
-0.02	1.674e-05	0.64766863	-0.02	0.0	0.0	True
-0.02	1.695e-05	0.7209085	-0.02	0.0	0.0001	True
-0.02	1.715e-05	0.68136601	-0.02	0.0	0.0001	True
-0.02	1.736e-05	0.65799216	-0.02	-0.0	0.0001	True
-0.02	1.757e-05	0.68740523	-0.02	0.0	0.0	True
-0.02	1.777e-05	0.6291634	-0.02	0.0	-0.0001	True
-0.02	1.798e-05	0.65682353	-0.02	0.0	-0.0	True
-0.02	1.819e-05	0.5985817	-0.02	0.0	0.0001	True
-0.02	1.839e-05	0.65448627	-0.02	0.0	-0.0	True
-0.02	1.86e-05	0.66364183	-0.02	0.0	0.0	True
-0.02	1.881e-05	0.63383922	-0.02	0.0	0.0001	True
-0.02	1.901e-05	0.71876601	-0.02	-0.0	0.0	True
-0.02	1.922e-05	0.62526797	-0.02	0.0	-0.0	True
-0.02	1.943e-05	0.68818431	-0.02	0.0	-0.0	True
-0.02	1.963e-05	0.60150392	-0.02	0.0	-0.0001	True
-0.02	1.984e-05	0.56352092	-0.02	-0.0	-0.0	True
-0.02	2.232e-05	0.56780588	-0.02	0.0	0.0001	True
-0.02	2.48e-05	0.60890588	-0.02	0.0	-0.0	True
-0.02	2.728e-05	0.60773725	-0.02	-0.0	-0.0	True
-0.02	2.976e-05	0.57871438	-0.02	0.0	-0.0	True
-0.02	3.224e-05	0.57715556	-0.02	0.0	-0.0001	True
-0.02	3.472e-05	0.57929869	-0.02	-0.0	-0.0	True
-0.02	3.72e-05	0.61513922	-0.02	0.0	0.0	True
-0.02	3.968e-05	0.54969085	-0.02	-0.0	0.0	True
-0.02	4.216e-05	0.53157647	-0.02	-0.0	0.0001	True
-0.02	4.464e-05	0.5629366	-0.02	0.0	0.0	True
-0.02	4.712e-05	0.54910654	-0.02	0.0	0.0	True
-0.02	4.96e-05	0.53975621	-0.02	-0.0	-0.0	True
-0.02	5.208e-05	0.62273529	-0.02	0.0	-0.0	True
-0.02	5.456e-05	0.50333007	-0.02	0.0	0.0	True
-0.02	5.704e-05	0.57793464	-0.02	0.0	0.0	True
-0.02	5.952e-05	0.53936667	-0.02	-0.0	0.0001	True
-0.02	6.2e-05	0.55475556	-0.02	0.0	0.0001	True
-0.02	6.448e-05	0.59975163	-0.02	-0.0	0.0	True
-0.02	6.696e-05	0.50002026	-0.02	0.0	0.0001	True
-0.02	6.944e-05	0.67396471	-0.02	0.0	0.0	True
-0.02	7.192e-05	0.57598758	-0.02	0.0	-0.0	True
-0.02	7.44e-05	0.50118824	-0.02	0.0	-0.0	True
-0.02	7.688e-05	0.63130588	-0.02	-0.0	-0.0	True
-0.02	7.937e-05	0.52086209	-0.02	0.0	0.0	True
-0.02	8.185e-05	0.56800131	-0.02	0.0	0.0001	True
-0.02	8.433e-05	0.57813007	-0.02	0.0	0.0	True
-0.02	8.681e-05	0.59760784	-0.02	0.0	0.0	True
-0.02	8.929e-05	0.63812418	-0.02	0.0	-0.0	True
-0.02	9.177e-05	0.57248039	-0.02	-0.0	0.0	True
-0.02	9.425e-05	0.56254706	-0.02	0.0	-0.0001	True
-0.02	9.673e-05	0.70006601	-0.02	0.0	0.0	True
-0.02	9.921e-05	0.5122915	-0.02	0.0	0.0	True
-0.02	0.00010169	0.57481765	-0.02	-0.0	0.0	True
-0.02	0.00010417	0.52222549	-0.02	-0.0	0.0001	True
-0.02	0.00010665	0.55475556	-0.02	0.0	0.0	True
-0.02	0.00010913	0.64026667	-0.02	0.0	-0.0	True
-0.02	0.00011161	0.53683464	-0.02	0.0	0.0	True
-0.02	0.00011409	0.56098889	-0.02	0.0	0.0001	True
-0.02	0.00011657	0.51248562	-0.02	0.0	0.0001	True
-0.02	0.00011905	0.54618431	-0.02	0.0	0.0	True
-0.02	0.00012153	0.64474706	-0.02	0.0	-0.0001	True
-0.02	0.00012401	0.59624575	-0.02	0.0	-0.0	True
-0.02	0.00012649	0.59449216	-0.02	0.0	0.0	True
-0.02	0.00012897	0.63189085	-0.02	0.0	0.0001	True
-0.02	0.00013145	0.59449216	-0.02	-0.0	0.0	True
-0.02	0.00013393	0.68604183	-0.02	-0.0	-0.0	True
-0.02	0.00013641	0.57540261	-0.02	-0.0	-0.0	True
-0.02	0.00013889	0.55884575	-0.02	0.0	-0.0	True
-0.02	0.00014137	0.59429739	-0.02	-0.0	-0.0	True
-0.02	0.00014385	0.60208824	-0.02	0.0	0.0	True
-0.02	0.00014633	0.55085948	-0.02	0.0	0.0	True
-0.02	0.00014881	0.54657386	-0.02	0.0	0.0001	True
-0.02	0.00015129	0.6186451	-0.02	-0.0	0.0001	True
-0.02	0.00015377	0.68097712	-0.02	-0.0	0.0	True
-0.02	0.00015625	0.63228039	-0.02	0.0	0.0001	True
-0.02	0.00015873	0.52767974	-0.02	0.0	-0.0	True
-0.02	0.00016121	0.64727908	-0.02	0.0	0.0	True
-0.02	0.00016369	0.60832157	-0.02	0.0	0.0001	True
-0.02	0.00016617	0.61338627	-0.02	0.0	-0.0	True
-0.02	0.00016865	0.55709281	-0.02	-0.0	-0.0	True
-0.02	0.00017113	0.54306797	-0.02	-0.0	0.0001	True
-0.02	0.00017361	0.57715556	-0.02	0.0	0.0001	True
-0.02	0.00017609	0.64435752	-0.02	-0.0	0.0	True
-0.02	0.00017857	0.57267712	-0.02	0.0	-0.0	True
-0.02	0.00018105	0.59410261	-0.02	0.0	-0.0	True
-0.02	0.00018353	0.55572941	-0.02	-0.0	0.0	True
-0.02	0.00018601	0.58202549	-0.02	0.0	-0.0	True
-0.02	0.00018849	0.56098824	-0.02	-0.0	0.0	True
-0.02	0.00019097	0.56313072	-0.02	-0.0	0.0	True
-0.02	0.00019345	0.65078497	-0.02	-0.0	0.0	True
-0.02	0.00019593	0.63091699	-0.02	0.0	-0.0001	True
-0.02	0.00019841	0.55981961	-0.02	0.0	-0.0001	True
-0.02	0.00020089	0.59780392	-0.02	0.0	-0.0	True
-0.02	0.00020337	0.60520588	-0.02	0.0	0.0001	True
-0.02	0.00020585	0.66266732	-0.02	-0.0	0.0001	True
-0.02	0.00020833	0.54754837	-0.02	0.0	0.0	True
-0.02	0.00021081	0.51988824	-0.02	-0.0	0.0	True
-0.02	0.00021329	0.59468627	-0.02	0.0	0.0001	True
-0.02	0.00021577	0.52281046	-0.02	-0.0	-0.0	True
-0.02	0.00021825	0.60384118	-0.02	-0.0	-0.0	True
-0.02	0.00022073	0.54404183	-0.02	0.0	-0.0001	True
-0.02	0.00022321	0.58981699	-0.02	0.0	-0.0	True
-0.02	0.00022569	0.62818954	-0.02	-0.0	-0.0	True
-0.02	0.00022817	0.55144444	-0.02	0.0	0.0	True
-0.02	0.00023065	0.61942418	-0.02	0.0	0.0	True
-0.02	0.00023313	0.64104575	-0.02	0.0	-0.0	True
-0.02	0.00023562	0.68428889	-0.02	-0.0	-0.0	True
-0.02	0.0002381	0.52923856	-0.02	0.0	-0.0	True
-0.02	0.00024058	0.58845294	-0.02	0.0	-0.0	True
-0.02	0.00024306	0.59156928	-0.02	-0.0	0.0001	True
-0.02	0.00024554	0.56274118	-0.02	0.0	-0.0	True
-0.02	0.00024802	0.62137255	-0.02	0.0	-0.0001	True
-0.02	0.0002505	0.50995425	-0.02	0.0	0.0	True
-0.02	0.00025298	0.60734771	-0.02	-0.0	0.0001	True
-0.02	0.00025546	0.63539739	-0.02	-0.0	-0.0	True
-0.02	0.00025794	0.63695556	-0.02	0.0	0.0	True
-0.02	0.00026042	0.6620817	-0.02	-0.0	-0.0	True
-0.02	0.0002629	0.53683595	-0.02	-0.0	-0.0	True
-0.02	0.00026538	0.59293399	-0.02	0.0	-0.0	True
-0.02	0.00026786	0.56683203	-0.02	0.0	-0.0	True
-0.02	0.00027034	0.48852745	-0.02	0.0	-0.0	True
-0.02	0.00027282	0.63208497	-0.02	0.0	-0.0	True
-0.02	0.0002753	0.58650588	-0.02	-0.0	0.0	True
-0.02	0.00027778	0.54988562	-0.02	0.0	-0.0	True
-0.02	0.00028026	0.61903529	-0.02	0.0	-0.0001	True
-0.02	0.00028274	0.64669412	-0.02	0.0	-0.0001	True
-0.02	0.00028522	0.5962451	-0.02	-0.0	0.0	True
-0.02	0.0002877	0.56702745	-0.02	-0.0	0.0001	True
-0.02	0.00029018	0.66500458	-0.02	-0.0	0.0	True
-0.02	0.00029266	0.58728497	-0.02	0.0	-0.0001	True
-0.02	0.00029514	0.62604706	-0.02	-0.0	0.0001	True
-0.02	0.00029762	0.57384379	-0.02	-0.0	0.0001	True
-0.02	0.0003001	0.6264366	-0.02	0.0	-0.0	True
-0.02	0.00030258	0.56176797	-0.02	0.0	-0.0	True
-0.02	0.00030506	0.62974837	-0.02	-0.0	0.0	True
-0.02	0.00030754	0.55728758	-0.02	0.0	-0.0	True
-0.02	0.00031002	0.5765719	-0.02	0.0	-0.0	True
-0.02	0.0003125	0.61884052	-0.02	0.0	0.0	True
-0.02	0.00031498	0.52748562	-0.02	0.0	-0.0	True
-0.02	0.00031746	0.59721895	-0.02	-0.0	0.0001	True
-0.02	0.00031994	0.58806471	-0.02	0.0	-0.0	True
-0.02	0.00032242	0.65390261	-0.02	0.0	-0.0	True
-0.0198	-0.00019841	0.71818235	-0.0198	-0.0	0.0001	True
-0.0198	-0.00019593	0.59117974	-0.0198	0.0	-0.0	True
-0.0198	-0.00019345	0.65312222	-0.0198	-0.0	0.0	True
-0.0198	-0.00019097	0.65078562	-0.0198	-0.0	-0.0001	True
-0.0198	-0.00018849	0.49339673	-0.0198	-0.0	-0.0001	True
-0.0198	-0.00018601	0.62974837	-0.0198	0.0	-0.0	True
-0.0198	-0.00018353	0.52748497	-0.0198	-0.0	0.0	True
-0.0198	-0.00018105	0.58416863	-0.0198	-0.0	0.0	True
-0.0198	-0.00017857	0.54228889	-0.0198	-0.0	-0.0	True
-0.0198	-0.00017609	0.57773987	-0.0198	0.0	-0.0	True
-0.0198	-0.00017361	0.55007974	-0.0198	0.0	-0.0001	True
-0.0198	-0.00017113	0.57131176	-0.0198	0.0	-0.0001	True
-0.0198	-0.00016865	0.60695882	-0.0198	-0.0	0.0	True
-0.0198	-0.00016617	0.62059281	-0.0198	-0.0	0.0	True
-0.0198	-0.00016369	0.55183464	-0.0198	0.0	0.0	True
-0.0198	-0.00016121	0.61475033	-0.0198	0.0	-0.0	True
-0.0198	-0.00015873	0.50274641	-0.0198	0.0	-0.0	True
-0.0198	-0.00015625	0.58903725	-0.0198	-0.0	-0.0	True
-0.0198	-0.00015377	0.58514183	-0.0198	0.0	0.0	True
-0.0198	-0.00015129	0.5360549	-0.0198	-0.0	0.0001	True
-0.0198	-0.00014881	0.56176863	-0.0198	0.0	0.0001	True
-0.0198	-0.00014633	0.65546013	-0.0198	0.0	0.0	True
-0.0198	-0.00014385	0.55202876	-0.0198	-0.0	-0.0001	True
-0.0198	-0.00014137	0.66344641	-0.0198	0.0	-0.0001	True
-0.0198	-0.00013889	0.54072941	-0.0198	-0.0	0.0001	True
-0.0198	-0.00013641	0.52904379	-0.0198	0.0	-0.0001	True
-0.0198	-0.00013393	0.63792941	-0.0198	0.0	-0.0001	True
-0.0198	-0.00013145	0.583	-0.0198	-0.0	-0.0	True
-0.0198	-0.00012897	0.56975425	-0.0198	0.0	-0.0001	True
-0.0198	-0.00012649	0.57072745	-0.0198	-0.0	-0.0	True
-0.0198	-0.00012401	0.60890588	-0.0198	-0.0	0.0	True
-0.0198	-0.00012153	0.58241503	-0.0198	0.0	-0.0001	True
-0.0198	-0.00011905	0.58202549	-0.0198	-0.0	0.0	True
-0.0198	-0.00011657	0.54949608	-0.0198	-0.0	0.0	True
-0.0198	-0.00011409	0.58475294	-0.0198	0.0	-0.0	True
-0.0198	-0.00011161	0.58416797	-0.0198	0.0	0.0001	True
-0.0198	-0.00010913	0.55124837	-0.0198	0.0	0.0	True
-0.0198	-0.00010665	0.70240261	-0.0198	0.0	0.0	True
-0.0198	-0.00010417	0.53547059	-0.0198	0.0	0.0	True
-0.0198	-0.00010169	0.56605294	-0.0198	-0.0	-0.0001	True
-0.0198	-9.921e-05	0.60656863	-0.0198	-0.0	-0.0001	True
-0.0198	-9.673e-05	0.50722614	-0.0198	0.0	-0.0	True
-0.0198	-9.425e-05	0.60987974	-0.0198	0.0	-0.0001	True
-0.0198	-9.177e-05	0.54637974	-0.0198	0.0	0.0	True
-0.0198	-8.929e-05	0.58786863	-0.0198	-0.0	0.0001	True
-0.0198	-8.681e-05	0.50508366	-0.0198	0.0	0.0	True
-0.0198	-8.433e-05	0.56683268	-0.0198	0.0	0.0	True
-0.0198	-8.185e-05	0.62254183	-0.0198	-0.0	-0.0	True
-0.0198	-7.937e-05	0.51112222	-0.0198	0.0	0.0	True
-0.0198	-7.688e-05	0.62332026	-0.0198	0.0	-0.0	True
-0.0198	-7.44e-05	0.58689477	-0.0198	0.0	-0.0001	True
-0.0198	-7.192e-05	0.5907902	-0.0198	-0.0	0.0	True
-0.0198	-6.944e-05	0.51521373	-0.0198	0.0	0.0	True
-0.0198	-6.696e-05	0.64065621	-0.0198	-0.0	0.0	True
-0.0198	-6.448e-05	0.50099346	-0.0198	0.0	-0.0	True
-0.0198	-6.2e-05	0.58319477	-0.0198	0.0	-0.0001	True
-0.0198	-5.952e-05	0.53897712	-0.0198	0.0	-0.0	True
-0.0198	-5.704e-05	0.58066275	-0.0198	0.0	-0.0001	True
-0.0198	-5.456e-05	0.56001438	-0.0198	0.0	-0.0	True
-0.0198	-5.208e-05	0.63111176	-0.0198	0.0	0.0	True
-0.0198	-4.96e-05	0.56449477	-0.0198	0.0	-0.0	True
-0.0198	-4.712e-05	0.54423725	-0.0198	0.0	-0.0	True
-0.0198	-4.464e-05	0.58572549	-0.0198	0.0	0.0	True
-0.0198	-4.216e-05	0.62078758	-0.0198	0.0	0.0001	True
-0.0198	-3.968e-05	0.57053268	-0.0198	0.0	-0.0	True
-0.0198	-3.72e-05	0.65176013	-0.0198	0.0	0.0001	True
-0.0198	-3.472e-05	0.59429608	-0.0198	0.0	-0.0	True
-0.0198	-3.224e-05	0.62487974	-0.0198	0.0	-0.0	True
-0.0198	-2.976e-05	0.56274118	-0.0198	-0.0	0.0001	True
-0.0198	-2.728e-05	0.57715621	-0.0198	0.0	0.0	True
-0.0198	-2.48e-05	0.66188758	-0.0198	-0.0	0.0	True
-0.0198	-2.232e-05	0.67260131	-0.0198	0.0	0.0	True
-0.0198	-1.984e-05	0.64046144	-0.0198	0.0	0.0001	True
-0.0198	-1.959e-05	0.63987712	-0.0198	-0.0	0.0001	True
-0.0198	-1.935e-05	0.67883464	-0.0198	-0.0	-0.0	True
-0.0198	-1.91e-05	0.64182484	-0.0198	-0.0	-0.0	True
-0.0198	-1.885e-05	0.72480392	-0.0198	0.0	-0.0	True
