Initial Temperature (K)	0.0250421
Resistor	201600.0	Excitation Current (A)	6.12e-08
Axis 1,2	x,z
Angle	0
Field (T)	Current (A)	Resistance (Ohms)	Actual X-Field	Actual Y-Field	Actual Z-Field	Compliance Pass
-0.02	-2.183e-05	0.86368693	-0.02	-0.0	0.0	True
-0.02	-2.158e-05	0.91394183	-0.02	-0.0	-0.0	True
-0.02	-2.133e-05	0.8611549	-0.02	0.0	0.0001	True
-0.02	-2.108e-05	0.89855425	-0.02	0.0	-0.0	True
-0.02	-2.083e-05	0.90283856	-0.02	0.0	-0.0	True
-0.02	-2.059e-05	1.00724706	-0.02	0.0	-0.0	True
-0.02	-2.034e-05	1.1272366	-0.02	-0.0	0.0001	True
-0.02	-2.009e-05	1.36585098	-0.02	-0.0	-0.0	True
-0.02	-1.984e-05	1.52401634	-0.02	-0.0	0.0001	True
-0.02	-1.959e-05	1.83820784	-0.02	-0.0	0.0001	True
-0.02	-1.935e-05	2.25505752	-0.02	0.0	-0.0	True
-0.02	-1.91e-05	2.3886817	-0.02	-0.0	0.0	True
-0.02	-1.885e-05	2.78137059	-0.02	0.0	-0.0	True
-0.02	-1.86e-05	3.00634902	-0.02	-0.0	-0.0001	True
-0.02	-1.835e-05	3.23833725	-0.02	0.0	0.0001	True
-0.02	-1.811e-05	3.60940523	-0.02	0.0	-0.0	True
-0.02	-1.786e-05	3.82114379	-0.02	0.0	-0.0	True
-0.02	-1.761e-05	3.59518301	-0.02	0.0	0.0	True
-0.02	-1.736e-05	2.93583595	-0.02	0.0	-0.0001	True
-0.02	-1.711e-05	2.12805556	-0.02	0.0	-0.0	True
-0.02	-1.687e-05	1.3450085	-0.02	-0.0	-0.0	True
-0.02	-1.662e-05	0.82550915	-0.02	0.0	0.0	True
-0.02	-1.637e-05	0.43087026	-0.02	0.0	-0.0	True
-0.02	-1.612e-05	0.13615654	-0.02	-0.0	-0.0	True
-0.02	-1.587e-05	0.07596703	-0.02	0.0	-0.0	True
-0.02	-1.562e-05	0.06389031	-0.02	-0.0	-0.0	True
-0.02	-1.538e-05	-0.00214262	-0.02	-0.0	-0.0	True
-0.02	-1.513e-05	0.02356925	-0.02	0.0	-0.0	True
-0.02	-1.488e-05	-0.01577778	-0.02	0.0	-0.0	True
-0.02	-1.463e-05	-0.03778886	-0.02	-0.0	-0.0	True
-0.02	-1.438e-05	-0.04791762	-0.02	0.0	0.0	True
-0.02	-1.414e-05	0.00311661	-0.02	-0.0	0.0	True
-0.02	-1.389e-05	0.01986837	-0.02	-0.0	-0.0001	True
-0.02	-1.364e-05	0.01850474	-0.02	-0.0	0.0	True
-0.02	-1.339e-05	0.03233475	-0.02	0.0	0.0	True
-0.02	-1.314e-05	0.03252951	-0.02	-0.0	0.0	True
-0.02	-1.29e-05	0.00233743	-0.02	0.0	-0.0	True
-0.02	-1.265e-05	0.01402471	-0.02	0.0	-0.0	True
-0.02	-1.24e-05	-0.07733065	-0.02	-0.0	-0.0	True
-0.02	-1.215e-05	-0.00759673	-0.02	0.0	0.0	True
-0.02	-1.19e-05	0.03837316	-0.02	-0.0	-0.0001	True
-0.02	-1.166e-05	-0.05493007	-0.02	0.0	-0.0	True
-0.02	-1.141e-05	0.01207688	-0.02	0.0	0.0	True
-0.02	-1.116e-05	-0.02064751	-0.02	0.0	0.0	True
-0.02	-1.091e-05	-0.02376403	-0.02	0.0	-0.0	True
-0.02	-1.066e-05	0.01480385	-0.02	0.0	0.0001	True
-0.02	-1.042e-05	0.01344037	-0.02	-0.0	0.0	True
-0.02	-1.017e-05	-0.01421955	-0.02	-0.0	0.0	True
-0.02	-9.92e-06	0.01830998	-0.02	-0.0	-0.0001	True
-0.02	7.44e-06	-0.09116055	-0.02	-0.0	0.0	True
-0.02	7.69e-06	-0.01889432	-0.02	-0.0	0.0001	True
-0.02	7.94e-06	0.00467492	-0.02	-0.0	0.0	True
-0.02	8.18e-06	-0.02843899	-0.02	0.0	-0.0001	True
-0.02	8.43e-06	-0.03330867	-0.02	0.0	0.0	True
-0.02	8.68e-06	-0.03272435	-0.02	0.0	-0.0	True
-0.02	8.93e-06	0.03214	-0.02	-0.0	0.0	True
-0.02	9.18e-06	-0.00818103	-0.02	0.0	-0.0	True
-0.02	9.42e-06	0.00175313	-0.02	0.0	-0.0	True
-0.02	9.67e-06	-0.01889434	-0.02	0.0	0.0	True
-0.02	9.92e-06	-0.02571193	-0.02	0.0	-0.0001	True
-0.02	1.017e-05	-0.01967354	-0.02	-0.0	0.0	True
-0.02	1.042e-05	-0.01499866	-0.02	0.0	-0.0	True
-0.02	1.066e-05	-0.0025322	-0.02	0.0	-0.0	True
-0.02	1.091e-05	-0.01869962	-0.02	-0.0	-0.0001	True
-0.02	1.116e-05	-0.02103707	-0.02	0.0	0.0	True
-0.02	1.141e-05	0.01772563	-0.02	0.0	0.0	True
-0.02	1.166e-05	0.04558025	-0.02	0.0	-0.0	True
-0.02	1.19e-05	0.0576572	-0.02	-0.0	-0.0	True
-0.02	1.215e-05	0.06973392	-0.02	0.0	0.0	True
-0.02	1.24e-05	0.1094706	-0.02	0.0	0.0	True
-0.02	1.265e-05	0.26023621	-0.02	0.0	-0.0	True
-0.02	1.29e-05	0.51560196	-0.02	-0.0	0.0001	True
-0.02	1.314e-05	0.8510268	-0.02	-0.0	-0.0	True
-0.02	1.339e-05	1.16502418	-0.02	0.0	-0.0001	True
-0.02	1.364e-05	1.49499346	-0.02	0.0	-0.0001	True
-0.02	1.389e-05	1.52557451	-0.02	0.0	0.0	True
-0.02	1.414e-05	1.63679739	-0.02	0.0	-0.0	True
-0.02	1.438e-05	1.7077	-0.02	0.0	0.0	True
-0.02	1.463e-05	1.8534	-0.02	-0.0	0.0	True
-0.02	1.488e-05	1.71120719	-0.02	0.0	0.0	True
-0.02	1.513e-05	1.9108634	-0.02	0.0	0.0001	True
-0.02	1.538e-05	1.94514641	-0.02	-0.0	-0.0	True
-0.02	1.562e-05	1.87521699	-0.02	-0.0	-0.0	True
-0.02	1.587e-05	1.90579804	-0.02	0.0	0.0	True
-0.02	1.612e-05	1.7671098	-0.02	0.0	-0.0	True
-0.02	1.637e-05	1.72834706	-0.02	0.0	0.0	True
-0.02	1.662e-05	1.61439804	-0.02	-0.0	-0.0	True
-0.02	1.687e-05	1.56044183	-0.02	-0.0	-0.0	True
-0.02	1.711e-05	1.30234967	-0.02	0.0	0.0	True
-0.02	1.736e-05	1.22755163	-0.02	-0.0	0.0	True
-0.02	1.761e-05	1.1340549	-0.02	0.0	-0.0	True
-0.02	1.786e-05	1.05185359	-0.02	0.0	0.0	True
-0.02	1.811e-05	1.02964771	-0.02	-0.0	-0.0001	True
-0.02	1.835e-05	0.93088758	-0.02	0.0	0.0001	True
-0.02	1.86e-05	0.86193464	-0.02	0.0	0.0	True
-0.02	1.885e-05	0.92309673	-0.02	0.0	0.0	True
-0.02	1.91e-05	0.85803725	-0.02	0.0	-0.0	True
-0.02	1.935e-05	0.88102222	-0.02	0.0	0.0001	True
-0.02	1.959e-05	0.82024902	-0.02	-0.0	-0.0	True
-0.02	1.984e-05	0.77914967	-0.02	0.0	-0.0	True
-0.02	2.009e-05	0.78713595	-0.02	-0.0	-0.0	True
-0.02	2.034e-05	0.79278431	-0.02	-0.0	-0.0	True
-0.02	2.059e-05	0.80895229	-0.02	-0.0	0.0	True
-0.02	2.083e-05	0.77505817	-0.02	0.0	-0.0	True
-0.02	2.108e-05	0.75947582	-0.02	-0.0	0.0	True
-0.02	2.133e-05	0.74954248	-0.02	-0.0	0.0001	True
-0.02	2.158e-05	0.78869346	-0.02	-0.0	-0.0001	True
-0.02	2.183e-05	0.73318039	-0.02	0.0	0.0	True
-0.02	2.207e-05	0.7103902	-0.02	0.0	-0.0001	True
-0.02	2.232e-05	0.75636013	-0.02	0.0	0.0	True
-0.02	2.257e-05	0.6753281	-0.02	-0.0	-0.0	True
-0.02	2.282e-05	0.7232451	-0.02	0.0	0.0	True
-0.02	2.307e-05	0.73142614	-0.02	0.0	-0.0	True
-0.02	2.331e-05	0.70552026	-0.02	0.0	0.0001	True
-0.02	2.356e-05	0.70610523	-0.02	0.0	-0.0	True
-0.02	2.381e-05	0.73298497	-0.02	-0.0	0.0	True
-0.02	2.406e-05	0.72675229	-0.02	0.0	0.0	True
-0.02	2.431e-05	0.67727582	-0.02	0.0	0.0	True
-0.02	2.455e-05	0.62059281	-0.02	0.0	0.0001	True
-0.02	2.48e-05	0.68837974	-0.02	-0.0	0.0	True
-0.02	2.505e-05	0.71116928	-0.02	-0.0	0.0001	True
-0.02	2.53e-05	0.64825359	-0.02	0.0	-0.0	True
-0.02	2.555e-05	0.67727582	-0.02	-0.0	0.0001	True
-0.02	2.579e-05	0.71058497	-0.02	-0.0	-0.0	True
-0.02	2.604e-05	0.68506732	-0.02	-0.0	-0.0	True
-0.02	2.629e-05	0.62702092	-0.02	-0.0	-0.0	True
-0.02	2.654e-05	0.63228039	-0.02	-0.0	0.0	True
-0.02	2.679e-05	0.70513007	-0.02	0.0	-0.0001	True
-0.02	2.703e-05	0.60910131	-0.02	-0.0	-0.0	True
-0.02	2.728e-05	0.63228039	-0.02	0.0	0.0	True
-0.0198	-2.48e-05	0.95971765	-0.0198	0.0	0.0	True
-0.0198	-2.455e-05	0.65643333	-0.0198	-0.0	-0.0	True
-0.0198	-2.431e-05	0.70279281	-0.0198	-0.0	0.0	True
-0.0198	-2.406e-05	0.66442026	-0.0198	-0.0	-0.0001	True
-0.0198	-2.381e-05	0.73337451	-0.0198	-0.0	-0.0	True
-0.0198	-2.356e-05	0.72032418	-0.0198	-0.0	0.0001	True
-0.0198	-2.331e-05	0.70785817	-0.0198	0.0	-0.0	True
-0.0198	-2.307e-05	0.72421961	-0.0198	0.0	0.0	True
-0.0198	-2.282e-05	0.7592817	-0.0198	-0.0	0.0	True
-0.0198	-2.257e-05	0.72012941	-0.0198	-0.0	-0.0	True
-0.0198	-2.232e-05	0.73532288	-0.0198	0.0	0.0001	True
-0.0198	-2.207e-05	0.71701307	-0.0198	-0.0	0.0	True
-0.0198	-2.183e-05	0.75519085	-0.0198	0.0	-0.0	True
-0.0198	-2.158e-05	0.74116601	-0.0198	-0.0	-0.0	True
-0.0198	-2.133e-05	0.73590719	-0.0198	0.0	-0.0	True
-0.0198	-2.108e-05	0.74545229	-0.0198	0.0	-0.0	True
-0.0198	-2.083e-05	0.82706667	-0.0198	0.0	-0.0001	True
-0.0198	-2.059e-05	0.83992288	-0.0198	-0.0	0.0	True
-0.0198	-2.034e-05	0.82219739	-0.0198	0.0	-0.0001	True
-0.0198	-2.009e-05	0.83018301	-0.0198	0.0	0.0	True
-0.0198	-1.984e-05	0.87887974	-0.0198	0.0	0.0	True
-0.0198	-1.959e-05	0.88628235	-0.0198	0.0	-0.0	True
-0.0198	-1.935e-05	0.87810065	-0.0198	-0.0	-0.0	True
-0.0198	-1.91e-05	0.86135033	-0.0198	0.0	-0.0	True
-0.0198	-1.885e-05	0.93731699	-0.0198	0.0	-0.0	True
-0.0198	-1.86e-05	1.00140261	-0.0198	0.0	0.0	True
-0.0198	-1.835e-05	1.10405621	-0.0198	0.0	0.0	True
-0.0198	-1.811e-05	1.16444118	-0.0198	0.0	-0.0	True
-0.0198	-1.786e-05	1.19560588	-0.0198	-0.0	-0.0001	True
-0.0198	-1.761e-05	1.39779412	-0.0198	0.0	-0.0001	True
-0.0198	-1.736e-05	1.44298497	-0.0198	0.0	0.0	True
-0.0198	-1.711e-05	1.65939281	-0.0198	-0.0	-0.0	True
-0.0198	-1.687e-05	1.77081046	-0.0198	-0.0	-0.0001	True
-0.0198	-1.662e-05	1.82067647	-0.0198	-0.0	-0.0001	True
-0.0198	-1.637e-05	1.93287386	-0.0198	0.0	-0.0	True
-0.0198	-1.612e-05	1.97358627	-0.0198	0.0	0.0	True
-0.0198	-1.587e-05	1.9472902	-0.0198	-0.0	0.0	True
-0.0198	-1.562e-05	1.93404118	-0.0198	0.0	-0.0001	True
-0.0198	-1.538e-05	1.9455366	-0.0198	0.0	0.0001	True
-0.0198	-1.513e-05	1.8534	-0.0198	0.0	-0.0	True
-0.0198	-1.488e-05	1.83177908	-0.0198	0.0	-0.0	True
-0.0198	-1.463e-05	1.63426601	-0.0198	0.0	-0.0	True
-0.0198	-1.438e-05	1.5528451	-0.0198	0.0	-0.0	True
-0.0198	-1.414e-05	1.35143529	-0.0198	0.0	0.0	True
-0.0198	-1.389e-05	1.20924183	-0.0198	-0.0	0.0	True
-0.0198	-1.364e-05	0.97004118	-0.0198	0.0	0.0	True
-0.0198	-1.339e-05	0.7483732	-0.0198	-0.0	-0.0001	True
-0.0198	-1.314e-05	0.59118105	-0.0198	0.0	0.0	True
-0.0198	-1.29e-05	0.35724065	-0.0198	-0.0	0.0001	True
-0.0198	-1.265e-05	0.26705399	-0.0198	0.0	-0.0	True
-0.0198	-1.24e-05	0.14063654	-0.0198	0.0	-0.0	True
-0.0198	-1.215e-05	0.05979974	-0.0198	-0.0	0.0	True
-0.0198	-1.19e-05	-0.02532237	-0.0198	0.0	0.0	True
-0.0198	-1.166e-05	-0.00525925	-0.0198	-0.0	-0.0	True
-0.0198	-1.141e-05	-0.01558299	-0.0198	-0.0	0.0	True
-0.0198	-1.116e-05	0.0348669	-0.0198	0.0	-0.0	True
-0.0198	-1.091e-05	0.0642798	-0.0198	-0.0	0.0	True
-0.0198	-1.066e-05	-0.00681756	-0.0198	0.0	0.0001	True
-0.0198	-1.042e-05	-0.04538554	-0.0198	-0.0	0.0	True
-0.0198	-1.017e-05	0.00175313	-0.0198	-0.0	-0.0001	True
-0.0198	-9.92e-06	-0.03408776	-0.0198	0.0	0.0	True
-0.0198	-9.67e-06	-0.00506459	-0.0198	0.0	-0.0	True
-0.0198	-9.42e-06	-0.028439	-0.0198	-0.0	0.0	True
-0.0198	-9.18e-06	-0.01928397	-0.0198	0.0	0.0	True
-0.0198	-8.93e-06	-0.02103706	-0.0198	0.0	0.0	True
-0.0198	-8.68e-06	-0.01577779	-0.0198	0.0	-0.0001	True
-0.0198	-8.43e-06	-0.03954182	-0.0198	0.0	-0.0	True
-0.0198	-8.18e-06	0.00642803	-0.0198	-0.0	0.0	True
-0.0198	-7.94e-06	-0.00779152	-0.0198	0.0	0.0	True
-0.0198	-7.69e-06	-0.00584366	-0.0198	-0.0	-0.0	True
-0.0198	-7.44e-06	-0.03681485	-0.0198	0.0	0.0001	True
-0.0198	-7.19e-06	-0.05220301	-0.0198	0.0	0.0001	True
-0.0198	-6.94e-06	-0.03214001	-0.0198	0.0	-0.0	True
-0.0198	-6.7e-06	-0.01227163	-0.0198	-0.0	-0.0	True
-0.0198	-6.45e-06	0.02532239	-0.0198	0.0	0.0001	True
-0.0198	-6.2e-06	-0.01850484	-0.0198	0.0	-0.0001	True
-0.0198	-5.95e-06	-0.04908641	-0.0198	0.0	0.0001	True
-0.0198	-5.7e-06	-0.03895746	-0.0198	-0.0	0.0001	True
-0.0198	-5.46e-06	-0.01402464	-0.0198	-0.0	-0.0	True
-0.0198	-5.21e-06	-0.01558302	-0.0198	0.0	-0.0001	True
-0.0198	-4.96e-06	0.0348669	-0.0198	0.0	-0.0001	True
-0.0198	4.96e-06	-0.02688067	-0.0198	-0.0	0.0001	True
-0.0198	5.21e-06	-0.01694646	-0.0198	-0.0	0.0	True
-0.0198	5.46e-06	0.0185048	-0.0198	0.0	0.0001	True
-0.0198	5.7e-06	0.03175033	-0.0198	0.0	-0.0	True
-0.0198	5.95e-06	-0.00097393	-0.0198	-0.0	-0.0	True
-0.0198	6.2e-06	-0.05415096	-0.0198	0.0	0.0	True
-0.0198	6.45e-06	-0.08473258	-0.0198	-0.0	-0.0	True
-0.0198	6.7e-06	-0.00311662	-0.0198	0.0	-0.0	True
-0.0198	6.94e-06	0.00857069	-0.0198	-0.0	0.0001	True
-0.0198	7.19e-06	0.03252949	-0.0198	0.0	0.0001	True
-0.0198	7.44e-06	-0.03136078	-0.0198	-0.0	-0.0	True
-0.0198	7.69e-06	0.00253226	-0.0198	0.0	-0.0	True
-0.0198	7.94e-06	-0.06953923	-0.0198	0.0	-0.0	True
-0.0198	8.18e-06	-0.0327243	-0.0198	0.0	-0.0	True
-0.0198	8.43e-06	-0.04382718	-0.0198	0.0	-0.0001	True
-0.0198	8.68e-06	0.02006313	-0.0198	-0.0	0.0001	True
-0.0198	8.93e-06	-0.00350616	-0.0198	-0.0	-0.0	True
-0.0198	9.18e-06	0.04285319	-0.0198	0.0	0.0001	True
-0.0198	9.42e-06	-0.01305072	-0.0198	0.0	-0.0	True
-0.0198	9.67e-06	-0.01129761	-0.0198	-0.0	0.0	True
-0.0198	9.92e-06	-0.01558296	-0.0198	0.0	-0.0	True
-0.0198	1.017e-05	0.02707542	-0.0198	0.0	0.0001	True
-0.0198	1.042e-05	0.00292176	-0.0198	0.0	0.0001	True
-0.0198	1.066e-05	-0.0046749	-0.0198	0.0	-0.0	True
-0.0198	1.091e-05	-0.00097398	-0.0198	-0.0	-0.0	True
-0.0198	1.116e-05	-0.05960507	-0.0198	-0.0	0.0	True
-0.0198	1.141e-05	-0.01324552	-0.0198	-0.0	-0.0001	True
-0.0198	1.166e-05	-0.04187932	-0.0198	0.0	0.0001	True
-0.0198	1.19e-05	0.02902336	-0.0198	-0.0	0.0	True
-0.0198	1.215e-05	0.01733601	-0.0198	0.0	-0.0	True
-0.0198	1.24e-05	0.04791776	-0.0198	0.0	-0.0	True
-0.0198	1.265e-05	0.06505895	-0.0198	0.0	0.0	True
-0.0198	1.29e-05	0.10635392	-0.0198	0.0	-0.0	True
-0.0198	1.314e-05	0.33425523	-0.0198	-0.0	0.0	True
-0.0198	1.339e-05	0.46417843	-0.0198	0.0	0.0001	True
-0.0198	1.364e-05	0.75324314	-0.0198	0.0	-0.0	True
-0.0198	1.389e-05	1.26767647	-0.0198	0.0	-0.0	True
-0.0198	1.414e-05	1.4899281	-0.0198	-0.0	0.0	True
-0.0198	1.438e-05	1.64770588	-0.0198	0.0	-0.0	True
-0.0198	1.463e-05	1.71140065	-0.0198	0.0	-0.0	True
-0.0198	1.488e-05	1.83119542	-0.0198	0.0	0.0	True
-0.0198	1.513e-05	1.85437386	-0.0198	-0.0	-0.0	True
-0.0198	1.538e-05	1.90657843	-0.0198	0.0	-0.0	True
-0.0198	1.562e-05	1.97436471	-0.0198	0.0	0.0	True
-0.0198	1.587e-05	2.0891	-0.0198	-0.0	-0.0001	True
-0.0198	1.612e-05	2.0731268	-0.0198	0.0	0.0	True
-0.0198	1.637e-05	2.05267451	-0.0198	0.0	-0.0	True
-0.0198	1.662e-05	1.91261765	-0.0198	0.0	-0.0	True
-0.0198	1.687e-05	1.75698039	-0.0198	0.0	-0.0	True
-0.0198	1.711e-05	1.68023464	-0.0198	0.0	-0.0001	True
-0.0198	1.736e-05	1.47044967	-0.0198	0.0	0.0	True
-0.0198	1.761e-05	1.40831373	-0.0198	-0.0	-0.0	True
-0.0198	1.786e-05	1.31734837	-0.0198	0.0	-0.0	True
-0.0198	1.811e-05	1.12937974	-0.0198	0.0	0.0	True
-0.0198	1.835e-05	1.00374052	-0.0198	0.0	-0.0	True
-0.0198	1.86e-05	0.98835163	-0.0198	-0.0	-0.0001	True
-0.0198	1.885e-05	0.92679804	-0.0198	0.0	0.0001	True
-0.0198	1.91e-05	0.91959085	-0.0198	-0.0	0.0	True
-0.0198	1.935e-05	0.92679869	-0.0198	-0.0	-0.0	True
-0.0198	1.959e-05	0.86777712	-0.0198	0.0	0.0001	True
-0.0198	1.984e-05	0.84342941	-0.0198	0.0	-0.0	True
-0.0198	2.009e-05	0.80427647	-0.0198	0.0	-0.0	True
-0.0198	2.034e-05	0.78596732	-0.0198	0.0	-0.0	True
-0.0198	2.059e-05	0.7707732	-0.0198	0.0	0.0001	True
-0.0198	2.083e-05	0.79531699	-0.0198	0.0	-0.0	True
-0.0198	2.108e-05	0.78733007	-0.0198	0.0	-0.0	True
-0.0198	2.133e-05	0.74038693	-0.0198	0.0	-0.0	True
-0.0198	2.158e-05	0.78908366	-0.0198	0.0	0.0001	True
-0.0198	2.183e-05	0.7483732	-0.0198	-0.0	-0.0	True
-0.0198	2.207e-05	0.75343725	-0.0198	0.0	-0.0	True
-0.0198	2.232e-05	0.77428039	-0.0198	0.0	0.0001	True
-0.0198	2.257e-05	0.75635948	-0.0198	-0.0	-0.0	True
-0.0198	2.282e-05	0.6753281	-0.0198	0.0	-0.0	True
-0.0198	2.307e-05	0.72129739	-0.0198	0.0	0.0001	True
-0.0198	2.331e-05	0.71935033	-0.0198	0.0	-0.0	True
-0.0198	2.356e-05	0.72772614	-0.0198	-0.0	0.0	True
-0.0198	2.381e-05	0.71194771	-0.0198	0.0	-0.0	True
-0.0198	2.406e-05	0.67630196	-0.0198	-0.0	0.0001	True
-0.0198	2.431e-05	0.68896275	-0.0198	0.0	0.0	True
-0.0198	2.455e-05	0.68311961	-0.0198	0.0	-0.0	True
-0.0198	2.48e-05	0.75519085	-0.0198	-0.0	-0.0	True
-0.0196	-2.232e-05	0.49904632	-0.0196	-0.0	-0.0001	True
-0.0196	-2.207e-05	0.68935163	-0.0196	0.0	0.0001	True
-0.0196	-2.183e-05	0.68428889	-0.0196	-0.0	-0.0001	True
-0.0196	-2.158e-05	0.73629608	-0.0196	0.0	-0.0	True
-0.0196	-2.133e-05	0.6967549	-0.0196	0.0	0.0	True
-0.0196	-2.108e-05	0.69188562	-0.0196	-0.0	0.0	True
-0.0196	-2.083e-05	0.69383333	-0.0196	0.0	-0.0	True
-0.0196	-2.059e-05	0.7283098	-0.0196	-0.0	0.0	True
-0.0196	-2.034e-05	0.6679268	-0.0196	-0.0	0.0001	True
-0.0196	-2.009e-05	0.69149542	-0.0196	-0.0	-0.0001	True
-0.0196	-1.984e-05	0.69636536	-0.0196	0.0	0.0	True
-0.0196	-1.959e-05	0.71175294	-0.0196	0.0	-0.0	True
-0.0196	-1.935e-05	0.69480719	-0.0196	-0.0	-0.0	True
-0.0196	-1.91e-05	0.69636536	-0.0196	-0.0	-0.0001	True
-0.0196	-1.885e-05	0.72168693	-0.0196	-0.0	0.0001	True
-0.0196	-1.86e-05	0.74954183	-0.0196	0.0	0.0	True
-0.0196	-1.835e-05	0.78324052	-0.0196	0.0	-0.0001	True
-0.0196	-1.811e-05	0.78343529	-0.0196	-0.0	0.0001	True
-0.0196	-1.786e-05	0.75148954	-0.0196	0.0	-0.0	True
-0.0196	-1.761e-05	0.81557451	-0.0196	-0.0	0.0	True
-0.0196	-1.736e-05	0.80310784	-0.0196	0.0	-0.0	True
-0.0196	-1.711e-05	0.76454052	-0.0196	-0.0	0.0001	True
-0.0196	-1.687e-05	0.79921242	-0.0196	0.0	-0.0001	True
-0.0196	-1.662e-05	0.78791438	-0.0196	0.0	-0.0	True
-0.0196	-1.637e-05	0.80486144	-0.0196	0.0	-0.0	True
-0.0196	-1.612e-05	0.86933595	-0.0196	0.0	-0.0	True
-0.0196	-1.587e-05	0.91627843	-0.0196	-0.0	0.0	True
-0.0196	-1.562e-05	0.97374248	-0.0196	0.0	0.0	True
-0.0196	-1.538e-05	0.98406601	-0.0196	0.0	-0.0	True
-0.0196	-1.513e-05	0.98387059	-0.0196	0.0	-0.0	True
-0.0196	-1.488e-05	1.02263595	-0.0196	-0.0	-0.0	True
-0.0196	-1.463e-05	1.17125817	-0.0196	0.0	-0.0001	True
-0.0196	-1.438e-05	1.23768105	-0.0196	0.0	0.0	True
-0.0196	-1.414e-05	1.29455817	-0.0196	0.0	-0.0	True
-0.0196	-1.389e-05	1.33838497	-0.0196	-0.0	0.0	True
-0.0196	-1.364e-05	1.35630458	-0.0196	-0.0	-0.0001	True
-0.0196	-1.339e-05	1.43655752	-0.0196	-0.0	0.0001	True
-0.0196	-1.314e-05	1.4346098	-0.0196	-0.0	-0.0	True
-0.0196	-1.29e-05	1.49869477	-0.0196	0.0	0.0	True
-0.0196	-1.265e-05	1.46811307	-0.0196	0.0	-0.0	True
-0.0196	-1.24e-05	1.47824118	-0.0196	0.0	-0.0001	True
-0.0196	-1.215e-05	1.41201438	-0.0196	0.0	0.0	True
-0.0196	-1.19e-05	1.35864314	-0.0196	0.0	0.0	True
-0.0196	-1.166e-05	1.3724732	-0.0196	0.0	-0.0	True
-0.0196	-1.141e-05	1.27916993	-0.0196	0.0	-0.0	True
-0.0196	-1.116e-05	1.12373007	-0.0196	0.0	0.0	True
-0.0196	-1.091e-05	1.06919085	-0.0196	-0.0	0.0001	True
-0.0196	-1.066e-05	0.97413268	-0.0196	-0.0	0.0	True
-0.0196	-1.042e-05	0.83232614	-0.0196	0.0	-0.0001	True
-0.0196	-1.017e-05	0.73259477	-0.0196	0.0	-0.0001	True
-0.0196	-9.92e-06	0.54287386	-0.0196	0.0	-0.0	True
-0.0196	-9.67e-06	0.48677386	-0.0196	0.0	0.0001	True
-0.0196	-9.42e-06	0.2931551	-0.0196	0.0	0.0001	True
-0.0196	-9.18e-06	0.2429002	-0.0196	-0.0	0.0	True
-0.0196	-8.93e-06	0.22790131	-0.0196	0.0	0.0	True
-0.0196	-8.68e-06	0.09700418	-0.0196	-0.0	0.0	True
-0.0196	-8.43e-06	0.01753088	-0.0196	0.0	-0.0001	True
