Started December 28, 2022 21:07:44Resistor	201600.0	Excitation Current (A)	6.12e-08
Restsitance (Ohms)	Channel 5 Temp (K)	Channel 8 Temp (K)	Channel 13 Temp (K)
2.53321242	11.2356	11.2502	38.6598
2.30336601	11.2356	11.2502	38.6598
2.28388562	11.2356	11.2502	38.6598
2.2517451	11.2356	11.2502	38.6598
2.14461438	11.2356	11.2502	38.6598
2.18649346	11.2356	11.2502	38.6598
2.18746732	11.2356	11.2502	38.6598
2.26830392	11.2356	11.2502	38.6598
2.2449281	11.2356	11.2502	38.6598
2.20499673	11.2356	11.2502	38.6598
2.22252941	11.2356	11.2502	38.6598
2.26927778	11.2356	11.2502	38.6598
2.25271895	11.2356	11.2502	38.6598
2.20012745	11.2356	11.2502	38.6598
2.31602614	11.2356	11.2502	38.6598
2.26051307	11.2356	11.2502	38.6598
2.21181373	11.3712	11.2502	38.6598
2.19428431	11.3712	11.2502	38.6598
2.27512092	11.3712	11.2502	38.6598
2.19525817	11.3712	11.2502	38.6598
2.27804248	11.3712	11.2502	38.6598
2.22837255	11.3712	11.2502	38.6598
2.25077124	11.3712	11.2934	38.6598
2.29751961	11.3712	11.2934	38.6598
2.21181373	11.3712	11.2934	38.6598
2.21376144	11.3712	11.2934	38.6598
2.2731732	11.3712	11.2934	38.6598
2.2449281	11.3712	11.2934	38.6598
2.2449281	11.3712	11.2934	38.6676
2.2799902	11.3712	11.2934	38.6676
2.26246078	11.3712	11.2934	38.6676
2.22837255	11.3712	11.2934	38.6676
2.22739869	11.3712	11.2934	38.6676
2.23324183	11.3712	11.2934	38.6676
2.19428431	11.3712	11.2934	38.6676
2.31505229	11.3712	11.2934	38.6676
2.24103268	11.3712	11.2934	38.6676
2.20889216	11.3712	11.2934	38.6676
2.32284314	11.3712	11.2934	38.6676
2.18065033	11.3712	11.2934	38.6676
2.20986601	11.3712	11.2934	38.6676
2.2799902	11.3712	11.2934	38.6676
2.2644085	11.3712	11.2934	38.6676
2.17188235	11.3712	11.2934	38.6676
2.20986601	11.3712	11.2934	38.6676
2.2731732	11.3712	11.2934	38.6676
2.20402288	11.3271	11.2934	38.6676
2.25661438	11.3271	11.2934	38.6676
2.29654575	11.3271	11.2934	38.6676
2.34914052	11.3271	11.2934	38.6676
2.19720588	11.3271	11.2934	38.6676
2.24882353	11.3271	11.2934	38.6676
2.2361634	11.3271	11.2892	38.6676
2.31894771	11.3271	11.2892	38.6676
2.32089542	11.3271	11.2892	38.6676
2.22837255	11.3271	11.2892	38.6676
2.25856536	11.3271	11.2892	38.6676
2.27804248	11.3271	11.2892	38.6676
2.2517451	11.3271	11.2892	38.8612
2.24200654	11.3271	11.2892	38.8612
2.24005882	11.3271	11.2892	38.8612
2.21570915	11.3271	11.2892	38.8612
2.25271895	11.3271	11.2892	38.8612
2.2205817	11.3271	11.2892	38.8612
2.17188235	11.3271	11.2892	38.8612
2.1835719	11.3271	11.2892	38.8612
2.13584967	11.3271	11.2892	38.8612
2.21570915	11.3271	11.2892	38.8612
2.24590196	11.3271	11.2892	38.8612
2.22934641	11.3271	11.2892	38.8612
2.27219935	11.3271	11.2892	38.8612
2.19331046	11.3271	11.2892	38.8612
2.22837255	11.3271	11.2892	38.8612
2.13097712	11.3271	11.2892	38.8612
2.14948366	11.3271	11.2892	38.8612
2.21570915	11.3271	11.2892	38.8612
2.19525817	11.3063	11.2892	38.8612
2.20402288	11.3063	11.2892	38.8612
2.26051307	11.3063	11.2892	38.8612
2.18941503	11.3063	11.2892	38.8612
2.18941503	11.3063	11.2892	38.8612
2.25271895	11.3063	11.2892	38.8612
2.22739869	11.3063	11.2951	38.8612
2.25953922	11.3063	11.2951	38.8612
2.36374837	11.3063	11.2951	38.8612
2.2731732	11.3063	11.2951	38.8612
2.24005882	11.3063	11.2951	38.8612
2.24687582	11.3063	11.2951	38.8612
2.21570915	11.3063	11.2951	38.7798
2.22837255	11.3063	11.2951	38.7798
2.22252941	11.3063	11.2951	38.7798
2.1329281	11.3063	11.2951	38.7798
2.27706863	11.3063	11.2951	38.7798
2.30726144	11.3063	11.2951	38.7798
2.27706863	11.3063	11.2951	38.7798
2.15824837	11.3063	11.2951	38.7798
2.16798693	11.3063	11.2951	38.7798
2.16701307	11.3063	11.2951	38.7798
2.21181373	11.3063	11.2951	38.7798
2.19720588	11.3063	11.2951	38.7798
2.34134641	11.3063	11.2951	38.7798
2.30726144	11.3063	11.2951	38.7798
2.14948366	11.3063	11.2951	38.7798
2.31213072	11.3063	11.2951	38.7798
2.26927778	11.3063	11.2951	38.7798
2.27414706	11.3063	11.2951	38.7798
2.33550327	11.3796	11.2951	38.7798
2.2449281	11.3796	11.2951	38.7798
2.14753595	11.3796	11.2951	38.7798
2.22642484	11.3796	11.2951	38.7798
2.13779739	11.3796	11.2951	38.7798
2.18551961	11.3796	11.2951	38.7798
2.20889216	11.3796	11.3106	38.7798
2.2517451	11.3796	11.3106	38.7798
2.25564052	11.3796	11.3106	38.7798
2.20889216	11.3796	11.3106	38.7798
2.24882353	11.3796	11.3106	38.7798
2.25466667	11.3796	11.3106	38.7798
2.25856536	11.3796	11.3106	38.6653
2.17480719	11.3796	11.3106	38.6653
2.18746732	11.3796	11.3106	38.6653
2.32089542	11.3796	11.3106	38.6653
2.27609477	11.3796	11.3106	38.6653
2.18941503	11.3796	11.3106	38.6653
2.3540098	11.3796	11.3106	38.6653
2.16311765	11.3796	11.3106	38.6653
2.27512092	11.3796	11.3106	38.6653
2.31992157	11.3796	11.3106	38.6653
2.29362418	11.3796	11.3106	38.6653
2.23713725	11.3796	11.3106	38.6653
2.19915359	11.3796	11.3106	38.6653
2.29265033	11.3796	11.3106	38.6653
2.19136275	11.3796	11.3106	38.6653
2.13390196	11.3796	11.3106	38.6653
2.23908497	11.3796	11.3106	38.6653
2.20986601	11.3796	11.3106	38.6653
2.33355556	11.4778	11.3106	38.6653
2.3014183	11.4778	11.3106	38.6653
2.18162418	11.4778	11.3106	38.6653
2.22934641	11.4778	11.3106	38.6653
2.18649346	11.4778	11.3106	38.6653
2.17967647	11.4778	11.3106	38.6653
2.26635621	11.4778	11.3368	38.6653
2.31894771	11.4778	11.3368	38.6653
2.32576471	11.4778	11.3368	38.6653
2.1485098	11.4778	11.3368	38.6653
2.27706863	11.4778	11.3368	38.6653
2.28388562	11.4778	11.3368	38.6653
2.27804248	11.4778	11.3368	38.4905
2.20402288	11.4778	11.3368	38.4905
2.28680719	11.4778	11.3368	38.4905
2.22642484	11.4778	11.3368	38.4905
2.17188235	11.4778	11.3368	38.4905
2.33063399	11.4778	11.3368	38.4905
2.15337908	11.4778	11.3368	38.4905
2.1835719	11.4778	11.3368	38.4905
2.19331046	11.4778	11.3368	38.4905
2.18065033	11.4778	11.3368	38.4905
2.24103268	11.4778	11.3368	38.4905
2.32576471	11.4778	11.3368	38.4905
2.30336601	11.4778	11.3368	38.4905
2.25856536	11.4778	11.3368	38.4905
2.15143137	11.4778	11.3368	38.4905
2.25077124	11.4778	11.3368	38.4905
2.18746732	11.4778	11.3368	38.4905
2.16896078	11.4778	11.3368	38.4905
2.22350327	11.3647	11.3368	38.4905
2.29751961	11.3647	11.3368	38.4905
2.30239216	11.3647	11.3368	38.4905
2.29070261	11.3647	11.3368	38.4905
2.19623203	11.3647	11.3368	38.4905
2.19136275	11.3647	11.3368	38.4905
2.2799902	11.3647	11.3747	38.4905
2.22739869	11.3647	11.3747	38.4905
2.31115686	11.3647	11.3747	38.4905
2.26538235	11.3647	11.3747	38.4905
2.2955719	11.3647	11.3747	38.4905
2.3014183	11.3647	11.3747	38.4905
2.23129412	11.3647	11.3747	38.5157
2.23811111	11.3647	11.3747	38.5157
2.26927778	11.3647	11.3747	38.5157
2.23226797	11.3647	11.3747	38.5157
2.24784967	11.3647	11.3747	38.5157
2.3695915	11.3647	11.3747	38.5157
2.28680719	11.3647	11.3747	38.5157
2.23324183	11.3647	11.3747	38.5157
2.16311765	11.3647	11.3747	38.5157
2.13779739	11.3647	11.3747	38.5157
2.31018301	11.3647	11.3747	38.5157
2.10663072	11.3647	11.3747	38.5157
2.22252941	11.3647	11.3747	38.5157
2.17383007	11.3647	11.3747	38.5157
2.31992157	11.3647	11.3747	38.5157
2.34232353	11.3647	11.3747	38.5157
2.31115686	11.3647	11.3747	38.5157
2.24200654	11.3647	11.3747	38.5157
2.2361634	11.43	11.3747	38.5157
2.1767549	11.43	11.3747	38.5157
2.20207516	11.43	11.3747	38.5157
2.25271895	11.43	11.3747	38.5157
2.25077124	11.43	11.3747	38.5157
2.29849346	11.43	11.3747	38.5157
2.31018301	11.43	11.4207	38.5157
2.30726144	11.43	11.4207	38.5157
2.22350327	11.43	11.4207	38.5157
2.29167647	11.43	11.4207	38.5157
2.21083987	11.43	11.4207	38.5157
2.21278758	11.43	11.4207	38.5157
2.18649346	11.43	11.4207	38.2323
2.25953922	11.43	11.4207	38.2323
2.28193791	11.43	11.4207	38.2323
2.19525817	11.43	11.4207	38.2323
2.28485948	11.43	11.4207	38.2323
2.22642484	11.43	11.4207	38.2323
2.19623203	11.43	11.4207	38.2323
2.25077124	11.43	11.4207	38.2323
2.20012745	11.43	11.4207	38.2323
2.27414706	11.43	11.4207	38.2323
2.26246078	11.43	11.4207	38.2323
2.317	11.43	11.4207	38.2323
2.27219935	11.43	11.4207	38.2323
2.27901634	11.43	11.4207	38.2323
2.20499673	11.43	11.4207	38.2323
2.31213072	11.43	11.4207	38.2323
2.15045752	11.43	11.4207	38.2323
2.23421569	11.43	11.4207	38.2323
2.12026471	11.4572	11.4207	38.2323
2.22252941	11.4572	11.4207	38.2323
2.23324183	11.4572	11.4207	38.2323
2.21278758	11.4572	11.4207	38.2323
2.23421569	11.4572	11.4207	38.2323
2.17870261	11.4572	11.4207	38.2323
2.21960784	11.4572	11.4772	38.2323
2.1923366	11.4572	11.4772	38.2323
2.30433987	11.4572	11.4772	38.2323
2.19817974	11.4572	11.4772	38.2323
2.26635621	11.4572	11.4772	38.2323
2.32479085	11.4572	11.4772	38.2323
2.20889216	11.4572	11.4772	37.9158
2.27122549	11.4572	11.4772	37.9158
2.1485098	11.4572	11.4772	37.9158
2.29362418	11.4572	11.4772	37.9158
2.23129412	11.4572	11.4772	37.9158
2.16701307	11.4572	11.4772	37.9158
2.29751961	11.4572	11.4772	37.9158
2.23032026	11.4572	11.4772	37.9158
2.22252941	11.4572	11.4772	37.9158
2.19720588	11.4572	11.4772	37.9158
2.25271895	11.4572	11.4772	37.9158
2.22350327	11.4572	11.4772	37.9158
2.25856536	11.4572	11.4772	37.9158
2.2517451	11.4572	11.4772	37.9158
2.1485098	11.4572	11.4772	37.9158
2.30433987	11.4572	11.4772	37.9158
2.30239216	11.4572	11.4772	37.9158
2.20889216	11.4572	11.4772	37.9158
2.21278758	11.5525	11.4772	37.9158
2.26635621	11.5525	11.4772	37.9158
2.33160784	11.5525	11.4772	37.9158
2.35206209	11.5525	11.4772	37.9158
2.24590196	11.5525	11.4772	37.9158
2.24395425	11.5525	11.4772	37.9158
2.24687582	11.5525	11.5379	37.9158
2.22642484	11.5525	11.5379	37.9158
2.20597059	11.5525	11.5379	37.9158
2.30726144	11.5525	11.5379	37.9158
2.20207516	11.5525	11.5379	37.9158
2.31505229	11.5525	11.5379	37.9158
2.33842484	11.5525	11.5379	37.6823
2.28193791	11.5525	11.5379	37.6823
2.22252941	11.5525	11.5379	37.6823
2.22642484	11.5525	11.5379	37.6823
2.23713725	11.5525	11.5379	37.6823
2.30823529	11.5525	11.5379	37.6823
2.24298039	11.5525	11.5379	37.6823
2.28972876	11.5525	11.5379	37.6823
2.23811111	11.5525	11.5379	37.6823
2.24200654	11.5525	11.5379	37.6823
2.17870261	11.5525	11.5379	37.6823
2.15922222	11.5525	11.5379	37.6823
2.34914052	11.5525	11.5379	37.6823
2.29751961	11.5525	11.5379	37.6823
2.27414706	11.5525	11.5379	37.6823
2.18065033	11.5525	11.5379	37.6823
2.21570915	11.5525	11.5379	37.6823
2.23129412	11.5525	11.5379	37.6823
2.22934641	11.6135	11.5379	37.6823
2.2955719	11.6135	11.5379	37.6823
2.2955719	11.6135	11.5379	37.6823
2.19331046	11.6135	11.5379	37.6823
2.34914052	11.6135	11.5379	37.6823
2.2731732	11.6135	11.5379	37.6823
2.19817974	11.6135	11.6036	37.6823
2.24200654	11.6135	11.6036	37.6823
2.36180065	11.6135	11.6036	37.6823
2.21863399	11.6135	11.6036	37.6823
2.24687582	11.6135	11.6036	37.6823
2.15727451	11.6135	11.6036	37.6823
2.23324183	11.6135	11.6036	37.4898
2.21668627	11.6135	11.6036	37.4898
2.29362418	11.6135	11.6036	37.4898
2.34719281	11.6135	11.6036	37.4898
2.35303595	11.6135	11.6036	37.4898
2.18551961	11.6135	11.6036	37.4898
2.25466667	11.6135	11.6036	37.4898
2.20597059	11.6135	11.6036	37.4898
2.26343464	11.6135	11.6036	37.4898
2.18746732	11.6135	11.6036	37.4898
2.27414706	11.6135	11.6036	37.4898
2.25661438	11.6135	11.6036	37.4898
2.27609477	11.6135	11.6036	37.4898
2.23713725	11.6135	11.6036	37.4898
2.20986601	11.6135	11.6036	37.4898
2.27609477	11.6135	11.6036	37.4898
2.2361634	11.6135	11.6036	37.4898
2.23129412	11.6135	11.6036	37.4898
2.28388562	11.6648	11.6036	37.4898
2.16019608	11.6648	11.6036	37.4898
2.23226797	11.6648	11.6036	37.4898
2.25271895	11.6648	11.6036	37.4898
2.24687582	11.6648	11.6036	37.4898
2.27219935	11.6648	11.6036	37.4898
2.25369281	11.6648	11.6716	37.4898
2.2205817	11.6648	11.6716	37.4898
2.21766013	11.6648	11.6716	37.4898
2.25564052	11.6648	11.6716	37.4898
2.2644085	11.6648	11.6716	37.4898
2.32186928	11.6648	11.6716	37.4898
2.24687582	11.6648	11.6716	37.4898
2.29459804	11.6648	11.6716	37.1406
2.21668627	11.6648	11.6716	37.1406
2.26246078	11.6648	11.6716	37.1406
2.3014183	11.6648	11.6716	37.1406
