Initial Temperature (K)	0.0250191
Excitation Current (A)	7.912649350649351e-13
Axis 1,2	x,y
Angle	0
Field (T)	Current (A)	Resistance (Ohms)
-0.075	-0.00016	0.12952149
-0.075	-0.000156	0.10663422
-0.075	-0.000152	0.10146822
-0.075	-0.000148	0.11501322
-0.075	-0.000144	0.103357
-0.075	-0.00014	0.08592372
-0.075	-0.000136	0.10132563
-0.075	-0.000132	0.10204159
-0.075	-0.000128	0.10946312
-0.075	-0.000124	0.09836569
-0.075	-0.00012	0.10011191
-0.075	-0.000116	0.10051941
-0.075	-0.000112	0.10221612
-0.075	-0.000108	0.09808338
-0.075	-0.000104	0.1109765
-0.075	-0.0001	0.08556575
-0.075	-9.6e-05	0.099524
-0.075	-9.2e-05	0.09923884
-0.075	-8.8e-05	0.10308344
-0.075	-8.4e-05	0.09634888
-0.075	-8e-05	0.10471628
-0.075	-7.6e-05	0.09509444
-0.075	-7.2e-05	0.10500722
-0.075	-6.8e-05	0.09009147
-0.075	-6.4e-05	0.10813591
-0.075	-6e-05	0.11203875
-0.075	-5.6e-05	0.11156734
-0.075	-5.2e-05	0.09623809
-0.075	-4.8e-05	0.10382853
-0.075	-4.4e-05	0.09550762
-0.075	-4e-05	0.10201534
-0.075	-3.6e-05	0.09959969
-0.075	-3.2e-05	0.10209388
-0.075	-2.8e-05	0.09843266
-0.075	-2.4e-05	0.10863363
-0.075	-2e-05	0.08663388
-0.075	-1.6e-05	0.10425641
-0.075	-1.2e-05	0.10751313
-0.075	-8e-06	0.10340075
-0.075	-4e-06	0.10194553
-0.075	0.0	0.11439628
-0.075	4e-06	0.09689884
-0.075	8e-06	0.11255678
-0.075	1.2e-05	0.11320872
-0.075	1.6e-05	0.10087744
-0.075	2e-05	0.11183209
-0.075	2.4e-05	0.1080515
-0.075	2.8e-05	0.10788566
-0.075	3.2e-05	0.11584266
-0.075	3.6e-05	0.11314178
-0.075	4e-05	0.09199475
-0.075	4.4e-05	0.10238788
-0.075	4.8e-05	0.10857834
-0.075	5.2e-05	0.10601719
-0.075	5.6e-05	0.10124416
-0.075	6e-05	0.09100812
-0.075	6.4e-05	0.11030419
-0.075	6.8e-05	0.09485862
-0.075	7.2e-05	0.10965803
-0.075	7.6e-05	0.10929428
-0.075	8e-05	0.09998388
-0.075	8.4e-05	0.09890119
-0.075	8.8e-05	0.08959944
-0.075	9.2e-05	0.09180859
-0.075	9.6e-05	0.104399
-0.075	0.0001	0.10298444
-0.075	0.000104	0.086663
-0.075	0.000108	0.0937265
-0.075	0.000112	0.09355178
-0.075	0.000116	0.1135755
-0.075	0.00012	0.08914556
-0.075	0.000124	0.10419244
-0.075	0.000128	0.10696022
-0.075	0.000132	0.08731488
-0.075	0.000136	0.10542056
-0.075	0.00014	0.09344416
-0.075	0.000144	0.09446288
-0.075	0.000148	0.09777784
-0.075	0.000152	0.09952694
-0.075	0.000156	0.09683778
-0.075	0.00016	0.10846478
-0.073	-0.00016	-0.01285816
-0.073	-0.000156	0.09613631
-0.073	-0.000152	0.10441062
-0.073	-0.000148	0.12021697
-0.073	-0.000144	0.08751569
-0.073	-0.00014	0.09345581
-0.073	-0.000136	0.09925047
-0.073	-0.000132	0.08757091
-0.073	-0.000128	0.11293225
-0.073	-0.000124	0.08574322
-0.073	-0.00012	0.0976905
-0.073	-0.000116	0.08659894
-0.073	-0.000112	0.10241403
-0.073	-0.000108	0.09751012
-0.073	-0.000104	0.12118903
-0.073	-0.0001	0.09760319
-0.073	-9.6e-05	0.08441612
-0.073	-9.2e-05	0.11540606
-0.073	-8.8e-05	0.10344441
-0.073	-8.4e-05	0.10317362
-0.073	-8e-05	0.09833075
-0.073	-7.6e-05	0.11046422
-0.073	-7.2e-05	0.09912538
-0.073	-6.8e-05	0.10004791
-0.073	-6.4e-05	0.10925641
-0.073	-6e-05	0.10570872
-0.073	-5.6e-05	0.11352016
-0.073	-5.2e-05	0.10154672
-0.073	-4.8e-05	0.08388356
-0.073	-4.4e-05	0.09950656
-0.073	-4e-05	0.09634297
-0.073	-3.6e-05	0.09295822
-0.073	-3.2e-05	0.10141291
-0.073	-2.8e-05	0.09052506
-0.073	-2.4e-05	0.10774009
-0.073	-2e-05	0.09886047
-0.073	-1.6e-05	0.10441938
-0.073	-1.2e-05	0.10049909
-0.073	-8e-06	0.10901197
-0.073	-4e-06	0.08716647
-0.073	0.0	0.10925934
-0.073	4e-06	0.0993785
-0.073	8e-06	0.09468403
