Initial Temperature (K)	0.0250612
Excitation Current (A)	3.7833766233766237e-13
Axis 1,2	x,y
Angle	0
Field (T)	Current (A)	Resistance (Ohms)
-0.015	-0.0002	0.088695
-0.015	-0.000199	0.08937953
-0.015	-0.000198	0.09405475
-0.015	-0.000197	0.09368228
-0.015	-0.000196	0.09778482
-0.015	-0.000195	0.09628068
-0.015	-0.000194	0.08112328
-0.015	-0.000193	0.09212233
-0.015	-0.000192	0.0846484
-0.015	-0.000191	0.09498145
-0.015	-0.00019	0.09488367
-0.015	-0.000189	0.09486975
-0.015	-0.000188	0.0943668
-0.015	-0.000187	0.09570325
-0.015	-0.000186	0.08008017
-0.015	-0.000185	0.09957303
-0.015	-0.000184	0.09283472
-0.015	-0.000183	0.0953586
-0.015	-0.000182	0.09184288
-0.015	-0.000181	0.0830279
-0.015	-0.00018	0.09908868
-0.015	-0.000179	0.09646685
-0.015	-0.000178	0.09644835
-0.015	-0.000177	0.09079052
-0.015	-0.000176	0.10877907
-0.015	-0.000175	0.09540523
-0.015	-0.000174	0.08580795
-0.015	-0.000173	0.10173368
-0.015	-0.000172	0.090688
-0.015	-0.000171	0.10840662
-0.015	-0.00017	0.10284198
-0.015	-0.000169	0.08615712
-0.015	-0.000168	0.08572397
-0.015	-0.000167	0.08937485
-0.015	-0.000166	0.09088365
-0.015	-0.000165	0.1021853
-0.015	-0.000164	0.08578922
-0.015	-0.000163	0.1072843
-0.015	-0.000162	0.1061062
-0.015	-0.000161	0.09347275
-0.015	-0.00016	0.0965834
-0.015	-0.000159	0.09161935
-0.015	-0.000158	0.09661138
-0.015	-0.000157	0.07905103
-0.015	-0.000156	0.09170313
-0.015	-0.000155	0.0828602
-0.015	-0.000154	0.10059738
-0.015	-0.000153	0.08913748
-0.015	-0.000152	0.1022691
-0.015	-0.000151	0.09797568
-0.015	-0.00015	0.0883691
-0.015	-0.000149	0.08410817
-0.015	-0.000148	0.10307003
-0.015	-0.000147	0.09478588
-0.015	-0.000146	0.08692553
-0.015	-0.000145	0.08661812
-0.015	-0.000144	0.07982875
-0.015	-0.000143	0.09383592
-0.015	-0.000142	0.09591278
-0.015	-0.000141	0.09534938
-0.015	-0.00014	0.1105254
-0.015	-0.000139	0.09694195
-0.015	-0.000138	0.0970677
-0.015	-0.000137	0.09171253
-0.015	-0.000136	0.08344685
-0.015	-0.000135	0.0801035
-0.015	-0.000134	0.08732128
-0.015	-0.000133	0.10785253
-0.015	-0.000132	0.08842028
-0.015	-0.000131	0.09431085
-0.015	-0.00013	0.09662995
-0.015	-0.000129	0.09196395
-0.015	-0.000128	0.08919792
-0.015	-0.000127	0.09234118
-0.015	-0.000126	0.08164485
-0.015	-0.000125	0.0988931
-0.015	-0.000124	0.10034598
-0.015	-0.000123	0.09740765
-0.015	-0.000122	0.10011305
-0.015	-0.000121	0.09050645
-0.015	-0.00012	0.10286055
-0.015	-0.000119	0.0986602
-0.015	-0.000118	0.11105622
-0.015	-0.000117	0.0903434
-0.015	-0.000116	0.09195465
-0.015	-0.000115	0.10676758
-0.015	-0.000114	0.10503518
-0.015	-0.000113	0.1090772
-0.015	-0.000112	0.0813142
-0.015	-0.000111	0.09626208
-0.015	-0.00011	0.08904428
-0.015	-0.000109	0.09563805
-0.015	-0.000108	0.09946115
-0.015	-0.000107	0.0891607
-0.015	-0.000106	0.09532142
-0.015	-0.000105	0.08610118
-0.015	-0.000104	0.0974261
-0.015	-0.000103	0.09900485
-0.015	-0.000102	0.09285335
-0.015	-0.000101	0.10007125
-0.015	-0.0001	0.09458568
-0.015	-9.9e-05	0.0958151
-0.015	-9.8e-05	0.08487652
-0.015	-9.7e-05	0.08479735
-0.015	-9.6e-05	0.09378473
-0.015	-9.5e-05	0.09364508
-0.015	-9.4e-05	0.1006952
