Field A is the magnetic field created by Axes 1 and 2, Field B is the field created by Axis 3Initial Temperature (K)	0.025007
Excitation Current (A)	2e-07
Axis 1,2	y,z
Axis 3	x
Angle in 1,2	14
Field A (T)	Field B (T)	Resistance (Ohms)	Actual X-Field	Actual Y-Field	Actual Z-Field
-0.19	0.0105	0.11631355	-0.0105	-0.1844	-0.046
-0.19	0.01075	0.1358899	-0.0107	-0.1844	-0.046
-0.19	0.011	0.1078012	-0.011	-0.1844	-0.046
-0.19	0.01125	0.10098385	-0.0113	-0.1844	-0.046
-0.19	0.0115	0.1005835	-0.0115	-0.1844	-0.046
-0.19	0.01175	0.11343565	-0.0118	-0.1844	-0.046
-0.19	0.012	0.13278875	-0.012	-0.1844	-0.046
-0.19	0.01225	0.09998735	-0.0122	-0.1844	-0.046
-0.19	0.0125	0.1181203	-0.0125	-0.1844	-0.046
-0.19	0.01275	0.1105114	-0.0127	-0.1844	-0.046
-0.19	0.013	0.10074165	-0.013	-0.1844	-0.046
-0.19	0.01325	0.1137897	-0.0132	-0.1844	-0.046
-0.19	0.0135	0.0884296	-0.0135	-0.1844	-0.046
-0.19	0.01375	0.0972586	-0.0138	-0.1844	-0.046
-0.19	0.014	0.10910515	-0.014	-0.1844	-0.046
-0.19	0.01425	0.102949	-0.0142	-0.1844	-0.046
-0.19	0.0145	0.092425	-0.0145	-0.1844	-0.046
-0.19	0.01475	0.08883925	-0.0147	-0.1844	-0.046
-0.19	0.015	0.11137755	-0.015	-0.1844	-0.046
-0.19	0.01525	0.1056963	-0.0153	-0.1844	-0.0459
-0.19	0.0155	0.11092125	-0.0155	-0.1844	-0.046
-0.19	0.01575	0.11171275	-0.0157	-0.1844	-0.046
-0.19	0.016	0.091801	-0.016	-0.1844	-0.0459
-0.19	0.01625	0.08978935	-0.0163	-0.1844	-0.046
-0.19	0.0165	0.09900945	-0.0165	-0.1844	-0.046
-0.19	0.01675	0.0943715	-0.0168	-0.1844	-0.046
-0.19	0.017	0.08409885	-0.017	-0.1844	-0.046
-0.19	0.01725	0.0984134	-0.0173	-0.1844	-0.046
-0.19	0.0175	0.1129329	-0.0175	-0.1844	-0.046
-0.19	0.01775	0.0961409	-0.0178	-0.1844	-0.046
-0.19	0.018	0.10488615	-0.018	-0.1844	-0.0459
-0.19	0.01825	0.1201133	-0.0182	-0.1844	-0.046
-0.19	0.0185	0.1205976	-0.0185	-0.1844	-0.046
-0.19	0.01875	0.0970164	-0.0188	-0.1844	-0.046
-0.19	0.019	0.10742865	-0.019	-0.1844	-0.046
-0.19	0.01925	0.1147582	-0.0192	-0.1844	-0.046
-0.19	0.0195	0.1030701	-0.0195	-0.1844	-0.046
-0.19	0.01975	0.12705175	-0.0197	-0.1844	-0.046
-0.19	0.02	0.099382	-0.02	-0.1844	-0.046
-0.19	0.02025	0.09913995	-0.0203	-0.1844	-0.046
-0.19	0.0205	0.09447385	-0.0205	-0.1844	-0.046
-0.19	0.02075	0.09716555	-0.0208	-0.1844	-0.046
-0.19	0.021	0.10057415	-0.021	-0.1844	-0.046
-0.19	0.02125	0.0977802	-0.0212	-0.1844	-0.046
-0.19	0.0215	0.1131844	-0.0215	-0.1844	-0.046
-0.19	0.02175	0.08497435	-0.0217	-0.1844	-0.046
-0.19	0.022	0.10205495	-0.022	-0.1844	-0.046
-0.19	0.02225	0.11337985	-0.0222	-0.1844	-0.046
-0.19	0.0225	0.10093745	-0.0225	-0.1844	-0.046
-0.19	0.02275	0.10573365	-0.0228	-0.1844	-0.0459
