Initial Temperature (K)	0.024986
Excitation Current (A)	1.0428467532467533e-12
Axis 1,2	x,y
Angle	0
Field (T)	Current (A)	Resistance (Ohms)
-0.055	-0.0002	0.15667856
-0.055	-0.000198	0.11202128
-0.055	-0.000196	0.09324916
-0.055	-0.000194	0.094425
-0.055	-0.000192	0.09937566
-0.055	-0.00019	0.09110413
-0.055	-0.000188	0.1011335
-0.055	-0.000186	0.12035381
-0.055	-0.000184	0.11686134
-0.055	-0.000182	0.10081628
-0.055	-0.00018	0.09655834
-0.055	-0.000178	0.08572291
-0.055	-0.000176	0.09358678
-0.055	-0.000174	0.1050625
-0.055	-0.000172	0.09249534
-0.055	-0.00017	0.10433203
-0.055	-0.000168	0.08850816
-0.055	-0.000166	0.09751584
-0.055	-0.000164	0.09580459
-0.055	-0.000162	0.11357259
-0.055	-0.00016	0.08211406
-0.055	-0.000158	0.07856044
-0.055	-0.000156	0.10491703
-0.055	-0.000154	0.09524288
-0.055	-0.000152	0.11255384
-0.055	-0.00015	0.10092975
-0.055	-0.000148	0.10254797
-0.055	-0.000146	0.09396222
-0.055	-0.000144	0.09278647
-0.055	-0.000142	0.10992581
-0.055	-0.00014	0.09222759
-0.055	-0.000138	0.10898869
-0.055	-0.000136	0.09304553
-0.055	-0.000134	0.10200369
-0.055	-0.000132	0.09721616
-0.055	-0.00013	0.08182875
-0.055	-0.000128	0.08372637
-0.055	-0.000126	0.10217831
-0.055	-0.000124	0.09535338
-0.055	-0.000122	0.10120922
-0.055	-0.00012	0.10331628
-0.055	-0.000118	0.10168931
-0.055	-0.000116	0.10186116
-0.055	-0.000114	0.09857528
-0.055	-0.000112	0.08854303
-0.055	-0.00011	0.09877031
-0.055	-0.000108	0.10848522
-0.055	-0.000106	0.10558353
-0.055	-0.000104	0.10299034
-0.055	-0.000102	0.10859862
-0.055	-0.0001	0.09477706
-0.055	-9.8e-05	0.10183194
-0.055	-9.6e-05	0.08689003
-0.055	-9.4e-05	0.10970466
-0.055	-9.2e-05	0.11199809
-0.055	-9e-05	0.10773428
-0.055	-8.8e-05	0.08569378
-0.055	-8.6e-05	0.10687569
-0.055	-8.4e-05	0.11096191
-0.055	-8.2e-05	0.10146822
-0.055	-8e-05	0.10231222
-0.055	-7.8e-05	0.09729469
-0.055	-7.6e-05	0.09809209
-0.055	-7.4e-05	0.10163994
-0.055	-7.2e-05	0.10694847
-0.055	-7e-05	0.09615959
-0.055	-6.8e-05	0.10187563
-0.055	-6.6e-05	0.10958538
-0.055	-6.4e-05	0.11147713
-0.055	-6.2e-05	0.10872678
-0.055	-6e-05	0.09594144
-0.055	-5.8e-05	0.10057759
-0.055	-5.6e-05	0.09145063
-0.055	-5.4e-05	0.10937284
-0.055	-5.2e-05	0.10155834
-0.055	-5e-05	0.10841541
-0.055	-4.8e-05	0.09712875
-0.055	-4.6e-05	0.08589463
-0.055	-4.4e-05	0.10806316
-0.055	-4.2e-05	0.09324916
-0.055	-4e-05	0.10284775
-0.055	-3.8e-05	0.10333956
-0.055	-3.6e-05	0.0987615
-0.055	-3.4e-05	0.10607541
-0.055	-3.2e-05	0.08801922
-0.055	-3e-05	0.09605775
-0.055	-2.8e-05	0.0962265
-0.055	-2.6e-05	0.10535072
-0.055	-2.4e-05	0.09867709
-0.055	-2.2e-05	0.09963466
-0.055	-2e-05	0.0886275
-0.055	-1.8e-05	0.09113619
-0.055	-1.6e-05	0.09723931
-0.055	-1.4e-05	0.10251594
-0.055	-1.2e-05	0.10388091
-0.055	-1e-05	0.09226253
-0.055	-8e-06	0.09852581
-0.055	-6e-06	0.10350266
-0.055	-4e-06	0.10827563
-0.055	-2e-06	0.10299906
-0.055	-0.0	0.10221331
-0.055	2e-06	0.10213181
-0.055	4e-06	0.09406128
-0.055	6e-06	0.09288828
-0.055	8e-06	0.09748678
-0.055	1e-05	0.10250428
-0.055	1.2e-05	0.09433481
-0.055	1.4e-05	0.10792059
-0.055	1.6e-05	0.10000128
-0.055	1.8e-05	0.10007413
-0.055	2e-05	0.08242256
-0.055	2.2e-05	0.09906128
-0.055	2.4e-05	0.10583381
-0.055	2.6e-05	0.09585988
-0.055	2.8e-05	0.09503609
-0.055	3e-05	0.10006241
-0.055	3.2e-05	0.105566
-0.055	3.4e-05	0.09975394
-0.055	3.6e-05	0.11030134
-0.055	3.8e-05	0.10337453
-0.055	4e-05	0.09750134
-0.055	4.2e-05	0.10987625
-0.055	4.4e-05	0.08774847
-0.055	4.6e-05	0.09571722
-0.055	4.8e-05	0.10250712
-0.055	5e-05	0.09926212
-0.055	5.2e-05	0.1085085
-0.055	5.4e-05	0.09536206
-0.055	5.6e-05	0.10781284
-0.055	5.8e-05	0.09669803
-0.055	6e-05	0.10899453
-0.055	6.2e-05	0.09259434
-0.055	6.4e-05	0.09954444
-0.055	6.6e-05	0.10616847
-0.055	6.8e-05	0.10399441
-0.055	7e-05	0.09170666
-0.055	7.2e-05	0.11244916
-0.055	7.4e-05	0.09773412
-0.055	7.6e-05	0.10322028
-0.055	7.8e-05	0.10033316
-0.055	8e-05	0.09461125
-0.055	8.2e-05	0.08355169
-0.055	8.4e-05	0.10316494
-0.055	8.6e-05	0.09803103
-0.055	8.8e-05	0.0958715
-0.055	9e-05	0.10331047
-0.055	9.2e-05	0.08547841
-0.055	9.4e-05	0.10173891
-0.055	9.6e-05	0.10861025
-0.055	9.8e-05	0.10133141
-0.055	0.0001	0.09951531
-0.055	0.000102	0.08700344
-0.055	0.000104	0.09446866
-0.055	0.000106	0.096634
-0.055	0.000108	0.10165738
-0.055	0.00011	0.107129
-0.055	0.000112	0.10103166
-0.055	0.000114	0.11215231
-0.055	0.000116	0.10348216
-0.055	0.000118	0.09435225
-0.055	0.00012	0.12627356
-0.055	0.000122	0.10132269
-0.055	0.000124	0.10218419
-0.055	0.000126	0.10658756
-0.055	0.000128	0.09009425
-0.055	0.00013	0.10876172
-0.055	0.000132	0.11550222
-0.055	0.000134	0.10387497
-0.055	0.000136	0.09659031
-0.055	0.000138	0.10232672
-0.055	0.00014	0.08679678
-0.055	0.000142	0.11122378
-0.055	0.000144	0.095333
-0.055	0.000146	0.10094434
-0.055	0.000148	0.11051084
-0.055	0.00015	0.10111016
-0.055	0.000152	0.11074656
-0.055	0.000154	0.09144178
-0.055	0.000156	0.11288569
-0.055	0.000158	0.10036803
-0.055	0.00016	0.1001905
-0.055	0.000162	0.09901475
-0.055	0.000164	0.11130528
-0.055	0.000166	0.10975119
-0.055	0.000168	0.09698031
-0.055	0.00017	0.10776919
-0.055	0.000172	0.10366569
-0.055	0.000174	0.09666019
-0.055	0.000176	0.10377909
-0.055	0.000178	0.08393588
-0.055	0.00018	0.10969009
-0.055	0.000182	0.09861313
-0.055	0.000184	0.10071731
-0.055	0.000186	0.09225663
-0.055	0.000188	0.11664013
-0.055	0.00019	0.10149734
-0.055	0.000192	0.10565334
-0.055	0.000194	0.09576088
-0.055	0.000196	0.09643316
-0.055	0.000198	0.10246353
-0.055	0.0002	0.10620038
-0.0545	-0.0002	-0.02868491
-0.0545	-0.000198	0.09782431
-0.0545	-0.000196	0.12693994
-0.0545	-0.000194	0.10720756
-0.0545	-0.000192	0.09908166
-0.0545	-0.00019	0.09915738
-0.0545	-0.000188	0.09578119
-0.0545	-0.000186	0.09115959
-0.0545	-0.000184	0.10796128
-0.0545	-0.000182	0.09531272
-0.0545	-0.00018	0.08768741
-0.0545	-0.000178	0.09285912
-0.0545	-0.000176	0.10201244
-0.0545	-0.000174	0.09103444
-0.0545	-0.000172	0.10344438
-0.0545	-0.00017	0.09906716
-0.0545	-0.000168	0.11014406
-0.0545	-0.000166	0.10622959
-0.0545	-0.000164	0.09805134
-0.0545	-0.000162	0.10997528
-0.0545	-0.00016	0.10034772
-0.0545	-0.000158	0.08645341
-0.0545	-0.000156	0.10804572
-0.0545	-0.000154	0.10633444
-0.0545	-0.000152	0.09893906
-0.0545	-0.00015	0.09944838
-0.0545	-0.000148	0.12019956
-0.0545	-0.000146	0.10369753
-0.0545	-0.000144	0.10008578
-0.0545	-0.000142	0.10273716
-0.0545	-0.00014	0.10359275
-0.0545	-0.000138	0.10092103
-0.0545	-0.000136	0.09575803
-0.0545	-0.000134	0.08736431
-0.0545	-0.000132	0.10225984
-0.0545	-0.00013	0.10937866
-0.0545	-0.000128	0.09903803
-0.0545	-0.000126	0.11185256
-0.0545	-0.000124	0.10439319
-0.0545	-0.000122	0.08598481
-0.0545	-0.00012	0.10459684
-0.0545	-0.000118	0.09574053
-0.0545	-0.000116	0.08867991
-0.0545	-0.000114	0.08724797
-0.0545	-0.000112	0.09929703
-0.0545	-0.00011	0.08592372
-0.0545	-0.000108	0.09424453
-0.0545	-0.000106	0.09682897
-0.0545	-0.000104	0.10227444
-0.0545	-0.000102	0.10319119
-0.0545	-0.0001	0.09643322
-0.0545	-9.8e-05	0.10238494
-0.0545	-9.6e-05	0.09743434
-0.0545	-9.4e-05	0.10514119
-0.0545	-9.2e-05	0.09090634
-0.0545	-9e-05	0.10196878
-0.0545	-8.8e-05	0.11403534
-0.0545	-8.6e-05	0.1118555
-0.0545	-8.4e-05	0.09305706
-0.0545	-8.2e-05	0.09280391
-0.0545	-8e-05	0.10826975
-0.0545	-7.8e-05	0.1098705
-0.0545	-7.6e-05	0.10279247
-0.0545	-7.4e-05	0.10790309
-0.0545	-7.2e-05	0.10319988
-0.0545	-7e-05	0.09725972
-0.0545	-6.8e-05	0.10716091
-0.0545	-6.6e-05	0.08507384
-0.0545	-6.4e-05	0.08981781
-0.0545	-6.2e-05	0.09456175
-0.0545	-6e-05	0.09528359
-0.0545	-5.8e-05	0.10094141
-0.0545	-5.6e-05	0.09370903
-0.0545	-5.4e-05	0.09269906
-0.0545	-5.2e-05	0.10648578
-0.0545	-5e-05	0.094748
-0.0545	-4.8e-05	0.09840353
-0.0545	-4.6e-05	0.10486462
-0.0545	-4.4e-05	0.10176797
-0.0545	-4.2e-05	0.10491403
-0.0545	-4e-05	0.10445716
-0.0545	-3.8e-05	0.09818238
-0.0545	-3.6e-05	0.09670088
-0.0545	-3.4e-05	0.10783325
-0.0545	-3.2e-05	0.10180875
-0.0545	-3e-05	0.09866256
-0.0545	-2.8e-05	0.10495484
-0.0545	-2.6e-05	0.09892738
-0.0545	-2.4e-05	0.09331325
-0.0545	-2.2e-05	0.09925919
-0.0545	-2e-05	0.09036494
-0.0545	-1.8e-05	0.10930297
-0.0545	-1.6e-05	0.09852284
-0.0545	-1.4e-05	0.10960278
-0.0545	-1.2e-05	0.11173322
-0.0545	-1e-05	0.10235294
-0.0545	-8e-06	0.1106505
-0.0545	-6e-06	0.09523406
-0.0545	-4e-06	0.08828697
-0.0545	-2e-06	0.09672713
-0.0545	-0.0	0.1022045
-0.0545	2e-06	0.10238778
-0.0545	4e-06	0.1010375
-0.0545	6e-06	0.11701556
-0.0545	8e-06	0.10100831
-0.0545	1e-05	0.09798447
-0.0545	1.2e-05	0.09595016
-0.0545	1.4e-05	0.09008853
-0.0545	1.6e-05	0.11502778
-0.0545	1.8e-05	0.10927394
-0.0545	2e-05	0.10934669
-0.0545	2.2e-05	0.10521978
-0.0545	2.4e-05	0.09903222
-0.0545	2.6e-05	0.09362172
-0.0545	2.8e-05	0.09770216
-0.0545	3e-05	0.10520809
-0.0545	3.2e-05	0.10370628
-0.0545	3.4e-05	0.09902931
-0.0545	3.6e-05	0.10288266
-0.0545	3.8e-05	0.11114528
-0.0545	4e-05	0.09397391
-0.0545	4.2e-05	0.10481219
-0.0545	4.4e-05	0.10983559
-0.0545	4.6e-05	0.10386344
-0.0545	4.8e-05	0.10201238
-0.0545	5e-05	0.10569116
-0.0545	5.2e-05	0.10217825
-0.0545	5.4e-05	0.10047575
-0.0545	5.6e-05	0.08615369
-0.0545	5.8e-05	0.09402922
-0.0545	6e-05	0.10378488
-0.0545	6.2e-05	0.10363353
-0.0545	6.4e-05	0.11847363
-0.0545	6.6e-05	0.10357531
-0.0545	6.8e-05	0.08944531
-0.0545	7e-05	0.11194272
-0.0545	7.2e-05	0.11025763
-0.0545	7.4e-05	0.09549888
-0.0545	7.6e-05	0.10993156
-0.0545	7.8e-05	0.08610997
-0.0545	8e-05	0.10841234
-0.0545	8.2e-05	0.10086291
-0.0545	8.4e-05	0.09057159
-0.0545	8.6e-05	0.10124119
-0.0545	8.8e-05	0.10617441
-0.0545	9e-05	0.11647134
-0.0545	9.2e-05	0.08457913
-0.0545	9.4e-05	0.10990247
-0.0545	9.6e-05	0.09457634
-0.0545	9.8e-05	0.07598756
-0.0545	0.0001	0.10896834
-0.0545	0.000102	0.10232381
-0.0545	0.000104	0.09061231
-0.0545	0.000106	0.09862469
-0.0545	0.000108	0.09101988
-0.0545	0.00011	0.08764094
-0.0545	0.000112	0.11259466
-0.0545	0.000114	0.0846955
-0.0545	0.000116	0.11959122
-0.0545	0.000118	0.10174181
-0.0545	0.00012	0.09852866
-0.0545	0.000122	0.09473353
-0.0545	0.000124	0.09968409
-0.0545	0.000126	0.09559797
-0.0545	0.000128	0.10310681
-0.0545	0.00013	0.0932085
-0.0545	0.000132	0.08597038
