Initial Temperature (K)	0.0249733
Excitation Current (A)	7.092597402597402e-13
Axis 1,2	y,z
Angle	14
Field (T)	Current (A)	Resistance (Ohms)
-0.75	0.00017	0.07989861
-0.75	0.000165	0.10542625
-0.75	0.00016	0.1207559
-0.75	0.000155	0.0935891
-0.75	0.00015	0.1040946
-0.75	0.000145	0.1079409
-0.75	0.00014	0.09569385
-0.75	0.000135	0.09215495
-0.75	0.00013	0.0959547
-0.75	0.000125	0.14470045
-0.75	0.00012	0.0720382
-0.75	0.000115	0.1166395
-0.75	0.00011	0.1152705
-0.75	0.000105	0.09014325
-0.75	0.0001	0.0922946
-0.75	9.5e-05	0.09818065
-0.75	9e-05	0.0985904
-0.75	8.5e-05	0.0873865
-0.75	8e-05	0.1072703
-0.75	7.5e-05	0.095871
-0.75	7e-05	0.09307695
-0.75	6.5e-05	0.120402
-0.75	6e-05	0.1055846
-0.75	5.5e-05	0.1027534
-0.75	5e-05	0.0962807
-0.75	4.5e-05	0.0884948
-0.75	4e-05	0.09500475
-0.75	3.5e-05	0.1410961
-0.75	3e-05	0.1067023
-0.75	2.5e-05	0.1055567
-0.75	2e-05	0.12204125
-0.75	1.5e-05	0.10041575
-0.75	1e-05	0.0926579
-0.75	5e-06	0.1115358
-0.75	0.0	0.08711645
-0.75	-5e-06	0.0959361
-0.75	-1e-05	0.1053146
-0.75	-1.5e-05	0.09936335
-0.75	-2e-05	0.09883245
-0.75	-2.5e-05	0.13033
-0.75	-3e-05	0.1174218
-0.75	-3.5e-05	0.0841828
-0.75	-4e-05	0.1085649
-0.75	-4.5e-05	0.11449745
-0.75	-5e-05	0.1196291
-0.75	-5.5e-05	0.113622
-0.75	-6e-05	0.1002295
-0.75	-6.5e-05	0.0957033
-0.75	-7e-05	0.11165688
-0.75	-7.5e-05	0.1021108
-0.75	-8e-05	0.1153356
-0.75	-8.5e-05	0.13399
-0.75	-9e-05	0.13410185
-0.75	-9.5e-05	0.11128435
-0.75	-0.0001	0.11364985
-0.75	-0.000105	0.09569395
-0.75	-0.00011	0.1160433
-0.75	-0.000115	0.1236338
-0.75	-0.00012	0.10137505
-0.75	-0.000125	0.10742875
-0.75	-0.00013	0.121203
-0.75	-0.000135	0.11694685
-0.75	-0.00014	0.144365
-0.75	-0.000145	0.080001
-0.75	-0.00015	0.1169002
-0.75	-0.000155	0.1099433
-0.75	-0.00016	0.09138195
-0.75	-0.000165	0.07612675
-0.75	-0.00017	0.09706305
-0.75	-0.000175	0.09068345
-0.75	-0.00018	0.12357785
-0.75	-0.000185	0.0849743
-0.75	-0.00019	0.0964577
-0.75	-0.000195	0.1051375
-0.75	-0.0002	0.10659985
-0.7	-0.0002	0.06927215
-0.7	-0.000195	0.0666271
-0.7	-0.00019	0.11440435
-0.7	-0.000185	0.068555
-0.7	-0.00018	0.0829999
-0.7	-0.000175	0.05841295
-0.7	-0.00017	0.0909442
-0.7	-0.000165	0.0919034
-0.7	-0.00016	0.04526249
-0.7	-0.000155	0.050627
-0.7	-0.00015	0.10008055
-0.7	-0.000145	0.0951724
-0.7	-0.00014	0.06471795
-0.7	-0.000135	0.0828416
-0.7	-0.00013	0.061421
-0.7	-0.000125	0.09551705
-0.7	-0.00012	0.0741616
-0.7	-0.000115	0.0950607
-0.7	-0.00011	0.11587575
-0.7	-0.000105	0.0884947
-0.7	-0.0001	0.0901339
-0.7	-9.5e-05	0.10435525
-0.7	-9e-05	0.13250005
-0.7	-8.5e-05	0.09437155
-0.7	-8e-05	0.1228608
-0.7	-7.5e-05	0.0968954
-0.7	-7e-05	0.09929822
-0.7	-6.5e-05	0.0547248
-0.7	-6e-05	0.07294155
-0.7	-5.5e-05	0.1207746
-0.7	-5e-05	0.09830165
-0.7	-4.5e-05	0.1649659
-0.7	-4e-05	0.1254778
-0.7	-3.5e-05	0.0773561
-0.7	-3e-05	0.0953121
-0.7	-2.5e-05	0.10274405
-0.7	-2e-05	0.0842851
-0.7	-1.5e-05	0.0887183
-0.7	-1e-05	0.0784364
-0.7	-5e-06	0.09505125
-0.7	0.0	0.077086
-0.7	5e-06	0.1184462
-0.7	1e-05	0.10006178
-0.7	1.5e-05	0.0961782
-0.7	2e-05	0.09584295
-0.7	2.5e-05	0.09674625
-0.7	3e-05	0.11438575
-0.7	3.5e-05	0.14107745
-0.7	4e-05	0.0982643
-0.7	4.5e-05	0.0987488
-0.7	5e-05	0.11399455
-0.7	5.5e-05	0.10279065
-0.7	6e-05	0.1010863
