Initial Temperature (K)	0.0250387
Excitation Current (A)	1.082761038961039e-12
Axis 1,2	x,y
Angle	0
Field (T)	Current (A)	Resistance (Ohms)
-0.0392	-3.4e-05	0.10328422
-0.0392	-3.2e-05	0.10725406
-0.0392	-3e-05	0.10377912
-0.0392	-2.8e-05	0.0818695
-0.0392	-2.6e-05	0.09762647
-0.0392	-2.4e-05	0.09969278
-0.0392	-2.2e-05	0.10567672
-0.0392	-2e-05	0.11664884
-0.0392	-1.8e-05	0.10603753
-0.0392	-1.6e-05	0.10374991
-0.0392	-1.4e-05	0.10281281
-0.0392	-1.2e-05	0.11932641
-0.0392	-1e-05	0.11054291
-0.0392	-8e-06	0.10113066
-0.0392	-6e-06	0.10607828
-0.0392	-4e-06	0.09472188
-0.0392	-2e-06	0.09395928
-0.0392	-0.0	0.08607216
-0.0392	2e-06	0.10767909
-0.0392	4e-06	0.08813262
-0.0392	6e-06	0.09797578
-0.0392	8e-06	0.10003628
-0.0392	1e-05	0.104594
-0.0392	1.2e-05	0.11242875
-0.0392	1.4e-05	0.10851144
-0.0392	1.6e-05	0.10627631
-0.0392	1.8e-05	0.09689306
-0.0392	2e-05	0.09728881
-0.0392	2.2e-05	0.08906988
-0.0392	2.4e-05	0.09629931
-0.0392	2.6e-05	0.1098035
-0.0392	2.8e-05	0.09163097
-0.0392	3e-05	0.09359263
-0.0392	3.2e-05	0.10427963
-0.0392	3.4e-05	0.10040875
-0.0392	3.6e-05	0.09749263
-0.0392	3.8e-05	0.11499575
-0.0392	4e-05	0.09666022
-0.0392	4.2e-05	0.09181147
-0.0392	4.4e-05	0.10138088
-0.0392	4.6e-05	0.10844738
-0.0392	4.8e-05	0.10795266
-0.0392	5e-05	0.09051925
-0.0392	5.2e-05	0.09273113
-0.0392	5.4e-05	0.10946606
-0.0392	5.6e-05	0.10875003
-0.0392	5.8e-05	0.09648566
-0.0392	6e-05	0.10372669
-0.0392	6.2e-05	0.10316788
-0.0392	6.4e-05	0.10113066
-0.0392	6.6e-05	0.09991403
-0.0392	6.8e-05	0.09248662
-0.0392	7e-05	0.11080475
-0.0392	7.2e-05	0.10110731
-0.0392	7.4e-05	0.08821428
-0.0392	7.6e-05	0.10140991
-0.0392	7.8e-05	0.10117716
-0.0392	8e-05	0.09279512
-0.0392	8.2e-05	0.10092109
-0.0392	8.4e-05	0.10291175
-0.0392	8.6e-05	0.10518772
-0.0392	8.8e-05	0.10645656
-0.0392	9e-05	0.09504797
-0.0392	9.2e-05	0.10712025
-0.0392	9.4e-05	0.10632272
-0.0392	9.6e-05	0.11572328
-0.0392	9.8e-05	0.10235291
-0.0392	0.0001	0.10316212
-0.0392	0.000102	0.10842988
-0.0392	0.000104	0.0970735
-0.0392	0.000106	0.11361613
-0.0392	0.000108	0.09735288
-0.0392	0.00011	0.11303997
-0.0392	0.000112	0.09802225
-0.0392	0.000114	0.09836566
