Initial Temperature (K)	0.0250571
Excitation Current (A)	2e-07
Axis 1,2	x,y
Angle	0
Field (T)	Current (A)	Resistance (Ohms)
-0.1	-0.00012	0.03616807
-0.1	-0.000118	0.09575448
-0.1	-0.000116	0.0873236
-0.1	-0.000114	0.1063809
-0.1	-0.000112	0.0965671
-0.1	-0.00011	0.09313278
-0.1	-0.000108	0.08791962
-0.1	-0.000106	0.09728645
-0.1	-0.000104	0.0952655
-0.1	-0.000102	0.10639498
-0.1	-0.0001	0.09597098
-0.1	-9.8e-05	0.10363587
-0.1	-9.6e-05	0.09447855
-0.1	-9.4e-05	0.09564502
-0.1	-9.2e-05	0.11022968
-0.1	-9e-05	0.09614103
-0.1	-8.8e-05	0.09599428
-0.1	-8.6e-05	0.10096058
-0.1	-8.4e-05	0.08472988
-0.1	-8.2e-05	0.1163951
-0.1	-8e-05	0.08541442
-0.1	-7.8e-05	0.09094883
-0.1	-7.6e-05	0.09010592
-0.1	-7.4e-05	0.09171718
-0.1	-7.2e-05	0.10268355
-0.1	-7e-05	0.09792448
-0.1	-6.8e-05	0.09010122
-0.1	-6.6e-05	0.08948888
-0.1	-6.4e-05	0.10903988
-0.1	-6.2e-05	0.0930304
-0.1	-6e-05	0.10703285
-0.1	-5.8e-05	0.10187332
-0.1	-5.6e-05	0.1083624
-0.1	-5.4e-05	0.10184068
-0.1	-5.2e-05	0.10030175
-0.1	-5e-05	0.09652515
-0.1	-4.8e-05	0.0884272
-0.1	-4.6e-05	0.10597352
-0.1	-4.4e-05	0.1031888
-0.1	-4.2e-05	0.0992167
-0.1	-4e-05	0.09345875
-0.1	-3.8e-05	0.09704438
-0.1	-3.6e-05	0.11572685
-0.1	-3.4e-05	0.0947114
-0.1	-3.2e-05	0.10537045
-0.1	-3e-05	0.08698828
-0.1	-2.8e-05	0.10612255
-0.1	-2.6e-05	0.1055591
-0.1	-2.4e-05	0.10154033
-0.1	-2.2e-05	0.10756848
-0.1	-2e-05	0.10088845
-0.1	-1.8e-05	0.1049164
-0.1	-1.6e-05	0.09713512
-0.1	-1.4e-05	0.10643455
-0.1	-1.2e-05	0.09975695
-0.1	-1e-05	0.09815268
-0.1	-8e-06	0.1089165
-0.1	-6e-06	0.09898622
-0.1	-4e-06	0.09978012
-0.1	-2e-06	0.11083742
-0.1	-0.0	0.08249468
-0.1	2e-06	0.1081621
-0.1	4e-06	0.10444838
-0.1	6e-06	0.09912128
-0.1	8e-06	0.1032027
-0.1	1e-05	0.11209692
-0.1	1.2e-05	0.10896302
-0.1	1.4e-05	0.10731228
-0.1	1.6e-05	0.09685118
-0.1	1.8e-05	0.10449272
-0.1	2e-05	0.08838998
-0.1	2.2e-05	0.10684427
-0.1	2.4e-05	0.1023017
-0.1	2.6e-05	0.0846367
-0.1	2.8e-05	0.10257413
-0.1	3e-05	0.0898009
-0.1	3.2e-05	0.0988372
-0.1	3.4e-05	0.10465802
-0.1	3.6e-05	0.10056018
-0.1	3.8e-05	0.10387808
-0.1	4e-05	0.10214112
-0.1	4.2e-05	0.08053885
-0.1	4.4e-05	0.0893143
-0.1	4.6e-05	0.1086767
-0.1	4.8e-05	0.10959173
-0.1	5e-05	0.11634622
-0.1	5.2e-05	0.09402442
-0.1	5.4e-05	0.10501892
-0.1	5.6e-05	0.11402715
-0.1	5.8e-05	0.08508378
-0.1	6e-05	0.10358933
-0.1	6.2e-05	0.08802675
-0.1	6.4e-05	0.10117478
-0.1	6.6e-05	0.10118878
-0.1	6.8e-05	0.10214808
-0.1	7e-05	0.1008396
-0.1	7.2e-05	0.09603848
-0.1	7.4e-05	0.09521203
-0.1	7.6e-05	0.10767785
-0.1	7.8e-05	0.09744028
-0.1	8e-05	0.09289535
-0.1	8.2e-05	0.09540058
-0.1	8.4e-05	0.10380818
-0.1	8.6e-05	0.09661368
-0.1	8.8e-05	0.12081652
-0.1	9e-05	0.10440418
-0.1	9.2e-05	0.10689082
-0.1	9.4e-05	0.09401762
-0.1	9.6e-05	0.1018896
-0.1	9.8e-05	0.1023623
-0.1	0.0001	0.1131749
-0.1	0.000102	0.10303045
-0.1	0.000104	0.10412952
-0.1	0.000106	0.0960524
-0.1	0.000108	0.09852278
-0.1	0.00011	0.09366593
-0.1	0.000112	0.1046696
-0.1	0.000114	0.09951238
-0.1	0.000116	0.09954035
-0.1	0.000118	0.10159865
-0.1	0.00012	0.09914222
-0.09	-0.00012	0.01298505
-0.09	-0.000118	0.11144038
-0.09	-0.000116	0.09000345
-0.09	-0.000114	0.09802458
-0.09	-0.000112	0.09018742
-0.09	-0.00011	0.09705838
-0.09	-0.000108	0.09505125
-0.09	-0.000106	0.10038545
-0.09	-0.000104	0.09376152
-0.09	-0.000102	0.0906158
-0.09	-0.0001	0.09842277
-0.09	-9.8e-05	0.10036218
-0.09	-9.6e-05	0.09269042
-0.09	-9.4e-05	0.08437363
-0.09	-9.2e-05	0.09681853
-0.09	-9e-05	0.10098388
-0.09	-8.8e-05	0.10046465
-0.09	-8.6e-05	0.08952622
-0.09	-8.4e-05	0.0975869
-0.09	-8.2e-05	0.109615
-0.09	-8e-05	0.09439705
-0.09	-7.8e-05	0.09900485
-0.09	-7.6e-05	0.10325638
-0.09	-7.4e-05	0.09512352
-0.09	-7.2e-05	0.09903742
-0.09	-7e-05	0.09068102
-0.09	-6.8e-05	0.09540052
-0.09	-6.6e-05	0.09298612
-0.09	-6.4e-05	0.0972143
-0.09	-6.2e-05	0.09223403
-0.09	-6e-05	0.0993215
-0.09	-5.8e-05	0.09570788
-0.09	-5.6e-05	0.10643448
-0.09	-5.4e-05	0.1010911
-0.09	-5.2e-05	0.09991755
-0.09	-5e-05	0.10592235
-0.09	-4.8e-05	0.09250875
-0.09	-4.6e-05	0.0935705
-0.09	-4.4e-05	0.09660665
-0.09	-4.2e-05	0.09621545
-0.09	-4e-05	0.09440635
-0.09	-3.8e-05	0.09097202
-0.09	-3.6e-05	0.10791768
-0.09	-3.4e-05	0.10178715
-0.09	-3.2e-05	0.1009489
-0.09	-3e-05	0.09599198
-0.09	-2.8e-05	0.0873772
-0.09	-2.6e-05	0.09530268
-0.09	-2.4e-05	0.09252737
-0.09	-2.2e-05	0.08943302
-0.09	-2e-05	0.1040992
-0.09	-1.8e-05	0.09593373
-0.09	-1.6e-05	0.089808
-0.09	-1.4e-05	0.09243192
-0.09	-1.2e-05	0.09280683
-0.09	-1e-05	0.10731935
-0.09	-8e-06	0.0805458
-0.09	-6e-06	0.11409935
-0.09	-4e-06	0.10473478
-0.09	-2e-06	0.10677688
-0.09	-0.0	0.1077221
-0.09	2e-06	0.10127255
-0.09	4e-06	0.10437388
-0.09	6e-06	0.1102669
-0.09	8e-06	0.11250913
-0.09	1e-05	0.10326562
-0.09	1.2e-05	0.08818048
-0.09	1.4e-05	0.0930373
-0.09	1.6e-05	0.09311648
-0.09	1.8e-05	0.09910487
-0.09	2e-05	0.11064878
-0.09	2.2e-05	0.0948185
-0.09	2.4e-05	0.12155695
-0.09	2.6e-05	0.10882338
-0.09	2.8e-05	0.10569185
-0.09	3e-05	0.08689522
-0.09	3.2e-05	0.10209685
-0.09	3.4e-05	0.10985472
-0.09	3.6e-05	0.10259278
-0.09	3.8e-05	0.09216888
-0.09	4e-05	0.1022901
-0.09	4.2e-05	0.1053355
-0.09	4.4e-05	0.08760065
-0.09	4.6e-05	0.1117407
-0.09	4.8e-05	0.0951514
-0.09	5e-05	0.1041365
-0.09	5.2e-05	0.0957382
-0.09	5.4e-05	0.08493473
-0.09	5.6e-05	0.09844132
-0.09	5.8e-05	0.09855082
-0.09	6e-05	0.08890223
-0.09	6.2e-05	0.10120047
-0.09	6.4e-05	0.10996188
-0.09	6.6e-05	0.09554488
-0.09	6.8e-05	0.10530062
-0.09	7e-05	0.10345195
-0.09	7.2e-05	0.09618057
-0.09	7.4e-05	0.10440892
-0.09	7.6e-05	0.1036917
-0.09	7.8e-05	0.087738
-0.09	8e-05	0.08828282
-0.09	8.2e-05	0.09946352
-0.09	8.4e-05	0.10453692
-0.09	8.6e-05	0.09812707
-0.09	8.8e-05	0.1014449
-0.09	9e-05	0.08665313
-0.09	9.2e-05	0.0936334
-0.09	9.4e-05	0.09713278
-0.09	9.6e-05	0.1099526
-0.09	9.8e-05	0.10342868
-0.09	0.0001	0.09288592
-0.09	0.000102	0.09409432
-0.09	0.000104	0.09789185
-0.09	0.000106	0.10148907
-0.09	0.000108	0.09050648
-0.09	0.00011	0.09427372
-0.09	0.000112	0.10561263
-0.09	0.000114	0.10315625
-0.09	0.000116	0.09885582
-0.09	0.000118	0.10246475
-0.09	0.00012	0.0933307
-0.08	-0.00012	0.1500742
-0.08	-0.000118	0.093971
-0.08	-0.000116	0.09222008
-0.08	-0.000114	0.09570555
-0.08	-0.000112	0.10658582
-0.08	-0.00011	0.10609928
-0.08	-0.000108	0.0947836
-0.08	-0.000106	0.10118642
-0.08	-0.000104	0.07409645
-0.08	-0.000102	0.10127262
-0.08	-0.0001	0.0870139
-0.08	-9.8e-05	0.09239707
-0.08	-9.6e-05	0.09367998
-0.08	-9.4e-05	0.08730035
-0.08	-9.2e-05	0.10144958
-0.08	-9e-05	0.08496505
-0.08	-8.8e-05	0.10702118
-0.08	-8.6e-05	0.09369153
-0.08	-8.4e-05	0.0925903
-0.08	-8.2e-05	0.11256265
-0.08	-8e-05	0.09158442
-0.08	-7.8e-05	0.10894218
-0.08	-7.6e-05	0.09444362
-0.08	-7.4e-05	0.0916962
-0.08	-7.2e-05	0.09188025
-0.08	-7e-05	0.0976288
-0.08	-6.8e-05	0.09797565
-0.08	-6.6e-05	0.09861138
-0.08	-6.4e-05	0.10217368
-0.08	-6.2e-05	0.09237142
-0.08	-6e-05	0.09288832
-0.08	-5.8e-05	0.0982505
-0.08	-5.6e-05	0.1049816
-0.08	-5.4e-05	0.0827508
-0.08	-5.2e-05	0.09772195
-0.08	-5e-05	0.105559
-0.08	-4.8e-05	0.0994007
-0.08	-4.6e-05	0.0975077
-0.08	-4.4e-05	0.09239005
-0.08	-4.2e-05	0.09886518
-0.08	-4e-05	0.10985018
-0.08	-3.8e-05	0.08993132
-0.08	-3.6e-05	0.1044764
-0.08	-3.4e-05	0.11839505
-0.08	-3.2e-05	0.08193123
-0.08	-3e-05	0.0989699
-0.08	-2.8e-05	0.1107908
-0.08	-2.6e-05	0.09934242
-0.08	-2.4e-05	0.1020619
-0.08	-2.2e-05	0.09801995
-0.08	-2e-05	0.08555633
-0.08	-1.8e-05	0.10713758
-0.08	-1.6e-05	0.08865528
-0.08	-1.4e-05	0.10258118
-0.08	-1.2e-05	0.1056289
-0.08	-1e-05	0.09428065
-0.08	-8e-06	0.0915379
-0.08	-6e-06	0.10205727
-0.08	-4e-06	0.10822967
-0.08	-2e-06	0.08569373
-0.08	-0.0	0.0720521
-0.08	2e-06	0.11477918
-0.08	4e-06	0.09565435
-0.08	6e-06	0.10289315
-0.08	8e-06	0.10911208
-0.08	1e-05	0.10539608
-0.08	1.2e-05	0.09607115
-0.08	1.4e-05	0.10814105
-0.08	1.6e-05	0.09958218
-0.08	1.8e-05	0.09370782
-0.08	2e-05	0.09904208
-0.08	2.2e-05	0.10445545
-0.08	2.4e-05	0.09914685
-0.08	2.6e-05	0.0965485
-0.08	2.8e-05	0.08591035
-0.08	3e-05	0.09913515
-0.08	3.2e-05	0.1050352
-0.08	3.4e-05	0.09923535
-0.08	3.6e-05	0.11515403
-0.08	3.8e-05	0.10027148
-0.08	4e-05	0.11341488
-0.08	4.2e-05	0.1156407
-0.08	4.4e-05	0.1018524
-0.08	4.6e-05	0.0891025
-0.08	4.8e-05	0.09285342
-0.08	5e-05	0.08800355
-0.08	5.2e-05	0.09940068
-0.08	5.4e-05	0.09181265
-0.08	5.6e-05	0.09556125
-0.08	5.8e-05	0.08589172
-0.08	6e-05	0.11105847
-0.08	6.2e-05	0.0903062
-0.08	6.4e-05	0.09667182
-0.08	6.6e-05	0.1001993
-0.08	6.8e-05	0.07971238
-0.08	7e-05	0.09289998
-0.08	7.2e-05	0.09843898
-0.08	7.4e-05	0.10796415
-0.08	7.6e-05	0.10475113
-0.08	7.8e-05	0.09602458
-0.08	8e-05	0.10232268
-0.08	8.2e-05	0.09402682
-0.08	8.4e-05	0.10370575
-0.08	8.6e-05	0.09140275
-0.08	8.8e-05	0.10240882
-0.08	9e-05	0.08338415
-0.08	9.2e-05	0.0967579
-0.08	9.4e-05	0.09819455
-0.08	9.6e-05	0.09206872
-0.08	9.8e-05	0.1011375
-0.08	0.0001	0.09541675
-0.08	0.000102	0.08960308
-0.08	0.000104	0.08732128
-0.08	0.000106	0.09749143
-0.08	0.000108	0.09095813
-0.08	0.00011	0.09731673
-0.08	0.000112	0.09275093
-0.08	0.000114	0.09748212
-0.08	0.000116	0.10692118
-0.08	0.000118	0.09148205
-0.08	0.00012	0.09391505
-0.07	-0.00012	0.1650896
-0.07	-0.000118	0.08276242
-0.07	-0.000116	0.0988698
-0.07	-0.000114	0.10380588
-0.07	-0.000112	0.0811396
-0.07	-0.00011	0.08123505
-0.07	-0.000108	0.1017965
-0.07	-0.000106	0.10954288
-0.07	-0.000104	0.08401048
-0.07	-0.000102	0.10132612
-0.07	-0.0001	0.10965225
-0.07	-9.8e-05	0.0880523
-0.07	-9.6e-05	0.09318637
-0.07	-9.4e-05	0.09861602
-0.07	-9.2e-05	0.09597098
-0.07	-9e-05	0.1019455
