Field A is the magnetic field created by Axes 1 and 2, Field B is the field created by Axis 3Initial Temperature (K)	0.025001
Excitation Current (A)	6.991012987012986e-13
Axis 1,2	y,z
Axis 3	x
Angle in 1,2	14
Field A (T)	Field B (T)	Resistance (Ohms)	Actual X-Field	Actual Y-Field	Actual Z-Field
-0.81	0.041	0.12074655	0.041	-0.7859	-0.196
-0.81	0.042	0.11445548	0.042	-0.7859	-0.196
-0.81	0.043	0.1350751	0.042	-0.7859	-0.196
-0.81	0.044	0.11050205	0.044	-0.7859	-0.1959
-0.81	0.045	0.1078291	0.045	-0.7859	-0.196
-0.81	0.046	0.10293968	0.046	-0.7859	-0.196
-0.81	0.047	0.0817473	0.047	-0.7859	-0.1959
-0.81	0.048	0.12267922	0.048	-0.7859	-0.1959
-0.81	0.049	0.13284458	0.049	-0.7859	-0.1959
-0.81	0.05	0.11143338	0.049	-0.7859	-0.196
-0.8	-0.05	0.10098845	-0.05	-0.7762	-0.1935
-0.8	-0.049	0.12585958	-0.049	-0.7762	-0.1935
-0.8	-0.048	0.08257155	-0.048	-0.7762	-0.1935
-0.8	-0.047	0.10956138	-0.047	-0.7762	-0.1935
-0.8	-0.046	0.08406628	-0.046	-0.7762	-0.1935
-0.8	-0.045	0.1042621	-0.046	-0.7762	-0.1935
-0.8	-0.044	0.11263475	-0.044	-0.7762	-0.1935
-0.8	-0.043	0.10623658	-0.043	-0.7762	-0.1935
-0.8	-0.042	0.12266058	-0.042	-0.7762	-0.1935
-0.8	-0.041	0.10046235	-0.042	-0.7762	-0.1935
-0.8	-0.04	0.1177245	-0.04	-0.7762	-0.1935
-0.8	-0.039	0.09844602	-0.039	-0.7762	-0.1935
-0.8	-0.038	0.10542632	-0.038	-0.7762	-0.1935
-0.8	-0.037	0.09200585	-0.038	-0.7762	-0.1935
-0.8	-0.036	0.09791978	-0.036	-0.7762	-0.1935
-0.8	-0.035	0.1089793	-0.036	-0.7762	-0.1935
-0.8	-0.034	0.09148905	-0.034	-0.7762	-0.1935
-0.8	-0.033	0.0946136	-0.033	-0.7762	-0.1935
-0.8	-0.032	0.07525592	-0.032	-0.7762	-0.1935
-0.8	-0.031	0.1033913	-0.032	-0.7762	-0.1935
-0.8	-0.03	0.11903302	-0.03	-0.7762	-0.1935
-0.8	-0.029	0.09605243	-0.029	-0.7762	-0.1935
-0.8	-0.028	0.1048489	-0.028	-0.7762	-0.1935
-0.8	-0.027	0.098283	-0.027	-0.7762	-0.1935
-0.8	-0.026	0.09130737	-0.026	-0.7762	-0.1935
-0.8	-0.025	0.1090771	-0.025	-0.7762	-0.1935
-0.8	-0.024	0.0950653	-0.025	-0.7762	-0.1935
-0.8	-0.023	0.08439225	-0.023	-0.7762	-0.1935
-0.8	-0.022	0.11379898	-0.023	-0.7762	-0.1935
-0.8	-0.021	0.09154488	-0.021	-0.7762	-0.1935
-0.8	-0.02	0.11300268	-0.02	-0.7762	-0.1935
-0.8	-0.019	0.11365458	-0.02	-0.7762	-0.1935
-0.8	-0.018	0.06806149	-0.018	-0.7762	-0.1935
-0.8	-0.017	0.09068805	-0.017	-0.7762	-0.1935
-0.8	-0.016	0.08943078	-0.016	-0.7762	-0.1935
-0.8	-0.015	0.09798035	-0.015	-0.7762	-0.1935
-0.8	-0.014	0.09144242	-0.014	-0.7762	-0.1935
-0.8	-0.013	0.09068795	-0.013	-0.7762	-0.1935
-0.8	-0.012	0.094716	-0.013	-0.7762	-0.1935
-0.8	-0.011	0.08857395	-0.011	-0.7762	-0.1935
-0.8	-0.01	0.0802944	-0.011	-0.7762	-0.1935
-0.8	-0.009	0.09267648	-0.009	-0.7762	-0.1935
-0.8	-0.008	0.0891514	-0.008	-0.7762	-0.1935
-0.8	-0.007	0.08641792	-0.007	-0.7762	-0.1935
-0.8	-0.006	0.07236883	-0.006	-0.7762	-0.1935
-0.8	-0.005	0.0982225	-0.005	-0.7762	-0.1935
-0.8	-0.004	0.08473685	-0.004	-0.7762	-0.1935
-0.8	-0.003	0.1124671	-0.003	-0.7762	-0.1935
-0.8	-0.002	0.08135612	-0.002	-0.7762	-0.1935
-0.8	-0.001	0.1026509	-0.001	-0.7762	-0.1935
-0.8	0.0	0.09678362	-0.001	-0.7762	-0.1935
-0.8	0.001	0.10788498	0.001	-0.7762	-0.1935
-0.8	0.002	0.09747738	0.002	-0.7762	-0.1935
-0.8	0.003	0.09881383	0.003	-0.7762	-0.1935
-0.8	0.004	0.1092914	0.004	-0.7762	-0.1935
-0.8	0.005	0.11814367	0.005	-0.7762	-0.1935
-0.8	0.006	0.12512382	0.006	-0.7762	-0.1935
-0.8	0.007	0.12473735	0.006	-0.7762	-0.1935
-0.8	0.008	0.14999022	0.008	-0.7762	-0.1935
-0.8	0.009	0.09011057	0.009	-0.7762	-0.1935
-0.8	0.01	0.07584273	0.01	-0.7762	-0.1935
-0.8	0.011	0.10007593	0.01	-0.7762	-0.1935
-0.8	0.012	0.11201538	0.012	-0.7762	-0.1935
-0.8	0.013	0.14286555	0.012	-0.7762	-0.1935
-0.8	0.014	0.11189902	0.014	-0.7762	-0.1935
-0.8	0.015	0.21589582	0.015	-0.7762	-0.1935
-0.8	0.016	0.10798282	0.016	-0.7762	-0.1935
-0.8	0.017	0.12087703	0.016	-0.7762	-0.1935
-0.8	0.018	0.00589526	0.018	-0.7762	-0.1935
-0.8	0.019	0.1016684	0.019	-0.7762	-0.1935
-0.8	0.02	0.1256501	0.019	-0.7762	-0.1935
-0.8	0.021	-0.00290574	0.021	-0.7762	-0.1935
-0.8	0.022	-0.00031202	0.022	-0.7762	-0.1935
-0.8	0.023	0.00441449	0.023	-0.7762	-0.1935
-0.8	0.024	-0.0160654	0.024	-0.7762	-0.1935
-0.8	0.025	-0.01129701	0.025	-0.7762	-0.1935
-0.8	0.026	0.03154411	0.025	-0.7762	-0.1935
-0.8	0.027	-0.01075219	0.027	-0.7762	-0.1935
-0.8	0.028	0.00571838	0.028	-0.7762	-0.1935
-0.8	0.029	0.1966734	0.029	-0.7762	-0.1935
-0.8	0.03	0.00484753	0.03	-0.7762	-0.1935
-0.8	0.031	0.08804306	0.031	-0.7762	-0.1935
-0.8	0.032	0.11187105	0.032	-0.7762	-0.1935
-0.8	0.033	0.2349508	0.033	-0.7762	-0.1935
-0.8	0.034	0.02251491	0.034	-0.7762	-0.1935
-0.8	0.035	0.00561123	0.035	-0.7762	-0.1935
-0.8	0.036	0.03015643	0.036	-0.7762	-0.1935
-0.8	0.037	0.16033745	0.037	-0.7762	-0.1935
-0.8	0.038	0.2338192	0.038	-0.7762	-0.1935
-0.8	0.039	0.20276398	0.039	-0.7762	-0.1935
-0.8	0.04	0.12626008	0.04	-0.7762	-0.1935
-0.8	0.041	0.11664418	0.041	-0.7762	-0.1935
-0.8	0.042	0.1163554	0.042	-0.7762	-0.1935
-0.8	0.043	0.10746125	0.043	-0.7762	-0.1935
-0.8	0.044	0.1208491	0.044	-0.7762	-0.1935
-0.8	0.045	0.1110654	0.045	-0.7762	-0.1935
-0.8	0.046	0.13012053	0.045	-0.7762	-0.1935
-0.8	0.047	0.1253101	0.047	-0.7762	-0.1935
-0.8	0.048	0.10912837	0.048	-0.7762	-0.1935
-0.8	0.049	0.11153115	0.048	-0.7762	-0.1935
-0.8	0.05	0.0807275	0.05	-0.7762	-0.1935
-0.79	-0.05	0.08712107	-0.05	-0.7665	-0.1911
-0.79	-0.049	0.0821524	-0.049	-0.7665	-0.1911
-0.79	-0.048	0.0919779	-0.049	-0.7665	-0.1911
-0.79	-0.047	0.1036987	-0.047	-0.7665	-0.1911
-0.79	-0.046	0.07709993	-0.046	-0.7665	-0.1911
-0.79	-0.045	0.11822738	-0.045	-0.7665	-0.1911
-0.79	-0.044	0.12776898	-0.045	-0.7665	-0.1911
-0.79	-0.043	0.10940775	-0.043	-0.7665	-0.1911
-0.79	-0.042	0.09576378	-0.042	-0.7665	-0.1911
-0.79	-0.041	0.10469058	-0.042	-0.7665	-0.1911
-0.79	-0.04	0.0738637	-0.04	-0.7665	-0.1911
-0.79	-0.039	0.07963315	-0.039	-0.7665	-0.1911
-0.79	-0.038	0.08606402	-0.038	-0.7665	-0.1911
-0.79	-0.037	0.09598265	-0.037	-0.7665	-0.1911
-0.79	-0.036	0.09806878	-0.037	-0.7665	-0.1911
-0.79	-0.035	0.11890725	-0.035	-0.7665	-0.1911
-0.79	-0.034	0.1158013	-0.034	-0.7665	-0.1911
-0.79	-0.033	0.10538445	-0.033	-0.7665	-0.1911
-0.79	-0.032	0.06208235	-0.033	-0.7665	-0.1911
-0.79	-0.031	0.11909355	-0.031	-0.7665	-0.1911
-0.79	-0.03	0.10199438	-0.031	-0.7665	-0.1911
-0.79	-0.029	0.09074392	-0.029	-0.7665	-0.1911
-0.79	-0.028	0.09329115	-0.029	-0.7665	-0.1911
-0.79	-0.027	0.09721665	-0.027	-0.7665	-0.1911
-0.79	-0.026	0.08173798	-0.026	-0.7665	-0.1911
-0.79	-0.025	0.12383865	-0.025	-0.7665	-0.1911
-0.79	-0.024	0.09031087	-0.025	-0.7665	-0.1911
-0.79	-0.023	0.10506775	-0.023	-0.7665	-0.1911
-0.79	-0.022	0.09604777	-0.022	-0.7665	-0.1911
-0.79	-0.021	0.09158678	-0.022	-0.7665	-0.1911
-0.79	-0.02	0.10986872	-0.02	-0.7665	-0.1911
-0.79	-0.019	0.08008945	-0.02	-0.7665	-0.1911
-0.79	-0.018	0.09452972	-0.018	-0.7665	-0.1911
-0.79	-0.017	0.09770558	-0.017	-0.7665	-0.1911
-0.79	-0.016	0.08889058	-0.016	-0.7665	-0.1911
-0.79	-0.015	0.08696269	-0.016	-0.7665	-0.1911
-0.79	-0.014	0.09124685	-0.014	-0.7665	-0.1911
-0.79	-0.013	0.0924436	-0.013	-0.7665	-0.1911
-0.79	-0.012	0.11478148	-0.012	-0.7665	-0.1911
-0.79	-0.011	0.09461363	-0.011	-0.7665	-0.1911
-0.79	-0.01	0.09650882	-0.01	-0.7665	-0.1911
-0.79	-0.009	0.10411315	-0.009	-0.7665	-0.1911
-0.79	-0.008	0.09341225	-0.009	-0.7665	-0.1911
-0.79	-0.007	0.0806716	-0.007	-0.7665	-0.1911
-0.79	-0.006	0.1177431	-0.006	-0.7665	-0.1911
-0.79	-0.005	0.09142378	-0.005	-0.7665	-0.1911
-0.79	-0.004	0.0833538	-0.005	-0.7665	-0.1911
-0.79	-0.003	0.07369593	-0.003	-0.7665	-0.1911
-0.79	-0.002	0.11286758	-0.002	-0.7665	-0.1911
-0.79	-0.001	0.08435497	-0.002	-0.7665	-0.1911
-0.79	0.0	0.10848105	0.0	-0.7665	-0.1911
-0.79	0.001	0.1100177	0.0	-0.7665	-0.1911
-0.79	0.002	0.07506965	0.002	-0.7665	-0.1911
-0.79	0.003	0.12558018	0.003	-0.7665	-0.1911
-0.79	0.004	0.10777317	0.003	-0.7665	-0.1911
-0.79	0.005	0.11038565	0.005	-0.7665	-0.1911
-0.79	0.006	0.1208677	0.005	-0.7665	-0.1911
-0.79	0.007	0.1221343	0.007	-0.7665	-0.1911
-0.79	0.008	0.1049419	0.008	-0.7665	-0.1911
-0.79	0.009	0.07719773	0.009	-0.7665	-0.1911
-0.79	0.01	0.11859988	0.01	-0.7665	-0.1911
-0.79	0.011	0.09429693	0.011	-0.7665	-0.1911
-0.79	0.012	0.10913292	0.011	-0.7665	-0.1911
-0.79	0.013	0.13324977	0.013	-0.7665	-0.1911
-0.79	0.014	0.1350332	0.014	-0.7665	-0.1911
-0.79	0.015	0.1705448	0.014	-0.7665	-0.1911
-0.79	0.016	0.00122937	0.016	-0.7665	-0.1911
-0.79	0.017	-0.01646124	0.016	-0.7665	-0.1911
-0.79	0.018	0.004014	0.018	-0.7665	-0.1911
-0.79	0.019	-0.01398852	0.019	-0.7665	-0.1911
-0.79	0.02	-0.00877772	0.02	-0.7665	-0.1911
-0.79	0.021	0.0118465	0.021	-0.7665	-0.1911
-0.79	0.022	-0.01999094	0.022	-0.7665	-0.1911
-0.79	0.023	0.01185582	0.023	-0.7665	-0.1911
-0.79	0.024	-0.01646123	0.024	-0.7665	-0.1911
-0.79	0.025	-0.00614209	0.025	-0.7665	-0.1911
-0.79	0.026	0.02472677	0.026	-0.7665	-0.1911
-0.79	0.027	-0.01319225	0.027	-0.7665	-0.1911
-0.79	0.028	-0.00718983	0.028	-0.7665	-0.1911
-0.79	0.029	0.10536108	0.029	-0.7665	-0.1911
-0.79	0.03	0.01742978	0.03	-0.7665	-0.1911
-0.79	0.031	0.00284988	0.03	-0.7665	-0.1911
-0.79	0.032	0.0886671	0.032	-0.7665	-0.1911
-0.79	0.033	0.01151588	0.033	-0.7665	-0.1911
-0.79	0.034	0.192459	0.034	-0.7665	-0.1911
-0.79	0.035	0.1888314	0.035	-0.7665	-0.1911
-0.79	0.036	0.07377052	0.036	-0.7665	-0.1911
-0.79	0.037	0.11446018	0.037	-0.7665	-0.1911
-0.79	0.038	0.10523082	0.037	-0.7665	-0.1911
-0.79	0.039	0.15682153	0.039	-0.7665	-0.1911
-0.79	0.04	0.16396935	0.04	-0.7665	-0.1911
-0.79	0.041	0.1318062	0.041	-0.7665	-0.1911
-0.79	0.042	0.13485155	0.042	-0.7665	-0.1911
-0.79	0.043	0.12899822	0.043	-0.7665	-0.1911
-0.79	0.044	0.08695342	0.044	-0.7665	-0.1911
-0.79	0.045	0.11358005	0.045	-0.7665	-0.1911
-0.79	0.046	0.09846001	0.046	-0.7665	-0.1911
-0.79	0.047	0.10339608	0.047	-0.7665	-0.1911
-0.79	0.048	0.10988273	0.047	-0.7665	-0.1911
-0.79	0.049	0.08875085	0.049	-0.7665	-0.1911
-0.79	0.05	0.09636913	0.05	-0.7665	-0.1911
-0.78	-0.05	0.10447638	-0.05	-0.7568	-0.1887
-0.78	-0.049	0.09470218	-0.05	-0.7568	-0.1887
-0.78	-0.048	0.10009442	-0.048	-0.7568	-0.1887
-0.78	-0.047	0.1084391	-0.048	-0.7568	-0.1887
-0.78	-0.046	0.10232035	-0.046	-0.7568	-0.1887
-0.78	-0.045	0.09205707	-0.045	-0.7568	-0.1887
-0.78	-0.044	0.09982898	-0.045	-0.7568	-0.1887
-0.78	-0.043	0.08295343	-0.043	-0.7568	-0.1887
-0.78	-0.042	0.08811762	-0.043	-0.7568	-0.1887
-0.78	-0.041	0.09321665	-0.041	-0.7568	-0.1887
-0.78	-0.04	0.11094907	-0.041	-0.7568	-0.1887
-0.78	-0.039	0.10610162	-0.039	-0.7568	-0.1887
-0.78	-0.038	0.10740538	-0.038	-0.7568	-0.1887
-0.78	-0.037	0.0865296	-0.037	-0.7568	-0.1887
-0.78	-0.036	0.10690255	-0.036	-0.7568	-0.1887
-0.78	-0.035	0.1075777	-0.035	-0.7568	-0.1887
-0.78	-0.034	0.07764943	-0.034	-0.7568	-0.1887
-0.78	-0.033	0.10734015	-0.033	-0.7568	-0.1887
-0.78	-0.032	0.1153543	-0.032	-0.7568	-0.1887
-0.78	-0.031	0.0911211	-0.032	-0.7568	-0.1887
-0.78	-0.03	0.0830279	-0.03	-0.7568	-0.1887
-0.78	-0.029	0.10584548	-0.029	-0.7568	-0.1887
-0.78	-0.028	0.0945903	-0.029	-0.7568	-0.1887
-0.78	-0.027	0.09262055	-0.027	-0.7568	-0.1887
-0.78	-0.026	0.0821198	-0.026	-0.7568	-0.1887
-0.78	-0.025	0.09955905	-0.025	-0.7568	-0.1887
-0.78	-0.024	0.0897754	-0.024	-0.7568	-0.1887
-0.78	-0.023	0.10801538	-0.023	-0.7568	-0.1887
-0.78	-0.022	0.10053685	-0.023	-0.7568	-0.1887
-0.78	-0.021	0.09246687	-0.021	-0.7568	-0.1887
-0.78	-0.02	0.11064642	-0.021	-0.7568	-0.1887
-0.78	-0.019	0.10876973	-0.019	-0.7568	-0.1887
-0.78	-0.018	0.08882078	-0.018	-0.7568	-0.1887
-0.78	-0.017	0.09725852	-0.018	-0.7568	-0.1887
-0.78	-0.016	0.08761	-0.016	-0.7568	-0.1887
-0.78	-0.015	0.10889083	-0.015	-0.7568	-0.1887
-0.78	-0.014	0.08599418	-0.014	-0.7568	-0.1887
-0.78	-0.013	0.10240417	-0.014	-0.7568	-0.1887
-0.78	-0.012	0.10388035	-0.012	-0.7568	-0.1887
-0.78	-0.011	0.0989396	-0.012	-0.7568	-0.1887
-0.78	-0.01	0.08307445	-0.01	-0.7568	-0.1887
-0.78	-0.009	0.0909442	-0.009	-0.7568	-0.1887
-0.78	-0.008	0.0959128	-0.008	-0.7568	-0.1887
-0.78	-0.007	0.07423142	-0.008	-0.7568	-0.1887
-0.78	-0.006	0.09462753	-0.006	-0.7568	-0.1887
-0.78	-0.005	0.09264385	-0.005	-0.7568	-0.1887
-0.78	-0.004	0.10513293	-0.004	-0.7568	-0.1887
-0.78	-0.003	0.1074007	-0.003	-0.7568	-0.1887
-0.78	-0.002	0.12134738	-0.002	-0.7568	-0.1887
-0.78	-0.001	0.10633438	-0.001	-0.7568	-0.1887
-0.78	0.0	0.10664632	0.0	-0.7568	-0.1887
-0.78	0.001	0.10144018	0.001	-0.7568	-0.1887
-0.78	0.002	0.10711205	0.002	-0.7568	-0.1887
-0.78	0.003	0.10480692	0.003	-0.7568	-0.1887
-0.78	0.004	0.07630832	0.004	-0.7568	-0.1887
-0.78	0.005	0.09361242	0.005	-0.7568	-0.1887
-0.78	0.006	0.1263486	0.006	-0.7568	-0.1887
-0.78	0.007	0.09334702	0.007	-0.7568	-0.1887
-0.78	0.008	0.0964297	0.008	-0.7568	-0.1887
-0.78	0.009	0.08749355	0.009	-0.7568	-0.1887
-0.78	0.01	0.09255535	0.009	-0.7568	-0.1887
-0.78	0.011	0.14633018	0.011	-0.7568	-0.1887
-0.78	0.012	0.1377107	0.011	-0.7568	-0.1887
-0.78	0.013	0.19568595	0.013	-0.7568	-0.1887
-0.78	0.014	0.2359938	0.014	-0.7568	-0.1887
-0.78	0.015	0.03856164	0.015	-0.7568	-0.1887
-0.78	0.016	-0.01031911	0.016	-0.7568	-0.1887
-0.78	0.017	0.05920901	0.017	-0.7568	-0.1887
-0.78	0.018	0.16557614	0.017	-0.7568	-0.1887
-0.78	0.019	0.04063379	0.019	-0.7568	-0.1887
-0.78	0.02	0.14081675	0.02	-0.7568	-0.1887
-0.78	0.021	0.03237758	0.021	-0.7568	-0.1887
-0.78	0.022	-0.00824691	0.021	-0.7568	-0.1887
-0.78	0.023	-0.00068917	0.023	-0.7568	-0.1887
-0.78	0.024	0.01309912	0.024	-0.7568	-0.1887
-0.78	0.025	0.01127369	0.025	-0.7568	-0.1887
-0.78	0.026	0.01113404	0.026	-0.7568	-0.1887
-0.78	0.027	0.10898395	0.027	-0.7568	-0.1887
-0.78	0.028	0.06364225	0.028	-0.7568	-0.1887
-0.78	0.029	0.0136626	0.029	-0.7568	-0.1887
-0.78	0.03	-0.00425618	0.029	-0.7568	-0.1887
-0.78	0.031	0.14199481	0.031	-0.7568	-0.1887
-0.78	0.032	0.01700141	0.032	-0.7568	-0.1887
-0.78	0.033	0.00468922	0.032	-0.7568	-0.1887
-0.78	0.034	0.00610486	0.034	-0.7568	-0.1887
-0.78	0.035	0.04426136	0.035	-0.7568	-0.1887
-0.78	0.036	0.22051045	0.036	-0.7568	-0.1887
-0.78	0.037	0.2209808	0.036	-0.7568	-0.1887
-0.78	0.038	0.23827092	0.038	-0.7568	-0.1887
-0.78	0.039	0.16553878	0.039	-0.7568	-0.1887
-0.78	0.04	0.15017658	0.04	-0.7568	-0.1887
-0.78	0.041	0.12713548	0.04	-0.7568	-0.1887
-0.78	0.042	0.1324441	0.042	-0.7568	-0.1887
-0.78	0.043	0.113296	0.043	-0.7568	-0.1887
-0.78	0.044	0.10428542	0.044	-0.7568	-0.1887
-0.78	0.045	0.1217385	0.045	-0.7568	-0.1887
-0.78	0.046	0.10591525	0.046	-0.7568	-0.1887
-0.78	0.047	0.09323055	0.047	-0.7568	-0.1887
-0.78	0.048	0.12426698	0.048	-0.7568	-0.1887
-0.78	0.049	0.09204783	0.049	-0.7568	-0.1887
-0.78	0.05	0.10260905	0.049	-0.7568	-0.1887
-0.77	-0.05	0.09601988	-0.05	-0.7471	-0.1863
-0.77	-0.049	0.09589418	-0.049	-0.7471	-0.1863
-0.77	-0.048	0.11301663	-0.048	-0.7471	-0.1863
-0.77	-0.047	0.09021305	-0.047	-0.7471	-0.1863
-0.77	-0.046	0.10402925	-0.046	-0.7471	-0.1863
-0.77	-0.045	0.11939618	-0.045	-0.7471	-0.1863
-0.77	-0.044	0.09323525	-0.045	-0.7471	-0.1863
-0.77	-0.043	0.11471638	-0.043	-0.7471	-0.1863
-0.77	-0.042	0.08714438	-0.043	-0.7471	-0.1863
-0.77	-0.041	0.10119345	-0.041	-0.7471	-0.1863
-0.77	-0.04	0.1019664	-0.04	-0.7471	-0.1863
-0.77	-0.039	0.10062065	-0.039	-0.7471	-0.1863
-0.77	-0.038	0.10724238	-0.039	-0.7471	-0.1863
-0.77	-0.037	0.07816637	-0.037	-0.7471	-0.1863
-0.77	-0.036	0.0977242	-0.036	-0.7471	-0.1863
-0.77	-0.035	0.10361482	-0.035	-0.7471	-0.1863
-0.77	-0.034	0.11323548	-0.035	-0.7471	-0.1863
-0.77	-0.033	0.09226668	-0.033	-0.7471	-0.1863
-0.77	-0.032	0.1061481	-0.032	-0.7471	-0.1863
-0.77	-0.031	0.1057569	-0.031	-0.7471	-0.1863
-0.77	-0.03	0.0756052	-0.03	-0.7471	-0.1863
-0.77	-0.029	0.0781849	-0.029	-0.7471	-0.1863
-0.77	-0.028	0.09678363	-0.028	-0.7471	-0.1863
-0.77	-0.027	0.09390578	-0.028	-0.7471	-0.1863
-0.77	-0.026	0.08297195	-0.026	-0.7471	-0.1863
-0.77	-0.025	0.10141698	-0.026	-0.7471	-0.1863
-0.77	-0.024	0.10121672	-0.024	-0.7471	-0.1863
-0.77	-0.023	0.08430382	-0.023	-0.7471	-0.1863
-0.77	-0.022	0.1056685	-0.022	-0.7471	-0.1863
-0.77	-0.021	0.0925367	-0.021	-0.7471	-0.1863
-0.77	-0.02	0.08744242	-0.021	-0.7471	-0.1863
-0.77	-0.019	0.11121445	-0.019	-0.7471	-0.1863
-0.77	-0.018	0.10541237	-0.019	-0.7471	-0.1863
-0.77	-0.017	0.0989862	-0.017	-0.7471	-0.1863
-0.77	-0.016	0.10113292	-0.016	-0.7471	-0.1863
-0.77	-0.015	0.08409885	-0.015	-0.7471	-0.1863
-0.77	-0.014	0.10647878	-0.014	-0.7471	-0.1863
-0.77	-0.013	0.10725165	-0.014	-0.7471	-0.1863
-0.77	-0.012	0.09059492	-0.012	-0.7471	-0.1863
-0.77	-0.011	0.0964343	-0.011	-0.7471	-0.1863
-0.77	-0.01	0.11340318	-0.01	-0.7471	-0.1863
-0.77	-0.009	0.10529125	-0.009	-0.7471	-0.1863
-0.77	-0.008	0.07023139	-0.008	-0.7471	-0.1863
-0.77	-0.007	0.09304888	-0.007	-0.7471	-0.1863
-0.77	-0.006	0.12005747	-0.006	-0.7471	-0.1863
-0.77	-0.005	0.08020595	-0.005	-0.7471	-0.1863
-0.77	-0.004	0.0896031	-0.004	-0.7471	-0.1863
-0.77	-0.003	0.12771295	-0.004	-0.7471	-0.1863
-0.77	-0.002	0.11545208	-0.002	-0.7471	-0.1863
-0.77	-0.001	0.1098827	-0.001	-0.7471	-0.1863
-0.77	0.0	0.08943077	0.0	-0.7471	-0.1863
-0.77	0.001	0.07301141	0.001	-0.7471	-0.1863
-0.77	0.002	0.08949125	0.002	-0.7471	-0.1863
-0.77	0.003	0.09523751	0.003	-0.7471	-0.1863
-0.77	0.004	0.0862503	0.004	-0.7471	-0.1863
-0.77	0.005	0.10103045	0.005	-0.7471	-0.1863
-0.77	0.006	0.11220635	0.006	-0.7471	-0.1863
-0.77	0.007	0.08642256	0.007	-0.7471	-0.1863
-0.77	0.008	0.12219953	0.008	-0.7471	-0.1863
-0.77	0.009	0.14343373	0.008	-0.7471	-0.1863
-0.77	0.01	0.10610148	0.01	-0.7471	-0.1863
-0.77	0.011	0.0694258	0.01	-0.7471	-0.1863
-0.77	0.012	0.01619115	0.012	-0.7471	-0.1863
-0.77	0.013	-0.00297558	0.013	-0.7471	-0.1863
-0.77	0.014	0.04611006	0.013	-0.7471	-0.1863
-0.77	0.015	-0.00401869	0.015	-0.7471	-0.1863
-0.77	0.016	0.10731223	0.016	-0.7471	-0.1863
-0.77	0.017	0.01455666	0.017	-0.7471	-0.1863
-0.77	0.018	-0.02380939	0.018	-0.7471	-0.1863
-0.77	0.019	0.02223077	0.019	-0.7471	-0.1863
-0.77	0.02	0.04539296	0.02	-0.7471	-0.1863
-0.77	0.021	0.01628426	0.021	-0.7471	-0.1863
-0.77	0.022	0.00953215	0.022	-0.7471	-0.1863
-0.77	0.023	-0.02579311	0.023	-0.7471	-0.1863
-0.77	0.024	-0.01963238	0.024	-0.7471	-0.1863
-0.77	0.025	0.00230969	0.024	-0.7471	-0.1863
-0.77	0.026	0.02237984	0.026	-0.7471	-0.1863
-0.77	0.027	0.01463116	0.027	-0.7471	-0.1863
-0.77	0.028	-0.01465445	0.027	-0.7471	-0.1863
-0.77	0.029	-0.02613302	0.029	-0.7471	-0.1863
-0.77	0.03	0.00920153	0.03	-0.7471	-0.1863
-0.77	0.031	-0.00542033	0.031	-0.7471	-0.1863
-0.77	0.032	0.00429342	0.032	-0.7471	-0.1863
-0.77	0.033	0.01756484	0.032	-0.7471	-0.1863
-0.77	0.034	0.17219314	0.034	-0.7471	-0.1863
-0.77	0.035	0.10301418	0.035	-0.7471	-0.1863
-0.77	0.036	0.16829098	0.036	-0.7471	-0.1863
-0.77	0.037	0.167895	0.036	-0.7471	-0.1863
-0.77	0.038	0.1722863	0.038	-0.7471	-0.1863
-0.77	0.039	0.17040043	0.038	-0.7471	-0.1863
-0.77	0.04	0.10002922	0.04	-0.7471	-0.1863
-0.77	0.041	0.14429055	0.041	-0.7471	-0.1863
-0.77	0.042	0.1215895	0.041	-0.7471	-0.1863
-0.77	0.043	0.09033417	0.043	-0.7471	-0.1863
-0.77	0.044	0.1058687	0.043	-0.7471	-0.1863
-0.77	0.045	0.11972693	0.045	-0.7471	-0.1863
-0.77	0.046	0.08739578	0.045	-0.7471	-0.1863
-0.77	0.047	0.10789895	0.047	-0.7471	-0.1863
-0.77	0.048	0.09899553	0.047	-0.7471	-0.1863
-0.77	0.049	0.09414798	0.049	-0.7471	-0.1863
-0.77	0.05	0.10542632	0.049	-0.7471	-0.1863
-0.76	-0.05	0.1218968	-0.05	-0.7374	-0.1839
-0.76	-0.049	0.10252062	-0.049	-0.7374	-0.1839
-0.76	-0.048	0.1101341	-0.048	-0.7374	-0.1838
-0.76	-0.047	0.1226512	-0.048	-0.7374	-0.1838
-0.76	-0.046	0.10120742	-0.046	-0.7374	-0.1839
-0.76	-0.045	0.12271642	-0.045	-0.7374	-0.1839
-0.76	-0.044	0.08844816	-0.044	-0.7374	-0.1838
-0.76	-0.043	0.11181518	-0.043	-0.7374	-0.1839
-0.76	-0.042	0.09506998	-0.042	-0.7374	-0.1839
-0.76	-0.041	0.10478372	-0.041	-0.7374	-0.1838
-0.76	-0.04	0.12307498	-0.04	-0.7374	-0.1839
-0.76	-0.039	0.0886577	-0.039	-0.7374	-0.1838
-0.76	-0.038	0.08519318	-0.038	-0.7374	-0.1839
-0.76	-0.037	0.08626418	-0.038	-0.7374	-0.1839
-0.76	-0.036	0.105729	-0.036	-0.7374	-0.1838
-0.76	-0.035	0.10933333	-0.035	-0.7374	-0.1839
-0.76	-0.034	0.07288105	-0.034	-0.7374	-0.1838
-0.76	-0.033	0.0947486	-0.033	-0.7374	-0.1839
