Field A is the magnetic field created by Axes 1 and 2, Field B is the field created by Axis 3Initial Temperature (K)	0.025001
Excitation Current (A)	6.991012987012986e-13
Axis 1,2	y,z
Axis 3	x
Angle in 1,2	14
Field A (T)	Field B (T)	Resistance (Ohms)	Actual X-Field	Actual Y-Field	Actual Z-Field
-0.9	-0.016	0.1074426	-0.017	-0.8733	-0.2177
-0.9	-0.015	0.08942145	-0.015	-0.8733	-0.2177
-0.9	-0.014	0.082944	-0.015	-0.8733	-0.2177
-0.9	-0.013	0.09898163	-0.013	-0.8733	-0.2177
-0.9	-0.012	0.09686273	-0.012	-0.8733	-0.2177
-0.9	-0.011	0.07676008	-0.011	-0.8733	-0.2177
-0.9	-0.01	0.1184975	-0.01	-0.8733	-0.2177
-0.9	-0.009	0.12002488	-0.009	-0.8733	-0.2177
-0.9	-0.008	0.10489082	-0.008	-0.8733	-0.2177
-0.9	-0.007	0.10765225	-0.008	-0.8733	-0.2177
-0.9	-0.006	0.09790125	-0.006	-0.8733	-0.2177
-0.9	-0.005	0.09049715	-0.005	-0.8733	-0.2177
-0.9	-0.004	0.09534005	-0.005	-0.8733	-0.2177
-0.9	-0.003	0.1005508	-0.003	-0.8733	-0.2177
-0.9	-0.002	0.1054123	-0.002	-0.8733	-0.2177
-0.9	-0.001	0.09699778	-0.001	-0.8733	-0.2177
-0.9	0.0	0.12007145	-0.001	-0.8733	-0.2177
-0.9	0.001	0.08771243	0.001	-0.8733	-0.2177
-0.9	0.002	0.10033663	0.002	-0.8733	-0.2177
-0.9	0.003	0.0925739	0.003	-0.8733	-0.2177
-0.9	0.004	0.0981294	0.004	-0.8733	-0.2177
-0.9	0.005	0.11646713	0.005	-0.8733	-0.2177
-0.9	0.006	0.11447413	0.006	-0.8733	-0.2177
-0.9	0.007	0.0909069	0.006	-0.8733	-0.2177
-0.9	0.008	0.10704685	0.008	-0.8733	-0.2177
-0.9	0.009	0.08566825	0.009	-0.8733	-0.2177
-0.9	0.01	0.0815378	0.009	-0.8733	-0.2177
-0.9	0.011	0.12605525	0.011	-0.8733	-0.2177
-0.9	0.012	0.12193405	0.011	-0.8733	-0.2177
-0.9	0.013	0.14609738	0.013	-0.8733	-0.2177
-0.9	0.014	0.13631838	0.013	-0.8733	-0.2177
-0.9	0.015	0.20256392	0.015	-0.8733	-0.2177
-0.9	0.016	0.18845425	0.015	-0.8733	-0.2177
-0.9	0.017	0.16769005	0.017	-0.8733	-0.2177
-0.9	0.018	0.15653282	0.018	-0.8733	-0.2177
-0.9	0.019	0.1393917	0.018	-0.8733	-0.2177
-0.9	0.02	0.02231923	0.02	-0.8733	-0.2177
-0.9	0.021	0.00910838	0.02	-0.8733	-0.2177
-0.9	0.022	0.00778127	0.022	-0.8733	-0.2177
-0.9	0.023	-0.00520145	0.023	-0.8733	-0.2177
-0.9	0.024	0.01202346	0.024	-0.8733	-0.2177
-0.9	0.025	0.00602568	0.025	-0.8733	-0.2177
-0.9	0.026	0.01145537	0.026	-0.8733	-0.2177
-0.9	0.027	0.00569044	0.027	-0.8733	-0.2177
-0.9	0.028	0.01681513	0.027	-0.8733	-0.2177
-0.9	0.029	0.0222308	0.029	-0.8733	-0.2177
-0.9	0.03	0.00489878	0.029	-0.8733	-0.2177
-0.9	0.031	-0.01885007	0.031	-0.8733	-0.2177
-0.9	0.032	-0.00152739	0.031	-0.8733	-0.2177
-0.9	0.033	0.00849837	0.033	-0.8733	-0.2177
-0.9	0.034	0.00102447	0.033	-0.8733	-0.2177
-0.9	0.035	-0.01613058	0.035	-0.8733	-0.2177
-0.9	0.036	0.01055661	0.035	-0.8733	-0.2177
-0.9	0.037	0.15388787	0.037	-0.8733	-0.2177
-0.9	0.038	0.1013331	0.037	-0.8733	-0.2177
-0.9	0.039	0.10407592	0.039	-0.8733	-0.2177
-0.9	0.04	0.22302528	0.04	-0.8733	-0.2177
-0.9	0.041	0.2687534	0.041	-0.8733	-0.2177
-0.9	0.042	0.14980868	0.042	-0.8733	-0.2177
-0.9	0.043	0.13942438	0.042	-0.8733	-0.2177
-0.9	0.044	0.1428657	0.044	-0.8733	-0.2177
-0.9	0.045	0.1481883	0.045	-0.8733	-0.2177
-0.9	0.046	0.1085602	0.046	-0.8733	-0.2177
-0.9	0.047	0.11167088	0.047	-0.8733	-0.2177
-0.9	0.048	0.11787815	0.047	-0.8733	-0.2177
-0.9	0.049	0.07514878	0.049	-0.8733	-0.2177
-0.9	0.05	0.10117485	0.049	-0.8733	-0.2177
-0.89	-0.05	0.10374528	-0.05	-0.8636	-0.2153
-0.89	-0.049	0.12304238	-0.049	-0.8636	-0.2153
-0.89	-0.048	0.09517702	-0.049	-0.8636	-0.2153
-0.89	-0.047	0.10763352	-0.047	-0.8636	-0.2153
-0.89	-0.046	0.10665572	-0.046	-0.8636	-0.2153
-0.89	-0.045	0.11195958	-0.045	-0.8636	-0.2153
-0.89	-0.044	0.12655815	-0.045	-0.8636	-0.2153
-0.89	-0.043	0.0888579	-0.043	-0.8636	-0.2153
-0.89	-0.042	0.0830139	-0.042	-0.8636	-0.2153
-0.89	-0.041	0.11489332	-0.041	-0.8636	-0.2153
-0.89	-0.04	0.08808962	-0.04	-0.8636	-0.2153
-0.89	-0.039	0.10648807	-0.04	-0.8636	-0.2153
-0.89	-0.038	0.0953913	-0.038	-0.8636	-0.2153
-0.89	-0.037	0.07995917	-0.037	-0.8636	-0.2153
-0.89	-0.036	0.11010155	-0.036	-0.8636	-0.2153
-0.89	-0.035	0.09574052	-0.036	-0.8636	-0.2153
-0.89	-0.034	0.07498585	-0.034	-0.8636	-0.2153
-0.89	-0.033	0.1203741	-0.034	-0.8636	-0.2153
-0.89	-0.032	0.08629682	-0.032	-0.8636	-0.2153
-0.89	-0.031	0.10480695	-0.031	-0.8636	-0.2153
-0.89	-0.03	0.10693505	-0.03	-0.8636	-0.2153
-0.89	-0.029	0.10541703	-0.03	-0.8636	-0.2153
-0.89	-0.028	0.0995962	-0.028	-0.8636	-0.2153
-0.89	-0.027	0.09421318	-0.027	-0.8636	-0.2153
-0.89	-0.026	0.1183997	-0.026	-0.8636	-0.2153
-0.89	-0.025	0.09019907	-0.026	-0.8636	-0.2153
-0.89	-0.024	0.08614778	-0.024	-0.8636	-0.2153
-0.89	-0.023	0.10962665	-0.023	-0.8636	-0.2153
-0.89	-0.022	0.09239703	-0.022	-0.8636	-0.2153
-0.89	-0.021	0.09300242	-0.022	-0.8636	-0.2153
-0.89	-0.02	0.11606675	-0.02	-0.8636	-0.2153
-0.89	-0.019	0.10571965	-0.019	-0.8636	-0.2153
-0.89	-0.018	0.10818775	-0.019	-0.8636	-0.2153
-0.89	-0.017	0.10871385	-0.017	-0.8636	-0.2153
-0.89	-0.016	0.09741685	-0.016	-0.8636	-0.2153
-0.89	-0.015	0.08290215	-0.016	-0.8636	-0.2153
-0.89	-0.014	0.1113915	-0.014	-0.8636	-0.2153
-0.89	-0.013	0.08615716	-0.013	-0.8636	-0.2153
-0.89	-0.012	0.09522825	-0.013	-0.8636	-0.2153
-0.89	-0.011	0.08687892	-0.011	-0.8636	-0.2153
-0.89	-0.01	0.08987777	-0.011	-0.8636	-0.2153
-0.89	-0.009	0.09949842	-0.009	-0.8636	-0.2153
-0.89	-0.008	0.09989415	-0.008	-0.8636	-0.2153
-0.89	-0.007	0.09283935	-0.007	-0.8636	-0.2153
-0.89	-0.006	0.0916985	-0.006	-0.8636	-0.2153
-0.89	-0.005	0.07335135	-0.005	-0.8636	-0.2153
-0.89	-0.004	0.11050678	-0.004	-0.8636	-0.2153
-0.89	-0.003	0.09178232	-0.003	-0.8636	-0.2153
-0.89	-0.002	0.09334235	-0.002	-0.8636	-0.2153
-0.89	-0.001	0.10295832	-0.001	-0.8636	-0.2153
-0.89	0.0	0.08497895	0.0	-0.8636	-0.2153
-0.89	0.001	0.10910042	0.001	-0.8636	-0.2153
-0.89	0.002	0.10472318	0.002	-0.8636	-0.2153
-0.89	0.003	0.09811997	0.003	-0.8636	-0.2153
-0.89	0.004	0.08568675	0.004	-0.8636	-0.2153
-0.89	0.005	0.08593365	0.004	-0.8636	-0.2153
-0.89	0.006	0.10251125	0.006	-0.8636	-0.2153
-0.89	0.007	0.08948203	0.007	-0.8636	-0.2153
-0.89	0.008	0.09188015	0.007	-0.8636	-0.2153
-0.89	0.009	0.145315	0.009	-0.8636	-0.2153
-0.89	0.01	0.12206908	0.01	-0.8636	-0.2153
-0.89	0.011	0.08261353	0.011	-0.8636	-0.2153
-0.89	0.012	0.11552185	0.011	-0.8636	-0.2153
-0.89	0.013	0.10825292	0.013	-0.8636	-0.2153
-0.89	0.014	0.08372175	0.014	-0.8636	-0.2153
-0.89	0.015	0.12934755	0.015	-0.8636	-0.2153
-0.89	0.016	0.12451385	0.015	-0.8636	-0.2153
-0.89	0.017	0.16084018	0.017	-0.8636	-0.2153
-0.89	0.018	0.19774885	0.017	-0.8636	-0.2153
-0.89	0.019	0.1327189	0.019	-0.8636	-0.2153
-0.89	0.02	0.226024	0.02	-0.8636	-0.2153
-0.89	0.021	0.1708565	0.02	-0.8636	-0.2153
-0.89	0.022	0.01435636	0.022	-0.8636	-0.2153
-0.89	0.023	-0.0052015	0.023	-0.8636	-0.2153
-0.89	0.024	0.0063237	0.024	-0.8636	-0.2153
-0.89	0.025	0.00561126	0.024	-0.8636	-0.2153
-0.89	0.026	-0.00709208	0.026	-0.8636	-0.2153
-0.89	0.027	0.0200934	0.026	-0.8636	-0.2153
-0.89	0.028	0.00262636	0.028	-0.8636	-0.2153
-0.89	0.029	-0.00703152	0.029	-0.8636	-0.2153
-0.89	0.03	-0.01813297	0.029	-0.8636	-0.2153
-0.89	0.031	0.00154598	0.031	-0.8636	-0.2153
-0.89	0.032	0.0714608	0.032	-0.8636	-0.2153
-0.89	0.033	-0.00409783	0.033	-0.8636	-0.2153
-0.89	0.034	-0.00869858	0.033	-0.8636	-0.2153
-0.89	0.035	0.1596901	0.035	-0.8636	-0.2153
-0.89	0.036	0.17966242	0.035	-0.8636	-0.2153
-0.89	0.037	0.01863592	0.037	-0.8636	-0.2153
-0.89	0.038	0.1232053	0.038	-0.8636	-0.2153
-0.89	0.039	0.22323468	0.039	-0.8636	-0.2153
-0.89	0.04	0.19619825	0.04	-0.8636	-0.2153
-0.89	0.041	0.17801858	0.041	-0.8636	-0.2153
-0.89	0.042	0.13738478	0.041	-0.8636	-0.2153
-0.89	0.043	0.11406438	0.043	-0.8636	-0.2153
-0.89	0.044	0.13342665	0.044	-0.8636	-0.2153
-0.89	0.045	0.10679992	0.044	-0.8636	-0.2153
-0.89	0.046	0.1091796	0.046	-0.8636	-0.2153
-0.89	0.047	0.11426455	0.047	-0.8636	-0.2153
-0.89	0.048	0.0765971	0.047	-0.8636	-0.2153
-0.89	0.049	0.09629932	0.049	-0.8636	-0.2153
-0.89	0.05	0.12348475	0.05	-0.8636	-0.2153
-0.88	-0.05	0.11837635	-0.05	-0.8539	-0.2129
-0.88	-0.049	0.10275342	-0.049	-0.8539	-0.2129
-0.88	-0.048	0.08723282	-0.048	-0.8539	-0.2129
-0.88	-0.047	0.12069082	-0.047	-0.8539	-0.2129
-0.88	-0.046	0.12144048	-0.047	-0.8539	-0.2129
-0.88	-0.045	0.1000852	-0.045	-0.8539	-0.2129
-0.88	-0.044	0.10555212	-0.044	-0.8539	-0.2129
-0.88	-0.043	0.07646202	-0.043	-0.8539	-0.2129
-0.88	-0.042	0.10717265	-0.042	-0.8539	-0.2129
-0.88	-0.041	0.11365465	-0.042	-0.8539	-0.2129
-0.88	-0.04	0.10325635	-0.04	-0.8539	-0.2129
-0.88	-0.039	0.11171743	-0.04	-0.8539	-0.2129
-0.88	-0.038	0.10331215	-0.038	-0.8539	-0.2129
-0.88	-0.037	0.09546578	-0.038	-0.8539	-0.2129
-0.88	-0.036	0.10263698	-0.036	-0.8539	-0.2129
-0.88	-0.035	0.0890769	-0.035	-0.8539	-0.2129
-0.88	-0.034	0.12266048	-0.034	-0.8539	-0.2129
-0.88	-0.033	0.1215848	-0.033	-0.8539	-0.2129
-0.88	-0.032	0.0989304	-0.032	-0.8539	-0.2129
-0.88	-0.031	0.1043599	-0.032	-0.8539	-0.2129
-0.88	-0.03	0.0961875	-0.03	-0.8539	-0.2129
-0.88	-0.029	0.11673735	-0.03	-0.8539	-0.2129
-0.88	-0.028	0.10236692	-0.028	-0.8539	-0.2129
-0.88	-0.027	0.09242498	-0.027	-0.8539	-0.2129
-0.88	-0.026	0.10842055	-0.027	-0.8539	-0.2129
-0.88	-0.025	0.10325628	-0.025	-0.8539	-0.2129
-0.88	-0.024	0.09705372	-0.024	-0.8539	-0.2129
-0.88	-0.023	0.11195955	-0.023	-0.8539	-0.2129
-0.88	-0.022	0.10781055	-0.023	-0.8539	-0.2129
-0.88	-0.021	0.1235826	-0.021	-0.8539	-0.2129
-0.88	-0.02	0.1104508	-0.02	-0.8539	-0.2129
-0.88	-0.019	0.09045058	-0.019	-0.8539	-0.2129
-0.88	-0.018	0.08648766	-0.018	-0.8539	-0.2129
-0.88	-0.017	0.09973592	-0.018	-0.8539	-0.2129
-0.88	-0.016	0.08273458	-0.016	-0.8539	-0.2129
-0.88	-0.015	0.09897692	-0.016	-0.8539	-0.2129
-0.88	-0.014	0.07596845	-0.014	-0.8539	-0.2129
-0.88	-0.013	0.13424618	-0.013	-0.8539	-0.2129
-0.88	-0.012	0.11063238	-0.012	-0.8539	-0.2129
-0.88	-0.011	0.10012702	-0.011	-0.8539	-0.2129
-0.88	-0.01	0.09893503	-0.01	-0.8539	-0.2129
-0.88	-0.009	0.0737286	-0.009	-0.8539	-0.2129
-0.88	-0.008	0.10991533	-0.008	-0.8539	-0.2129
-0.88	-0.007	0.09249482	-0.007	-0.8539	-0.2129
-0.88	-0.006	0.091801	-0.007	-0.8539	-0.2129
-0.88	-0.005	0.09275098	-0.005	-0.8539	-0.2129
-0.88	-0.004	0.09454839	-0.004	-0.8539	-0.2129
-0.88	-0.003	0.10861612	-0.003	-0.8539	-0.2129
-0.88	-0.002	0.08933295	-0.003	-0.8539	-0.2129
-0.88	-0.001	0.0966718	-0.001	-0.8539	-0.2129
-0.88	0.0	0.0991864	-0.001	-0.8539	-0.2129
-0.88	0.001	0.09675565	0.001	-0.8539	-0.2129
-0.88	0.002	0.07903242	0.002	-0.8539	-0.2129
-0.88	0.003	0.10307004	0.002	-0.8539	-0.2129
-0.88	0.004	0.1066836	0.004	-0.8539	-0.2129
-0.88	0.005	0.10638093	0.005	-0.8539	-0.2129
-0.88	0.006	0.10478838	0.005	-0.8539	-0.2129
-0.88	0.007	0.11297008	0.007	-0.8539	-0.2129
-0.88	0.008	0.0996847	0.007	-0.8539	-0.2129
-0.88	0.009	0.10709335	0.009	-0.8539	-0.2129
-0.88	0.01	0.12030422	0.009	-0.8539	-0.2129
-0.88	0.011	0.11794792	0.011	-0.8539	-0.2129
-0.88	0.012	0.0951584	0.012	-0.8539	-0.2129
-0.88	0.013	0.15636983	0.013	-0.8539	-0.2129
-0.88	0.014	0.11296065	0.013	-0.8539	-0.2129
-0.88	0.015	0.2364687	0.015	-0.8539	-0.2129
-0.88	0.016	0.22457122	0.015	-0.8539	-0.2129
-0.88	0.017	0.12670245	0.017	-0.8539	-0.2129
-0.88	0.018	0.1156942	0.017	-0.8539	-0.2129
-0.88	0.019	0.16343867	0.019	-0.8539	-0.2129
-0.88	0.02	0.18616322	0.02	-0.8539	-0.2129
-0.88	0.021	0.03901333	0.021	-0.8539	-0.2129
-0.88	0.022	0.00797683	0.022	-0.8539	-0.2129
-0.88	0.023	0.1101016	0.023	-0.8539	-0.2129
-0.88	0.024	0.10917023	0.023	-0.8539	-0.2129
-0.88	0.025	0.00956008	0.025	-0.8539	-0.2129
-0.88	0.026	0.01292216	0.026	-0.8539	-0.2129
-0.88	0.027	-0.00409788	0.026	-0.8539	-0.2129
-0.88	0.028	-0.00499656	0.028	-0.8539	-0.2129
-0.88	0.029	0.0095275	0.029	-0.8539	-0.2129
-0.88	0.03	0.01634481	0.03	-0.8539	-0.2129
-0.88	0.031	-0.02474071	0.031	-0.8539	-0.2129
-0.88	0.032	0.01036568	0.032	-0.8539	-0.2129
-0.88	0.033	-0.00578354	0.033	-0.8539	-0.2129
-0.88	0.034	-0.0057975	0.034	-0.8539	-0.2129
-0.88	0.035	0.017495	0.035	-0.8539	-0.2129
-0.88	0.036	-0.00442844	0.036	-0.8539	-0.2129
-0.88	0.037	0.16642828	0.037	-0.8539	-0.2129
-0.88	0.038	0.18976733	0.038	-0.8539	-0.2129
-0.88	0.039	0.21801015	0.039	-0.8539	-0.2129
-0.88	0.04	0.1302276	0.04	-0.8539	-0.2129
-0.88	0.041	0.14201348	0.041	-0.8538	-0.2129
-0.88	0.042	0.10286048	0.042	-0.8539	-0.2129
-0.88	0.043	0.11773378	0.042	-0.8539	-0.2129
-0.88	0.044	0.10525408	0.044	-0.8539	-0.2129
-0.88	0.045	0.0943109	0.045	-0.8539	-0.2129
-0.88	0.046	0.13694712	0.046	-0.8539	-0.2129
-0.88	0.047	0.12063493	0.047	-0.8539	-0.2129
-0.88	0.048	0.0899896	0.048	-0.8539	-0.2129
-0.88	0.049	0.09379868	0.049	-0.8539	-0.2129
-0.88	0.05	0.11088388	0.05	-0.8539	-0.2129
-0.87	-0.05	0.10336342	-0.05	-0.8442	-0.2105
-0.87	-0.049	0.08560305	-0.049	-0.8442	-0.2105
-0.87	-0.048	0.07967038	-0.048	-0.8442	-0.2105
-0.87	-0.047	0.1313777	-0.047	-0.8442	-0.2105
-0.87	-0.046	0.08498371	-0.046	-0.8442	-0.2105
-0.87	-0.045	0.12283742	-0.045	-0.8442	-0.2105
-0.87	-0.044	0.097226	-0.044	-0.8442	-0.2105
-0.87	-0.043	0.0912469	-0.044	-0.8442	-0.2105
-0.87	-0.042	0.10307005	-0.042	-0.8442	-0.2105
-0.87	-0.041	0.11458592	-0.041	-0.8442	-0.2105
-0.87	-0.04	0.0966206	-0.04	-0.8442	-0.2105
-0.87	-0.039	0.07132573	-0.039	-0.8442	-0.2105
-0.87	-0.038	0.1295151	-0.038	-0.8442	-0.2105
-0.87	-0.037	0.09470215	-0.037	-0.8442	-0.2105
-0.87	-0.036	0.0983156	-0.036	-0.8442	-0.2105
-0.87	-0.035	0.0826181	-0.035	-0.8442	-0.2105
-0.87	-0.034	0.10343792	-0.034	-0.8442	-0.2105
-0.87	-0.033	0.0936636	-0.034	-0.8442	-0.2105
-0.87	-0.032	0.09713748	-0.032	-0.8442	-0.2105
-0.87	-0.031	0.09773357	-0.031	-0.8442	-0.2105
-0.87	-0.03	0.08265073	-0.03	-0.8442	-0.2105
-0.87	-0.029	0.08652502	-0.029	-0.8442	-0.2105
-0.87	-0.028	0.1077406	-0.029	-0.8442	-0.2105
-0.87	-0.027	0.10273015	-0.027	-0.8442	-0.2105
-0.87	-0.026	0.11126578	-0.027	-0.8442	-0.2105
-0.87	-0.025	0.08714432	-0.025	-0.8442	-0.2105
-0.87	-0.024	0.08237597	-0.024	-0.8442	-0.2105
-0.87	-0.023	0.0966439	-0.023	-0.8442	-0.2105
-0.87	-0.022	0.1247746	-0.023	-0.8442	-0.2105
-0.87	-0.021	0.10848113	-0.021	-0.8442	-0.2105
-0.87	-0.02	0.11575472	-0.021	-0.8442	-0.2105
-0.87	-0.019	0.11441827	-0.019	-0.8442	-0.2105
-0.87	-0.018	0.11802718	-0.018	-0.8442	-0.2105
-0.87	-0.017	0.06727442	-0.018	-0.8442	-0.2105
-0.87	-0.016	0.08407562	-0.016	-0.8442	-0.2105
-0.87	-0.015	0.1120946	-0.016	-0.8442	-0.2105
-0.87	-0.014	0.08785675	-0.014	-0.8442	-0.2105
-0.87	-0.013	0.10415038	-0.013	-0.8442	-0.2105
-0.87	-0.012	0.11923788	-0.012	-0.8442	-0.2105
-0.87	-0.011	0.07925603	-0.011	-0.8442	-0.2105
-0.87	-0.01	0.11100962	-0.01	-0.8442	-0.2105
-0.87	-0.009	0.0821058	-0.009	-0.8442	-0.2105
-0.87	-0.008	0.0973703	-0.008	-0.8442	-0.2105
-0.87	-0.007	0.10825752	-0.008	-0.8442	-0.2105
-0.87	-0.006	0.1036335	-0.006	-0.8442	-0.2105
-0.87	-0.005	0.09839472	-0.005	-0.8442	-0.2105
-0.87	-0.004	0.07915812	-0.004	-0.8442	-0.2105
-0.87	-0.003	0.08786615	-0.003	-0.8442	-0.2105
-0.87	-0.002	0.12996682	-0.002	-0.8442	-0.2105
-0.87	-0.001	0.06568188	-0.001	-0.8442	-0.2105
-0.87	0.0	0.0943016	-0.001	-0.8442	-0.2105
-0.87	0.001	0.08855065	0.001	-0.8442	-0.2105
-0.87	0.002	0.09857638	0.002	-0.8442	-0.2105
-0.87	0.003	0.09885115	0.003	-0.8442	-0.2105
-0.87	0.004	0.1241972	0.004	-0.8442	-0.2105
-0.87	0.005	0.0925321	0.004	-0.8442	-0.2105
-0.87	0.006	0.11420412	0.006	-0.8442	-0.2105
-0.87	0.007	0.10440655	0.006	-0.8442	-0.2105
-0.87	0.008	0.11103758	0.008	-0.8442	-0.2105
-0.87	0.009	0.10132375	0.008	-0.8442	-0.2105
-0.87	0.01	0.09509788	0.01	-0.8442	-0.2105
-0.87	0.011	0.11785953	0.011	-0.8442	-0.2105
-0.87	0.012	0.09418985	0.011	-0.8442	-0.2105
-0.87	0.013	0.10053212	0.013	-0.8442	-0.2105
-0.87	0.014	0.14770383	0.014	-0.8442	-0.2105
-0.87	0.015	0.23840175	0.015	-0.8442	-0.2105
-0.87	0.016	0.24165168	0.016	-0.8442	-0.2105
-0.87	0.017	0.1705168	0.017	-0.8442	-0.2105
-0.87	0.018	0.19660335	0.018	-0.8442	-0.2105
-0.87	0.019	0.02781877	0.019	-0.8442	-0.2105
-0.87	0.02	0.13560124	0.02	-0.8442	-0.2105
-0.87	0.021	-0.01546474	0.021	-0.8442	-0.2105
-0.87	0.022	0.21780958	0.022	-0.8442	-0.2105
-0.87	0.023	0.0065612	0.023	-0.8442	-0.2105
-0.87	0.024	0.02755799	0.024	-0.8442	-0.2105
-0.87	0.025	0.01976275	0.024	-0.8442	-0.2105
-0.87	0.026	0.02956965	0.026	-0.8442	-0.2105
-0.87	0.027	-0.02420516	0.027	-0.8442	-0.2105
-0.87	0.028	0.00652862	0.027	-0.8442	-0.2105
-0.87	0.029	0.00251458	0.029	-0.8442	-0.2105
-0.87	0.03	-0.00238421	0.029	-0.8442	-0.2105
-0.87	0.031	0.00590931	0.031	-0.8442	-0.2105
-0.87	0.032	0.00279864	0.032	-0.8442	-0.2105
-0.87	0.033	0.01079409	0.033	-0.8442	-0.2105
-0.87	0.034	-0.01047743	0.034	-0.8442	-0.2105
-0.87	0.035	0.02890838	0.035	-0.8442	-0.2105
-0.87	0.036	-0.00704089	0.036	-0.8442	-0.2105
-0.87	0.037	0.16668907	0.037	-0.8442	-0.2105
-0.87	0.038	0.23825712	0.038	-0.8442	-0.2105
-0.87	0.039	0.20635895	0.038	-0.8442	-0.2105
-0.87	0.04	0.27591998	0.04	-0.8442	-0.2105
-0.87	0.041	0.12327993	0.041	-0.8442	-0.2105
-0.87	0.042	0.12198068	0.042	-0.8442	-0.2105
-0.87	0.043	0.1052121	0.043	-0.8442	-0.2105
-0.87	0.044	0.1186186	0.044	-0.8442	-0.2104
-0.87	0.045	0.095559	0.044	-0.8442	-0.2105
-0.87	0.046	0.10848572	0.046	-0.8442	-0.2105
-0.87	0.047	0.12327985	0.046	-0.8442	-0.2105
-0.87	0.048	0.1026463	0.048	-0.8442	-0.2105
-0.87	0.049	0.1056824	0.048	-0.8442	-0.2105
-0.87	0.05	0.12111458	0.05	-0.8442	-0.2105
-0.86	-0.05	0.08586835	-0.05	-0.8345	-0.208
-0.86	-0.049	0.1116616	-0.049	-0.8345	-0.2081
-0.86	-0.048	0.08486255	-0.048	-0.8345	-0.2081
-0.86	-0.047	0.1105393	-0.048	-0.8345	-0.208
-0.86	-0.046	0.10163577	-0.046	-0.8345	-0.2081
-0.86	-0.045	0.09751468	-0.045	-0.8345	-0.208
-0.86	-0.044	0.08253423	-0.045	-0.8345	-0.2081
-0.86	-0.043	0.0843736	-0.043	-0.8345	-0.2081
-0.86	-0.042	0.10456488	-0.042	-0.8345	-0.208
-0.86	-0.041	0.10238075	-0.042	-0.8345	-0.208
-0.86	-0.04	0.09784532	-0.04	-0.8345	-0.2081
-0.86	-0.039	0.11327275	-0.039	-0.8345	-0.2081
-0.86	-0.038	0.09855308	-0.039	-0.8345	-0.2081
-0.86	-0.037	0.10287445	-0.037	-0.8345	-0.2081
-0.86	-0.036	0.06631987	-0.036	-0.8345	-0.208
-0.86	-0.035	0.11113535	-0.035	-0.8345	-0.208
-0.86	-0.034	0.0873772	-0.035	-0.8345	-0.2081
-0.86	-0.033	0.11954522	-0.033	-0.8345	-0.208
-0.86	-0.032	0.12769893	-0.033	-0.8345	-0.208
-0.86	-0.031	0.10117013	-0.031	-0.8345	-0.2081
-0.86	-0.03	0.09581043	-0.031	-0.8345	-0.208
-0.86	-0.029	0.09755655	-0.029	-0.8344	-0.2081
-0.86	-0.028	0.10437393	-0.028	-0.8345	-0.208
